US_Chart - Mainstream Rock Airplay,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,week_of
126,Viking,Slaughter To Prevail,11,-1,12,2,0,200,0,200,264653,2023.11.09
127,One Of Us,Word Alive,11,-3,14,2,0,0,0,0,127684,2023.11.09
128,Z0mbie,Static-X,10,9,1,10,0,7000,6200,800,50614,2023.11.09
129,Healthy,Left To Vanish,10,8,2,10,0,7000,5400,1600,21,2023.11.09
130,The Glass,Foo Fighters,10,6,4,1,0,14600,7700,6900,81173,2023.11.09
131,Dial Tone,Catch Your Breath,10,3,7,4,0,2000,1600,400,507808,2023.11.09
132,Who's Laughing Now,Durry,10,0,10,1,0,18900,0,18900,109597,2023.11.09
133,I Was Alive,Beartooth,10,-1,11,1,0,0,0,0,245921,2023.11.09
134,The Descent,Prong,9,7,2,9,0,6900,5300,1600,6428,2023.11.09
135,The Spirit Returns,Blackbraid,9,7,2,9,0,6500,4900,1600,4441,2023.11.09
136,First,Cold War Kids,9,3,6,2,0,24400,12100,12300,703915,2023.11.09
137,Loyal To The Lie,Mick Mars,9,2,7,8,0,20400,8000,12400,104047,2023.11.09
138,The Artist In The Ambulance,Thrice,9,2,7,2,0,2000,2000,0,161749,2023.11.09
139,Baptize Me,Saving Abel,9,1,8,1,0,0,0,0,8374,2023.11.09
140,Terrible Things,Halestorm,9,0,9,2,0,2300,0,2300,47707,2023.11.09
141,Pass The Nirvana,Pierce The Veil,9,-1,10,4,0,10400,9800,600,473669,2023.11.09
142,Sinners & Saints,Like A Storm,9,-2,11,2,0,5900,-3100,9000,4289,2023.11.09
143,"Easy Come, Easy Go",Jared James Nichols,9,-8,17,1,0,5300,-22200,27500,1697,2023.11.09
144,Dogma,Crown The Empire,9,,,1,0,0,,,26405,2023.11.09
144,In Another Life,Crown The Empire Feat. Courtney Laplante,9,,,1,0,0,,,22884,2023.11.09
146,Bloodshot,Enter Shikari,8,7,1,2,0,1500,1500,0,5162,2023.11.09
147,Self-Destruct,Zero 9:36,8,2,6,1,0,0,0,0,27984,2023.11.09
148,Crawl Space,Lylvc,8,1,7,2,0,7800,-7900,15700,8092,2023.11.09
149,Poison Pill,Silverstein,8,1,7,2,0,900,900,0,6559,2023.11.09
150,Medicine,Bring Me The Horizon,8,1,7,1,0,0,0,0,75960,2023.11.09
150,As The Sun Sets,Taipei Houston,8,1,7,1,0,0,0,0,1150,2023.11.09
150,For What It's Worth,Silent Theory,8,1,7,1,0,0,0,0,93532,2023.11.09
153,Heartless,Ovtlier,8,0,8,1,0,0,0,0,6102,2023.11.09
154,Through Hell,"Citizen Soldier, Royal Bliss",8,-1,9,2,0,700,700,0,67769,2023.11.09
155,The Other Side (Feat. Morgan R,3 Years Hollow,8,-1,9,1,0,5800,-3100,8900,293,2023.11.09
156,Temple Of Love,Black Veil Brides,8,-1,9,1,0,0,0,0,24403,2023.11.09
156,Nothing At All,Cairo Knife Fight,8,-1,9,1,0,0,0,0,129,2023.11.09
156,Best Times,Nothing More,8,-1,9,1,0,0,0,0,28688,2023.11.09
159,Manic,Wage War,8,-4,12,1,0,0,0,0,196793,2023.11.09
160,Cold Blooded,Of Virtue,8,-5,13,2,0,2100,-4300,6400,19004,2023.11.09
161,Stuck Against The Wall,Velvet Chains,8,,,6,0,12700,,,469,2023.11.09
162,Make It Out Alive,One Ok Rock,7,6,1,1,0,0,0,0,145605,2023.11.09
163,The Light And Dark,Aranda,7,3,4,1,0,1400,600,800,452,2023.11.09
164,Chokehold,Sleep Token,7,2,5,2,0,1600,1600,0,680038,2023.11.09
165,Fight This War,Uncured,7,0,7,1,0,0,0,0,2040,2023.11.09
165,Sorry Not Sorry (Rock Version),Demi Lovato,7,0,7,1,0,0,0,0,74671,2023.11.09
165,Dying For,Rain City Drive,7,0,7,1,0,0,0,0,50424,2023.11.09
165,Drowning,Atreyu,7,0,7,1,0,0,0,0,126698,2023.11.09
169,Falling Through The Sky,Fit For A King,7,-1,8,1,0,0,0,0,32809,2023.11.09
170,Mary On A Cross,Ghost,7,-2,9,2,0,100,-300,400,4364417,2023.11.09
171,Fence,Sevendust,7,-2,9,1,0,0,0,0,17188,2023.11.09
171,Running From Ghosts,Eternal Frequency,7,-2,9,1,0,0,0,0,222,2023.11.09
171,Calm Before The Storm,Any Given Sin,7,-2,9,1,0,0,0,0,21266,2023.11.09
174,Positive Charge,Gaslight Anthem,7,-14,21,1,0,9200,-36200,45400,61314,2023.11.09
175,On The Verge,Thrown,7,,,3,0,4300,,,109730,2023.11.09
176,"Look Ma, No Brains",Green Day,6,4,2,6,0,30600,-22600,53200,676422,2023.11.09
177,When I Pull Up,Justin Champagne,6,4,2,5,0,7800,7000,800,402294,2023.11.09
178,Pretty Vicious,Struts,6,4,2,5,0,7800,5200,2600,109343,2023.11.09
179,Bow Down,I Prevail,6,3,3,3,0,2000,2000,0,359316,2023.11.09
180,Wolf,Saint Asonia,6,3,3,1,0,0,-9700,9700,12213,2023.11.09
181,Circle With Me,Spiritbox,6,2,4,3,0,600,-1400,2000,343197,2023.11.09
182,Amen!,Bring Me The Horizon,6,2,4,1,0,0,0,0,239077,2023.11.09
183,Gone Or Staying,Sleep Theory,6,1,5,1,0,0,0,0,222005,2023.11.09
184,Spirits High,Exies,6,0,6,6,0,11700,-1800,13500,3149,2023.11.09
185,Black Smoke Rising,Greta Van Fleet,6,0,6,5,0,3200,-1500,4700,376188,2023.11.09
186,No Heaven,For The Fallen Dreams,6,0,6,1,0,0,0,0,0,2023.11.09
187,Antimatter,Silent Planet,6,-2,8,1,0,0,0,0,242513,2023.11.09
188,The Dying Song (Time To Sing),Slipknot,6,-5,11,2,0,10300,-8400,18700,179699,2023.11.09
189,New Reality,Word Alive,6,-6,12,1,0,0,0,0,37612,2023.11.09
190,Cold Bones,Any Given Sin,6,,,6,0,11700,,,7438,2023.11.09
191,Cobra,Megan Thee Stallion,6,,,3,0,2000,,,12471618,2023.11.09
192,Bad Friend,Bad Wolves,6,,,2,0,800,,,99269,2023.11.09
193,Modern Girl,Bleachers,5,4,1,5,0,3300,2300,1000,326883,2023.11.09
194,Spider Bites,Gaslight Anthem,5,4,1,4,0,5000,4000,1000,87142,2023.11.09
195,The Sound Of Silence (Live At Red Rocks),Disturbed,5,4,1,1,0,0,0,0,14893,2023.11.09
196,Screaming Suicide,Metallica,5,3,2,3,0,1900,1100,800,117312,2023.11.09
197,Ritual,Within Temptation,5,2,3,5,0,4800,2200,2600,29955,2023.11.09
198,If Darkness Had A Son,Metallica,5,1,4,5,0,6700,2200,4500,151894,2023.11.09
199,STRANDED,Gojira,5,1,4,2,0,4500,200,4300,192759,2023.11.09
200,Sweet Life,Rival Sons,5,-2,7,2,0,5600,-3200,8800,14509,2023.11.09
201,Crash N Burn,Above Snakes,5,-3,8,1,0,0,0,0,1605,2023.11.09
202,1987,Steel Panther,5,,,4,0,6600,,,9008,2023.11.09
203,Silver,Amber Wild,5,,,1,0,0,,,5479,2023.11.09
Copyright (c) 2023 MRC Data LLC. Confidential and Proprietary.,,,,,,,,,,,,2023.11.09
Rank,Song,Artist,TP Spins,+/- Chg. Spins,LP Spins,Stations,Adds,TP Audience,+/- Chg. Audience,LP Audience,TP Stream,2023.11.16
1,The American Dream Is Killing Me,Green Day,1844,133,1711,75,0,3816500,215200,3601300,463167,2023.11.16
2,One More Time,Blink-182,1742,30,1712,72,0,3253500,-45800,3299300,1962358,2023.11.16
3,Might Love Myself,Beartooth,1567,-174,1741,71,0,2357800,-200500,2558300,463837,2023.11.16
4,Too Far Gone?,Metallica,1423,-242,1665,72,0,2522000,-502300,3024300,192683,2023.11.16
5,Skeletons,Pop Evil,1395,-302,1697,69,0,1904400,-385300,2289700,252422,2023.11.16
6,Here And Now,Staind,1373,132,1241,68,0,1977600,185800,1791800,186339,2023.11.16
7,Nightmare,From Ashes To New,1357,59,1298,65,0,1460100,14200,1445900,231170,2023.11.16
8,Artificial,Daughtry,1305,109,1196,70,0,1483300,150400,1332900,334882,2023.11.16
9,Won'T Take Me Alive,Dirty Honey,1161,15,1146,71,0,1773300,7500,1765800,71421,2023.11.16
10,Under You,Foo Fighters,1029,-43,1072,65,0,2355200,-99700,2454900,299253,2023.11.16
11,I'M Alright,Mammoth WVH,1025,41,984,65,0,1539500,6400,1533100,56116,2023.11.16
12,Devil You Know,Tim Montana,935,73,862,67,0,1650000,374000,1276000,112000,2023.11.16
13,A Symptom Of Being Human,Shinedown,923,204,719,64,0,1614100,279600,1334500,1049457,2023.11.16
14,Numb,Sleep Theory,911,49,862,55,0,887100,189200,697900,280120,2023.11.16
15,Legends Never Die,Bad Wolves,892,84,808,56,0,773200,71300,701900,264531,2023.11.16
16,Already Over,Mike Shinoda,830,91,739,64,0,786100,62200,723900,389496,2023.11.16
17,The Falling Sky,Greta Van Fleet,795,-300,1095,66,0,1079600,-438200,1517800,132418,2023.11.16
18,Too Good At Raising Hell,Struts,729,29,700,59,0,957500,29900,927600,105018,2023.11.16
19,Sign Of Life,Motionless In White,676,39,637,52,0,562700,17600,545100,461153,2023.11.16
20,Mattel,Avenged Sevenfold,644,53,591,55,0,625400,95100,530300,124695,2023.11.16
21,Nervous,Black Stone Cherry,619,45,574,50,0,482400,49300,433100,49726,2023.11.16
22,Gone,Atreyu,606,30,576,49,0,383400,4500,378900,75153,2023.11.16
23,Spotlight,Fozzy,538,120,418,58,0,437400,81800,355600,43536,2023.11.16
24,Leave A Light On,Papa Roach,525,140,385,48,0,499700,202700,297000,371445,2023.11.16
25,Nowhere To Go But Everywhere,Bush,438,64,374,56,0,409900,41900,368000,41093,2023.11.16
26,Don't Tell Me,Disturbed,435,182,253,54,0,417800,162600,255200,79817,2023.11.16
27,Blackout,Austin Meade,374,8,366,35,0,321800,16700,305100,58261,2023.11.16
28,Higher Power,Scott Stapp,343,127,216,46,0,247000,144700,102300,21266,2023.11.16
29,Skinny Little Missy,Nickelback,298,23,275,35,0,243500,11400,232100,233188,2023.11.16
30,Angry,Rolling Stones,260,14,246,19,0,561400,-39900,601300,394993,2023.11.16
31,Honey (Are U Coming?),Maneskin,259,32,227,16,0,775500,12100,763400,958567,2023.11.16
32,Last Resort,Falling In Reverse,259,30,229,38,0,576000,74400,501600,668434,2023.11.16
33,Below The Belt,Point North,214,18,196,34,0,60300,7500,52800,115158,2023.11.16
34,Atomic City,U2,212,-1,213,19,0,471600,-147700,619300,233463,2023.11.16
35,Hesitate,Another Day Dawns,199,4,195,16,0,125100,14400,110700,28087,2023.11.16
36,Getting Loud,Moon Fever,193,-95,288,25,0,84100,-20400,104500,1699,2023.11.16
37,Deadzone,Blind Channel,190,-4,194,29,0,106000,-39100,145100,18136,2023.11.16
38,Dynamite,Any Given Sin,182,37,145,32,0,109000,8800,100200,112095,2023.11.16
39,Darker Still,Parkway Drive,179,2,177,27,0,91500,-2000,93500,34596,2023.11.16
40,Granite,Sleep Token,177,2,175,13,0,266000,-45900,311900,879350,2023.11.16
41,Cry Little Sister,Vampires Everywhere!,171,6,165,10,0,55000,-14000,69000,9748,2023.11.16
42,Darkside,Bring Me The Horizon,150,-20,170,10,0,88000,6000,82000,839939,2023.11.16
43,I Am The Lightning,Des Rocs,145,75,70,27,0,124300,73600,50700,19518,2023.11.16
44,Closure,I Prevail,143,40,103,15,0,88700,42900,45800,151077,2023.11.16
45,Vampyre,New Years Day,143,17,126,16,0,82300,9500,72800,25833,2023.11.16
46,Lose It All,Rubikon,143,-4,147,14,0,42700,0,42700,1352,2023.11.16
47,My Addiction,Lines Of Loyalty,124,24,100,17,0,57500,17400,40100,5485,2023.11.16
48,Crocodile Tears,Foundry,121,-37,158,18,0,40800,-18800,59600,2167,2023.11.16
49,Running In Circles,Dead Poet Society,113,33,80,20,0,27100,3100,24000,46758,2023.11.16
50,Knockin On The Door,Bites,112,2,110,7,0,55100,-9000,64100,738,2023.11.16
51,Ya Need It,Hot For Crime,104,32,72,9,0,28600,9900,18700,27245,2023.11.16
52,Silhouette,Oni,104,18,86,18,0,32900,4600,28300,4659,2023.11.16
53,Landmines,Sum 41,104,-22,126,13,0,84300,-36500,120800,274131,2023.11.16
54,The Game,Starbenders,98,13,85,16,0,47000,14500,32500,3664,2023.11.16
55,Accusation,Gxtp,96,1,95,10,0,18800,1100,17700,17106,2023.11.16
56,Meat & Greet,Ice Nine Kills,92,10,82,5,0,5100,5100,0,354822,2023.11.16
57,When The Darkness Comes,Jeris Johnson,91,24,67,8,0,34300,8600,25700,725049,2023.11.16
58,Medusa (Stone),Theory Of A Deadman,88,9,79,5,0,33500,-13600,47100,176092,2023.11.16
59,Frozen,Rain City Drive,85,0,85,11,0,23300,-12900,36200,122012,2023.11.16
60,Love What I Hate,Kobra Paige,77,25,52,12,0,48900,6800,42100,373,2023.11.16
61,Lips Of An Angel,Shaylen & Austin John Winkler,77,-4,81,9,0,18500,600,17900,0,2023.11.16
62,Prizefighter,Blame My Youth,75,1,74,14,0,29100,-8800,37900,14083,2023.11.16
63,Panic Attack,Judas Priest,73,1,72,17,0,98000,12300,85700,102306,2023.11.16
64,Cash & Cobain,Puddle Of Mudd,66,3,63,12,0,30200,6100,24100,10001,2023.11.16
65,Pony,Slothrust,65,5,60,17,0,30300,6200,24100,15743,2023.11.16
66,Favourite Song,Taproot,58,0,58,4,0,66000,-5600,71600,6065,2023.11.16
67,Drop (Feat. Randy Blythe),P.O.D.,55,35,20,32,0,65700,32600,33100,106935,2023.11.16
68,Evil People,Set It Off,51,20,31,7,0,11200,2000,9200,173095,2023.11.16
69,What's Done Is Done,Stray View,49,18,31,2,0,0,0,0,85110,2023.11.16
70,Follow Me,Violent,47,10,37,4,0,22100,1800,20300,0,2023.11.16
71,Cobra,Megan Thee Stallion,45,39,6,3,0,9200,7200,2000,8499896,2023.11.16
72,Look Alive,Oxymorrons,44,32,12,18,0,20900,7700,13200,0,2023.11.16
73,Fighting Myself,Linkin Park,44,-5,49,3,0,106200,-24000,130200,747871,2023.11.16
74,One More Time Around,Lonely Ones,42,0,42,3,0,39200,-800,40000,1911,2023.11.16
75,Toxic,Major Moment,39,-4,43,1,0,0,0,0,15659,2023.11.16
76,Bite Down,Mike's Dead,38,8,30,2,0,0,0,0,24657,2023.11.16
77,We Didn't Start The Fire,Fall Out Boy,37,-3,40,5,0,60200,-12400,72600,1910365,2023.11.16
78,21 Gun Salute,Catch Your Breath,35,20,15,2,0,0,0,0,176507,2023.11.16
79,Virus,Elijah,35,-17,52,1,0,0,0,0,197096,2023.11.16
80,Never Gets Old,Jesse James Dupree,31,-3,34,9,0,54300,8500,45800,3495,2023.11.16
81,Wolf,Saint Asonia,30,24,6,3,0,11400,11400,0,191483,2023.11.16
82,Revelation,Many Eyes,30,9,21,2,0,3300,3300,0,42163,2023.11.16
83,The Dark Side,Our Last Night,30,9,21,1,0,0,0,0,36854,2023.11.16
83,Dark Thoughts,Funeral Portrait,30,9,21,1,0,0,0,0,39035,2023.11.16
85,We Got The Moves,Electric Callboy,30,7,23,3,0,2400,2400,0,404428,2023.11.16
86,It's Your Lack Of Respect,Flat Black,30,-13,43,2,0,54300,-7200,61500,16021,2023.11.16
87,Sober,Of Virtue,29,7,22,1,0,41400,9500,31900,11685,2023.11.16
88,Jaded,Spiritbox,28,-8,36,2,0,0,-4200,4200,548868,2023.11.16
89,Emergency Contact,Pierce The Veil,28,-17,45,4,0,109500,-5600,115100,379807,2023.11.16
90,Loyal To The Lie,Mick Mars,27,18,9,8,0,49200,28800,20400,55732,2023.11.16
91,Heavy Rain,Ghostkid,27,9,18,1,0,0,0,0,50499,2023.11.16
92,Records,Weezer,24,7,17,3,0,189600,34000,155600,55005,2023.11.16
93,Dogma,Crown The Empire,22,13,9,1,0,0,0,0,27685,2023.11.16
94,A Million Watts,Nonpoint,22,-24,46,4,0,19000,-9600,28600,11360,2023.11.16
95,Invisible Hand,††† (Crosses),21,-3,24,2,0,78800,-24900,103700,103199,2023.11.16
96,Stuck Against The Wall,Velvet Chains,20,12,8,7,0,20200,7500,12700,617,2023.11.16
97,Nowhere To Go,Bad Omens,19,7,12,1,0,0,0,0,407763,2023.11.16
98,Tonight,Amira Elfeky,19,-2,21,1,0,0,0,0,0,2023.11.16
99,Dark Void,Asking Alexandria,17,2,15,2,0,0,0,0,138146,2023.11.16
100,Blood Runs Cold,Rain City Drive,16,1,15,2,0,0,0,0,176648,2023.11.16
101,Bite My Head Off,Rolling Stones,16,-1,17,1,0,22700,-1700,24400,130291,2023.11.16
102,Scapegoat,American Dream Machine,16,,,1,0,0,,,1407,2023.11.16
103,Cellar Door,Spiritbox,15,-1,16,2,0,800,-200,1000,343924,2023.11.16
104,Animal,"Magnolia Park, Ethan Ross & Plvtinum",15,-14,29,2,0,0,0,0,297587,2023.11.16
105,The Summoning,Sleep Token,14,2,12,4,0,4700,1000,3700,1461513,2023.11.16
106,Hip To Be Scared,ICE NINE KILLS Feat. Jacoby Shaddix,14,-1,15,13,0,8100,-3300,11400,324567,2023.11.16
107,Mirror,Catch Your Breath,14,-14,28,2,0,0,0,0,54522,2023.11.16
108,What Are The Odds,Silent Theory,14,,,1,0,0,,,32600,2023.11.16
109,The Shadow,Pink Elefants,13,12,1,3,0,4600,4600,0,6458,2023.11.16
110,Who's Laughing Now,Durry,13,3,10,1,0,62500,43600,18900,95688,2023.11.16
111,Viking,Slaughter To Prevail,13,2,11,2,0,200,0,200,238650,2023.11.16
112,All Caps,Weathers,13,1,12,2,0,6900,1200,5700,130475,2023.11.16
113,Big Shot,Helmet,12,10,2,12,0,9100,7500,1600,24637,2023.11.16
114,I Was Alive,Beartooth,12,2,10,1,0,0,0,0,317331,2023.11.16
115,Pharmaceutical Sunshine,Kill Devil Hill,12,-2,14,11,0,8800,-5400,14200,528,2023.11.16
116,Misery,Memphis May Fire,12,-7,19,3,0,200,0,200,246501,2023.11.16
117,Evidence,Lamb Of God,12,-11,23,3,0,1900,-8700,10600,123314,2023.11.16
118,Self Hell,While She Sleeps,12,-11,23,3,0,1500,-9300,10800,19425,2023.11.16
119,Obliteration,Filter,12,-20,32,3,0,11900,-30600,42500,7135,2023.11.16
120,Smother,Unpeople,11,10,1,7,0,16400,13100,3300,3507,2023.11.16
121,Antimatter,Silent Planet,11,5,6,3,0,2200,2200,0,161803,2023.11.16
122,"Look Ma, No Brains",Green Day,11,5,6,2,0,193400,162800,30600,236169,2023.11.16
123,Sweet Sounds Of Heaven,"Lady Gaga, The Rolling Stones",11,-4,15,2,0,120900,-44400,165300,246481,2023.11.16
124,We're The Bastards,Phil Campbell,11,,,11,0,6800,,,0,2023.11.16
125,Born For One Thing,Gojira,10,8,2,9,0,6100,4500,1600,33988,2023.11.16
126,STRANDED,Gojira,10,5,5,6,0,9800,5300,4500,192431,2023.11.16
127,Ritual,Within Temptation,10,5,5,10,0,6800,2000,4800,26421,2023.11.16
128,New Reality,Word Alive,10,4,6,1,0,0,0,0,35795,2023.11.16
129,Temple Of Love,Black Veil Brides,10,2,8,2,0,2400,2400,0,23344,2023.11.16
130,Cold Blooded,Of Virtue,10,2,8,2,0,900,-1200,2100,20985,2023.11.16
131,Push,Alborn,10,-1,11,2,0,1400,-2300,3700,745,2023.11.16
132,Sunshine,Beartooth,10,-5,15,3,0,0,-2000,2000,222278,2023.11.16
133,State Of Emergency,Prong,9,7,2,9,0,6900,5300,1600,3892,2023.11.16
134,Shine,Baroness,9,7,2,9,0,6600,5000,1600,7483,2023.11.16
135,Silver,Amber Wild,9,4,5,1,0,0,0,0,3935,2023.11.16
135,Crash N Burn,Above Snakes,9,4,5,1,0,0,0,0,1860,2023.11.16
137,No Heaven,For The Fallen Dreams,9,3,6,1,0,0,0,0,0,2023.11.16
138,Mary On A Cross,Ghost,9,2,7,4,0,1600,1500,100,4376336,2023.11.16
139,Calm Before The Storm,Any Given Sin,9,2,7,1,0,0,0,0,20951,2023.11.16
140,Nothing At All,Cairo Knife Fight,9,1,8,2,0,1500,1500,0,91,2023.11.16
141,Self-Destruct,Zero 9:36,9,1,8,1,0,0,0,0,24778,2023.11.16
141,For What It's Worth,Silent Theory,9,1,8,1,0,0,0,0,92975,2023.11.16
143,Pass The Nirvana,Pierce The Veil,9,0,9,3,0,100,-10300,10400,466321,2023.11.16
144,Terrible Things,Halestorm,9,0,9,2,0,9200,6900,2300,44975,2023.11.16
145,The Wolf,Wes Cage,8,7,1,2,0,0,0,0,1023,2023.11.16
146,Dying For,Rain City Drive,8,1,7,1,0,0,0,0,50011,2023.11.16
146,Drowning,Atreyu,8,1,7,1,0,0,0,0,116386,2023.11.16
146,Running From Ghosts,Eternal Frequency,8,1,7,1,0,0,0,0,232,2023.11.16
149,Chokehold,Sleep Token,8,1,7,1,0,0,-1600,1600,657423,2023.11.16
150,Crawl Space,Lylvc,8,0,8,2,0,7800,0,7800,6517,2023.11.16
151,Through Hell,"Citizen Soldier, Royal Bliss",8,0,8,1,0,0,-700,700,67913,2023.11.16
152,Poison Pill,Silverstein,8,0,8,1,0,0,-900,900,6780,2023.11.16
153,"Easy Come, Easy Go",Jared James Nichols,8,-1,9,1,0,5700,400,5300,2077,2023.11.16
154,Baptize Me,Saving Abel,8,-1,9,1,0,0,0,0,8515,2023.11.16
155,The Glass,Foo Fighters,8,-2,10,1,0,6400,-8200,14600,75210,2023.11.16
156,Never Be Like You,Kingdom Collapse,8,-11,19,1,0,0,0,0,63145,2023.11.16
157,Seconds Slip,Jimmie's Chicken Shack,7,4,3,2,0,16400,10600,5800,0,2023.11.16
158,On The Verge,Thrown,7,0,7,2,0,1600,-2700,4300,108699,2023.11.16
159,Falling Through The Sky,Fit For A King,7,0,7,1,0,0,0,0,32850,2023.11.16
159,Fence,Sevendust,7,0,7,1,0,0,0,0,15964,2023.11.16
159,Fight This War,Uncured,7,0,7,1,0,0,0,0,2624,2023.11.16
162,As The Sun Sets,Taipei Houston,7,-1,8,1,0,0,0,0,1460,2023.11.16
162,Heartless,Ovtlier,7,-1,8,1,0,0,0,0,5859,2023.11.16
162,Best Times,Nothing More,7,-1,8,1,0,0,0,0,27681,2023.11.16
165,The Artist In The Ambulance,Thrice,7,-2,9,1,0,0,-2000,2000,155215,2023.11.16
166,One Of Us,Word Alive,7,-4,11,1,0,0,0,0,121600,2023.11.16
167,Paper Machete,Queens Of The Stone Age,7,-20,27,2,0,9800,-20300,30100,123376,2023.11.16
168,Good Old Days,Revivalists,6,2,4,1,0,18000,9600,8400,188900,2023.11.16
169,Spirits High,Exies,6,0,6,6,0,11900,200,11700,3136,2023.11.16
170,Black Smoke Rising,Greta Van Fleet,6,0,6,5,0,2400,-800,3200,368478,2023.11.16
171,Pretty Vicious,Struts,6,0,6,3,0,18000,10200,7800,99575,2023.11.16
172,Medicine,Bring Me The Horizon,6,-2,8,1,0,0,0,0,74628,2023.11.16
173,First,Cold War Kids,6,-3,9,2,0,16900,-7500,24400,701480,2023.11.16
174,Sinners & Saints,Like A Storm,6,-3,9,2,0,5300,-600,5900,4068,2023.11.16
175,Gossip,Maneskin,5,4,1,1,0,30200,28900,1300,841360,2023.11.16
176,Full Circle,Alborn,5,3,2,2,0,5200,1800,3400,229,2023.11.16
177,Hellbirds,Rivers Of Nihil,5,1,4,3,0,2700,1700,1000,9718,2023.11.16
178,Screaming Suicide,Metallica,5,0,5,4,0,4500,2600,1900,116668,2023.11.16
179,The Sound Of Silence (Live At Red Rocks),Disturbed,5,0,5,1,0,0,0,0,16748,2023.11.16
180,Bow Down,I Prevail,5,-1,6,2,0,0,-2000,2000,355619,2023.11.16
181,Amen!,Bring Me The Horizon,5,-1,6,1,0,0,0,0,225425,2023.11.16
182,In Another Life,Crown The Empire Feat. Courtney Laplante,5,-4,9,1,0,0,0,0,25115,2023.11.16
183,Damaged,In This Moment & Ice Nine Kill,5,-9,14,1,0,0,0,0,232713,2023.11.16
184,Carry On A Wayward Son,Anthrax,4,3,1,4,0,5600,5400,200,6612,2023.11.16
185,Ghost,Wayland,4,3,1,1,0,4800,4600,200,1315,2023.11.16
186,The Forever Rot,Job For A Cowboy,4,2,2,3,0,2400,1600,800,25602,2023.11.16
187,SHOUT AT THE DEVIL (DEMO),Motley Crue,4,2,2,1,0,5400,600,4800,0,2023.11.16
188,Aura,Oni,4,1,3,4,0,4600,1700,2900,27187,2023.11.16
189,Deutschland,Rammstein,4,1,3,2,0,200,-1000,1200,341714,2023.11.16
190,Hypa Hypa,Electric Callboy,4,1,3,1,0,0,0,0,149780,2023.11.16
191,The Agony Seeping Storm,Job For A Cowboy,4,0,4,3,0,1800,0,1800,13393,2023.11.16
192,The Light And Dark,Aranda,4,-3,7,2,0,3900,2500,1400,391,2023.11.16
193,Positive Charge,Gaslight Anthem,4,-3,7,1,0,4600,-4600,9200,42327,2023.11.16
194,Sorry Not Sorry (Rock Version),Demi Lovato,4,-3,7,1,0,0,0,0,72963,2023.11.16
195,Now And Then,Beatles,4,-22,26,3,0,46800,-105000,151800,3881080,2023.11.16
196,Normal People Things,Lovejoy,4,,,4,0,5100,,,442935,2023.11.16
197,Dick Cavett,Marc Ribler,4,,,4,0,3500,,,642,2023.11.16
197,Get Close,Rolling Stones,4,,,4,0,3500,,,139992,2023.11.16
197,Spiro-Man,Michael Quirk,4,,,4,0,3500,,,0,2023.11.16
200,Her Love Is Killin' Me,Huey Lewis & The News,4,,,4,0,2300,,,4437,2023.11.16
200,It Gets Easier,Jason Isbell And The 400 Unit,4,,,4,0,2300,,,13233,2023.11.16
200,Easier Done Than Said,Tearaways,4,,,4,0,2300,,,16,2023.11.16
200,The Weatherman,Gaslight Anthem,4,,,4,0,2300,,,31726,2023.11.16
200,love is embarrassing,Olivia Rodrigo,4,,,4,0,2300,,,2059726,2023.11.16
200,Everybody Walkin' This Land,Paul Cauthen,4,,,4,0,2300,,,37243,2023.11.16
Copyright (c) 2023 MRC Data LLC. Confidential and Proprietary.,,,,,,,,,,,,2023.11.16
Rank,Song,Artist,TP Spins,+/- Chg. Spins,LP Spins,Stations,Adds,TP Audience,+/- Chg. Audience,LP Audience,TP Stream,2023.11.23
1,The American Dream Is Killing Me,Green Day,1968,124,1844,75,0,4090100,273600,3816500,349737,2023.11.23
2,One More Time,Blink-182,1670,-72,1742,71,0,3395800,142300,3253500,1806199,2023.11.23
3,Here And Now,Staind,1554,181,1373,69,0,2559000,581400,1977600,192056,2023.11.23
4,Nightmare,From Ashes To New,1448,91,1357,65,0,1569100,109000,1460100,226661,2023.11.23
5,Artificial,Daughtry,1404,99,1305,71,0,1709200,225900,1483300,280740,2023.11.23
6,Might Love Myself,Beartooth,1368,-199,1567,70,0,2088500,-269300,2357800,455234,2023.11.23
7,Won'T Take Me Alive,Dirty Honey,1192,31,1161,73,0,1745100,-28200,1773300,71534,2023.11.23
8,Too Far Gone?,Metallica,1135,-288,1423,65,0,2031300,-490700,2522000,171871,2023.11.23
9,I'M Alright,Mammoth WVH,1091,66,1025,67,0,1594600,55100,1539500,50255,2023.11.23
10,Devil You Know,Tim Montana,1080,145,935,68,0,1836600,186600,1650000,115091,2023.11.23
11,A Symptom Of Being Human,Shinedown,1057,134,923,69,0,1871400,257300,1614100,1035897,2023.11.23
12,Legends Never Die,Bad Wolves,1000,108,892,59,0,958000,184800,773200,246811,2023.11.23
13,Numb,Sleep Theory,987,76,911,64,0,986600,99500,887100,280551,2023.11.23
14,Under You,Foo Fighters,979,-50,1029,61,0,2451700,96500,2355200,318458,2023.11.23
15,Already Over,Mike Shinoda,909,79,830,67,0,982300,196200,786100,294026,2023.11.23
16,Too Good At Raising Hell,Struts,763,34,729,59,0,1127000,169500,957500,97885,2023.11.23
