US_Chart - Mainstream Rock Airplay,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,week_of
17,Sign Of Life,Motionless In White,752,76,676,55,0,623700,61000,562700,457365,2023.11.23
18,Leave A Light On,Papa Roach,698,173,525,52,0,802400,302700,499700,461986,2023.11.23
19,Gone,Atreyu,672,66,606,56,0,429500,46100,383400,74423,2023.11.23
20,Mattel,Avenged Sevenfold,660,16,644,55,0,688700,63300,625400,116697,2023.11.23
21,Spotlight,Fozzy,621,83,538,59,0,489800,52400,437400,35885,2023.11.23
22,Nervous,Black Stone Cherry,597,-22,619,48,0,483300,900,482400,44111,2023.11.23
23,Don't Tell Me,Disturbed,580,145,435,54,0,582600,164800,417800,104827,2023.11.23
24,Nowhere To Go But Everywhere,Bush,493,55,438,54,0,438200,28300,409900,34455,2023.11.23
25,Blackout,Austin Meade,416,42,374,35,0,345700,23900,321800,52099,2023.11.23
26,Higher Power,Scott Stapp,411,68,343,40,0,280100,33100,247000,18477,2023.11.23
27,The Falling Sky,Greta Van Fleet,406,-389,795,55,0,558200,-521400,1079600,125221,2023.11.23
28,Skinny Little Missy,Nickelback,391,93,298,42,0,307700,64200,243500,283297,2023.11.23
29,Angry,Rolling Stones,277,17,260,23,0,680000,118600,561400,397063,2023.11.23
30,Honey (Are U Coming?),Maneskin,264,5,259,16,0,806700,31200,775500,857180,2023.11.23
31,Below The Belt,Point North,249,35,214,34,0,85300,25000,60300,100703,2023.11.23
32,Dynamite,Any Given Sin,226,44,182,42,0,140500,31500,109000,121587,2023.11.23
33,Atomic City,U2,218,6,212,18,0,497900,26300,471600,193653,2023.11.23
34,Deadzone,Blind Channel,210,20,190,34,0,100300,-5700,106000,16195,2023.11.23
35,Last Resort,Falling In Reverse,207,-52,259,31,0,435900,-140100,576000,620244,2023.11.23
36,Hesitate,Another Day Dawns,196,-3,199,15,0,131100,6000,125100,15890,2023.11.23
37,I Am The Lightning,Des Rocs,193,48,145,26,0,135400,11100,124300,19343,2023.11.23
38,Cry Little Sister,Vampires Everywhere!,185,14,171,10,0,69200,14200,55000,8383,2023.11.23
39,Granite,Sleep Token,179,2,177,14,0,297800,31800,266000,842355,2023.11.23
40,Darker Still,Parkway Drive,179,0,179,24,0,91000,-500,91500,34948,2023.11.23
41,Darkside,Bring Me The Horizon,170,20,150,32,0,138900,50900,88000,710601,2023.11.23
42,Closure,I Prevail,163,20,143,19,0,103500,14800,88700,131383,2023.11.23
43,Vampyre,New Years Day,151,8,143,19,0,74200,-8100,82300,28309,2023.11.23
44,Lose It All,Rubikon,146,3,143,14,0,43000,300,42700,1278,2023.11.23
45,Ya Need It,Hot For Crime,145,41,104,10,0,40100,11500,28600,28199,2023.11.23
46,Knockin On The Door,Bites,138,26,112,9,0,73200,18100,55100,596,2023.11.23
47,My Addiction,Lines Of Loyalty,138,14,124,18,0,59900,2400,57500,5359,2023.11.23
48,Running In Circles,Dead Poet Society,137,24,113,19,0,68400,41300,27100,45012,2023.11.23
49,When The Darkness Comes,Jeris Johnson,124,33,91,10,0,25300,-9000,34300,1074809,2023.11.23
50,Silhouette,Oni,124,20,104,16,0,37200,4300,32900,3617,2023.11.23
51,Look Alive,Oxymorrons,116,72,44,18,0,41300,20400,20900,0,2023.11.23
52,The Game,Starbenders,111,13,98,16,0,54400,7400,47000,17292,2023.11.23
53,Lips Of An Angel,Shaylen & Austin John Winkler,95,18,77,10,0,29600,11100,18500,0,2023.11.23
54,Meat & Greet,Ice Nine Kills,95,3,92,6,0,4400,-700,5100,317282,2023.11.23
55,Frozen,Rain City Drive,89,4,85,9,0,18500,-4800,23300,113076,2023.11.23
56,Accusation,Gxtp,88,-8,96,9,0,16700,-2100,18800,13903,2023.11.23
57,Landmines,Sum 41,80,-24,104,12,0,81100,-3200,84300,249197,2023.11.23
58,Cash & Cobain,Puddle Of Mudd,78,12,66,11,0,38000,7800,30200,9065,2023.11.23
59,Love What I Hate,Kobra Paige,75,-2,77,10,0,38500,-10400,48900,460,2023.11.23
60,Medusa (Stone),Theory Of A Deadman,75,-13,88,4,0,31000,-2500,33500,140801,2023.11.23
61,Panic Attack,Judas Priest,72,-1,73,18,0,84300,-13700,98000,118604,2023.11.23
62,Prizefighter,Blame My Youth,70,-5,75,13,0,19100,-10000,29100,14847,2023.11.23
63,Pony,Slothrust,66,1,65,18,0,25000,-5300,30300,13050,2023.11.23
64,Loyal To The Lie,Mick Mars,58,31,27,32,0,104100,54900,49200,31568,2023.11.23
65,Cobra,Megan Thee Stallion,58,13,45,7,0,10900,1700,9200,5970029,2023.11.23
66,Favourite Song,Taproot,55,-3,58,5,0,65500,-500,66000,6266,2023.11.23
67,Evil People,Set It Off,51,0,51,6,0,1800,-9400,11200,151719,2023.11.23
68,Fighting Myself,Linkin Park,47,3,44,5,0,147800,41600,106200,672092,2023.11.23
69,What's Done Is Done,Stray View,46,-3,49,2,0,0,0,0,68160,2023.11.23
70,Follow Me,Violent,42,-5,47,4,0,16800,-5300,22100,0,2023.11.23
71,Nowhere To Go,Bad Omens,38,19,19,1,0,0,0,0,384841,2023.11.23
72,Virus,Elijah,36,1,35,1,0,0,0,0,172666,2023.11.23
73,Toxic,Major Moment,36,-3,39,1,0,0,0,0,13373,2023.11.23
74,21 Gun Salute,Catch Your Breath,35,0,35,2,0,0,0,0,180624,2023.11.23
75,Bite Down,Mike's Dead,34,-4,38,2,0,0,0,0,29308,2023.11.23
76,One More Time Around,Lonely Ones,34,-8,42,3,0,31200,-8000,39200,1511,2023.11.23
77,It's Your Lack Of Respect,Flat Black,33,3,30,2,0,62600,8300,54300,14582,2023.11.23
78,We Didn't Start The Fire,Fall Out Boy,32,-5,37,4,0,84600,24400,60200,1729517,2023.11.23
79,Sober,Of Virtue,29,0,29,1,0,41700,300,41400,10212,2023.11.23
80,We Got The Moves,Electric Callboy,29,-1,30,3,0,2400,0,2400,393101,2023.11.23
81,Never Gets Old,Jesse James Dupree,29,-2,31,6,0,52000,-2300,54300,1961,2023.11.23
82,Evidence,Lamb Of God,27,15,12,13,0,9500,7600,1900,89917,2023.11.23
83,What Are The Odds,Silent Theory,27,13,14,1,0,0,0,0,35688,2023.11.23
84,Revelation,Many Eyes,27,-3,30,2,0,200,-3100,3300,52747,2023.11.23
85,Stuck Against The Wall,Velvet Chains,26,6,20,7,0,11400,-8800,20200,718,2023.11.23
86,Invisible Hand,††† (Crosses),24,3,21,2,0,112400,33600,78800,107670,2023.11.23
87,Jaded,Spiritbox,24,-4,28,2,0,0,0,0,431862,2023.11.23
88,Dark Thoughts,Funeral Portrait,24,-6,30,1,0,0,0,0,40229,2023.11.23
89,Scapegoat,American Dream Machine,23,7,16,1,0,0,0,0,2418,2023.11.23
90,The Dark Side,Our Last Night,23,-7,30,1,0,0,0,0,31802,2023.11.23
91,Wolf,Saint Asonia,23,-7,30,1,0,0,-11400,11400,98746,2023.11.23
92,Records,Weezer,22,-2,24,3,0,149000,-40600,189600,63004,2023.11.23
93,Drop (Feat. Randy Blythe),P.O.D.,21,-34,55,4,0,31500,-34200,65700,82046,2023.11.23
94,Smother,Unpeople,20,9,11,7,0,30500,14100,16400,1911,2023.11.23
95,Self Hell,While She Sleeps,18,6,12,5,0,5000,3500,1500,19513,2023.11.23
96,Bite My Head Off,Rolling Stones,18,2,16,3,0,32900,10200,22700,113771,2023.11.23
97,Heavy Rain,Ghostkid,18,-9,27,1,0,0,0,0,47155,2023.11.23
98,Emergency Contact,Pierce The Veil,18,-10,28,3,0,47300,-62200,109500,353605,2023.11.23
99,Who's Laughing Now,Durry,16,3,13,1,0,96200,33700,62500,72359,2023.11.23
100,Dark Void,Asking Alexandria,16,-1,17,2,0,0,0,0,145427,2023.11.23
101,Hive Mind,Slipknot,16,,,1,0,0,,,50880,2023.11.23
102,Blood Runs Cold,Rain City Drive,15,-1,16,2,0,0,0,0,186691,2023.11.23
103,New Reality,Word Alive,14,4,10,1,0,0,0,0,33682,2023.11.23
104,Misery,Memphis May Fire,14,2,12,2,0,0,-200,200,231337,2023.11.23
105,A Million Watts,Nonpoint,14,-8,22,3,0,14500,-4500,19000,23313,2023.11.23
106,Descent,Orbit Culture,13,11,2,12,0,9600,8200,1400,17062,2023.11.23
107,Antimatter,Silent Planet,13,2,11,2,0,2000,-200,2200,145487,2023.11.23
108,Sweet Sounds Of Heaven,"Lady Gaga, The Rolling Stones",13,2,11,1,0,180200,59300,120900,247030,2023.11.23
109,Cellar Door,Spiritbox,13,-2,15,3,0,1500,700,800,242170,2023.11.23
110,Paved In Sorrow,Dying Wish,12,11,1,12,0,7800,7000,800,15755,2023.11.23
111,Pretty Vicious,Struts,12,6,6,2,0,38000,20000,18000,228307,2023.11.23
112,Viking,Slaughter To Prevail,12,-1,13,3,0,2500,2300,200,234148,2023.11.23
113,The Summoning,Sleep Token,12,-2,14,3,0,3600,-1100,4700,1408083,2023.11.23
114,Dogma,Crown The Empire,12,-10,22,1,0,0,0,0,26306,2023.11.23
115,Underneath,Code Orange,11,10,1,11,0,8200,7400,800,3701,2023.11.23
115,The Grey,TesseracT,11,10,1,11,0,8200,7400,800,18795,2023.11.23
117,Last Word,Baroness,11,9,2,11,0,8200,6800,1400,21232,2023.11.23
118,Mary On A Cross,Ghost,11,2,9,4,0,100,-1500,1600,4206193,2023.11.23
119,State Of Emergency,Prong,11,2,9,11,0,8100,1200,6900,3031,2023.11.23
120,Push,Alborn,11,1,10,2,0,3300,1900,1400,1099,2023.11.23
121,Obliteration,Filter,11,-1,12,3,0,7700,-4200,11900,6145,2023.11.23
122,I Was Alive,Beartooth,11,-1,12,1,0,0,0,0,250874,2023.11.23
123,Animal,"Magnolia Park, Ethan Ross & Plvtinum",11,-4,15,1,0,0,0,0,307518,2023.11.23
124,Dance With Me,Blink-182,10,9,1,2,0,12600,10700,1900,592240,2023.11.23
125,Some Of Us,Demon Hunter,10,9,1,10,0,7700,6900,800,11187,2023.11.23
126,Dynamite,Frank Palangi,10,8,2,1,0,1200,900,300,360,2023.11.23
127,Fence,Sevendust,10,3,7,3,0,600,600,0,15126,2023.11.23
128,On The Verge,Thrown,10,3,7,2,0,2700,1100,1600,88934,2023.11.23
129,For What It's Worth,Silent Theory,10,1,9,1,0,0,0,0,66996,2023.11.23
130,Sunshine,Beartooth,10,0,10,3,0,0,0,0,215259,2023.11.23
131,Cold Blooded,Of Virtue,10,0,10,2,0,4600,3700,900,21312,2023.11.23
132,"Look Ma, No Brains",Green Day,10,-1,11,4,0,14000,-179400,193400,168522,2023.11.23
133,The Shadow,Pink Elefants,10,-3,13,2,0,200,-4400,4600,5214,2023.11.23
134,Fu4evr,Attila,10,,,1,0,0,,,19769,2023.11.23
135,Mia Goth,Attila,9,8,1,1,0,0,0,0,0,2023.11.23
136,First,Cold War Kids,9,3,6,2,0,18300,1400,16900,647541,2023.11.23
137,Fight This War,Uncured,9,2,7,1,0,0,0,0,2178,2023.11.23
138,"Easy Come, Easy Go",Jared James Nichols,9,1,8,1,0,4500,-1200,5700,1655,2023.11.23
139,Pass The Nirvana,Pierce The Veil,9,0,9,3,0,100,0,100,426499,2023.11.23
140,Silver,Amber Wild,9,0,9,2,0,0,0,0,3722,2023.11.23
141,Mirror,Catch Your Breath,9,-5,14,1,0,0,0,0,47300,2023.11.23
142,Death By A Thousand Cuts,Imminence,8,5,3,7,0,5100,-1800,6900,148522,2023.11.23
143,Medicine,Bring Me The Horizon,8,2,6,1,0,0,0,0,76597,2023.11.23
144,Best Times,Nothing More,8,1,7,1,0,0,0,0,27069,2023.11.23
144,The Artist In The Ambulance,Thrice,8,1,7,1,0,0,0,0,155514,2023.11.23
144,As The Sun Sets,Taipei Houston,8,1,7,1,0,0,0,0,1062,2023.11.23
144,Heartless,Ovtlier,8,1,7,1,0,0,0,0,5403,2023.11.23
148,Through Hell,"Citizen Soldier, Royal Bliss",8,0,8,2,0,700,700,0,66073,2023.11.23
149,The Glass,Foo Fighters,8,0,8,1,0,3800,-2600,6400,198934,2023.11.23
150,Poison Pill,Silverstein,8,0,8,1,0,0,0,0,6850,2023.11.23
150,Baptize Me,Saving Abel,8,0,8,1,0,0,0,0,7703,2023.11.23
150,Running From Ghosts,Eternal Frequency,8,0,8,1,0,0,0,0,245,2023.11.23
153,Crash N Burn,Above Snakes,8,-1,9,1,0,0,0,0,1540,2023.11.23
154,All Caps,Weathers,8,-5,13,2,0,5500,-1400,6900,104615,2023.11.23
155,Crazy,Slash,8,,,1,0,17000,,,0,2023.11.23
156,Dysfunctional,Living Dead Girl,7,6,1,1,0,0,0,0,1433,2023.11.23
157,Paper Machete,Queens Of The Stone Age,7,0,7,1,0,8900,-900,9800,118039,2023.11.23
158,Falling Through The Sky,Fit For A King,7,0,7,1,0,0,0,0,31350,2023.11.23
159,Dying For,Rain City Drive,7,-1,8,1,0,0,0,0,57588,2023.11.23
160,Self-Destruct,Zero 9:36,7,-2,9,1,0,0,0,0,22027,2023.11.23
160,No Heaven,For The Fallen Dreams,7,-2,9,1,0,0,0,0,0,2023.11.23
160,Calm Before The Storm,Any Given Sin,7,-2,9,1,0,0,0,0,19258,2023.11.23
163,Terrible Things,Halestorm,7,-2,9,1,0,0,-9200,9200,54548,2023.11.23
164,STRANDED,Gojira,7,-3,10,5,0,4000,-5800,9800,191139,2023.11.23
165,Temple Of Love,Black Veil Brides,7,-3,10,1,0,0,-2400,2400,22360,2023.11.23
166,A Little Bit Of Love,Weezer,6,3,3,1,0,5500,1500,4000,126741,2023.11.23
167,Positive Charge,Gaslight Anthem,6,2,4,1,0,8900,4300,4600,36211,2023.11.23
168,Screaming Suicide,Metallica,6,1,5,4,0,1900,-2600,4500,104035,2023.11.23
169,The Sound Of Silence (Live At Red Rocks),Disturbed,6,1,5,1,0,0,0,0,16602,2023.11.23
170,Crawl Space,Lylvc,6,-2,8,1,0,5400,-2400,7800,3282,2023.11.23
171,Drowning,Atreyu,6,-2,8,1,0,0,0,0,103627,2023.11.23
171,Chokehold,Sleep Token,6,-2,8,1,0,0,0,0,628845,2023.11.23
173,Trial By Fire,Judas Priest,6,,,6,0,7800,,,473901,2023.11.23
174,The Ladder,Johnny Booth,6,,,6,0,4600,,,7889,2023.11.23
175,When You Look At Me,Return To Dust,6,,,1,0,0,,,14079,2023.11.23
176,Obsolete,Of Mice & Men,5,2,3,1,0,0,0,0,137741,2023.11.23
177,Black Smoke Rising,Greta Van Fleet,5,-1,6,4,0,8000,5600,2400,359754,2023.11.23
178,One Of Us,Word Alive,5,-2,7,1,0,0,0,0,110815,2023.11.23
179,Hip To Be Scared,ICE NINE KILLS Feat. Jacoby Shaddix,5,-9,14,3,0,900,-7200,8100,299554,2023.11.23
180,Circle With Me,Spiritbox,4,2,2,2,0,0,0,0,301470,2023.11.23
181,Terrible Lie,Static-X,4,2,2,1,0,2000,1000,1000,18151,2023.11.23
182,Codependent Parasites,Fear Of Water Feat. Elias Soriano Of Nonpoint,4,1,3,3,0,10000,2400,7600,0,2023.11.23
183,Emotion Sickness,Queens Of The Stone Age,4,1,3,3,0,1800,1800,0,66433,2023.11.23
184,Dial Tone,Catch Your Breath,4,1,3,3,0,400,400,0,540643,2023.11.23
185,Now And Then,Beatles,4,0,4,4,0,27700,-19100,46800,2606902,2023.11.23
186,The Forever Rot,Job For A Cowboy,4,0,4,3,0,900,-1500,2400,19486,2023.11.23
187,Before The Devil Knows,Kill Devil Hill,4,,,4,0,5200,,,326,2023.11.23
188,Bygones,Dolly Parton,4,,,3,0,13400,,,177285,2023.11.23
189,Hard And Loud,Royal Bliss,4,,,2,0,12900,,,1988,2023.11.23
190,Animal,Fever 333,4,,,1,0,0,,,5685,2023.11.23
190,Blessed Be,Spiritbox,4,,,1,0,0,,,111565,2023.11.23
192,Feed The Machine,Nickelback,3,2,1,3,0,7100,3800,3300,49494,2023.11.23
193,Get It Right,Madame Mayhem,3,2,1,3,0,2900,2900,0,0,2023.11.23
194,Ritual,Normandie,3,2,1,3,0,2900,1800,1100,13274,2023.11.23
195,She's Kerosene,Interrupters,3,2,1,2,0,6800,3200,3600,139755,2023.11.23
196,Void Of Despair,Skeletal Remains,3,2,1,2,0,3200,2800,400,1863,2023.11.23
197,I Am Above,In Flames,3,2,1,2,0,2400,2400,0,61520,2023.11.23
198,Take A Bow,Mammoth WVH,3,2,1,1,0,22500,20900,1600,103166,2023.11.23
199,Someday My Prince Will Come (Live 1967),Dave Brubeck Trio,3,2,1,1,0,6900,4600,2300,0,2023.11.23
200,Waiting On You,Rain City Drive,3,2,1,1,0,0,0,0,54175,2023.11.23
200,Impression,Violent,3,2,1,1,0,0,0,0,2604,2023.11.23
202,Seasons,Thirty Seconds To Mars,3,1,2,3,0,3300,1300,2000,191180,2023.11.23
203,The Dying Song (Time To Sing),Slipknot,3,1,2,2,0,5700,3900,1800,171625,2023.11.23
204,Necromanteum,Carnifex,3,1,2,2,0,2900,2700,200,7713,2023.11.23
205,Anodyne,Baroness,3,1,2,2,0,2500,100,2400,10455,2023.11.23
206,Bog Dweller,Alluvial,3,1,2,2,0,800,0,800,2459,2023.11.23
206,Drug Emporium,Post Profit,3,1,2,2,0,800,0,800,6376,2023.11.23
208,Inhumation,Allegaeon,3,1,2,2,0,200,0,200,1541,2023.11.23
209,Sweet Life,Rival Sons,3,1,2,1,0,1200,400,800,12180,2023.11.23
210,Manic,Wage War,3,1,2,1,0,0,0,0,190669,2023.11.23
210,Blurry (Out Of Place),Crown The Empire,3,1,2,1,0,0,0,0,73658,2023.11.23
210,Burn It,Fever 333,3,1,2,1,0,0,0,0,24004,2023.11.23
213,Death Grip,Ghost Inside,3,0,3,3,0,2500,2200,300,137427,2023.11.23
214,When I Pull Up,Justin Champagne,3,0,3,3,0,2300,1300,1000,414240,2023.11.23
215,Violence Is Gold,Endseeker,3,0,3,2,0,1900,0,1900,131,2023.11.23
216,Drowning In The Sound,Trivium,3,0,3,1,0,8000,0,8000,10324,2023.11.23
217,Paper Crown,Dark Divine,3,0,3,1,0,300,-1700,2000,0,2023.11.23
218,Ghost,Wayland,3,-1,4,1,0,5000,200,4800,1318,2023.11.23
219,Deutschland,Rammstein,3,-1,4,1,0,0,-200,200,338737,2023.11.23
220,Full Circle,Alborn,3,-2,5,1,0,2100,-3100,5200,269,2023.11.23
221,Nothing At All,Cairo Knife Fight,3,-6,9,1,0,0,-1500,1500,64,2023.11.23
222,Big Shot,Helmet,3,-9,12,3,0,4100,-5000,9100,7504,2023.11.23
223,Glad You Came,Vrsty,3,,,3,0,6500,,,3638,2023.11.23
224,On Fire,Hero And The Horror,3,,,3,0,4100,,,37,2023.11.23
224,Crown Of Barbed Wire,Metallica,3,,,3,0,4100,,,48685,2023.11.23
224,Scapegoat,Kill The Lights,3,,,3,0,4100,,,0,2023.11.23
227,Delusions Of Mortality,Suffocation,3,,,3,0,3300,,,6580,2023.11.23
228,Alma Mater,Bleachers,3,,,3,0,2700,,,487901,2023.11.23
228,Scared Of My Guitar,Olivia Rodrigo,3,,,3,0,2700,,,0,2023.11.23
230,Live & Die,Now,3,,,3,0,1100,,,0,2023.11.23
230,SOS,Bono & The Edge,3,,,3,0,1100,,,0,2023.11.23
232,Last Stretch Of The Road,Graham Parker & The Goldtops,3,,,3,0,600,,,0,2023.11.23
233,One More Light,Linkin Park,3,,,2,0,56200,,,434003,2023.11.23
234,Too Close / Too Late,Spiritbox,3,,,1,0,0,,,272562,2023.11.23
Copyright (c) 2023 MRC Data LLC. Confidential and Proprietary.,,,,,,,,,,,,2023.11.23
Rank,Song,Artist,TP Spins,+/- Chg. Spins,LP Spins,Stations,Adds,TP Audience,+/- Chg. Audience,LP Audience,TP Stream,2023.11.30
1,The American Dream Is Killing Me,Green Day,1964,-4,1968,75,0,3987600,-102500,4090100,274465,2023.11.30
2,Here And Now,Staind,1588,34,1554,70,0,2703100,144100,2559000,179701,2023.11.30
3,One More Time,Blink-182,1579,-91,1670,70,0,3358400,-37400,3395800,1490170,2023.11.30
4,Artificial,Daughtry,1437,33,1404,71,0,1796600,87400,1709200,249479,2023.11.30
5,Nightmare,From Ashes To New,1433,-15,1448,65,0,1505800,-63300,1569100,223025,2023.11.30
6,A Symptom Of Being Human,Shinedown,1179,122,1057,71,0,1967900,96500,1871400,933241,2023.11.30
7,Might Love Myself,Beartooth,1179,-189,1368,69,0,1726400,-362100,2088500,401566,2023.11.30
8,Won'T Take Me Alive,Dirty Honey,1170,-22,1192,71,0,1652500,-92600,1745100,59970,2023.11.30
9,I'M Alright,Mammoth WVH,1118,27,1091,69,0,1669900,75300,1594600,46583,2023.11.30
10,Devil You Know,Tim Montana,1056,-24,1080,67,0,1890200,53600,1836600,106111,2023.11.30
11,Numb,Sleep Theory,1019,32,987,66,0,1040800,54200,986600,277129,2023.11.30
12,Legends Never Die,Bad Wolves,1018,18,1000,60,0,1021900,63900,958000,218975,2023.11.30
13,Under You,Foo Fighters,908,-71,979,62,0,2290400,-161300,2451700,267411,2023.11.30
14,Already Over,Mike Shinoda,907,-2,909,66,0,1014000,31700,982300,256737,2023.11.30
15,Too Far Gone?,Metallica,892,-243,1135,59,0,1462300,-569000,2031300,153570,2023.11.30
16,Leave A Light On,Papa Roach,767,69,698,57,0,932900,130500,802400,527474,2023.11.30
17,Too Good At Raising Hell,Struts,767,4,763,60,0,1078100,-48900,1127000,77850,2023.11.30
18,Sign Of Life,Motionless In White,765,13,752,58,0,613600,-10100,623700,438979,2023.11.30
19,Don't Tell Me,Disturbed,674,94,580,59,0,692100,109500,582600,81216,2023.11.30
20,Spotlight,Fozzy,670,49,621,59,0,522200,32400,489800,33737,2023.11.30
21,Mattel,Avenged Sevenfold,647,-13,660,55,0,651800,-36900,688700,125917,2023.11.30
22,Gone,Atreyu,644,-28,672,52,0,437100,7600,429500,62746,2023.11.30
23,Nowhere To Go But Everywhere,Bush,508,15,493,47,0,483700,45500,438200,28853,2023.11.30
24,Skinny Little Missy,Nickelback,432,41,391,53,0,322200,14500,307700,236612,2023.11.30
25,Higher Power,Scott Stapp,421,10,411,40,0,285700,5600,280100,18267,2023.11.30
26,Blackout,Austin Meade,387,-29,416,37,0,355900,10200,345700,48704,2023.11.30
27,The Falling Sky,Greta Van Fleet,315,-91,406,48,0,400200,-158000,558200,112253,2023.11.30
28,Honey (Are U Coming?),Maneskin,286,22,264,16,0,994300,187600,806700,730547,2023.11.30
29,Angry,Rolling Stones,279,2,277,21,0,649200,-30800,680000,339450,2023.11.30
30,I Am The Lightning,Des Rocs,239,46,193,32,0,162500,27100,135400,13012,2023.11.30
31,Below The Belt,Point North,231,-18,249,31,0,82700,-2600,85300,86473,2023.11.30
32,Atomic City,U2,203,-15,218,18,0,413400,-84500,497900,151998,2023.11.30
33,Running In Circles,Dead Poet Society,192,55,137,30,0,129900,61500,68400,44024,2023.11.30
34,Cry Little Sister,Vampires Everywhere!,187,2,185,12,0,87000,17800,69200,9090,2023.11.30
35,Dynamite,Any Given Sin,183,-43,226,27,0,77600,-62900,140500,114963,2023.11.30
36,Granite,Sleep Token,176,-3,179,14,0,236300,-61500,297800,861688,2023.11.30
37,Deadzone,Blind Channel,169,-41,210,29,0,83300,-17000,100300,17193,2023.11.30
38,Lose It All,Rubikon,168,22,146,32,0,64000,21000,43000,1593,2023.11.30
39,Closure,I Prevail,160,-3,163,19,0,108600,5100,103500,131140,2023.11.30
40,Darkside,Bring Me The Horizon,155,-15,170,12,0,115400,-23500,138900,670718,2023.11.30
41,Vampyre,New Years Day,154,3,151,19,0,80000,5800,74200,24410,2023.11.30
42,Look Alive,Oxymorrons,150,34,116,35,0,86000,44700,41300,0,2023.11.30
43,Knockin On The Door,Bites,145,7,138,10,0,52800,-20400,73200,622,2023.11.30
44,My Addiction,Lines Of Loyalty,141,3,138,17,0,42900,-17000,59900,5971,2023.11.30
45,Hesitate,Another Day Dawns,136,-60,196,14,0,94600,-36500,131100,14997,2023.11.30
46,Ya Need It,Hot For Crime,135,-10,145,10,0,29100,-11000,40100,25078,2023.11.30
47,Silhouette,Oni,131,7,124,18,0,41700,4500,37200,3572,2023.11.30
48,When The Darkness Comes,Jeris Johnson,121,-3,124,13,0,17900,-7400,25300,762791,2023.11.30
49,Lips Of An Angel,Shaylen & Austin John Winkler,119,24,95,16,0,45500,15900,29600,0,2023.11.30
50,The Game,Starbenders,117,6,111,23,0,56400,2000,54400,19965,2023.11.30
51,Accusation,Gxtp,91,3,88,8,0,15700,-1000,16700,1010,2023.11.30
52,Landmines,Sum 41,87,7,80,10,0,76600,-4500,81100,220618,2023.11.30
53,Frozen,Rain City Drive,85,-4,89,9,0,16900,-1600,18500,115282,2023.11.30
54,Meat & Greet,Ice Nine Kills,80,-15,95,3,0,0,-4400,4400,272069,2023.11.30
55,Love What I Hate,Kobra Paige,78,3,75,9,0,39900,1400,38500,353,2023.11.30
56,Pony,Slothrust,76,10,66,19,0,27200,2200,25000,10531,2023.11.30
57,Medusa (Stone),Theory Of A Deadman,73,-2,75,4,0,32200,1200,31000,78528,2023.11.30
58,Cash & Cobain,Puddle Of Mudd,69,-9,78,11,0,29000,-9000,38000,8515,2023.11.30
59,Prizefighter,Blame My Youth,63,-7,70,13,0,15600,-3500,19100,17533,2023.11.30
60,Panic Attack,Judas Priest,58,-14,72,8,0,91100,6800,84300,77186,2023.11.30
61,Favourite Song,Taproot,54,-1,55,3,0,56700,-8800,65500,5700,2023.11.30
62,Cobra,Megan Thee Stallion,52,-6,58,7,0,9100,-1800,10900,4383031,2023.11.30
63,Evil People,Set It Off,49,-2,51,8,0,4900,3100,1800,144475,2023.11.30
64,Fighting Myself,Linkin Park,48,1,47,5,0,112200,-35600,147800,622244,2023.11.30
65,Never Gets Old,Jesse James Dupree,47,18,29,16,0,77700,25700,52000,1033,2023.11.30
66,Stuck Against The Wall,Velvet Chains,36,10,26,9,0,12300,900,11400,936,2023.11.30
67,21 Gun Salute,Catch Your Breath,35,0,35,2,0,0,0,0,172466,2023.11.30
68,What's Done Is Done,Stray View,35,-11,46,2,0,0,0,0,60664,2023.11.30
69,We Didn't Start The Fire,Fall Out Boy,34,2,32,4,0,87900,3300,84600,1497438,2023.11.30
70,Crazy,Slash,33,25,8,1,0,68200,51200,17000,0,2023.11.30
71,Smother,Unpeople,33,13,20,6,0,38800,8300,30500,1766,2023.11.30
72,We Got The Moves,Electric Callboy,33,4,29,3,0,2400,0,2400,379568,2023.11.30
73,Follow Me,Violent,33,-9,42,4,0,9700,-7100,16800,0,2023.11.30
74,Sober,Of Virtue,30,1,29,1,0,41700,0,41700,9566,2023.11.30
