US_Chart - Current Country Albums,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,week_of
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,2023.06.22
61,Dallas/Fort Worth,Drake Milligan,STONEY CREEK RE,SC2,9,43,36,7,125,-32.1,184,11010,2023.08.24
62,Come Get Your Wife,Elle King, RCA,RCA ,1,42,40,30,115,-38.2,186,19916,2023.08.24
63,Brandy Clark,Brandy Clark,Warner Records,WAR,6,,,1,113,52.7,74,4111,2023.08.24
64,Run Rose Run,Dolly Parton,BUTTERFLY RECORDS,BTTY,1,,,69,111,94.7,57,69282,2023.08.24
64,Live At Third Man Records,Old Crow Medicine Show,,,34,,,1,111,270.0,30,1268,2023.08.24
66,Crooked Tree,Molly Tuttle & Golden Highway,NONESUCH,NON,9,55,62,37,110,-15.4,130,18560,2023.08.24
67,My Chains Are Gone,Reba,UMG NASHVILLE,UMGN,1,63,56,74,109,-8.4,119,49018,2023.08.24
68,Mr. Sun,Little Big Town,CAPITOL NASHVILLE,CAPN,1,,63,4,104,65.1,63,19717,2023.08.24
69,#1's-Volume 2(Wlmart,Keith Urban,,,60,60,,2,102,-17.1,123,225,2023.08.24
70,Bronco,Orville Peck,Columbia Records,COL,1,56,,69,101,-21.7,129,40706,2023.08.24
71,Memory Lane,Old Dominion,ARNV,ARNV,6,32,30,9,100,-54.5,220,8865,2023.08.24
72,#1's - Volume 3 (Wal,George Strait,MCA NASHVILLE,MCAN,23,61,53,10,99,-18.2,121,2139,2023.08.24
72,Mr. Saturday Night,Jon Pardi,CAPITOL NASHVILLE,CAPN,1,54,59,51,99,-24.4,131,17003,2023.08.24
74,1988,Lori McKenna,RED INK,RDIK,15,51,41,5,98,-34.2,149,1528,2023.08.24
75,The Outlaw Side Of Me,Chris Janson,BMLG RECORDS,BMLG,10,57,,2,96,-23.8,126,2296,2023.08.24
Copyright (c) 2023 MRC Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,2023.08.24
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,2023.08.31
1,Zach Bryan,Zach Bryan, WARNER Records,WAR,1,,,1,16802,,0,16802,2023.08.31
2,A Cat In The Rain,Turnpike Troubadours,RED INK,RDIK,2,,,1,12834,,0,12834,2023.08.31
3,Speak Now (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,1,1,1,8,12698,-19.2,15725,675220,2023.08.31
4,Standing Room Only,Tim McGraw,BIG MACHINE,BGMA,4,,,1,6285,999.0,16,6300,2023.08.31
5,Red (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,1,3,2,93,5034,-12.0,5722,1006182,2023.08.31
6,Summertime Blues,Zach Bryan,WARNER RECORDS,WAR ,3,31,29,34,3894,999.0,289,21604,2023.08.31
7,Whitsitt Chapel,Jelly Roll,BROKEN BOW RECO,BB2 ,1,7,4,13,3632,23.0,2953,112698,2023.08.31
8,American Heartbreak,Zach Bryan,WARNER RECORDS,WAR,1,8,7,67,3020,49.4,2021,130308,2023.08.31
9,One Thing At A Time,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,1,6,3,26,2778,-18.7,3416,274841,2023.08.31
10,Psychopath,Morgan Wade,Sony Music Nashville,SMNV,10,,,1,2760,999.0,2,2763,2023.08.31
11,Jubilee,Old Crow Medicine Show,"ATO RECORDS, L.L.C.",ATO ,11,,,1,1598,999.0,1,1599,2023.08.31
12,Traveller,Chris Stapleton,MERCURY NASHVILLE,MERN,1,12,8,434,1311,14.3,1147,3062310,2023.08.31
13,Bell Bottom Country,Lainey Wilson,BROKEN BOW RECO,BB2,1,11,10,44,1162,-1.4,1179,79791,2023.08.31
14,Gettin' Old,Luke Combs,COLUMBIA NASHVILLE,CLNV,1,10,9,23,1153,-12.1,1311,89210,2023.08.31
15,Gaither Tribute: Award-Winning Artists H,Gaither,GAITHER MUSIC GROUP,VCMG,15,,,1,1052,,0,1052,2023.08.31
16,Pretty Little Poison,Warren Zeiders,Warner Records,WAR,5,5,,2,1013,-71.5,3552,4566,2023.08.31
17,Rich White Honky Blues,Hank Williams Jr.,CONCORD EASY EYE SOUND,CNCO,1,,,1,762,999.0,39,27161,2023.08.31
18,Little Songs,Colter Wall, RCA,RCA ,2,15,15,7,661,-5.6,700,14712,2023.08.31
19,Sweet Memories: The Music Of Ray Price &,Vince Gill & Paul Franklin,MCA NASHVILLE,MCAN,7,9,14,4,593,-58.0,1411,4601,2023.08.31
20,Religiously. The Album.,Bailey Zimmerman,Warner Music Nashville,WNS,2,13,12,16,579,-22.5,747,20532,2023.08.31
21,Rolling Up The Welcome Mat,Kelsea Ballerini,Black River Entertainment,BRVG,2,2,5,27,578,-92.0,7204,24786,2023.08.31
22,The Mockingbird & The Crow,HARDY,Big Loud Records,BLR,1,14,11,32,571,-23.1,743,62560,2023.08.31
23,This One's For You,Luke Combs,COLUMBIA NASHVILLE,CLNV,7,20,16,326,552,-0.4,554,786290,2023.08.31
24,Dangerous: The Double Album,Morgan Wallen,BIG LOUD / REPUBLIC RECORDS,R-RR,1,16,13,137,509,-25.9,687,424210,2023.08.31
25,NOW Country 16,Various Artists,NOW,NOW ,8,23,18,13,482,-1.2,488,11686,2023.08.31
26,Diamonds & Rhinestones : The Greatest Hits,Dolly Parton,RLSG,RLSG,2,21,20,41,465,-13.2,536,75435,2023.08.31
27,The Country Truth,John Rich, INDEPENDENT LABEL SUBMISSION,INDI,4,4,,2,405,-90.3,4164,4569,2023.08.31
28,Growin' Up,Luke Combs,COLUMBIA NASHVILLE,CLNV,1,22,24,62,369,-25.9,498,124061,2023.08.31
29,NOW Country Classics 90s Dance Party,Various Artists,NOW,NOW ,13,30,22,13,327,11.6,293,7448,2023.08.31
30,Different Man,Kane Brown,RCA NASHVILLE,RCNA,1,27,26,51,300,-3.8,312,65346,2023.08.31
31,Sticks And Stones,Lukas Nelson & Promise Of The Real,RED INK,RDIK,5,36,21,7,288,34.0,215,7154,2023.08.31
32,City Of Gold,Molly Tuttle & Golden Highway, WARNER Records,WAR ,6,19,19,6,284,-50.3,571,5692,2023.08.31
33,#1's - Volume 1 & Vo,Luke Bryan,CAPITOL NASHVILLE,CAPN,5,26,23,48,279,-12.0,317,29193,2023.08.31
34,What You See Is What You Get,Luke Combs,COLUMBIA NASHVILLE,CLNV,1,32,25,198,274,4.6,262,531457,2023.08.31
35,Across The Sheets,Brett Young,BMLG RECORDS,BMLG,5,25,17,4,267,-29.2,377,3525,2023.08.31
36,Watch Out For The Wolf,Ryan Bingham,THE ORCHARD,ORCH,6,24,6,3,261,-39.6,432,3435,2023.08.31
37,The Man From Waco,Charley Crockett,RED INK,RDIK,2,28,30,51,231,-23.3,301,30662,2023.08.31
38,Can I Take My Hounds To Heaven?,Tyler Childers, RCA,RCA ,1,34,28,48,223,-4.7,234,49228,2023.08.31
39,All My Homies Hate Ticketmaster (Live Fr,Zach Bryan,WARNER RECORDS,WAR ,7,53,52,9,218,48.3,147,7239,2023.08.31
40,Queen Of Me,Shania Twain,REPUBLIC RECORDS,R-RR,1,35,33,30,217,-1.8,221,64165,2023.08.31
41,Ridin' For The Brand,Frank Foster,,,41,,,1,207,,0,207,2023.08.31
42,Greatest Hits(Target,Florida Georgia Line,BMX,BMX ,9,37,27,44,195,-8.5,213,26297,2023.08.31
43,Bronco,Orville Peck,Columbia Records,COL,1,70,56,70,189,87.1,101,40895,2023.08.31
44,Dallas/Fort Worth,Drake Milligan,STONEY CREEK RE,SC2,9,61,43,8,183,46.4,125,11193,2023.08.31
45,Not Just A Girl (The Highlights),Shania Twain,MERCURY NASHVILLE / REPUBLIC RECORDS,MERN,2,39,34,52,181,-9.5,200,26318,2023.08.31
46,Life Is Like A Song,Kenny Rogers,UNIVERSAL MUSIC ENTERPRISES,UME,5,40,45,13,170,-13.7,197,6620,2023.08.31
47,Never Enough,Parker McCollum,MCA NASHVILLE,MCAN,5,43,52,16,163,-3.0,168,8447,2023.08.31
47,717 Tapes The Album,Warren Zeiders, WARNER Records,WAR,25,38,43,33,163,-22.4,210,7990,2023.08.31
49,Subject To Change,Kelsea Ballerini,Black River Entertainment,BRVG,1,17,31,49,160,-75.6,657,28989,2023.08.31
49,So Help Me God,Brantley Gilbert,VALORY,VALO,6,50,38,19,160,1.9,157,12425,2023.08.31
51,Bluebird Days,Jordan Davis,MCA NASHVILLE,MCAN,1,43,41,28,158,-6.0,168,10657,2023.08.31
52,Sweet Western Sound,Tanya Tucker,FANTASY RECORDS,FAN ,4,41,39,13,157,-13.3,181,8375,2023.08.31
53,Fallen: A Gospel Record For Sinners,Dennis Quaid,GAITHER MUSIC GROUP,VCMG,6,18,59,5,145,-76.9,629,3957,2023.08.31
54,Come Get Your Wife,Elle King, RCA,RCA ,1,62,42,31,141,22.6,115,20057,2023.08.31
55,Leave The Light On,Bailey Zimmerman,Warner Music Nashville,WNS,1,54,47,46,140,-4.1,146,27481,2023.08.31
56,Palomino,Miranda Lambert,RCA NASHVILLE,RCNA,1,,,68,136,61.9,84,80641,2023.08.31
57,Gravel & Gold,Dierks Bentley,CAPITOL NASHVILLE,CAPN,1,49,45,27,133,-17.4,161,17598,2023.08.31
58,Lucky,Megan Moroney,ARNV,ARNV,4,46,37,17,131,-21.6,167,7569,2023.08.31
59,Tyler Hubbard,Tyler Hubbard,MCA NASHVILLE,MCAN,3,43,49,31,128,-23.8,168,17658,2023.08.31
60,Stray Dog,Justin Moore,VALORY,VALO,2,51,50,17,124,-19.5,154,8297,2023.08.31
61,Me/And/Dad,Billy Strings,NEW ROUNDER,ROUN,1,42,66,41,123,-27.6,170,40557,2023.08.31
62,My Love Of Country,Teddy Thompson,MEGAFORCE,MEGF,29,29,,2,117,-60.5,296,414,2023.08.31
63,Just As I Am,Willie Nelson & Sister Bobbie,GAITHER MUSIC GROUP,VCMG,6,,70,28,116,48.7,78,8057,2023.08.31
64,Mr. Saturday Night,Jon Pardi,CAPITOL NASHVILLE,CAPN,1,72,54,52,115,16.2,99,17118,2023.08.31
65,NOW Country 15,Various Artists,NOW,NOW ,1,56,64,65,110,-21.4,140,44282,2023.08.31
65,Moment Of Truth,Red Clay Strays, INDEPENDENT LABEL SUBMISSION,INDI,52,,,1,110,86.4,59,1402,2023.08.31
65,Nate Smith,Nate Smith,RCA NASHVILLE,RCNA,4,57,48,18,110,-20.9,139,7418,2023.08.31
68,Book Of Fools,Mipso,,,68,,,1,108,,0,108,2023.08.31
69,So Long Dixie,Home Free,THE ORCHARD,ORCH,1,,,1,106,241.9,31,14144,2023.08.31
70,Georgia,Jason Aldean,BROKEN BOW RECO,BB2,1,52,39,7,102,-31.1,148,39076,2023.08.31
71,Crooked Tree,Molly Tuttle & Golden Highway,NONESUCH,NON,9,66,55,38,101,-8.2,110,18661,2023.08.31
72,#1's - Volume 3 (Wal,George Strait,MCA NASHVILLE,MCAN,23,72,61,11,100,1.0,99,2239,2023.08.31
73,Greenbroke,Jackson Dean,BIG MACHINE,BGMA,26,58,58,12,98,-27.9,136,8528,2023.08.31
73,My Chains Are Gone,Reba,UMG NASHVILLE,UMGN,1,67,63,75,98,-10.1,109,49116,2023.08.31
75,The Sounds Of Lockdown,Home Free,THE ORCHARD,ORCH,5,,,1,97,203.1,32,12513,2023.08.31
Copyright (c) 2023 MRC Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,2023.08.31
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,2023.09.07
1,Speak Now (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,1,3,1,9,9767,-23.1,12701,684987,2023.09.07
2,Red (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,1,5,3,94,4335,-13.9,5036,1010517,2023.09.07
3,Whitsitt Chapel,Jelly Roll,BROKEN BOW RECO,BB2 ,1,7,7,14,3868,6.5,3633,116566,2023.09.07
4,Zach Bryan,Zach Bryan, WARNER Records,WAR,1,1,,2,3424,-79.6,16803,20226,2023.09.07
5,American Heartbreak,Zach Bryan,WARNER RECORDS,WAR,1,8,8,68,2723,-9.8,3020,133031,2023.09.07
6,One Thing At A Time,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,1,9,6,27,2558,-7.9,2778,277399,2023.09.07
7,Standing Room Only,Tim McGraw,BIG MACHINE,BGMA,4,4,,2,2306,-63.3,6285,8606,2023.09.07
8,A Cat In The Rain,Turnpike Troubadours,RED INK,RDIK,2,2,,2,1607,-87.5,12835,14441,2023.09.07
9,Summertime Blues,Zach Bryan,WARNER RECORDS,WAR ,3,6,31,35,1413,-63.7,3896,23017,2023.09.07
10,Bell Bottom Country,Lainey Wilson,BROKEN BOW RECO,BB2,1,13,11,45,1290,11.0,1162,81081,2023.09.07
11,Traveller,Chris Stapleton,MERCURY NASHVILLE,MERN,1,12,12,435,1105,-15.7,1311,3063415,2023.09.07
12,Gettin' Old,Luke Combs,COLUMBIA NASHVILLE,CLNV,1,14,10,24,1080,-6.3,1153,90290,2023.09.07
13,Earned It,Larry Fleet,Big Loud Records,BLR,13,,,1,820,,0,820,2023.09.07
14,Psychopath,Morgan Wade,Sony Music Nashville,SMNV,10,10,,2,623,-77.4,2760,3386,2023.09.07
15,Religiously. The Album.,Bailey Zimmerman,Warner Music Nashville,WNS,2,20,13,17,617,6.4,580,21149,2023.09.07
16,Dangerous: The Double Album,Morgan Wallen,BIG LOUD / REPUBLIC RECORDS,R-RR,1,24,16,138,596,17.1,509,424806,2023.09.07
17,The Mockingbird & The Crow,HARDY,Big Loud Records,BLR,1,22,14,33,591,3.5,571,63151,2023.09.07
18,Rolling Up The Welcome Mat,Kelsea Ballerini,Black River Entertainment,BRVG,2,21,2,28,537,-7.1,578,25323,2023.09.07
19,This One's For You,Luke Combs,COLUMBIA NASHVILLE,CLNV,7,23,20,327,506,-8.5,553,786796,2023.09.07
20,Pretty Little Poison,Warren Zeiders,Warner Records,WAR,5,16,5,3,487,-51.9,1013,5053,2023.09.07
21,NOW Country 16,Various Artists,NOW,NOW ,8,25,23,14,465,-3.5,482,12151,2023.09.07
22,Little Songs,Colter Wall, RCA,RCA ,2,18,15,8,458,-30.7,661,15170,2023.09.07
23,Diamonds & Rhinestones : The Greatest Hits,Dolly Parton,RLSG,RLSG,2,26,21,42,451,-3.0,465,75886,2023.09.07
24,Jubilee,Old Crow Medicine Show,"ATO RECORDS, L.L.C.",ATO ,11,11,,2,437,-72.7,1600,2036,2023.09.07
25,Gaither Tribute: Award-Winning Artists H,Gaither,GAITHER MUSIC GROUP,VCMG,15,15,,2,357,-66.1,1052,1409,2023.09.07
26,Different Man,Kane Brown,RCA NASHVILLE,RCNA,1,30,27,52,354,18.0,300,65700,2023.09.07
27,NOW Country Classics 90s Dance Party,Various Artists,NOW,NOW ,13,29,30,14,350,7.0,327,7798,2023.09.07
28,Across The Sheets,Brett Young,BMLG RECORDS,BMLG,5,35,25,5,295,10.5,267,3820,2023.09.07
29,Growin' Up,Luke Combs,COLUMBIA NASHVILLE,CLNV,1,28,22,63,291,-21.1,369,124352,2023.09.07
30,City Of Gold,Molly Tuttle & Golden Highway, WARNER Records,WAR ,6,32,19,7,284,0.0,284,5976,2023.09.07
31,Sweet Memories: The Music Of Ray Price &,Vince Gill & Paul Franklin,MCA NASHVILLE,MCAN,7,19,9,5,281,-52.6,593,4882,2023.09.07
32,#1's - Volume 1 & Vo,Luke Bryan,CAPITOL NASHVILLE,CAPN,5,33,26,49,271,-2.9,279,29464,2023.09.07
33,The Man From Waco,Charley Crockett,RED INK,RDIK,2,37,28,52,233,0.9,231,30895,2023.09.07
34,Not Just A Girl (The Highlights),Shania Twain,MERCURY NASHVILLE / REPUBLIC RECORDS,MERN,2,45,39,53,205,13.3,181,26523,2023.09.07
35,Can I Take My Hounds To Heaven?,Tyler Childers, RCA,RCA ,1,38,34,49,202,-9.4,223,49430,2023.09.07
36,Sticks And Stones,Lukas Nelson & Promise Of The Real,RED INK,RDIK,5,31,36,8,200,-30.6,288,7354,2023.09.07
37,Life's Too Short,Brandon Davis,BIG YELLOW DOG,BYDM,37,,,1,198,,0,198,2023.09.07
38,Greatest Hits(Target,Florida Georgia Line,BMX,BMX ,9,42,37,45,197,1.0,195,26494,2023.09.07
39,What You See Is What You Get,Luke Combs,COLUMBIA NASHVILLE,CLNV,1,34,32,199,195,-28.8,274,531652,2023.09.07
40,Watch Out For The Wolf,Ryan Bingham,THE ORCHARD,ORCH,6,36,24,4,191,-26.8,261,3626,2023.09.07
41,Sweet Western Sound,Tanya Tucker,FANTASY RECORDS,FAN ,4,52,41,14,189,20.4,157,8564,2023.09.07
42,Queen Of Me,Shania Twain,REPUBLIC RECORDS,R-RR,1,40,35,31,186,-14.3,217,64351,2023.09.07
43,Bluebird Days,Jordan Davis,MCA NASHVILLE,MCAN,1,51,43,29,183,15.8,158,10840,2023.09.07
44,Moment Of Truth,Red Clay Strays, INDEPENDENT LABEL SUBMISSION,INDI,44,65,,2,161,46.4,110,1563,2023.09.07
44,Never Enough,Parker McCollum,MCA NASHVILLE,MCAN,5,47,43,17,161,-1.2,163,8608,2023.09.07
46,The Red Clay Strays Live Af Session,Red Clay Strays And Western Af,,,46,,,1,154,133.3,66,220,2023.09.07
47,Subject To Change,Kelsea Ballerini,Black River Entertainment,BRVG,1,49,17,50,151,-5.6,160,29140,2023.09.07
48,Strays,Margo Price,LOMA VISTA,LVR,1,,,1,149,88.6,79,17645,2023.09.07
49,Bronco,Orville Peck,Columbia Records,COL,1,43,70,71,147,-22.2,189,41042,2023.09.07
50,Celebrants,Nickel Creek,THE ORCHARD,ORCH,3,,,1,146,231.8,44,14328,2023.09.07
51,All My Homies Hate Ticketmaster (Live Fr,Zach Bryan,WARNER RECORDS,WAR ,7,39,53,10,145,-33.8,219,7384,2023.09.07
52,Nate Smith,Nate Smith,RCA NASHVILLE,RCNA,4,65,57,19,143,30.0,110,7561,2023.09.07
53,So Help Me God,Brantley Gilbert,VALORY,VALO,6,49,50,20,139,-13.1,160,12564,2023.09.07
53,Denim & Rhinestones,Carrie Underwood,CAPITOL NASHVILLE,CAPN,1,,60,64,139,52.7,91,78260,2023.09.07
55,Life Is Like A Song,Kenny Rogers,UNIVERSAL MUSIC ENTERPRISES,UME,5,46,40,14,132,-22.4,170,6752,2023.09.07
56,Lucky,Megan Moroney,ARNV,ARNV,4,58,46,18,129,-1.5,131,7698,2023.09.07
57,Fallen: A Gospel Record For Sinners,Dennis Quaid,GAITHER MUSIC GROUP,VCMG,6,53,18,6,128,-11.7,145,4085,2023.09.07
58,My Chains Are Gone,Reba,UMG NASHVILLE,UMGN,1,73,67,76,125,27.6,98,49241,2023.09.07
58,NOW Country 15,Various Artists,NOW,NOW ,1,65,56,66,125,13.6,110,44407,2023.09.07
60,Tailgates And Heartbreaks,Coffey Anderson,,,60,,,1,123,,0,123,2023.09.07
61,Leave The Light On,Bailey Zimmerman,Warner Music Nashville,WNS,1,55,54,47,115,-17.9,140,27596,2023.09.07
61,Come Get Your Wife,Elle King, RCA,RCA ,1,54,62,32,115,-19.0,142,20172,2023.09.07
63,717 Tapes The Album,Warren Zeiders, WARNER Records,WAR,25,47,38,34,112,-31.3,163,8102,2023.09.07
64,Tyler Hubbard,Tyler Hubbard,MCA NASHVILLE,MCAN,3,59,43,32,107,-16.4,128,17765,2023.09.07
65,Down In A Small Town,Donny Lee, INDEPENDENT LABEL SUBMISSION,INDI,51,,,1,104,,0,492,2023.09.07
66,Stray Dog,Justin Moore,VALORY,VALO,2,60,51,18,99,-20.2,124,8396,2023.09.07
67,Mr. Saturday Night,Jon Pardi,CAPITOL NASHVILLE,CAPN,1,64,72,53,94,-18.3,115,17212,2023.09.07
68,Stoned Cold Country,Various Artists,BROKEN BOW RECO,BB2 ,3,,,23,92,17.9,78,11013,2023.09.07
68,Things Happen That Way,Dr. John,NEW ROUNDER,ROUN,7,,,1,92,318.2,22,10242,2023.09.07
70,#1's - Volume 3 (Wal,George Strait,MCA NASHVILLE,MCAN,23,72,72,12,90,-10.0,100,2329,2023.09.07
71,Georgia,Jason Aldean,BROKEN BOW RECO,BB2,1,70,52,8,88,-13.7,102,39164,2023.09.07
72,Gravel & Gold,Dierks Bentley,CAPITOL NASHVILLE,CAPN,1,57,49,28,84,-36.8,133,17682,2023.09.07
73,The Country Truth,John Rich, INDEPENDENT LABEL SUBMISSION,INDI,4,27,4,3,83,-79.5,405,4652,2023.09.07
73,Just As I Am,Willie Nelson & Sister Bobbie,GAITHER MUSIC GROUP,VCMG,6,63,,29,83,-28.4,116,8140,2023.09.07
75,Memory Lane,Old Dominion,ARNV,ARNV,6,,71,10,81,6.6,76,9022,2023.09.07
Copyright (c) 2023 MRC Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,2023.09.07
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,2023.09.14
1,Rustin' In The Rain,Tyler Childers, RCA,RCA ,1,,,1,24779,999.0,44,24827,2023.09.14
2,Speak Now (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,1,1,3,10,9446,-3.3,9767,694463,2023.09.14
3,The Devil I Know,Ashley McBryde,Warner Music Nashville,WNS,3,,,1,5191,999.0,1,5194,2023.09.14
4,Red (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,1,2,5,95,4272,-1.5,4335,1014790,2023.09.14
5,Whitsitt Chapel,Jelly Roll,BROKEN BOW RECO,BB2 ,1,3,7,15,2864,-26.0,3868,119431,2023.09.14
6,Zach Bryan,Zach Bryan, WARNER Records,WAR,1,4,1,3,2357,-31.2,3424,22583,2023.09.14
7,One Thing At A Time,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,1,6,9,28,2172,-15.1,2558,279586,2023.09.14
8,American Heartbreak,Zach Bryan,WARNER RECORDS,WAR,1,5,8,69,2050,-24.7,2723,135081,2023.09.14
9,Morning Shift,Steep Canyon Rangers,YEP ROC RECORDS,YROC,9,,,1,1301,999.0,7,1308,2023.09.14
10,All Bad,Nick Shoulders, INDEPENDENT LABEL SUBMISSION,INDI,10,,,1,1263,,0,1263,2023.09.14
11,Bell Bottom Country,Lainey Wilson,BROKEN BOW RECO,BB2,1,10,13,46,1106,-14.3,1290,82187,2023.09.14
12,Summertime Blues,Zach Bryan,WARNER RECORDS,WAR ,3,9,6,36,1062,-24.8,1413,24080,2023.09.14
13,Traveller,Chris Stapleton,MERCURY NASHVILLE,MERN,1,11,12,436,1029,-6.9,1105,3064444,2023.09.14
14,Standing Room Only,Tim McGraw,BIG MACHINE,BGMA,4,7,4,3,958,-58.5,2306,9564,2023.09.14
15,Gettin' Old,Luke Combs,COLUMBIA NASHVILLE,CLNV,1,12,14,25,891,-17.5,1080,91181,2023.09.14
16,Sweet Western Sound,Tanya Tucker,FANTASY RECORDS,FAN ,4,41,52,15,826,337.0,189,9390,2023.09.14
17,Greatest Hits,Josh Turner,MCA NASHVILLE,MCAN,17,,,1,805,999.0,10,816,2023.09.14
18,A Cat In The Rain,Turnpike Troubadours,RED INK,RDIK,2,8,2,3,772,-52.0,1607,15213,2023.09.14
19,My Chains Are Gone,Reba,UMG NASHVILLE,UMGN,1,58,73,77,555,344.0,125,49796,2023.09.14
20,Heart On Ice,Jon Langston,MCA NASHVILLE,MCAN,20,,,1,527,,0,527,2023.09.14
21,Rolling Up The Welcome Mat,Kelsea Ballerini,Black River Entertainment,BRVG,2,18,21,29,524,-2.4,537,25847,2023.09.14
22,Religiously. The Album.,Bailey Zimmerman,Warner Music Nashville,WNS,2,15,20,18,516,-16.4,617,21665,2023.09.14
23,Dangerous: The Double Album,Morgan Wallen,BIG LOUD / REPUBLIC RECORDS,R-RR,1,16,24,139,508,-14.8,596,425329,2023.09.14
24,The Mockingbird & The Crow,HARDY,Big Loud Records,BLR,1,17,22,34,494,-16.4,591,63645,2023.09.14
25,NOW Country 16,Various Artists,NOW,NOW ,8,21,25,15,422,-9.2,465,12573,2023.09.14
26,This One's For You,Luke Combs,COLUMBIA NASHVILLE,CLNV,7,19,23,328,408,-19.4,506,787218,2023.09.14
27,Diamonds & Rhinestones : The Greatest Hits,Dolly Parton,RLSG,RLSG,2,23,26,43,397,-12.0,451,76283,2023.09.14
28,This Ain'T The Hamptons,Creed Fisher, INDEPENDENT LABEL SUBMISSION,INDI,28,,,1,375,,0,375,2023.09.14
29,Little Songs,Colter Wall, RCA,RCA ,2,22,18,9,340,-25.8,458,15510,2023.09.14
30,Brandy Clark,Brandy Clark,Warner Records,WAR,6,,,2,317,395.3,64,4564,2023.09.14
31,Golden State,Logan Ledger,NEW ROUNDER,ROUN,31,,,1,316,,0,316,2023.09.14
32,Pretty Little Poison,Warren Zeiders,Warner Records,WAR,5,20,16,4,310,-36.3,487,5363,2023.09.14
33,Growin' Up,Luke Combs,COLUMBIA NASHVILLE,CLNV,1,29,28,64,308,5.8,291,124674,2023.09.14
34,NOW Country Classics 90s Dance Party,Various Artists,NOW,NOW ,13,27,29,15,305,-12.9,350,8103,2023.09.14
35,Psychopath,Morgan Wade,Sony Music Nashville,SMNV,10,14,10,3,292,-53.1,623,3678,2023.09.14
36,Different Man,Kane Brown,RCA NASHVILLE,RCNA,1,26,30,53,278,-21.5,354,65978,2023.09.14
37,Sweet Memories: The Music Of Ray Price &,Vince Gill & Paul Franklin,MCA NASHVILLE,MCAN,7,31,19,6,258,-8.2,281,5140,2023.09.14
38,Jubilee,Old Crow Medicine Show,"ATO RECORDS, L.L.C.",ATO ,11,24,11,3,257,-41.2,437,2293,2023.09.14
39,City Of Gold,Molly Tuttle & Golden Highway, WARNER Records,WAR ,6,30,32,8,253,-10.9,284,6229,2023.09.14
40,Can I Take My Hounds To Heaven?,Tyler Childers, RCA,RCA ,1,35,38,50,233,15.3,202,49663,2023.09.14
41,Gaither Tribute: Award-Winning Artists H,Gaither,GAITHER MUSIC GROUP,VCMG,15,25,15,3,230,-35.6,357,1639,2023.09.14
42,#1's - Volume 1 & Vo,Luke Bryan,CAPITOL NASHVILLE,CAPN,5,32,33,50,212,-21.8,271,29676,2023.09.14
43,What You See Is What You Get,Luke Combs,COLUMBIA NASHVILLE,CLNV,1,39,34,200,208,6.7,195,531860,2023.09.14
44,Dallas/Fort Worth,Drake Milligan,STONEY CREEK RE,SC2,9,,44,9,198,209.4,64,11455,2023.09.14
45,Not Just A Girl (The Highlights),Shania Twain,MERCURY NASHVILLE / REPUBLIC RECORDS,MERN,2,34,45,54,195,-4.9,205,26718,2023.09.14
45,Across The Sheets,Brett Young,BMLG RECORDS,BMLG,5,28,35,6,195,-33.9,295,4015,2023.09.14
47,Once More: Jenni Muldaur & Teddy Thompso,Jenni Muldaur & Teddy Thompson,SUN RECORDS,VCMG,47,,,1,193,999.0,3,198,2023.09.14
48,Muddy Water Rockstar,Austin Snell,Warner Music Nashville,WNS,48,,,1,190,999.0,4,194,2023.09.14
49,Bluebird Days,Jordan Davis,MCA NASHVILLE,MCAN,1,43,51,30,188,2.7,183,11028,2023.09.14
50,Watch Out For The Wolf,Ryan Bingham,THE ORCHARD,ORCH,6,40,36,5,168,-12.0,191,3794,2023.09.14
