US_Chart - Mainstream R&B/Hip-Hop Airplay,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,week_of
148,WOW (Walk On Water),Lena Byrd Miles,26,10,16,18,0,84600,10800,73800,25186,2023.08.10
149,"Nothing Else Matters (Instead Of Complaining, Praise Him)",Brent Jones,26,4,22,14,0,106900,16200,90700,0,2023.08.10
150,I Know,Kanii,26,-1,27,2,0,15800,-2500,18300,2285187,2023.08.10
151,No Bars,City Girls & JT,26,-3,29,13,0,142800,33100,109700,1617485,2023.08.10
152,Just Like You,Slum Village,26,-8,34,1,0,63900,-13000,76900,25801,2023.08.10
153,Shiesty,Finesse2tymes Feat. Kali & Sexyy Red,26,-20,46,12,0,98900,-64500,163400,564302,2023.08.10
154,Quickie,Moneybagg Yo,25,-1,26,10,0,52800,-20500,73300,2210730,2023.08.10
155,All Things,Kirk Franklin,25,-3,28,16,0,95500,-36400,131900,481254,2023.08.10
156,California Breeze,Lil Baby,25,-8,33,13,0,92200,-40900,133100,3109358,2023.08.10
157,Tent Revival,Travis Greene & Forward City Feat. D'Nar,23,10,13,13,0,84500,22100,62400,201504,2023.08.10
158,Oochie,Big Baby Cheef Feat. Supa Chuli,23,5,18,7,0,34400,16800,17600,0,2023.08.10
159,Verbalize,Stokley Feat. Snoop Dogg,23,-6,29,2,0,73400,-11700,85100,0,2023.08.10
160,Bread & Butter,Gunna,22,12,10,14,0,69200,52400,16800,2746909,2023.08.10
161,The Better Benediction (Pt 1),Pj Morton,22,7,15,15,0,85400,21800,63600,103092,2023.08.10
162,Jesus,Tim Bowman Jr. And Faith City Music Feat. Le'Andria Johnson,22,3,19,12,0,109300,25100,84200,63023,2023.08.10
163,Fentanyl,Wavy Baby,22,2,20,1,0,0,0,0,49,2023.08.10
164,4EVA,Kaytramine Feat. Amine & Kaytranda,22,1,21,4,0,27500,-11600,39100,446716,2023.08.10
165,Taste Like Candy,Socandy,22,0,22,9,0,37300,-15800,53100,8786,2023.08.10
166,Motion,Ty Dolla $ign,22,-1,23,3,0,192200,19500,172700,1137024,2023.08.10
167,Talk To Me Nice,Shonte Renee,22,,,11,0,75400,,,96,2023.08.10
168,Impossible,Pastor Mike Jr. Feat. James Fortune,21,6,15,12,0,76100,10200,65900,262085,2023.08.10
169,I Will Rejoice,Isabel Davis,21,4,17,16,0,84400,16600,67800,32305,2023.08.10
170,Reppin,Guda Mann X Super Jay,21,3,18,1,0,0,0,0,0,2023.08.10
171,Big Boy Luv,Zaeskee Alazae,21,2,19,5,0,29600,6000,23600,598,2023.08.10
172,No Fake Love,Yo Gotti,21,1,20,12,0,73300,-30200,103500,3629985,2023.08.10
173,Ocean Spray,Moneybagg Yo,21,-7,28,15,0,52500,-56100,108600,3158907,2023.08.10
174,Always,Jovonta Patton,20,0,20,13,0,93800,3000,90800,172669,2023.08.10
175,Great God,Demetrius West & Jesus Promoters Feat. Karen Hoskins,20,-2,22,14,0,94200,-4700,98900,10813,2023.08.10
176,The Suspect,Fivio Foreign,20,-10,30,3,0,30600,-8000,38600,0,2023.08.10
177,Last Night Was Good For My Soul,Shindellas,19,8,11,1,0,42300,21000,21300,5655,2023.08.10
178,BestFrenn,Gloss Up,19,4,15,11,0,51700,15300,36400,0,2023.08.10
179,Right Foot Creep,Youngboy Never Broke Again,19,1,18,10,0,46200,-6500,52700,988972,2023.08.10
180,Baby,Bertell,19,-1,20,1,0,25600,-6700,32300,140,2023.08.10
181,Spin,Kodak Black,19,-3,22,8,0,54300,-1400,55700,282258,2023.08.10
182,HOT,Fresco Kane,18,16,2,5,0,48700,42400,6300,3,2023.08.10
183,Just Relax,Lola Brooke,18,7,11,11,0,122600,60300,62300,119656,2023.08.10
184,Put On A Show,Jus Donny,18,6,12,2,0,19500,10400,9100,382,2023.08.10
185,Me & My B!@$,Krissie & Booney,18,-8,26,4,0,33700,-19100,52800,0,2023.08.10
186,Hurt Me So Good,Jazmine Sullivan,17,5,12,7,0,39900,12100,27800,648132,2023.08.10
187,Up,Ycmg Franko,17,5,12,1,0,29900,11200,18700,1226,2023.08.10
188,Heaven,Anthony David & Algebra Blessett,17,4,13,11,0,70400,25700,44700,59467,2023.08.10
189,Goodness Of God (Believe For It Live),Cece Winans,17,1,16,13,0,70700,-14100,84800,1887524,2023.08.10
190,I Still Have You,Smokie Norful,17,1,16,12,0,70500,4900,65600,112092,2023.08.10
191,Lemon,Smith,17,0,17,1,0,45300,-3800,49100,159456,2023.08.10
192,Break The Rules,Aye Five,17,-1,18,6,0,39700,10100,29600,84,2023.08.10
193,Sneaky Link,A.R. The Mermaid,17,-6,23,1,0,27900,-10900,38800,3843,2023.08.10
194,Merch Madness,Lil Baby,17,-34,51,10,0,29100,-15300,44400,1621877,2023.08.10
195,Make Up Your Mind,Cordae,16,12,4,6,0,43900,28500,15400,1174182,2023.08.10
196,Nasty,DaBaby Feat. Ashanti & Megan Thee Stallion,16,2,14,6,0,33700,-5100,38800,498087,2023.08.10
197,Always Peace,Brian Courtney Wilson,16,1,15,12,0,47500,5400,42100,80336,2023.08.10
198,Ambition For Cash,Key Glock,16,0,16,9,0,58100,13700,44400,1570865,2023.08.10
199,Summer Vibes,Tyla Yaweh,16,-1,17,1,0,48000,2700,45300,190836,2023.08.10
200,Keep Wishing,BreezyLyn,16,-9,25,5,0,251800,-71700,323500,0,2023.08.10
Copyright (c) 2023 MRC Data LLC. Confidential and Proprietary.,,,,,,,,,,,,2023.08.10
Rank,Song,Artist,TP Spins,+/- Chg. Spins,LP Spins,Stations,Adds,TP Audience,+/- Chg. Audience,LP Audience,TP Stream,2023.08.17
1,Put It On Da Floor,Latto,4532,315,4217,72,0,16538500,269300,16269200,6316032,2023.08.17
2,All My Life,Lil Durk Feat. J. Cole,4368,121,4247,72,0,18304200,-848900,19153100,14589071,2023.08.17
3,Snooze,Sza,3881,-109,3990,72,0,17345000,-1109000,18454000,10773471,2023.08.17
4,Calm Down,Rema & Selena Gomez,3439,-252,3691,71,0,11893500,-1089400,12982900,16662945,2023.08.17
5,Fight The Feeling,Rod Wave,3216,3,3213,68,0,10539900,-624000,11163900,3863380,2023.08.17
6,Shake Sumn,DaBaby,3143,132,3011,73,0,11499100,325500,11173600,5201929,2023.08.17
7,Princess Diana,Ice Spice,2928,137,2791,72,0,11450900,1036200,10414700,5556857,2023.08.17
8,Fukumean,Gunna,2779,312,2467,72,0,9804500,682100,9122400,26328965,2023.08.17
9,Search & Rescue,Drake,2729,-380,3109,72,0,9090700,-2152700,11243400,8609939,2023.08.17
10,Sittin' On Top Of The World,Burna Boy,2365,25,2340,73,0,8750000,111600,8638400,1703402,2023.08.17
11,Area Codes,Kali,2318,-30,2348,71,0,8018900,-411400,8430300,5664752,2023.08.17
12,Peaches & Eggplants,Young Nudy Feat. 21 Savage,2175,-64,2239,70,0,7643400,297100,7346300,8237434,2023.08.17
13,Summer Too Hot,Chris Brown,2076,129,1947,72,0,7685500,387500,7298000,1712235,2023.08.17
14,Good Good,"Usher, Summer Walker, 21 Savage",1846,480,1366,71,0,6693300,138100,6555200,3968592,2023.08.17
15,Lick Or Sum,Glorilla,1758,150,1608,69,0,4886400,319800,4566600,1962556,2023.08.17
16,Oh U Went,Young Thug,1654,277,1377,69,0,5054500,669300,4385200,5167544,2023.08.17
17,Curious,Eric Bellinger,1495,-16,1511,66,0,4628200,-392700,5020900,590266,2023.08.17
18,Jealousy,Offset Feat. Cardi B,1385,253,1132,71,0,4396700,851500,3545200,6198086,2023.08.17
19,Paint The Town Red,Doja Cat,1253,246,1007,66,0,3957000,-582400,4539400,14999161,2023.08.17
20,Talibans,Byron Messia,1250,102,1148,62,0,3951400,253000,3698400,2905242,2023.08.17
21,Double Back,Coco Jones,1236,-89,1325,52,0,3495400,-386800,3882200,753616,2023.08.17
22,Pound Town,Sexyy Red,1105,-632,1737,67,0,3269600,-2301700,5571300,4587407,2023.08.17
23,Point Me 2,FeniDa Rappa Feat. Cardi B,1102,170,932,55,0,2646300,545500,2100800,2778166,2023.08.17
24,Chromosomes,Key Glock,1102,66,1036,44,0,2799600,306900,2492700,874928,2023.08.17
25,Supposed To Be Loved,Dj Khaled,1074,1070,4,65,0,4780200,4762700,17500,6953723,2023.08.17
26,Endless Fashion,Lil Uzi Vert,1024,226,798,58,0,2876700,556900,2319800,3047447,2023.08.17
27,Ain't Gonna Answer,Nle Choppa,866,-452,1318,65,0,2855200,-996300,3851500,953379,2023.08.17
28,Bluffin',Gucci Mane Feat. Lil Baby,864,126,738,48,0,2157100,387700,1769400,1334070,2023.08.17
29,West Coast Weekend,"Tyga, YG & Blxst",817,6,811,56,0,2360400,39700,2320700,536530,2023.08.17
30,Birthday,Saweetie,798,340,458,56,0,1712600,244800,1467800,542994,2023.08.17
31,Beach Ball,Busta Rhymes,785,91,694,60,0,1752200,194100,1558100,291934,2023.08.17
32,Thang For You (Feat. No Cap),Rylo Rodriguez,757,159,598,47,0,1650600,167100,1483500,5682805,2023.08.17
33,Meltdown,Travis Scott,744,273,471,58,0,3122500,792500,2330000,16363133,2023.08.17
34,Not Luck,Malcolm Mays,724,72,652,33,0,1029500,176300,853200,15967,2023.08.17
35,On My Mama,Victoria Monet,698,108,590,46,0,1785900,330700,1455200,2177060,2023.08.17
36,Reflections,Dustystaytrue,633,-165,798,32,0,1673100,-239000,1912100,74211,2023.08.17
37,Act Bad,Diddy,621,-582,1203,63,0,1718500,-1933200,3651700,532527,2023.08.17
38,What It Is (Block Boy),Doechii & Kodak Black,606,-86,692,53,0,1835500,-435000,2270500,8687734,2023.08.17
39,K-POP,"Travis Scott, Bad Bunny & The Weeknd",594,-100,694,38,0,1764800,-272700,2037500,8517508,2023.08.17
40,Unavailable,DaVido,531,18,513,48,0,1514100,106400,1407700,1542046,2023.08.17
41,Main One,Mario Feat. Tory Lanez,505,53,452,44,0,1299800,-52400,1352200,1070119,2023.08.17
42,Money,J. Lock Feat. Finesse2Tymes,502,60,442,45,0,855300,201600,653700,0,2023.08.17
43,Yeah Yeah,Juiicy 2xs Feat. Lola Brooke,488,168,320,31,0,758200,350700,407500,187112,2023.08.17
44,How We Roll,Ciara Feat. Chris Brown,485,367,118,47,0,1359100,816200,542900,3057731,2023.08.17
45,Calling (Spider-Man: Across The Spider-Verse),"Metro Boomin, Swae Lee & Nav Feat. A Boogie Wit Da Hoodie",471,-13,484,35,0,865000,-79500,944500,3054052,2023.08.17
46,Popular,"Madonna, Playboi Carti, The Weeknd",437,-34,471,31,0,1179300,73500,1105800,4682645,2023.08.17
47,Millions,BIA,405,165,240,43,0,744200,215500,528700,416104,2023.08.17
48,Barbie World (From Barbie The Album),"Nicki Minaj, Ice Spice & Aqua",375,89,286,29,0,2512200,851800,1660400,37302814,2023.08.17
49,Skeeyee,Sexyy Red,358,95,263,52,0,1238800,199700,1039100,4843113,2023.08.17
50,Always,Daniel Caesar,347,-597,944,42,0,916300,-1485000,2401300,1265036,2023.08.17
51,The Hillbillies,Baby Keem & Kendrick Lamar,292,-265,557,31,0,691900,-715200,1407100,1260374,2023.08.17
52,Somebody (Explicit) [feat. Cool & Dre],Yung Pooda,290,172,118,38,0,547900,254800,293100,31474,2023.08.17
53,Not My N*Gga,Kentheman,237,59,178,30,0,413500,91200,322300,722257,2023.08.17
54,Turn Yo Clic Up,Quavo & Future,235,19,216,30,0,874300,24500,849800,4669844,2023.08.17
55,Gorgeous,Tee Grizzley & Skilla Baby,220,11,209,43,0,694000,51200,642800,2613148,2023.08.17
56,Jealous,Kiana Lede,212,-75,287,12,0,474100,-188800,662900,0,2023.08.17
57,Back To Your Place,October London,194,17,177,16,0,909300,64000,845300,697673,2023.08.17
58,Sexy,LiL Duval,185,5,180,29,0,299400,19300,280100,9921,2023.08.17
59,Tell Me It's Over,"Jacquees, Summer Walker, 6lack",180,-102,282,15,0,227800,-135500,363300,695111,2023.08.17
60,Too Fast,Jay Rock Feat. Anderson. Paak & Latto,174,84,90,42,0,486000,156700,329300,358004,2023.08.17
61,Remember That,Rjae,146,63,83,21,0,288200,51500,236700,1076,2023.08.17
62,Lipstick Lover,Janelle Monae,141,24,117,13,0,626500,49100,577400,341482,2023.08.17
63,Deli,Ice Spice,139,44,95,27,0,789700,271100,518600,10551552,2023.08.17
64,Where Ya Bih @,Moneybagg Yo,135,19,116,13,0,325500,18000,307500,783444,2023.08.17
65,Aogg,Kenny Muney,131,-17,148,18,0,204600,-28300,232900,80749,2023.08.17
66,Love Takes Me Higher,Josh X,126,-20,146,14,0,203900,-43200,247100,2086,2023.08.17
67,Get Money,A.T.L.D.V.,124,9,115,10,0,90900,-600,91500,298,2023.08.17
68,As A Matter Of Fact,Babyface,116,13,103,9,0,670000,137200,532800,86082,2023.08.17
69,Telepatia,Kali Uchis,115,-26,141,7,0,1429200,-369200,1798400,3153621,2023.08.17
70,Fake Shit,Anthony Q,107,41,66,9,0,151000,68600,82400,0,2023.08.17
71,Drift,Teejay,102,14,88,28,0,561000,-11700,572700,534133,2023.08.17
72,Touchin',Honey Bxby,100,-3,103,19,0,157300,-129300,286600,0,2023.08.17
73,WHO DAT,Backwoods Fam,99,33,66,9,0,135500,57500,78000,546,2023.08.17
74,Fallin',Coco Jones,94,4,90,1,0,0,0,0,0,2023.08.17
75,Summer,Kenya Vaun,92,-27,119,15,0,291300,15500,275800,65667,2023.08.17
76,Low Down,Lil Baby,91,-7,98,12,0,224000,-18200,242200,4389888,2023.08.17
77,OH BOY,"Kash Doll & Dj Drama Feat. Skilla Baby, Baby Money, Cash Kidd, Risktaker D-Boy &",90,84,6,2,0,681500,625500,56000,115930,2023.08.17
78,Whip It,Bigxthaplug,88,-2,90,13,0,135300,-32400,167700,1589065,2023.08.17
79,Flyest In The City (Feat. A Boogie Wit Da Hoodie & Jeremih),"King Combs, Fabolous",85,51,34,25,0,337600,192900,144700,406928,2023.08.17
80,Changed,Tamar Braxton,82,1,81,6,0,308900,7300,301600,83896,2023.08.17
81,Johnny Dang,"Drodi, Paul Wall, That Mexican Ot",81,10,71,14,0,596900,93500,503400,7409530,2023.08.17
82,Love's Train,"Bruno Mars, Anderson .Paak, Silk Sonic",80,-17,97,13,0,385200,-107100,492300,612130,2023.08.17
83,I Like You (A Happier Song),Post Malone Feat. Doja Cat,79,30,49,9,0,537600,215400,322200,4674518,2023.08.17
84,The One,Yo Gotti,77,66,11,20,0,181300,153100,28200,2267126,2023.08.17
85,GEEKALEEK,Ohgeesy,74,-4,78,16,0,743500,-64600,808100,2701369,2023.08.17
86,Love & Bulls**t,Buddy Vonn,73,18,55,11,0,139000,46100,92900,0,2023.08.17
87,Do It,J. Rose,72,42,30,12,0,120900,82500,38400,0,2023.08.17
88,Racks,Famous Kid Brick,68,6,62,14,0,239300,-12500,251800,3713,2023.08.17
89,It's Getting Hot,Nle Choppa,66,21,45,11,0,128200,41200,87000,6703254,2023.08.17
90,Don't Think You Ever Loved Me,Tyrese Feat. Lenny Kravitz,65,-19,84,9,0,382900,1300,381600,0,2023.08.17
91,Aquafina,Young Jonn,63,-14,77,9,0,106300,-24000,130300,177877,2023.08.17
92,Strike (Holster),Lil Yachty,62,-14,76,22,0,277400,-103700,381100,2352661,2023.08.17
93,Cinderella Girl (Where You Dey,Blaqbonez,60,-12,72,5,0,111600,-1200,112800,17673,2023.08.17
94,You,Wiz Khalifa Feat. Ty Dolla $ign,58,-9,67,8,0,191000,-20900,211900,0,2023.08.17
95,Throw It!,Spiffy The Goat,57,-17,74,23,0,165100,-72300,237400,189721,2023.08.17
96,Bing Bong,Blakeiana,56,10,46,16,0,199300,86000,113300,90338,2023.08.17
97,The Party Ain't Ova,Ronnie Bell,54,-2,56,1,0,27300,700,26600,0,2023.08.17
98,Equal Dirt,Rylo Rodriguez,53,5,48,6,0,194400,35700,158700,4626527,2023.08.17
99,Make Me Say It Again Girl,Ron Isley & The Isley Brothers Feat. Beyonce,53,-5,58,9,0,429100,-33600,462700,148804,2023.08.17
100,This Is New York,Scar Lip,53,-19,72,16,0,227100,-75300,302400,138014,2023.08.17
101,To The Floor,Yella Beezy,49,2,47,18,0,147900,-1400,149300,14851,2023.08.17
102,Hot Boy,Nardo Wick Feat. Lil Baby,48,-18,66,18,0,140400,-78500,218900,1200681,2023.08.17
103,Change (No Cap),Jevon Dewand Feat. The Trap All Starz & Jazze Phe,47,11,36,5,0,76000,17100,58900,0,2023.08.17
104,Don't Give Up On Me,Fridayy,46,-23,69,18,0,145700,-102200,247900,273331,2023.08.17
105,Off Top,Rican Da Menace & Lola Brooke,45,6,39,17,0,162700,25500,137200,30051,2023.08.17
106,There It Is,Trap Beckham,42,3,39,9,0,81400,0,81400,0,2023.08.17
107,Who Told You,J Hus Feat. Drake,42,-1,43,17,0,235200,-9600,244800,1312313,2023.08.17
108,Making Love,Treety,41,1,40,1,0,113500,7700,105800,259709,2023.08.17
109,Only Fans (I Don't Wanna Be Friends),Drew Yari Feat. Yung Bleu,40,30,10,16,0,96500,85500,11000,0,2023.08.17
110,Essence Fest,Curren$y & Jermaine Dupri,40,8,32,4,0,31000,-9800,40800,16050,2023.08.17
111,First Show,Luh Tyler,39,8,31,12,0,153600,34700,118900,884907,2023.08.17
112,Beast Mode,Mellow Rackz,39,-1,40,8,0,163300,-30500,193800,0,2023.08.17
113,Slide,WayneInDisThang Feat. Super Jay & Si'Yir,39,-6,45,3,0,24100,-4200,28300,0,2023.08.17
114,Bad B*tches,BreezyLyn,37,3,34,10,0,76900,13100,63800,3100,2023.08.17
115,The Day,After 7,36,-2,38,2,0,77900,-16200,94100,8872,2023.08.17
116,Make Up To Break Up,Tooley,36,-6,42,1,0,70700,-10800,81500,0,2023.08.17
117,Overdose,Finesse2tymes,36,-7,43,16,0,133100,-58300,191400,671509,2023.08.17
118,Calm & Patient,Jhene Aiko,35,-4,39,1,0,0,0,0,539056,2023.08.17
119,Kamikaze,Lah Pat,34,-6,40,11,0,145500,6500,139000,52234,2023.08.17
120,Shiesty,Finesse2tymes Feat. Kali & Sexyy Red,33,7,26,15,0,104900,6000,98900,557016,2023.08.17
121,Wassup,Mahalia & Kojey Radical,33,0,33,1,0,0,0,0,67386,2023.08.17
122,Casamigos (Pour It In My Cup),Sukihana x Afro B,33,-8,41,6,0,72900,-16800,89700,0,2023.08.17
123,No Fake Love,Yo Gotti,32,11,21,12,0,115100,41800,73300,2144691,2023.08.17
124,Waste My Time,Ari Lennox,32,5,27,4,0,164000,36100,127900,131965,2023.08.17
125,Cars Bring Me Out,Young Thug Feat. Future,32,1,31,6,0,76200,-28200,104400,702291,2023.08.17
126,Right On,Lil Baby,32,-4,36,19,0,79100,-2700,81800,1893050,2023.08.17
127,Keep It Low,Moneybagg Yo Feat. Future,32,-4,36,12,0,121900,-14000,135900,0,2023.08.17
128,Don'T Stop,GoGo Morrow,32,-137,169,6,0,97300,-162500,259800,55347,2023.08.17
129,Nah Fr,Big Homie Sho,31,-3,34,3,0,122200,-12600,134800,7146,2023.08.17
130,I Need A Thug,City Girls,31,-13,44,20,0,121400,-11800,133200,262405,2023.08.17
131,Room,Jeremih,31,-22,53,29,0,168800,-92900,261700,179583,2023.08.17
132,Last Time That I Checc'd,Nipsey Hussle Feat. YG,31,,,27,0,213200,,,565711,2023.08.17
133,Always,Jovonta Patton,30,10,20,18,0,125000,31200,93800,192648,2023.08.17
134,Taste Like Candy,Socandy,30,8,22,9,0,57500,20200,37300,8362,2023.08.17
135,I Know,Kanii,30,4,26,3,0,21600,5800,15800,2196189,2023.08.17
136,Motion God,Moneybagg Yo,29,-9,38,15,0,99400,-24300,123700,1667582,2023.08.17
137,California Breeze,Lil Baby,28,3,25,18,0,122400,30200,92200,3037924,2023.08.17
138,No Bars,City Girls & JT,28,2,26,17,0,126600,-16200,142800,1531031,2023.08.17
139,Keep It Going,Kendrick P.,28,1,27,1,0,53900,1200,52700,757,2023.08.17
140,Ok Cool,Playboy Poppy,27,18,9,11,0,92600,8100,84500,818,2023.08.17
141,Last Night Was Good For My Soul,Shindellas,27,8,19,1,0,93900,51600,42300,7434,2023.08.17
142,Feel Alright (Blessed),Erica Campbell,26,-6,32,15,0,121400,-46400,167800,211345,2023.08.17
143,Touch Yourself,Sammie,25,21,4,2,0,41600,29800,11800,50855,2023.08.17
144,Verbalize,Stokley Feat. Snoop Dogg,25,2,23,1,0,70200,-3200,73400,0,2023.08.17
145,Just Like Me,Ivory Scott,25,-3,28,7,0,13300,-7300,20600,0,2023.08.17
146,Midnight Social,Lor Sosa,25,-5,30,6,0,39800,-26400,66200,3786,2023.08.17
147,Passport Bros (With J. Cole),Bas & J. Cole,25,-6,31,9,0,76000,-22300,98300,611797,2023.08.17
148,Dedication,Nipsey Hussle Feat. Kendrick Lamar,25,,,23,0,151400,,,324280,2023.08.17
149,Merch Madness,Lil Baby,24,7,17,13,0,54200,25100,29100,1439988,2023.08.17
150,Miracles,Kierra Sheard Feat. Pastor Mike Jr.,24,-11,35,14,0,98800,-47900,146700,308237,2023.08.17
151,Daily Bread,Otis Kemp,24,-14,38,18,0,101800,-39000,140800,103744,2023.08.17
152,Wtf,YoungBoy Never Broke Again Feat. Nicki Minaj,24,-17,41,3,0,67800,-26200,94000,377434,2023.08.17
153,Gucci Soda Flow,NoSoda1900,23,18,5,11,0,84400,71900,12500,0,2023.08.17
154,Ocean Spray,Moneybagg Yo,23,2,21,16,0,55900,3400,52500,3183594,2023.08.17
155,"Nothing Else Matters (Instead Of Complaining, Praise Him)",Brent Jones,23,-3,26,15,0,107200,300,106900,0,2023.08.17
156,Riot (Rowdy Pipe'N),A$ap Rocky,22,21,1,22,0,124200,121300,2900,1569752,2023.08.17
157,Spin,Kodak Black,22,3,19,10,0,53100,-1200,54300,278745,2023.08.17
158,Quickie,Moneybagg Yo,22,-3,25,11,0,66100,13300,52800,2163285,2023.08.17
159,WOW (Walk On Water),Lena Byrd Miles,22,-4,26,17,0,95600,11000,84600,23982,2023.08.17
160,Come For Me,Alicia Keys Feat. Khalid & Lucky Daye,22,-7,29,4,0,87100,-75500,162600,174464,2023.08.17
161,Go Hard,Lil Baby,22,-8,30,13,0,68600,-27500,96100,1908914,2023.08.17
162,Texas,Bigxthaplug,22,-17,39,4,0,175200,-158100,333300,2571802,2023.08.17
163,Motion,Yella Beezy,21,15,6,11,0,82000,60100,21900,269212,2023.08.17
164,Great God,Demetrius West & Jesus Promoters Feat. Karen Hoskins,21,1,20,15,0,96000,1800,94200,11318,2023.08.17
165,All Things,Kirk Franklin,21,-4,25,15,0,102400,6900,95500,488581,2023.08.17
166,Florida Water,"Danny Towers, Dj Scheme, Ski Mask The Slump God",21,-23,44,10,0,53200,-53300,106500,0,2023.08.17
167,Chanel Blu,Haiti Babii,21,,,21,0,120900,,,0,2023.08.17
168,Durango Hellcat,Bhm Pezzy,20,7,13,11,0,71200,25200,46000,86906,2023.08.17
169,On The Radar Freestyle,Drake & Central Cee,20,-7,27,13,0,64400,-65200,129600,4230585,2023.08.17
170,Walk It Back,Hollywood 40 fCee Lo Green,20,-9,29,1,0,38500,-11000,49500,0,2023.08.17
171,She Ready,Myles Brando,20,-14,34,9,0,77500,-123000,200500,62630,2023.08.17
172,Make Up Your Mind,Cordae,19,3,16,5,0,18600,-25300,43900,642290,2023.08.17
173,Summer Vibes,Tyla Yaweh,19,3,16,1,0,58900,10900,48000,139468,2023.08.17
174,Right Foot Creep,Youngboy Never Broke Again,19,0,19,13,0,50200,4000,46200,990809,2023.08.17
175,Fentanyl,Wavy Baby,19,-3,22,1,0,0,0,0,49,2023.08.17
176,Good Summer,French Montana,18,16,2,11,0,116800,91200,25600,776586,2023.08.17
177,It's Working,Todd Dulaney & Hezekiah Walker,18,6,12,13,0,77500,19000,58500,25280,2023.08.17
178,Motion,Ty Dolla $ign,18,-4,22,6,0,169900,-22300,192200,1192702,2023.08.17
179,Jesus,Tim Bowman Jr. And Faith City Music Feat. Le'Andria Johnson,18,-4,22,11,0,74300,-35000,109300,54789,2023.08.17
180,Bitch Let's Do It,Youngboy Never Broke Again,17,5,12,9,0,42800,32700,10100,4167210,2023.08.17
181,My Whole Heart,J. Brown,17,5,12,3,0,50200,23900,26300,86650,2023.08.17
182,If Pretty Was A Person,Hylan Starr,17,4,13,3,0,20700,-2500,23200,0,2023.08.17
183,See Bout It,"Quavo, Takeoff & Mustard",17,4,13,12,0,42100,8900,33200,157676,2023.08.17
184,Through The Night (Feat. Free Nationals),Maeta,17,3,14,1,0,48600,9300,39300,285745,2023.08.17
185,Lord Do It For Me,Zacardi Cortez,17,2,15,12,0,72000,18800,53200,1085358,2023.08.17
186,Wind Me Up,Dante Bowe & Anthony B,17,2,15,1,0,44700,-3600,48300,64210,2023.08.17
187,Lemon,Smith,17,0,17,1,0,45300,0,45300,235784,2023.08.17
188,The Suspect,Fivio Foreign,17,-3,20,3,0,30200,-400,30600,0,2023.08.17
189,Tent Revival,Travis Greene & Forward City Feat. D'Nar,17,-6,23,8,0,74600,-9900,84500,213549,2023.08.17
190,Every Night,Macy Gray And The California Jet Club,16,7,9,1,0,19800,9900,9900,0,2023.08.17
191,I Believe God,Jekalyn Carr,16,6,10,12,0,70000,20000,50000,150271,2023.08.17
192,Bullseye 2,Real Boston Richey Feat. Future,16,6,10,10,0,40700,13100,27600,720792,2023.08.17
193,The Moment,Tasha Cobbs Leonard,16,5,11,9,0,69700,15000,54700,97116,2023.08.17
194,Mourning,Post Malone,16,4,12,6,0,15800,-400,16200,5631420,2023.08.17
195,DUMB,Rican Da Menace,16,4,12,11,0,69200,2800,66400,0,2023.08.17
196,Off The Court,Sleazyworld Go,16,2,14,8,0,41000,11100,29900,801425,2023.08.17
197,Poppin It,Erica Banks,16,1,15,9,0,41200,-9200,50400,0,2023.08.17
198,Big Boy Luv,Zaeskee Alazae,16,-5,21,4,0,26400,-3200,29600,439,2023.08.17
199,Sprinter,Dave & Central Cee,16,-12,28,7,0,121600,-64300,185900,6308962,2023.08.17
200,Money Dance,Taxxman,16,,,1,0,30600,,,0,2023.08.17
Copyright (c) 2023 MRC Data LLC. Confidential and Proprietary.,,,,,,,,,,,,2023.08.17
Rank,Song,Artist,TP Spins,+/- Chg. Spins,LP Spins,Stations,Adds,TP Audience,+/- Chg. Audience,LP Audience,TP Stream,2023.08.24
1,Put It On Da Floor,Latto,4577,45,4532,72,0,17079200,540700,16538500,5813214,2023.08.24
2,All My Life,Lil Durk Feat. J. Cole,4390,22,4368,72,0,18904300,600100,18304200,13780078,2023.08.24
3,Snooze,Sza,3832,-49,3881,72,0,17429700,84700,17345000,10957399,2023.08.24
4,Shake Sumn,DaBaby,3353,210,3143,73,0,12447400,948300,11499100,4928108,2023.08.24
5,Fukumean,Gunna,3152,373,2779,72,0,11872700,2068200,9804500,26689246,2023.08.24
6,Fight The Feeling,Rod Wave,2981,-235,3216,68,0,10240100,-299800,10539900,4119201,2023.08.24
7,Princess Diana,Ice Spice,2913,-15,2928,72,0,12240400,789500,11450900,5223661,2023.08.24
8,Calm Down,Rema & Selena Gomez,2677,-762,3439,71,0,10030600,-1862900,11893500,16125915,2023.08.24
9,Sittin' On Top Of The World,Burna Boy,2452,87,2365,73,0,9152900,402900,8750000,1754309,2023.08.24
10,Peaches & Eggplants,Young Nudy Feat. 21 Savage,2442,267,2175,69,0,8619600,976200,7643400,8058600,2023.08.24
11,Good Good,"Usher, Summer Walker, 21 Savage",2280,434,1846,72,0,8433900,1740600,6693300,3728516,2023.08.24
12,Summer Too Hot,Chris Brown,2278,202,2076,73,0,8300200,614700,7685500,2718799,2023.08.24
13,Area Codes,Kali,2260,-58,2318,71,0,8055100,36200,8018900,5295015,2023.08.24
