Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,week_of
4,folklore,Taylor Swift,REPUBLIC RECORDS,R-RR,1,5,5,161,7644,-21.4,9731,2044111,2023.08.31
5,Barbie The Album,Barbie The Album,ATLANTIC GROUP,ATLG,2,6,4,6,6812,-21.4,8671,114899,2023.08.31
6,Weedkiller,Ashnikko,PARLOPHONE,PRL,6,,,1,4816,999.0,4,4821,2023.08.31
7,Did You Know That There's A Tunnel Under Ocean Blvd,Lana Del Rey,INTERSCOPE/GEFFEN/A&M,INT ,1,8,7,23,2938,-9.6,3249,237531,2023.08.31
8,Kismet,Belinda Carlisle, BMG DISTRIBUTION,BMG ,8,,,1,2616,999.0,28,3559,2023.08.31
9,Endless Summer Vacation,Miley Cyrus,Columbia Records,COL ,2,18,17,25,2436,133.1,1045,121955,2023.08.31
10,SOUR,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT ,1,10,9,118,2145,-22.7,2776,988000,2023.08.31
11,PORTALS,Melanie Martinez,ATLANTIC GROUP,ATLG,1,11,8,22,2114,-11.9,2400,224466,2023.08.31
12,-,Ed Sheeran,ATLANTIC GROUP,ATLG,1,12,11,17,2049,8.1,1896,152776,2023.08.31
13,Austin,Post Malone,MERCURY / REPUBLIC RECORDS,R-MR,2,9,6,5,2008,-31.1,2913,49243,2023.08.31
14,World Music Radio,Jon Batiste,VERVE,VERV,7,7,,2,1707,-79.4,8279,9987,2023.08.31
15,Harry's House,Harry Styles,Columbia Records,COL ,1,14,12,68,1516,-1.9,1546,881400,2023.08.31
16,Now 87,Various Artists,NOW,NOW,7,13,10,4,1481,-17.8,1802,9769,2023.08.31
17,Feed The Beast,Kim Petras,REPUBLIC RECORDS,R-RR,4,,96,9,1323,999.0,36,7262,2023.08.31
18,Trustfall,P!nk, RCA,RCA ,1,21,16,28,1025,21.7,842,136023,2023.08.31
19,Snow Angel,Reneé Rapp,UMGRI INTERSCOPE,INT,3,3,,2,976,-91.6,11645,12621,2023.08.31
20,Chemistry,Kelly Clarkson,ATLANTIC GROUP,ATLG,1,16,13,10,965,-23.5,1262,67840,2023.08.31
21,NOW 90s Pop (2023),Various Artists,NOW,NOW,12,19,14,4,923,-9.6,1021,5389,2023.08.31
22,The Show,Niall Horan,CAPITOL MUSIC GROUP,CAP ,1,17,15,12,883,-20.5,1110,93147,2023.08.31
23,Diamonds,Elton John,ISLAND,ISL,4,20,18,302,820,-7.1,883,787828,2023.08.31
24,Good Riddance,Gracie Abrams,INTERSCOPE/GEFFEN/A&M,INT ,2,25,27,27,554,6.7,519,30027,2023.08.31
25,The Album,Jonas Brothers,REPUBLIC RECORDS,R-RR,1,23,19,16,542,-13.7,628,51527,2023.08.31
26,Born Pink,Blackpink,INTERSCOPE/GEFFEN/A&M,INT ,1,27,25,50,519,10.2,471,194159,2023.08.31
27,Superache,Conan Gray,REPUBLIC RECORDS,R-RR,1,34,30,62,424,42.3,298,108978,2023.08.31
28,The Little Mermaid,"Alan Menken, Howard Ashman & Lin-Manuel Miranda",DISNEY,DISN,2,28,24,15,423,-8.4,462,34935,2023.08.31
29,5sos5,5 Seconds Of Summer, BMG DISTRIBUTION,BMG,1,33,33,49,364,0.6,362,71614,2023.08.31
30,The Feeling Of Falling Upwards,5 Seconds Of Summer, BMG DISTRIBUTION,BMG ,7,30,29,7,360,-10.2,401,6500,2023.08.31
31,SMITHEREENS,Joji,88RISING MUSIC,88RM,2,24,26,43,330,-42.7,576,60554,2023.08.31
32,Twelve Carat Toothache,Post Malone,MERCURY / REPUBLIC RECORDS,R-MR,2,32,28,65,281,-25.1,375,78977,2023.08.31
33,Housewife,Qveen Herby, INDY LABEL,INDY,33,,,1,270,,0,270,2023.08.31
34,The Good Witch,Maisie Peters,NEW ELEKTRA,NELK,9,31,31,10,267,-29.0,376,6412,2023.08.31
35,Star Trek Strange New Worlds Season 2 -,Various Artists,LAKESHORE RECOR,LAKO,9,29,21,4,253,-37.5,405,4780,2023.08.31
36,Everything I Know About Love,Laufey,,AWAL,9,36,40,25,251,-9.1,276,14346,2023.08.31
37,Witness - Ep,Alicia Witt,,,37,,,1,243,,0,243,2023.08.31
38,Spark Of Light,Michael Bolton, INDEPENDENT LABEL SUBMISSION,INDI,13,55,46,7,235,92.6,122,3983,2023.08.31
38,Broken By Desire To Be Heavenly Sent,Lewis Capaldi,CAPITOL MUSIC GROUP,CAP ,1,38,36,15,235,-11.3,265,30017,2023.08.31
40,NOW 86,Various Artists,NOW,NOW ,7,37,35,17,233,-15.0,274,15429,2023.08.31
41,This Is What ____ Feels Like,Jvke,,AWAL,30,44,37,4,217,2.8,211,4107,2023.08.31
42,Encanto,"Lin-Manuel Miranda, Encanto - Cast",DISNEY,DISN,1,48,44,73,210,9.9,191,81623,2023.08.31
43,Crash,Charli XCX,ATLANTIC GROUP,ATLG,1,46,43,76,205,4.6,196,59873,2023.08.31
44,The Singles: Echoes from the Edge of Heaven,Wham!,Columbia Records,COL,8,40,34,8,200,-17.4,242,6102,2023.08.31
45,Gag Order,Kesha,KEMOSABE/BECKY,KEMO,3,63,57,15,198,98.0,100,15878,2023.08.31
46,My God!,Tessa Violet,THE ORCHARD,ORCH,21,42,23,6,197,-16.5,236,2190,2023.08.31
47,Finally Enough Love (Album),Madonna,Warner Records,WAR,1,41,37,54,194,-19.5,241,66753,2023.08.31
48,99 Nights,Charlotte Cardin,ATLANTIC GROUP,ATLG,48,,,1,187,,0,187,2023.08.31
49,Another Life,Big Time Rush, BMG DISTRIBUTION,BMG,17,26,48,13,179,-65.3,516,4265,2023.08.31
50,Faith In The Future,Louis Tomlinson, BMG DISTRIBUTION,BMG,2,43,42,42,177,-17.7,215,80749,2023.08.31
51,Euphoria,Claire Richards,THE ORCHARD,ORCH,51,,,1,163,,0,163,2023.08.31
52,Ivory,Omar Apollo,Warner Records,WAR,3,53,45,39,154,13.2,136,22629,2023.08.31
53,Drama Queen,Idina Menzel, BMG DISTRIBUTION,BMG ,15,15,,2,148,-89.6,1420,1568,2023.08.31
54,Emails I Can't Send,Sabrina Carpenter,ISLAND,ISL ,4,60,54,59,146,40.4,104,26113,2023.08.31
55,Gloria,Sam Smith,CAPITOL MUSIC GROUP,CAP ,2,58,47,31,137,18.1,116,30790,2023.08.31
56,My Soft Machine,Arlo Parks,TRANSGRESSIVE R,TRA9,8,52,55,14,127,-7.3,137,4942,2023.08.31
57,The Hardest Part,Noah Cyrus,Columbia Records,COL,21,96,,28,125,184.1,44,5137,2023.08.31
58,Mystical Magical Rhythmical Radical Rid,Jason Mraz, BMG DISTRIBUTION,BMG ,5,47,32,10,119,-38.3,193,7312,2023.08.31
59,Petals To Thorns,D4vd,INTERSCOPE/GEFFEN/A&M,INT,20,35,20,3,118,-57.4,277,1360,2023.08.31
60,Diamonds & Dancefloors,Ava Max,ATLANTIC GROUP,ATLG,3,67,69,31,110,29.4,85,14153,2023.08.31
61,The Loneliest Time,Carly Rae Jepsen,INTERSCOPE/GEFFEN/A&M,INT ,2,51,59,45,108,-34.9,166,27989,2023.08.31
62,Girl Of My Dreams,Fletcher,CAPITOL MUSIC GROUP,CAP ,2,66,71,50,105,16.7,90,33226,2023.08.31
62,Mirror,Lauren Spencer-Smith,ISLAND / REPUBLIC RECORDS,R-IS,4,50,41,7,105,-41.3,179,6765,2023.08.31
64,Point Of View,Takanashi Kiara, INDY LABEL,INDY,64,,,1,98,,0,98,2023.08.31
65,Love Again (Original Motion Picture Soun,Celine Dion,Columbia Records,COL,11,60,58,16,97,-6.7,104,4865,2023.08.31
66,Just The Two Of Us: The Duets Collection,Olivia Newton-John,VCMG,VCMG,8,57,49,17,96,-19.3,119,7653,2023.08.31
67,Special,Lizzo,ATLANTIC GROUP,ATLG,1,59,51,59,94,-17.5,114,150199,2023.08.31
68,NOW 85,Various Artists,SONY,SONY,4,64,49,30,92,-5.2,97,27772,2023.08.31
68,Destiny,Lucy Thomas,THE ORCHARD,ORCH,68,97,90,3,92,114.0,43,1438,2023.08.31
70,I Made An Album,Dadi Freyr,AWAL Recordings,AWAL,70,,,1,82,,0,82,2023.08.31
70,Charlie,Charlie Puth,ATLANTIC GROUP,ATLG,1,82,68,47,82,39.0,59,27328,2023.08.31
72,Gabriel,Keshi,ISLAND,ISL ,2,,,1,80,370.6,17,26217,2023.08.31
73,A Beautiful Life (Music From The Netflix,Christopher,INTERNATIONAL R,IRI,23,68,77,13,79,-3.7,82,2175,2023.08.31
73,Sleep Is Exhausting,Teddy Swims,WARNER RECORDS,WAR,12,62,66,11,79,-21.8,101,5000,2023.08.31
75,Decades Of Love,Ernie Haase & Signature Sound, SONY MUSIC ENTERTAINMENT INC.,SMEI,35,,,1,75,999.0,6,3495,2023.08.31
76,Yacht On The Rocks,Straight No Chaser,ARTS MUSIC,AMSC,24,92,,9,73,49.0,49,1551,2023.08.31
77,Higher,Michael Buble,WARNER RECORDS,WAR ,1,65,72,75,71,-24.5,94,71870,2023.08.31
78,Sonder,Dermot Kennedy,INTERSCOPE/GEFFEN/A&M,INT ,5,88,87,42,70,34.6,52,17605,2023.08.31
79,You & I,Rita Ora, BMG DISTRIBUTION,BMG ,20,95,69,7,67,48.9,45,1576,2023.08.31
79,"Home Again - Live From Central Park, New",Carole King,SME/LEGACY RECORDINGS,LEGC,24,74,63,14,67,-2.9,69,2194,2023.08.31
81,The Family Business,Jonas Brothers,REPUBLIC RECORDS,R-RR,81,,,1,61,577.8,9,195,2023.08.31
81,Wellerman - The Album,Nathan Evans,EVERYTHING 2 EVERYONE (CENTRAL),UME,43,76,98,33,61,-7.6,66,2835,2023.08.31
81,Footprints I Found,David Kushner,DAVID KUSHNER,DVK,20,68,79,8,61,-25.6,82,1734,2023.08.31
84,NOW Decade 2000s,Various Artists,NOW,NOW ,9,87,81,69,60,7.1,56,30889,2023.08.31
85,Everything To Everyone,Reneé Rapp,UMGRI INTERSCOPE,INT,8,53,81,12,59,-56.6,136,5229,2023.08.31
86,Takin' It Back,Meghan Trainor,EPIC,EPIC,3,94,89,45,57,18.8,48,44642,2023.08.31
86,That! Feels Good!,Jessie Ware,INTERSCOPE/GEFFEN/A&M,INT ,6,,,16,57,62.9,35,9258,2023.08.31
86,Bridges,Calum Scott,CAPITOL MUSIC GROUP,CAP ,13,79,90,16,57,-8.1,62,7919,2023.08.31
89,The People's Champ,Quinn XCII,REPUBLIC RECORDS,R-RR,15,81,98,19,53,-11.7,60,4163,2023.08.31
90,High Drama,Adam Lambert, BMG DISTRIBUTION,BMG ,3,71,62,27,51,-35.4,79,19698,2023.08.31
91,Am Gold,Train,Columbia Records,COL ,11,,96,2,49,40.0,35,6288,2023.08.31
91,Bebe,Bebe Rexha,WARNER RECORDS,WAR ,11,83,100,17,49,-15.5,58,4460,2023.08.31
93,I Used To Think I Could Fly,Tate McRae, RCA,RCA ,5,100,72,33,48,14.3,42,10411,2023.08.31
94,Victory,Cian Ducrot,INTERSCOPE/GEFFEN/A&M,INT ,16,,51,3,47,23.7,38,1404,2023.08.31
95,Sail On Sailor,Beach Boys,CAPITOL MUSIC GROUP,CAP ,11,76,77,38,45,-31.8,66,10013,2023.08.31
96,Now 84,Various Artists,NOW,NOW ,8,83,95,44,42,-27.6,58,26274,2023.08.31
96,Hold On Baby,King Princess,Columbia Records,COL,30,,,1,42,223.1,13,4089,2023.08.31
96,Prestige,Girl Ray,Moshi Moshi Music,MOSH,56,56,,3,42,-65.3,121,290,2023.08.31
99,All 4 Nothing,Lauv,CAPITOL MUSIC GROUP,CAP,3,83,,51,41,-29.3,58,15092,2023.08.31
100,Zombies 3,"Cast - Zombies, Disney",DISNEY,DISN,11,75,,57,40,-40.3,67,15293,2023.08.31
1,2nd Ep 'Get Up',Newjeans,INTERSCOPE/GEFFEN/A&M,INT,1,1,1,7,10733,-18.8,13220,226846,2023.09.07
2,Speak Now (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,1,2,2,9,9767,-23.1,12701,684987,2023.09.07
3,Midnights,Taylor Swift,REPUBLIC RECORDS,R-RR,1,3,4,46,7669,-24.5,10157,2539637,2023.09.07
4,Barbie The Album,Barbie The Album,ATLANTIC GROUP,ATLG,2,5,6,7,5503,-19.2,6812,120402,2023.09.07
5,folklore,Taylor Swift,REPUBLIC RECORDS,R-RR,1,4,5,162,5223,-31.7,7647,2049334,2023.09.07
6,Did You Know That There's A Tunnel Under Ocean Blvd,Lana Del Rey,INTERSCOPE/GEFFEN/A&M,INT ,1,7,8,24,2495,-15.1,2939,240026,2023.09.07
7,SOUR,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT ,1,10,10,119,2173,1.3,2145,990173,2023.09.07
8,PORTALS,Melanie Martinez,ATLANTIC GROUP,ATLG,1,11,11,23,1934,-8.6,2115,226400,2023.09.07
9,Austin,Post Malone,MERCURY / REPUBLIC RECORDS,R-MR,2,13,9,6,1808,-10.0,2009,51051,2023.09.07
10,Harry's House,Harry Styles,Columbia Records,COL ,1,15,14,69,1437,-5.2,1516,882837,2023.09.07
11,Now 87,Various Artists,NOW,NOW,7,16,13,5,1359,-8.2,1481,11128,2023.09.07
12,Endless Summer Vacation,Miley Cyrus,Columbia Records,COL ,2,9,18,26,1346,-44.7,2436,123301,2023.09.07
13,Weedkiller,Ashnikko,PARLOPHONE,PRL,6,6,,2,1258,-73.9,4817,6079,2023.09.07
14,World Music Radio,Jon Batiste,VERVE,VERV,7,14,7,3,1201,-29.7,1708,11188,2023.09.07
15,-,Ed Sheeran,ATLANTIC GROUP,ATLG,1,12,12,18,1092,-46.8,2051,153868,2023.09.07
16,NOW 90s Pop (2023),Various Artists,NOW,NOW,12,21,19,5,999,8.2,923,6388,2023.09.07
17,Diamonds,Elton John,ISLAND,ISL,4,23,20,303,867,6.0,818,788661,2023.09.07
18,Chemistry,Kelly Clarkson,ATLANTIC GROUP,ATLG,1,20,16,11,722,-25.2,965,68562,2023.09.07
19,Diamonds (Pyramid Edition),Elton John,ISLAND,ISL ,19,,,1,713,999.0,2,747,2023.09.07
20,The Show,Niall Horan,CAPITOL MUSIC GROUP,CAP ,1,22,17,13,610,-31.0,884,93757,2023.09.07
21,Good Riddance,Gracie Abrams,INTERSCOPE/GEFFEN/A&M,INT ,2,24,25,28,587,6.0,554,30614,2023.09.07
22,Trustfall,P!nk, RCA,RCA ,1,18,21,29,576,-43.8,1025,136599,2023.09.07
23,Snow Angel,Reneé Rapp,UMGRI INTERSCOPE,INT,3,19,3,3,572,-41.4,976,13193,2023.09.07
24,The Album,Jonas Brothers,REPUBLIC RECORDS,R-RR,1,25,23,17,543,0.2,542,52070,2023.09.07
25,Born Pink,Blackpink,INTERSCOPE/GEFFEN/A&M,INT ,1,26,27,51,485,-6.6,519,194644,2023.09.07
26,Love Again (Original Motion Picture Soun,Celine Dion,Columbia Records,COL,11,65,60,17,475,389.7,97,5340,2023.09.07
27,The Feeling Of Falling Upwards,5 Seconds Of Summer, BMG DISTRIBUTION,BMG ,7,30,30,8,464,28.9,360,6964,2023.09.07
28,SMITHEREENS,Joji,88RISING MUSIC,88RM,2,31,24,44,457,38.5,330,61011,2023.09.07
29,5sos5,5 Seconds Of Summer, BMG DISTRIBUTION,BMG,1,29,33,50,421,15.7,364,72035,2023.09.07
30,Superache,Conan Gray,REPUBLIC RECORDS,R-RR,1,27,34,63,411,-3.3,425,109389,2023.09.07
31,Everything I Know About Love,Laufey,,AWAL,9,36,36,26,405,61.4,251,14751,2023.09.07
32,Drama Queen,Idina Menzel, BMG DISTRIBUTION,BMG ,15,53,15,3,385,158.4,149,1953,2023.09.07
33,Feed The Beast,Kim Petras,REPUBLIC RECORDS,R-RR,4,17,,10,346,-73.8,1323,7608,2023.09.07
34,The Little Mermaid,"Alan Menken, Howard Ashman & Lin-Manuel Miranda",DISNEY,DISN,2,28,28,16,302,-28.6,423,35237,2023.09.07
35,Encanto,"Lin-Manuel Miranda, Encanto - Cast",DISNEY,DISN,1,42,48,74,300,42.9,210,81923,2023.09.07
36,Twelve Carat Toothache,Post Malone,MERCURY / REPUBLIC RECORDS,R-MR,2,32,32,66,294,4.6,281,79271,2023.09.07
37,The Good Witch,Maisie Peters,NEW ELEKTRA,NELK,9,34,31,11,293,9.7,267,6705,2023.09.07
38,Broken By Desire To Be Heavenly Sent,Lewis Capaldi,CAPITOL MUSIC GROUP,CAP ,1,38,38,16,263,11.4,236,30280,2023.09.07
39,Kismet,Belinda Carlisle, BMG DISTRIBUTION,BMG ,8,8,,2,257,-90.2,2616,3816,2023.09.07
39,NOW 86,Various Artists,NOW,NOW ,7,40,37,18,257,10.3,233,15686,2023.09.07
41,The Singles: Echoes from the Edge of Heaven,Wham!,Columbia Records,COL,8,44,40,9,215,7.5,200,6317,2023.09.07
42,My God!,Tessa Violet,THE ORCHARD,ORCH,21,46,42,7,207,5.1,197,2397,2023.09.07
43,Ivory,Omar Apollo,Warner Records,WAR,3,52,53,40,191,24.0,154,22820,2023.09.07
44,Star Trek Strange New Worlds Season 2 -,Various Artists,LAKESHORE RECOR,LAKO,9,35,29,5,187,-26.1,253,4967,2023.09.07
44,Finally Enough Love (Album),Madonna,Warner Records,WAR,1,47,41,55,187,-3.6,194,66940,2023.09.07
46,Gloria,Sam Smith,CAPITOL MUSIC GROUP,CAP ,2,55,58,32,186,35.8,137,30976,2023.09.07
47,Playgirl,Lolo Zouai, RCA,RCA ,47,,,1,180,999.0,1,903,2023.09.07
48,Emails I Can't Send,Sabrina Carpenter,ISLAND,ISL ,4,54,60,60,176,20.5,146,26289,2023.09.07
49,Petals To Thorns,D4vd,INTERSCOPE/GEFFEN/A&M,INT,20,59,35,4,164,39.0,118,1524,2023.09.07
50,The Family Business,Jonas Brothers,REPUBLIC RECORDS,R-RR,50,81,,2,160,162.3,61,355,2023.09.07
51,Crash,Charli XCX,ATLANTIC GROUP,ATLG,1,43,46,77,150,-26.8,205,60023,2023.09.07
52,Destiny,Lucy Thomas,THE ORCHARD,ORCH,52,68,97,4,130,41.3,92,1568,2023.09.07
53,Mystical Magical Rhythmical Radical Rid,Jason Mraz, BMG DISTRIBUTION,BMG ,5,58,47,11,121,1.7,119,7433,2023.09.07
54,Faith In The Future,Louis Tomlinson, BMG DISTRIBUTION,BMG,2,50,43,43,115,-35.0,177,80864,2023.09.07
55,Hold On Baby,King Princess,Columbia Records,COL,30,96,,2,111,164.3,42,4200,2023.09.07
55,The Hardest Part,Noah Cyrus,Columbia Records,COL,21,57,96,29,111,-11.2,125,5248,2023.09.07
57,My Soft Machine,Arlo Parks,TRANSGRESSIVE R,TRA9,8,56,52,15,106,-16.5,127,5048,2023.09.07
58,Dirt Femme,Tove Lo,MTHEORY,MTY ,7,,,43,105,169.2,39,14087,2023.09.07
59,Spark Of Light,Michael Bolton, INDEPENDENT LABEL SUBMISSION,INDI,13,38,55,8,100,-57.4,235,4083,2023.09.07
60,Gag Order,Kesha,KEMOSABE/BECKY,KEMO,3,45,63,16,98,-50.5,198,15976,2023.09.07
61,Mirror,Lauren Spencer-Smith,ISLAND / REPUBLIC RECORDS,R-IS,4,62,50,8,94,-10.5,105,6859,2023.09.07
62,All 4 Nothing,Lauv,CAPITOL MUSIC GROUP,CAP,3,99,83,52,92,124.4,41,15184,2023.09.07
63,NOW 85,Various Artists,SONY,SONY,4,68,64,31,87,-5.4,92,27859,2023.09.07
64,Another Life,Big Time Rush, BMG DISTRIBUTION,BMG,17,49,26,14,85,-52.5,179,4350,2023.09.07
65,Housewife,Qveen Herby, INDY LABEL,INDY,33,33,,2,84,-68.9,270,354,2023.09.07
66,Special,Lizzo,ATLANTIC GROUP,ATLG,1,67,59,60,83,-11.7,94,150282,2023.09.07
67,Ben,Macklemore,BENDO LLC,BN3 ,1,,,24,82,141.2,34,20615,2023.09.07
68,Charlie,Charlie Puth,ATLANTIC GROUP,ATLG,1,70,82,48,80,-2.4,82,27408,2023.09.07
69,Footprints I Found,David Kushner,DAVID KUSHNER,DVK,20,81,68,9,79,29.5,61,1813,2023.09.07
70,Sleep Is Exhausting,Teddy Swims,WARNER RECORDS,WAR,12,73,62,12,78,-1.3,79,5078,2023.09.07
71,This Is What ____ Feels Like,Jvke,,AWAL,30,41,44,5,77,-64.5,217,4184,2023.09.07
71,Girl Of My Dreams,Fletcher,CAPITOL MUSIC GROUP,CAP ,2,62,66,51,77,-26.7,105,33303,2023.09.07
71,Just The Two Of Us: The Duets Collection,Olivia Newton-John,VCMG,VCMG,8,66,57,18,77,-19.8,96,7730,2023.09.07
74,Diamonds & Dancefloors,Ava Max,ATLANTIC GROUP,ATLG,3,60,67,32,75,-31.8,110,14228,2023.09.07
75,NOW Decade 2000s,Various Artists,NOW,NOW ,9,84,87,70,74,23.3,60,30963,2023.09.07
76,"PARANOÏA, ANGELS, TRUE LOVE",Christine And The Queens,BECAUSE MUSIC SAS,BECU,9,,,1,71,108.8,34,2848,2023.09.07
77,The Loneliest Time,Carly Rae Jepsen,INTERSCOPE/GEFFEN/A&M,INT ,2,61,51,46,70,-35.2,108,28059,2023.09.07
78,Drift Back,Phillip Phillips, INDEPENDENT LABEL SUBMISSION,INDI,34,,,1,69,122.6,31,1032,2023.09.07
79,The People's Champ,Quinn XCII,REPUBLIC RECORDS,R-RR,15,89,81,20,68,28.3,53,4231,2023.09.07
80,Higher,Michael Buble,WARNER RECORDS,WAR ,1,77,65,76,67,-5.6,71,71937,2023.09.07
81,Arkhon,Zola Jesus,SACRED BONES RE,SBNZ,13,,,1,63,530.0,10,4835,2023.09.07
82,High Drama,Adam Lambert, BMG DISTRIBUTION,BMG ,3,90,71,28,62,21.6,51,19760,2023.09.07
83,"Home Again - Live From Central Park, New",Carole King,SME/LEGACY RECORDINGS,LEGC,24,79,74,15,60,-10.4,67,2254,2023.09.07
83,Sandy Salisbury & Curt Boettcher - Try F,Sandy Salisbury & Curt Boettcher,"SUNDAZEDMUSIC,INC.",SUC.,83,,,1,60,,0,60,2023.09.07
85,Everything To Everyone,Reneé Rapp,UMGRI INTERSCOPE,INT,8,85,53,13,58,-1.7,59,5287,2023.09.07
85,Takin' It Back,Meghan Trainor,EPIC,EPIC,3,86,94,46,58,1.8,57,44700,2023.09.07
87,Sad Songs In A Hotel Room,Joshua Bassett,WARNER RECORDS,WAR ,16,,92,7,56,166.7,21,1994,2023.09.07
88,Magic Man,Jackson Wang,88 Rising (Invisible),88RM,1,,,48,55,52.8,36,36806,2023.09.07
89,Zombies 3,"Cast - Zombies, Disney",DISNEY,DISN,11,100,75,58,53,32.5,40,15346,2023.09.07
90,Higher Than Heaven,Ellie Goulding,INTERSCOPE/GEFFEN/A&M,INT ,6,,,1,52,48.6,35,8822,2023.09.07
91,Prestige,Girl Ray,Moshi Moshi Music,MOSH,56,96,56,4,51,21.4,42,341,2023.09.07
91,A Beautiful Life (Music From The Netflix,Christopher,INTERNATIONAL R,IRI,23,73,68,14,51,-35.4,79,2226,2023.09.07
91,Sonder,Dermot Kennedy,INTERSCOPE/GEFFEN/A&M,INT ,5,78,88,43,51,-27.1,70,17656,2023.09.07
94,Good Luck,Debby Friday,ARTS&CRAFTS PROD / EMI,ANC,42,,,1,50,455.6,9,798,2023.09.07
94,Wellerman - The Album,Nathan Evans,EVERYTHING 2 EVERYONE (CENTRAL),UME,43,81,76,34,50,-18.0,61,2885,2023.09.07
96,Sweet Company,Vicky Farewell,MAC'S RECORD LABEL LLC,MACS,79,,,1,49,250.0,14,507,2023.09.07
97,I Came Home Late,Ama Lou,INTERSCOPE/GEFFEN/A&M,INT ,97,,,1,48,,0,48,2023.09.07
97,Coco Moon,Owl City, INDEPENDENT LABEL SUBMISSION,INDI,16,,90,12,48,50.0,32,2351,2023.09.07
99,Brian Wilson: Long Promised Road (Origin,Brian Wilson,Lakeshore Records,LAKE,23,,,1,47,62.1,29,3732,2023.09.07
99,My Mind Wanders And Sometimes Leaves Com,Lola Young,CAPITOL MUSIC GROUP,CAP ,34,,91,4,47,67.9,28,1048,2023.09.07
99,Yacht On The Rocks,Straight No Chaser,ARTS MUSIC,AMSC,24,76,92,10,47,-35.6,73,1598,2023.09.07
99,You & I,Rita Ora, BMG DISTRIBUTION,BMG ,20,79,95,8,47,-30.9,68,1623,2023.09.07
1,Guts,Olivia Rodrigo,INTERSCOPE/A&M/GEFFEN,INT,1,,,1,150344,,0,150346,2023.09.14
2,Layover,V (Bts),BIG HIT,INT,2,,,1,88324,,0,88324,2023.09.14
3,Speak Now (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,1,2,2,10,9446,-3.3,9767,694463,2023.09.14
4,2nd Ep 'Get Up',Newjeans,INTERSCOPE/GEFFEN/A&M,INT,1,1,1,8,8744,-18.5,10735,235662,2023.09.14
5,SOUR,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT ,1,7,10,120,8431,288.0,2173,998633,2023.09.14
6,Midnights,Taylor Swift,REPUBLIC RECORDS,R-RR,1,3,3,47,7770,1.3,7669,2547407,2023.09.14
7,folklore,Taylor Swift,REPUBLIC RECORDS,R-RR,1,5,4,163,5040,-3.5,5223,2054431,2023.09.14
8,Barbie The Album,Barbie The Album,ATLANTIC GROUP,ATLG,2,4,5,8,4916,-10.7,5503,125432,2023.09.14
9,The Loveliest Time,Carly Rae Jepsen,INTERSCOPE/GEFFEN/A&M,INT ,9,,,1,3325,999.0,21,4676,2023.09.14
10,Did You Know That There's A Tunnel Under Ocean Blvd,Lana Del Rey,INTERSCOPE/GEFFEN/A&M,INT ,1,6,7,25,2418,-3.1,2495,242458,2023.09.14
11,Good Riddance,Gracie Abrams,INTERSCOPE/GEFFEN/A&M,INT ,2,21,24,29,1994,239.7,587,32622,2023.09.14
12,House On A Hill,Eric Nam,THE ORCHARD,ORCH,12,,,1,1824,,0,1824,2023.09.14
13,PORTALS,Melanie Martinez,ATLANTIC GROUP,ATLG,1,8,11,24,1704,-11.9,1934,228132,2023.09.14
14,Austin,Post Malone,MERCURY / REPUBLIC RECORDS,R-MR,2,9,13,7,1545,-14.5,1808,52596,2023.09.14
15,-,Ed Sheeran,ATLANTIC GROUP,ATLG,1,15,12,19,1295,18.6,1092,155163,2023.09.14
16,Endless Summer Vacation,Miley Cyrus,Columbia Records,COL ,2,12,9,27,1229,-8.7,1346,124544,2023.09.14
17,Harry's House,Harry Styles,Columbia Records,COL ,1,10,15,70,1152,-19.8,1437,883989,2023.09.14
18,Now 87,Various Artists,NOW,NOW,7,11,16,6,1085,-20.2,1359,12213,2023.09.14
19,NOW 90s Pop (2023),Various Artists,NOW,NOW,12,16,21,6,908,-9.1,999,7296,2023.09.14
20,World Music Radio,Jon Batiste,VERVE,VERV,7,14,14,4,803,-33.1,1201,11991,2023.09.14
21,Diamonds,Elton John,ISLAND,ISL,4,17,23,304,728,-16.0,867,789403,2023.09.14
21,The Show,Niall Horan,CAPITOL MUSIC GROUP,CAP ,1,20,22,14,728,19.3,610,94485,2023.09.14
23,Chemistry,Kelly Clarkson,ATLANTIC GROUP,ATLG,1,18,20,12,709,-1.8,722,69271,2023.09.14
24,Kismet,Belinda Carlisle, BMG DISTRIBUTION,BMG ,8,39,8,3,668,159.9,257,4484,2023.09.14
25,The Album,Jonas Brothers,REPUBLIC RECORDS,R-RR,1,24,25,18,637,17.3,543,52707,2023.09.14
26,Everything I Know About Love,Laufey,,AWAL,9,31,36,27,584,44.2,405,15335,2023.09.14
27,Trustfall,P!nk, RCA,RCA ,1,22,18,30,547,-5.0,576,137146,2023.09.14
28,Snow Angel,Reneé Rapp,UMGRI INTERSCOPE,INT,3,23,19,4,513,-10.3,572,13706,2023.09.14
