Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,week_of
7,The Diamond Collection,Post Malone,REPUBLIC RECORDS,R-RR,2,6,8,18,388,-16.2,463,17526,2024.03.21
8,Insano,Kid Cudi,REPUBLIC RECORDS,R-RR,1,5,5,10,379,-24.2,500,14942,2024.03.21
9,I Hate When Life's Going Great,LaRussell,,,9,,,1,295,,0,295,2024.03.21
10,D-Day,Agust D (Suga Of Bts),INTERSCOPE/GEFFEN/A&M,INT,1,9,11,49,271,-1.8,276,235899,2024.03.21
11,Metro Boomin Presents Spider-Man: Across The Spider-Verse (Soundtrack From And Inspired By The Motion Picture),Metro Boomin,REPUBLIC RECORDS,R-RR,1,10,10,42,258,-2.3,264,46408,2024.03.21
12,Blue Lips,ScHoolboy Q,INTERSCOPE/GEFFEN/A&M,INT ,1,3,1,3,211,-71.3,734,8622,2024.03.21
13,Hope,NF,NF REAL MUSIC,NFRM,1,13,15,50,183,-17.2,221,114352,2024.03.21
14,MICHAEL,Killer Mike,LOMA VISTA,LVR,1,12,12,40,177,-23.7,232,26661,2024.03.21
15,"Fine Ho, Stay",Flo Milli, RCA,RCA,15,,,1,167,,0,167,2024.03.21
16,Texas Technician,That Mexican OT,INTERSCOPE/GEFFEN/A&M,INT,9,18,9,3,152,27.7,119,732,2024.03.21
17,Dirty Nachos,Chief Keef & Mike Will Made-It, RBC RECORDS,RBC,17,,,1,130,,0,130,2024.03.21
18,Goodbye & Good Riddance,Juice WRLD,INTERSCOPE/GEFFEN/A&M,INT ,2,14,17,305,129,0.8,128,220286,2024.03.21
19,Mr Beat The Road,Bossman Dlow,Alamo Records,ALAM,19,,,1,127,,0,127,2024.03.21
19,Voir Dire,Earl Sweatshirt & Alchemist, WARNER Records,WAR,2,11,13,5,127,-47.5,242,8398,2024.03.21
21,Scarlet,Doja Cat, RCA,RCA ,2,14,19,26,126,-1.6,128,16293,2024.03.21
22,Now Playing,Notorious B.I.G.,BAD BOY RECORDS,BADB,6,17,18,30,123,2.5,120,7527,2024.03.21
23,The Ceremony,Kevin Gates,ARTIST PARTNER GROUP,APG1,2,43,35,8,107,154.8,42,3649,2024.03.21
24,Quaranta,Danny Brown,WARP RECORDS,WARP,5,54,57,12,99,200.0,33,3205,2024.03.21
24,Dead Or Alive Pt. 2,Tedashii,,,24,,,1,99,,0,99,2024.03.21
26,Scaring The Hoes,JPEGMAFIA,THE ORCHARD,ORCH,3,26,30,34,98,32.4,74,10867,2024.03.21
27,Nostalgia,Rod Wave,Alamo Records,ALAM,6,24,22,27,93,14.8,81,5273,2024.03.21
28,NOW Hip Hop At 50,Various Artists,NOW,NOW,9,21,20,24,85,-10.5,95,7092,2024.03.21
29,Lonestar Luchador,That Mexican OT,INTERSCOPE/GEFFEN/A&M,INT ,29,63,67,9,74,174.1,27,1800,2024.03.21
30,2093,Yeat,INTERSCOPE/GEFFEN/A&M,INT ,1,16,16,5,73,-40.7,123,12801,2024.03.21
31,Welcome 2 Collegrove,2 Chainz Feat. Lil Wayne,DEF JAM/DEF SOUL,DEF,2,,34,17,72,928.6,7,9651,2024.03.21
32,Sick Boi,REN,THE ORCHARD,ORCH,3,20,26,23,71,-28.3,99,11074,2024.03.21
33,Raised By Rap: 50 Years Of Hip Hop,Various Artists,SME/LEGACY RECORDINGS,LEGC,4,23,23,34,70,-18.6,86,20424,2024.03.21
34,Integrated Tech Solutions,Aesop Rock,Rhymesayers Entertainment,RSE,1,7,58,19,68,-83.4,410,11341,2024.03.21
35,We Only Talk About Real Shit When We're Fucked Up,Bas,INTERSCOPE/GEFFEN/A&M,INT ,35,,,1,65,828.6,7,503,2024.03.21
36,Pink Tape,Lil Uzi Vert,ATLANTIC GROUP,ATLG,1,40,40,38,64,33.3,48,32148,2024.03.21
37,Jackman.,Jack Harlow,ATLANTIC GROUP,ATLG,3,34,37,46,62,12.7,55,15268,2024.03.21
37,Yin Yang Tapes: Summer Season (1989-1990,$uicideBoy$,THE ORCHARD,ORCH,11,81,,2,62,195.2,21,1406,2024.03.21
39,What Is Life?,Dax,Columbia Records,COL ,18,57,38,31,61,103.3,30,2960,2024.03.21
39,All Is Yellow,Lyrical Lemonade,DEF JAM/DEF SOUL,DEF,5,39,6,8,61,24.5,49,2609,2024.03.21
41,9,Kenny Mason, RCA,RCA ,41,,,1,58,,0,58,2024.03.21
41,Heroes & Villains,Metro Boomin,REPUBLIC RECORDS,R-RR,1,28,32,68,58,-15.9,69,62891,2024.03.21
43,No Atheists In Foxholes,Locksmith,,,43,,,1,56,,0,56,2024.03.21
44,Live Forever,Lil Peep,THE ORCHARD,ORCH,4,29,31,15,55,-17.9,67,5394,2024.03.21
45,Heathenism,Meek Mill,INGROOVES,INGV,7,19,7,4,54,-46.5,101,932,2024.03.21
46,Tec,Lil Tecca,REPUBLIC RECORDS,R-RR,4,32,33,11,53,-7.0,57,3689,2024.03.21
47,I Am Music,Lil Wayne,REPUBLIC RECORDS,R-RR,7,45,39,37,51,24.4,41,9826,2024.03.21
48,Yin Yang Tapes: Winter Season (1989-1990,$uicideBoy$,THE ORCHARD,ORCH,14,48,,2,48,23.1,39,1421,2024.03.21
49,The Game Is The Game,Elcamino & Real Bad Man,THE ORCHARD,ORCH,49,,,1,47,,0,47,2024.03.21
50,Yin Yang Tapes: Fall Season (1989-1990),$uicideBoy$,THE ORCHARD,ORCH,17,91,,2,46,170.6,17,1482,2024.03.21
50,Yin Yang Tapes: Spring Season (1989-1990,$uicideBoy$,THE ORCHARD,ORCH,22,67,,2,46,76.9,26,1429,2024.03.21
52,For All The Dogs,Drake,OVO / REPUBLIC RECORDS,R-RR,1,43,40,24,45,7.1,42,15507,2024.03.21
53,Like..?,Ice Spice,"TENTHOUSAND PROJECTS, LLC",10K,2,73,55,58,44,91.3,23,13902,2024.03.21
54,Trackhouse (Daytona 500 Edition),Pitbull,THE ORCHARD,ORCH,12,31,24,5,42,-27.6,58,601,2024.03.21
55,Her Loss,"Drake, 21 Savage",OVO / REPUBLIC RECORDS,R-RR,1,34,49,72,41,-25.5,55,38508,2024.03.21
55,Love Sick,Don Toliver,ATLANTIC GROUP,ATLG,5,41,47,36,41,-10.9,46,10221,2024.03.21
55,Lavish Misery,Ransom & Harry Fraud,THE ORCHARD,ORCH,8,8,,2,41,-86.1,294,335,2024.03.21
58,Burning Desire,Mike,[PIAS],K8M,11,51,76,15,39,8.3,36,2172,2024.03.21
58,A Forsaken Lover's Plea,Chuck Strangers,,,58,,,1,39,,0,39,2024.03.21
60,Everybody Can'T Go,Benny The Butcher,DEF JAM RECORDINGS,DEF ,3,30,36,8,38,-40.6,64,3445,2024.03.21
60,Czartificial Intelligence,Czarface,INGROOVES,INGV,2,53,47,17,38,8.6,35,9704,2024.03.21
62,Robed In Rareness,Shabazz Palaces, SUB POP,SUBP,26,,,1,37,,0,283,2024.03.21
62,A Gift & A Curse,Gunna,300 ENTERTAINME,300E,9,,73,15,37,208.3,12,3085,2024.03.21
62,The Great Escape,Larry June & The Alchemist,Empire,EMPR,2,54,45,23,37,12.1,33,12464,2024.03.21
62,Blue Genes Ii,Upchurch, INDEPENDENT LABEL SUBMISSION,INDI,5,32,27,5,37,-35.1,57,1523,2024.03.21
66,Cold Captions,Tribe Mark,,,66,,,1,35,,0,35,2024.03.21
66,The Brave Ii,Tom Macdonald & Adam Calhoun, INDEPENDENT LABEL SUBMISSION,INDI,1,49,40,25,35,-7.9,38,12500,2024.03.21
68,What Could Go Wrong?,Spose,,,68,,,1,34,,0,34,2024.03.21
68,Magic 3,Nas,Mass Appeal,MAPU,3,54,58,11,34,3.0,33,6467,2024.03.21
70,If Looks Could Kill,Destroy Lonely,INTERSCOPE/GEFFEN/A&M,INT ,4,67,63,32,33,26.9,26,6630,2024.03.21
71,No Thank You,Little Simz, AWAL,AWAL,5,59,,39,31,6.9,29,9278,2024.03.21
71,Every Dog Has Its Day,Germ,G59 Records,G59,71,,,1,31,,0,31,2024.03.21
71,Insano (Nitro Mega),Kid Cudi,REPUBLIC RECORDS,R-RR,7,38,21,4,31,-39.2,51,779,2024.03.21
71,AMAR,BigXthaPlug, INDEPENDENT LABEL SUBMISSION,INDI,12,73,64,25,31,34.8,23,2702,2024.03.21
75,Spin The Globe 2,Connor Price, INDEPENDENT LABEL SUBMISSION,INDI,42,42,52,4,30,-30.2,43,165,2024.03.21
76,Pinball,Mike & Tony Seltzer,[PIAS],K8M,36,36,51,3,29,-46.3,54,123,2024.03.21
77,College Park,Logic, BMG DISTRIBUTION,BMG ,1,47,28,57,27,-32.5,40,21585,2024.03.21
77,Luv 4 Rent,Smino,CAPITOL MUSIC GROUP,CAP ,2,50,58,59,27,-27.0,37,18222,2024.03.21
79,NOW Hip-Hop Party,Various Artists,NOW,NOW,2,51,73,59,26,-27.8,36,17661,2024.03.21
79,Horse,Prof, INDEPENDENT LABEL SUBMISSION,INDI,1,73,76,9,26,13.0,23,11108,2024.03.21
79,King's Disease Iii,Nas,MASS APPEAL RECORDS,MSAP,1,63,66,40,26,-3.7,27,20815,2024.03.21
82,Blockbusta,Busta Rhymes,EPIC,EPIC,1,86,70,17,24,26.3,19,16211,2024.03.21
83,His Glory Alone Ii,KB,RCAI,RCAI,11,81,64,5,23,9.5,21,1701,2024.03.21
84,Church Clothes 4,Lecrae, INDEPENDENT LABEL SUBMISSION,INDI,6,79,,6,22,0.0,22,3754,2024.03.21
84,Magic 2,Nas,MASS APPEAL RECORDS,MSAP,1,95,80,17,22,37.5,16,8364,2024.03.21
84,Lethimcook,CRIMEAPPLE,THE ORCHARD,ORCH,84,,,1,22,,0,22,2024.03.21
87,Affiliated 2,LNDN DRGS,Empire,EMPR,22,22,,2,21,-77.2,92,113,2024.03.21
87,So Many Other Realities Exist Simultaneously,Atmosphere,Rhymesayers,RHMS,3,,,1,21,61.5,13,6962,2024.03.21
87,Glorious Game,"El Michels Affair, Black Thought",333 Company,INDI,3,,86,41,21,110.0,10,10539,2024.03.21
87,No Fear Of Time,Black Star, INDEPENDENT LABEL SUBMISSION,INDI,13,95,80,13,21,31.2,16,2847,2024.03.21
91,My Turn,Lil Baby,"QUALITY CONTROL MUSIC, LLC",QCM,8,67,80,206,20,-23.1,26,72569,2024.03.21
91,Dirt Roads,Bella Blaq, INDEPENDENT LABEL SUBMISSION,INDI,91,,,1,20,,0,20,2024.03.21
91,FAST X (Original Motion Picture Soundtrack),Fast & Furious: The Fast Saga,"ARTIST PARTNER GROUP, INC",ATP,8,,83,28,20,42.9,14,3244,2024.03.21
91,Rituals,Ponzo Houdini,,,91,,,1,20,,0,20,2024.03.21
95,Big Sleepover,Big Boi & Sleepy Brown, INDEPENDENT LABEL SUBMISSION,INDI,76,,,1,19,171.4,7,228,2024.03.21
96,2 Slippery,Bossman Dlow,Alamo Records,ALAM,91,91,,2,18,5.9,17,133,2024.03.21
96,Penith (The Dave Soundtrack),Lil Dicky,BMG,BMG,1,59,28,9,18,-37.9,29,5866,2024.03.21
98,Snoop Cube 40 $hort,Mount Westmore,MNRK,MNRK,3,81,,2,17,-19.0,21,13906,2024.03.21
98,Psykos,Yung Lean,AWAL,AWAL,81,81,,2,17,-19.0,21,38,2024.03.21
98,Humble Giant,Jay Critch,Empire,EMPR,98,,,1,17,,0,17,2024.03.21
98,"Dead Or Alive, Pt. 1",Tedashii,,,32,,,1,17,466.7,3,366,2024.03.21
1,Utopia,Travis Scott,Cactus Jack/EPIC,EPIC,1,3,1,35,5166,310.3,1259,603697,2024.03.28
2,We Don't Trust You,Future & Metro Boomin,Epic/Republic/Boominati/Freebandz,ERFB,2,,,1,4351,,0,4351,2024.03.28
3,Penith (The Dave Soundtrack),Lil Dicky,BMG,BMG,1,96,59,10,2725,999.0,18,8591,2024.03.28
4,Not Now I'm Busy,Joyner Lucas,THE ORCHARD,ORCH,4,,,1,2273,,0,2273,2024.03.28
5,Do You Hear Them Too?,Skitz Kraven, INDEPENDENT LABEL SUBMISSION,INDI,5,,,1,634,,0,634,2024.03.28
6,Pink Friday 2,Nicki Minaj,REPUBLIC RECORDS,R-RR,1,5,2,16,601,-26.8,821,138405,2024.03.28
7,World Wide Whack,Tierra Whack,INTERSCOPE/GEFFEN/A&M,INT,2,2,,2,425,-80.4,2164,2591,2024.03.28
8,American Dream,21 Savage,Slaughter Gang/Epic Records,SGEP,2,4,45,11,402,-62.9,1085,7446,2024.03.28
9,Zombieland 2,Loe Shimmy, INDEPENDENT LABEL SUBMISSION,INDI,9,,,1,399,,0,399,2024.03.28
10,The Diamond Collection,Post Malone,REPUBLIC RECORDS,R-RR,2,7,6,19,367,-5.4,388,17893,2024.03.28
11,Vultures 1,"Ty Dolla $ign, Kanye West", INDEPENDENT LABEL SUBMISSION,INDI,1,6,4,7,348,-31.5,508,26603,2024.03.28
12,Metro Boomin Presents Spider-Man: Across The Spider-Verse (Soundtrack From And Inspired By The Motion Picture),Metro Boomin,REPUBLIC RECORDS,R-RR,1,11,10,43,274,6.2,258,46682,2024.03.28
13,Insano,Kid Cudi,REPUBLIC RECORDS,R-RR,1,8,5,11,241,-36.4,379,15183,2024.03.28
14,D-Day,Agust D (Suga Of Bts),INTERSCOPE/GEFFEN/A&M,INT,1,10,9,50,235,-13.3,271,236134,2024.03.28
15,Hope,NF,NF REAL MUSIC,NFRM,1,13,13,51,200,9.3,183,114552,2024.03.28
16,Blue Lips,ScHoolboy Q,INTERSCOPE/GEFFEN/A&M,INT ,1,12,3,4,173,-18.0,211,8795,2024.03.28
17,War Cry,Goalden Chyld,,,17,,,1,164,,0,164,2024.03.28
18,MICHAEL,Killer Mike,LOMA VISTA,LVR,1,14,12,41,139,-21.5,177,26800,2024.03.28
19,Goodbye & Good Riddance,Juice WRLD,INTERSCOPE/GEFFEN/A&M,INT ,2,18,14,306,130,0.8,129,220416,2024.03.28
20,Now Playing,Notorious B.I.G.,BAD BOY RECORDS,BADB,6,22,17,31,129,4.9,123,7656,2024.03.28
21,"Bryson, The Demon Slayer",Bryson Gray,,,21,,,1,113,,0,113,2024.03.28
22,Heroes & Villains,Metro Boomin,REPUBLIC RECORDS,R-RR,1,41,28,69,107,84.5,58,62998,2024.03.28
23,Voir Dire,Earl Sweatshirt & Alchemist, WARNER Records,WAR,2,19,11,6,106,-16.5,127,8504,2024.03.28
24,Scarlet,Doja Cat, RCA,RCA ,2,21,14,27,84,-33.3,126,16377,2024.03.28
25,Texas Technician,That Mexican OT,INTERSCOPE/GEFFEN/A&M,INT,9,16,18,4,79,-48.0,152,811,2024.03.28
26,Nostalgia,Rod Wave,Alamo Records,ALAM,6,27,24,28,78,-16.1,93,5351,2024.03.28
27,Raised By Rap: 50 Years Of Hip Hop,Various Artists,SME/LEGACY RECORDINGS,LEGC,4,33,23,35,74,5.7,70,20498,2024.03.28
28,NOW Hip Hop At 50,Various Artists,NOW,NOW,9,28,21,25,71,-16.5,85,7163,2024.03.28
28,Welcome 2 Collegrove,2 Chainz Feat. Lil Wayne,DEF JAM/DEF SOUL,DEF,2,31,,18,71,-1.4,72,9722,2024.03.28
30,No Thank You,Little Simz, AWAL,AWAL,5,71,59,40,69,122.6,31,9347,2024.03.28
31,Integrated Tech Solutions,Aesop Rock,Rhymesayers Entertainment,RSE,1,34,7,20,67,-1.5,68,11408,2024.03.28
32,Sick Boi,REN,THE ORCHARD,ORCH,3,32,20,24,66,-7.0,71,11140,2024.03.28
33,Jackman.,Jack Harlow,ATLANTIC GROUP,ATLG,3,37,34,47,64,3.2,62,15332,2024.03.28
34,For All The Dogs,Drake,OVO / REPUBLIC RECORDS,R-RR,1,52,43,25,62,37.8,45,15569,2024.03.28
35,Scaring The Hoes,JPEGMAFIA,THE ORCHARD,ORCH,3,26,26,35,61,-37.8,98,10928,2024.03.28
35,Full Court Press,Flee Lord & Crisis,THE ORCHARD,ORCH,35,,,1,61,,0,61,2024.03.28
37,Target Practice,Demun Jones,,,37,,,1,56,,0,1357,2024.03.28
38,Her Loss,"Drake, 21 Savage",OVO / REPUBLIC RECORDS,R-RR,1,55,34,73,55,34.1,41,38563,2024.03.28
39,Mr Beat The Road,Bossman Dlow,Alamo Records,ALAM,19,19,,2,53,-58.3,127,180,2024.03.28
40,Live Forever,Lil Peep,THE ORCHARD,ORCH,4,44,29,16,52,-5.5,55,5446,2024.03.28
41,"If Not Me, Then Who?",Huntchino,,,41,,,1,51,,0,51,2024.03.28
42,The Great Escape,Larry June & The Alchemist,Empire,EMPR,2,62,54,24,50,35.1,37,12514,2024.03.28
43,Everybody Can'T Go,Benny The Butcher,DEF JAM RECORDINGS,DEF ,3,60,30,9,49,28.9,38,3494,2024.03.28
44,What Is Life?,Dax,Columbia Records,COL ,18,39,57,32,46,-24.6,61,3006,2024.03.28
45,Magic 3,Nas,Mass Appeal,MAPU,3,68,54,12,45,32.4,34,6512,2024.03.28
45,AMAR,BigXthaPlug, INDEPENDENT LABEL SUBMISSION,INDI,12,71,73,26,45,45.2,31,2747,2024.03.28
47,Love Sick,Don Toliver,ATLANTIC GROUP,ATLG,5,55,41,37,43,4.9,41,10264,2024.03.28
48,Pink Tape,Lil Uzi Vert,ATLANTIC GROUP,ATLG,1,36,40,39,42,-34.4,64,32190,2024.03.28
49,2093,Yeat,INTERSCOPE/GEFFEN/A&M,INT ,1,30,16,6,41,-43.8,73,12842,2024.03.28
50,The Ceremony,Kevin Gates,ARTIST PARTNER GROUP,APG1,2,23,43,9,39,-63.6,107,3688,2024.03.28
51,I Am Music,Lil Wayne,REPUBLIC RECORDS,R-RR,7,47,45,38,36,-29.4,51,9862,2024.03.28
51,W E B S T E R L L,"Scotts, Jackboys",,,51,,,1,36,,0,36,2024.03.28
53,The Blue Seasons,Kenny Muney,Empire,EMPR,53,,,1,34,,0,34,2024.03.28
53,Lonestar Luchador,That Mexican OT,INTERSCOPE/GEFFEN/A&M,INT ,29,29,63,10,34,-54.1,74,1834,2024.03.28
55,The Brave Ii,Tom Macdonald & Adam Calhoun, INDEPENDENT LABEL SUBMISSION,INDI,1,66,49,26,33,-5.7,35,12533,2024.03.28
55,Heathenism,Meek Mill,INGROOVES,INGV,7,45,19,5,33,-38.9,54,965,2024.03.28
55,A Gift & A Curse,Gunna,300 ENTERTAINME,300E,9,62,,16,33,-10.8,37,3118,2024.03.28
58,Baby Gravy 3,"Yung Gravy, Bbno$, Baby Gravy",Imperial,R-RR,33,,,1,31,181.8,11,1169,2024.03.28
58,Yin Yang Tapes: Spring Season (1989-1990,$uicideBoy$,THE ORCHARD,ORCH,22,50,67,3,31,-32.6,46,1460,2024.03.28
60,All Is Yellow,Lyrical Lemonade,DEF JAM/DEF SOUL,DEF,5,39,39,9,29,-52.5,61,2638,2024.03.28
60,King's Disease Iii,Nas,MASS APPEAL RECORDS,MSAP,1,79,63,41,29,11.5,26,20844,2024.03.28
62,Tec,Lil Tecca,REPUBLIC RECORDS,R-RR,4,46,32,12,28,-47.2,53,3717,2024.03.28
62,If Looks Could Kill,Destroy Lonely,INTERSCOPE/GEFFEN/A&M,INT ,4,70,67,33,28,-15.2,33,6658,2024.03.28
62,Yin Yang Tapes: Summer Season (1989-1990,$uicideBoy$,THE ORCHARD,ORCH,11,37,81,3,28,-54.8,62,1434,2024.03.28
65,Lavish Misery,Ransom & Harry Fraud,THE ORCHARD,ORCH,8,55,8,3,27,-34.1,41,362,2024.03.28
66,Fortnite Radio,Eminem,INTERSCOPE/GEFFEN/A&M,INT ,1,1,,2,26,-99.3,3705,3731,2024.03.28
66,Quaranta,Danny Brown,WARP RECORDS,WARP,5,24,54,13,26,-73.7,99,3231,2024.03.28
68,Church Clothes 4,Lecrae, INDEPENDENT LABEL SUBMISSION,INDI,6,84,79,7,25,13.6,22,3779,2024.03.28
69,Luv 4 Rent,Smino,CAPITOL MUSIC GROUP,CAP ,2,77,50,60,24,-11.1,27,18246,2024.03.28
69,Like..?,Ice Spice,"TENTHOUSAND PROJECTS, LLC",10K,2,53,73,59,24,-45.5,44,13926,2024.03.28
71,Filth City,"Stu Bangas, G-Mo Skee",,,71,,,1,23,,0,23,2024.03.28
71,Yin Yang Tapes: Fall Season (1989-1990),$uicideBoy$,THE ORCHARD,ORCH,17,50,91,3,23,-50.0,46,1505,2024.03.28
71,Estilo Fino,Tornillo,,,71,,,1,23,,0,23,2024.03.28
71,Curtain 2,Eminem,INTERSCOPE/GEFFEN/A&M,INT ,3,,67,72,23,43.8,16,21067,2024.03.28
75,Czartificial Intelligence,Czarface,INGROOVES,INGV,2,60,53,18,22,-42.1,38,9726,2024.03.28
75,Yin Yang Tapes: Winter Season (1989-1990,$uicideBoy$,THE ORCHARD,ORCH,14,48,48,3,22,-54.2,48,1443,2024.03.28
77,Trackhouse (Daytona 500 Edition),Pitbull,THE ORCHARD,ORCH,12,54,31,6,21,-50.0,42,622,2024.03.28
77,We Buy Diabetic Test Strips,Armand Hammer,Fat Possum Records,FTPM,3,,,22,21,40.0,15,5939,2024.03.28
77,Insano (Nitro Mega),Kid Cudi,REPUBLIC RECORDS,R-RR,7,71,38,5,21,-32.3,31,800,2024.03.28
77,Pinball,Mike & Tony Seltzer,[PIAS],K8M,36,76,36,4,21,-27.6,29,144,2024.03.28
81,Cold Captions,Tribe Mark,,,66,66,,2,20,-42.9,35,55,2024.03.28
82,FAST X (Original Motion Picture Soundtrack),Fast & Furious: The Fast Saga,"ARTIST PARTNER GROUP, INC",ATP,8,91,,29,19,-5.0,20,3263,2024.03.28
82,Dirty Nachos,Chief Keef & Mike Will Made-It, RBC RECORDS,RBC,17,17,,2,19,-85.4,130,149,2024.03.28
82,Magic 2,Nas,MASS APPEAL RECORDS,MSAP,1,84,95,18,19,-13.6,22,8383,2024.03.28
82,Glorious Game,"El Michels Affair, Black Thought",333 Company,INDI,3,87,,42,19,-9.5,21,10558,2024.03.28
82,Blue Genes Ii,Upchurch, INDEPENDENT LABEL SUBMISSION,INDI,5,62,32,6,19,-48.6,37,1542,2024.03.28
87,Almost Healed,Lil Durk,Alamo Records,ALAM,2,,86,8,18,38.5,13,3733,2024.03.28
87,Horse,Prof, INDEPENDENT LABEL SUBMISSION,INDI,1,79,73,10,18,-30.8,26,11126,2024.03.28
87,$elf Made $elf Paid,Big Homiie G,Amazing Entertainment  LLC. / Connect Music,NOMG,87,,,1,18,,0,18,2024.03.28
90,My Turn,Lil Baby,"QUALITY CONTROL MUSIC, LLC",QCM,8,91,67,207,17,-15.0,20,72586,2024.03.28
90,Paper Route Frank,Young Dolph,Empire,EMPR,4,,86,8,17,6.2,16,6787,2024.03.28
90,Spin The Globe 2,Connor Price, INDEPENDENT LABEL SUBMISSION,INDI,42,75,42,5,17,-43.3,30,182,2024.03.28
90,College Park,Logic, BMG DISTRIBUTION,BMG ,1,77,47,58,17,-37.0,27,21602,2024.03.28
90,Snoop Cube 40 $hort,Mount Westmore,MNRK,MNRK,3,98,81,3,17,0.0,17,13923,2024.03.28
90,Beloved! Paradise! Jazz!?,McKinley Dixon,,,35,,,1,17,54.5,11,1490,2024.03.28
90,Burning Desire,Mike,[PIAS],K8M,11,58,51,16,17,-56.4,39,2189,2024.03.28
90,No Fear Of Time,Black Star, INDEPENDENT LABEL SUBMISSION,INDI,13,87,95,14,17,-19.0,21,2864,2024.03.28
98,NOW Hip-Hop Party,Various Artists,NOW,NOW,2,79,51,60,16,-38.5,26,17677,2024.03.28
98,The Night Shift,Larry June,Empire,EMPR,5,,59,17,16,23.1,13,2112,2024.03.28
100,Dead Or Alive Pt. 2,Tedashii,,,24,24,,2,15,-84.8,99,114,2024.03.28
100,Light Color Sound,Jojo Pellegrino,THE ORCHARD,ORCH,100,,,1,15,,0,15,2024.03.28
1,Genre:Sadboy,"Mgk, Trippie Redd",INTERSCOPE/GEFFEN/A&M,INT ,1,,,1,6793,,0,6793,2024.04.04
2,Utopia,Travis Scott,Cactus Jack/EPIC,EPIC,1,1,3,36,4616,-10.6,5166,608313,2024.04.04
3,Pink Friday 2,Nicki Minaj,REPUBLIC RECORDS,R-RR,1,6,5,17,683,13.6,601,139088,2024.04.04
4,We Don't Trust You,Future & Metro Boomin,Epic/Republic/Boominati/Freebandz,ERFB,2,2,,2,608,-86.0,4351,4959,2024.04.04
5,The Ghetto Gospel,Z-Ro,Empire,EMPR,5,,,1,430,,0,430,2024.04.04
5,Marciology,Roc Marciano,Vydia,VYD,5,,,1,430,,0,430,2024.04.04
7,The Diamond Collection,Post Malone,REPUBLIC RECORDS,R-RR,2,10,7,20,384,4.6,367,18277,2024.04.04
8,American Dream,21 Savage,Slaughter Gang/Epic Records,SGEP,2,8,4,12,382,-5.0,402,7828,2024.04.04
9,Vultures 1,"Ty Dolla $ign, Kanye West", INDEPENDENT LABEL SUBMISSION,INDI,1,11,6,8,368,5.7,348,26971,2024.04.04
10,Mega Star,King Hendrick$,HITMAKER MUSIC,HTMR,10,,,1,354,,0,354,2024.04.04
11,No Thank You,Little Simz, AWAL,AWAL,5,30,71,41,319,362.3,69,9666,2024.04.04
12,Not Now I'm Busy,Joyner Lucas,THE ORCHARD,ORCH,4,4,,2,303,-86.7,2273,2576,2024.04.04
13,Metro Boomin Presents Spider-Man: Across The Spider-Verse (Soundtrack From And Inspired By The Motion Picture),Metro Boomin,REPUBLIC RECORDS,R-RR,1,12,11,44,256,-6.6,274,46938,2024.04.04
14,D-Day,Agust D (Suga Of Bts),INTERSCOPE/GEFFEN/A&M,INT,1,14,10,51,224,-4.7,235,236358,2024.04.04
15,Don't Forget To Breathe,Buddy,Empire,EMPR,15,,,1,190,,0,190,2024.04.04
16,Hope,NF,NF REAL MUSIC,NFRM,1,15,13,52,184,-8.0,200,114736,2024.04.04
17,Insano,Kid Cudi,REPUBLIC RECORDS,R-RR,1,13,8,12,183,-24.1,241,15366,2024.04.04
18,Live From The 206,LaRussell,,,18,,,1,176,,0,176,2024.04.04
19,Exotic Birds Of Prey,Shabazz Palaces, SUB POP,SUBP,19,,,1,155,,0,155,2024.04.04
20,Voir Dire,Earl Sweatshirt & Alchemist, WARNER Records,WAR,2,23,19,7,150,41.5,106,8654,2024.04.04
21,Integrated Tech Solutions,Aesop Rock,Rhymesayers Entertainment,RSE,1,31,34,21,142,111.9,67,11550,2024.04.04
22,Goodbye & Good Riddance,Juice WRLD,INTERSCOPE/GEFFEN/A&M,INT ,2,19,18,307,131,0.8,130,220547,2024.04.04
23,MICHAEL,Killer Mike,LOMA VISTA,LVR,1,18,14,42,125,-10.1,139,26925,2024.04.04
24,World Wide Whack,Tierra Whack,INTERSCOPE/GEFFEN/A&M,INT,2,7,2,3,119,-72.0,425,2710,2024.04.04
25,genre: sadboy (Acapella Version),"Mgk, Trippie Redd",INTERSCOPE/GEFFEN/A&M,INT ,25,,,1,117,,0,117,2024.04.04
26,Now Playing,Notorious B.I.G.,BAD BOY RECORDS,BADB,6,20,22,32,108,-16.3,129,7764,2024.04.04
27,Heroes & Villains,Metro Boomin,REPUBLIC RECORDS,R-RR,1,22,41,70,107,0.0,107,63105,2024.04.04
28,Scarlet,Doja Cat, RCA,RCA ,2,24,21,28,105,25.0,84,16482,2024.04.04
29,Baby Gravy 3,"Yung Gravy, Bbno$, Baby Gravy",Imperial,R-RR,29,58,,2,102,229.0,31,1271,2024.04.04
30,Fortnite Radio,Eminem,INTERSCOPE/GEFFEN/A&M,INT ,1,66,1,3,99,280.8,26,3830,2024.04.04
30,Blue Lips,ScHoolboy Q,INTERSCOPE/GEFFEN/A&M,INT ,1,16,12,5,99,-42.8,173,8894,2024.04.04
32,NOW Hip Hop At 50,Various Artists,NOW,NOW,9,28,28,26,88,23.9,71,7251,2024.04.04
