Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,week_of
58,NOW Hip-Hop Party,Various Artists,NOW,NOW,2,64,67,41,75,8.7,69,15223,2023.11.16
59,Spaceships On The Blade,Larry June,Empire,EMPR,3,33,65,40,74,-46.4,138,9678,2023.11.16
60,Rtj Cu4tro,Run The Jewels, BMG DISTRIBUTION,BMG ,3,,,42,73,143.3,30,6544,2023.11.16
61,Struggler,Genesis Owusu,THE ORCHARD,ORCH,8,91,55,11,70,84.2,38,1597,2023.11.16
62,Curtain Call 2,Eminem,INTERSCOPE/GEFFEN/A&M,INT ,1,67,53,67,69,7.8,64,51215,2023.11.16
63,Yin Yang Tapes: Winter Season (1989-1990,$uicideBoy$,THE ORCHARD,ORCH,14,73,57,7,66,20.0,55,1066,2023.11.16
64,Tia Sáng,Stronger Pure,,,63,,,1,62,,0,420,2023.11.16
65,Aftërlyfe,Yeat,INTERSCOPE/GEFFEN/A&M,INT ,14,70,,19,60,1.7,59,2524,2023.11.16
66,Savage Behavior,RoccStar,,,66,,,1,59,999.0,2,61,2023.11.16
67,Lyfë,Yeat,INTERSCOPE/GEFFEN/A&M,INT ,4,61,91,36,58,-21.6,74,5107,2023.11.16
67,Glockoma 2,Key Glock,PAPER ROUTE EMPIRE,PPRE,3,85,,2,58,38.1,42,2957,2023.11.16
69,Yin Yang Tapes: Summer Season (1989-1990,$uicideBoy$,THE ORCHARD,ORCH,11,,36,6,57,216.7,18,1087,2023.11.16
69,Goaty V,Ceo Verse,,,69,,,1,57,,0,57,2023.11.16
71,Long Overdue,Haystak,,,71,,,1,56,,0,56,2023.11.16
71,Halloween Havoc Iv: The 72nd Hr,Lloyd Banks, INDEPENDENT LABEL SUBMISSION,INDI,8,24,8,3,56,-73.3,210,796,2023.11.16
73,Uno,Dee-1,,,49,75,,2,54,1.9,53,295,2023.11.16
73,My Turn,Lil Baby,"QUALITY CONTROL MUSIC, LLC",QCM,8,85,74,190,54,28.6,42,71714,2023.11.16
75,It's Still Real To Me Damn It!,Jzac,,,75,,,1,51,,0,51,2023.11.16
76,Fly Hinght,Stronger Pure,,,48,,,1,50,,0,627,2023.11.16
76,Curtain 2,Eminem,INTERSCOPE/GEFFEN/A&M,INT ,3,85,70,54,50,19.0,42,19742,2023.11.16
78,Flawless Like Me,Lucki,Empire,EMPR,16,,91,25,49,188.2,17,2639,2023.11.16
79,Coi,Coi Leray,UPTOWN / REPUBLIC RECORDS,R-RR,4,,82,4,48,84.6,26,2264,2023.11.16
80,Beware Of The Monkey,Mike,WARP RECORDS,WARP,19,,58,7,47,74.1,27,1147,2023.11.16
81,Tec,Lil Tecca,REPUBLIC RECORDS,R-RR,4,85,,7,45,7.1,42,2860,2023.11.16
82,Black Elvis 2,Kool Keith,MMGZ,MMGZ,23,94,,7,43,16.2,37,1126,2023.11.16
83,And Then You Pray For Me,Westside Gunn,Empire,EMPR,2,68,31,5,41,-31.7,60,9175,2023.11.16
83,College Park,Logic, BMG DISTRIBUTION,BMG ,1,45,53,39,41,-62.4,109,19899,2023.11.16
83,Yin Yang Tapes: Fall Season (1989-1990),$uicideBoy$,THE ORCHARD,ORCH,17,91,38,7,41,7.9,38,1112,2023.11.16
86,Ben,Macklemore,BENDO LLC,BN3 ,1,81,,35,40,-13.0,46,22249,2023.11.16
86,Business Is Business,Young Thug,300 ENTERTAINME,300E,1,96,,3,40,11.1,36,10899,2023.11.16
86,Drill Music In Zion,Lupe Fiasco,RED INK,RDIK,5,,,1,40,700.0,5,9994,2023.11.16
89,Tee's Coney Island,Tee Grizzley,300 ENTERTAINME,300E,70,70,,2,39,-95.1,800,839,2023.11.16
90,FAST X (Original Motion Picture Soundtrack),Fast & Furious: The Fast Saga,"ARTIST PARTNER GROUP, INC",ATP,8,,95,11,38,90.0,20,2546,2023.11.16
91,Tech N9ne Presents: Nnutthowze Signaling The Sigly,Tech N9Ne,,,80,80,,2,37,-21.3,47,84,2023.11.16
91,$oul $old $eparately,Freddie Gibbs,WARNER RECORDS,WAR,1,76,88,55,37,-26.0,50,18952,2023.11.16
91,Beloved! Paradise! Jazz!?,McKinley Dixon,CITYSLANG,CING,35,,,1,37,32.1,28,1030,2023.11.16
94,Yin Yang Tapes: Spring Season (1989-1990,$uicideBoy$,THE ORCHARD,ORCH,22,59,39,7,36,-54.4,79,848,2023.11.16
95,Illdren,King Iso,STRANGE MUSIC,SMIF,20,74,20,3,35,-35.2,54,304,2023.11.16
95,Paper Route Frank,Young Dolph,Empire,EMPR,4,,,1,35,45.8,24,6391,2023.11.16
97,Kaytraminé,"Kaytranada, Kaytraminé, Aminé",Venice Music,VEN,14,,68,6,34,17.2,29,1190,2023.11.16
97,Gothic Luxury,Meechy Darko,LOMA VISTA,LVR ,9,,97,19,34,240.0,10,8555,2023.11.16
99,14k Figaro,Wiki & Tony Seltzer,WARP RECORDS,WARP,99,,,1,33,,0,33,2023.11.16
99,Marvelous,Yung Gravy,REPUBLIC RECORDS,R-RR,10,,85,16,33,371.4,7,4836,2023.11.16
99,A Love Letter To You 5,Trippie Redd,TEN THOUSAND PROJECTS,CAP,2,56,,2,33,-61.2,85,11945,2023.11.16
99,Grandson,King Von,Empire,EMPR,2,22,63,6,33,-85.1,222,2846,2023.11.16
1,Metro Boomin Presents Spider-Man: Across The Spider-Verse (Soundtrack From And Inspired By The Motion Picture),Metro Boomin,REPUBLIC RECORDS,R-RR,1,18,20,25,6109,999.0,350,23517,2023.11.23
2,Welcome 2 Collegrove,2 Chainz Feat. Lil Wayne,DEF JAM/DEF SOUL,DEF,2,,,1,5374,,0,5374,2023.11.23
3,Jack In The Box,J-hope,BIG HIT,INT,1,3,5,24,2040,29.9,1571,115883,2023.11.23
4,For All The Dogs,Drake,OVO / REPUBLIC RECORDS,R-RR,1,29,25,7,1880,884.3,191,13697,2023.11.23
5,The Diamond Collection,Post Malone,REPUBLIC RECORDS,R-RR,5,,,1,1165,999.0,18,3484,2023.11.23
6,Integrated Tech Solutions,Aesop Rock,Rhymesayers Entertainment,RSE,1,1,,2,984,-85.5,6807,7793,2023.11.23
7,Utopia,Travis Scott,Cactus Jack/EPIC,EPIC,1,6,3,17,820,-35.9,1280,542410,2023.11.23
8,Rule of Thumb,E-40,HEAVY ON THE GRIND ENT.6 (HT6),HT5,8,,,1,768,,0,768,2023.11.23
9,D-Day,Agust D (Suga Of Bts),INTERSCOPE/GEFFEN/A&M,INT,1,9,11,32,754,38.1,546,227425,2023.11.23
10,Goodbye & Good Riddance,Juice WRLD,INTERSCOPE/GEFFEN/A&M,INT ,2,9,13,288,683,25.1,546,211233,2023.11.23
11,Raised By Rap: 50 Years Of Hip Hop,Various Artists,SME/LEGACY RECORDINGS,LEGC,5,14,15,17,658,36.8,481,10529,2023.11.23
12,Pink Tape,Lil Uzi Vert,ATLANTIC GROUP,ATLG,1,8,7,21,581,-1.2,588,26617,2023.11.23
13,Quaranta,Danny Brown, INDEPENDENT LABEL SUBMISSION,INDI,13,,,1,556,,0,556,2023.11.23
14,Too Good To Be True,"Rick Ross, Meek Mill", INDEPENDENT LABEL SUBMISSION,INDI,2,2,,2,539,-91.0,5966,6505,2023.11.23
15,Scarlet,Doja Cat, RCA,RCA ,2,7,10,9,507,-13.9,589,11673,2023.11.23
16,MICHAEL,Killer Mike,LOMA VISTA,LVR,1,11,19,23,493,-3.9,513,19180,2023.11.23
17,I Might Forgive... But I Don'T Forget,Jeezy, INDEPENDENT LABEL SUBMISSION,INDI,1,15,1,3,438,2.1,429,4718,2023.11.23
18,"Sing Me A Lullaby, My Sweet Temptation",$uicideBoy$,G59 Records,G59,2,17,14,68,367,-9.8,407,38433,2023.11.23
19,NOW Hip Hop At 50,Various Artists,NOW,NOW,9,19,17,7,347,7.4,323,3093,2023.11.23
20,The Great Escape,Larry June & The Alchemist,Empire,EMPR,2,21,2,6,289,-9.7,320,9890,2023.11.23
21,Hope,NF,NF REAL MUSIC,NFRM,1,20,21,33,268,-16.5,321,108523,2023.11.23
22,Queen Radio: Volume 1,Nicki Minaj,REPUBLIC RECORDS,R-RR,4,34,32,50,262,87.1,140,17766,2023.11.23
23,Scaring The Hoes,JPEGMAFIA,THE ORCHARD,ORCH,3,23,17,17,259,4.9,247,7333,2023.11.23
24,All Are Guests In The House Of God,Vinnie Paz, INDEPENDENT LABEL SUBMISSION,INDI,24,,,1,251,,0,251,2023.11.23
25,Heroes & Villains,Metro Boomin,REPUBLIC RECORDS,R-RR,1,27,30,51,250,23.2,203,58802,2023.11.23
26,Nightmares In The Trenches,Lil Durk,Alamo Records,ALAM,26,,,1,235,,0,235,2023.11.23
27,The Forever Story,J.I.D,INTERSCOPE/GEFFEN/A&M,INT ,2,25,23,49,225,-5.5,238,37465,2023.11.23
28,Now Playing,Notorious B.I.G.,BAD BOY RECORDS,BADB,6,22,25,13,211,-14.9,248,3765,2023.11.23
29,The Patience,Mick Jenkins, RBC RECORDS,RBC,4,4,,2,197,-86.7,1477,2067,2023.11.23
30,Like..?,Ice Spice,"TENTHOUSAND PROJECTS, LLC",10K,2,16,16,41,195,-54.3,427,10574,2023.11.23
31,Jackman.,Jack Harlow,ATLANTIC GROUP,ATLG,3,28,34,29,191,-5.4,202,11902,2023.11.23
32,The Aux,Blockhead,THE ORCHARD,ORCH,32,,,1,174,,0,174,2023.11.23
33,Luv 4 Rent,Smino,CAPITOL MUSIC GROUP,CAP ,2,24,35,42,164,-33.3,246,16214,2023.11.23
34,Nostalgia,Rod Wave,Alamo Records,ALAM,6,39,37,10,147,14.8,128,3353,2023.11.23
35,The Night Shift,Larry June,Empire,EMPR,5,5,,2,140,-89.4,1326,1466,2023.11.23
36,Set It Off,Offset,MOTOWN/QUALITY CONTROL,MOT,1,35,6,6,132,-4.3,138,31056,2023.11.23
37,NOW Hip-Hop Party,Various Artists,NOW,NOW,2,58,64,42,130,73.3,75,15353,2023.11.23
38,Black & White,Tyson James & Bryson Gray,,,38,,,1,126,,0,126,2023.11.23
39,We Buy Diabetic Test Strips,Armand Hammer,Fat Possum Records,FTPM,3,37,40,8,122,-10.9,137,4917,2023.11.23
40,King's Disease Iii,Nas,MASS APPEAL RECORDS,MSAP,1,51,66,23,121,40.7,86,19868,2023.11.23
41,Love Sick,Don Toliver,ATLANTIC GROUP,ATLG,5,46,44,19,113,11.9,101,8076,2023.11.23
42,2000,Joey Bada$$,Columbia Records,COL ,4,35,38,33,104,-24.6,138,14165,2023.11.23
43,Her Loss,"Drake, 21 Savage",OVO / REPUBLIC RECORDS,R-RR,1,33,48,55,101,-30.8,146,36990,2023.11.23
44,I Never Liked You,Future,EPIC,EPIC,1,40,36,81,98,-20.3,123,34688,2023.11.23
45,Ways Of Knowing,Navy Blue,DEF JAM/DEF SOUL,DEF,45,,,1,96,464.7,17,468,2023.11.23
46,Glockoma 2,Key Glock,PAPER ROUTE EMPIRE,PPRE,3,67,85,3,95,63.8,58,3052,2023.11.23
47,College Park,Logic, BMG DISTRIBUTION,BMG ,1,83,45,40,94,129.3,41,19993,2023.11.23
48,So Many Other Realities Exist Simultaneously,Atmosphere,Rhymesayers,RHMS,3,32,29,28,90,-39.6,149,6477,2023.11.23
49,I Am Music,Lil Wayne,REPUBLIC RECORDS,R-RR,7,41,46,20,83,-32.0,122,6073,2023.11.23
49,X,Ken Carson,INTERSCOPE/GEFFEN/A&M,INT ,6,45,61,57,83,-22.4,107,7350,2023.11.23
51,$oul $old $eparately,Freddie Gibbs,WARNER RECORDS,WAR,1,91,76,56,77,108.1,37,19029,2023.11.23
51,No Thank You,Little Simz, AWAL,AWAL,5,38,41,23,77,-42.1,133,7914,2023.11.23
53,Maps,Billy Woods,THE ORCHARD,ORCH,2,50,94,12,76,-14.6,89,8867,2023.11.23
53,Cheat Codes,Danger Mouse & Black Thought, BMG DISTRIBUTION,BMG,1,49,46,67,76,-16.5,91,46527,2023.11.23
53,Yin Yang Tapes: Winter Season (1989-1990,$uicideBoy$,THE ORCHARD,ORCH,14,63,73,8,76,15.2,66,1142,2023.11.23
56,If Looks Could Kill,Destroy Lonely,INTERSCOPE/GEFFEN/A&M,INT ,4,43,83,15,74,-32.7,110,5519,2023.11.23
57,Curtain 2,Eminem,INTERSCOPE/GEFFEN/A&M,INT ,3,76,85,55,72,44.0,50,19814,2023.11.23
58,Sick Boi,REN,THE ORCHARD,ORCH,3,51,31,6,71,-17.4,86,9397,2023.11.23
59,The War Of Art,Monster Tarver,,,59,,,1,67,,0,67,2023.11.23
60,Yin Yang Tapes: Spring Season (1989-1990,$uicideBoy$,THE ORCHARD,ORCH,22,94,59,8,65,80.6,36,913,2023.11.23
60,The Definition Of Success,"J., Stone",,,60,,,1,65,,0,65,2023.11.23
60,Headspace,H31R,AHEAD OF OUR TIME,NNJ,60,,,1,65,,0,65,2023.11.23
63,Curtain Call 2,Eminem,INTERSCOPE/GEFFEN/A&M,INT ,1,62,67,68,63,-8.7,69,51278,2023.11.23
63,The Brave Ii,Tom Macdonald & Adam Calhoun, INDEPENDENT LABEL SUBMISSION,INDI,1,47,57,9,63,-35.7,98,11394,2023.11.23
65,Vinyl Days,Logic,DEF JAM,DEFJ,1,54,58,75,60,-24.1,79,26739,2023.11.23
66,Gothic Luxury,Meechy Darko,LOMA VISTA,LVR ,9,97,,20,59,73.5,34,8614,2023.11.23
66,Bliss,Tech N9Ne,STRANGE MUSIC,SMIF,2,,64,5,59,181.0,21,3368,2023.11.23
68,With Love,Adam Dollar$,,,68,,,1,58,,0,58,2023.11.23
69,Target Practice,Demun Jones,,,46,,,1,55,,0,1263,2023.11.23
69,Living Legend,Flesh-N-Bone,,,69,,,1,55,,0,55,2023.11.23
69,Yin Yang Tapes: Summer Season (1989-1990,$uicideBoy$,THE ORCHARD,ORCH,11,69,,7,55,-3.5,57,1142,2023.11.23
72,Yin Yang Tapes: Fall Season (1989-1990),$uicideBoy$,THE ORCHARD,ORCH,17,83,91,8,53,29.3,41,1165,2023.11.23
72,Sweet Justice,Tkay Maidza,4AD,4AD,26,26,28,3,53,-75.0,212,452,2023.11.23
72,AMAR,BigXthaPlug, INDEPENDENT LABEL SUBMISSION,INDI,12,,78,9,53,96.3,27,2094,2023.11.23
75,No Stylist,Destroy Lonely,INTERSCOPE/GEFFEN/A&M,INT,2,,,42,51,75.9,29,7897,2023.11.23
76,Lyfë,Yeat,INTERSCOPE/GEFFEN/A&M,INT ,4,67,61,37,50,-13.8,58,5157,2023.11.23
77,Grandson,King Von,Empire,EMPR,2,99,22,7,49,48.5,33,2895,2023.11.23
78,Ben,Macklemore,BENDO LLC,BN3 ,1,86,81,36,48,20.0,40,22297,2023.11.23
79,Breath Of Fresh Air,Gucci Mane,ATLANTIC GROUP,ATLG,7,56,39,6,45,-41.6,77,2009,2023.11.23
79,Kaytraminé,"Kaytranada, Kaytraminé, Aminé",Venice Music,VEN,14,97,,7,45,32.4,34,1235,2023.11.23
79,Beware Of The Monkey,Mike,WARP RECORDS,WARP,19,80,,8,45,-4.3,47,1192,2023.11.23
82,What Is Life?,Dax,Columbia Records,COL ,18,55,41,14,44,-43.6,78,1995,2023.11.23
83,Liberation 2,"Kweli ,Talib& Madlib",,,67,,,6,43,999.0,3,320,2023.11.23
84,Drill Music In Zion,Lupe Fiasco,RED INK,RDIK,5,86,,2,42,5.0,40,10036,2023.11.23
84,A Compton Story,Jasonmartin,THE ORCHARD,ORCH,84,,,1,42,,0,42,2023.11.23
84,It's Only Me,Lil Baby,MOTOWN/QUALITY CONTROL,QCM,1,,72,54,42,82.6,23,15016,2023.11.23
84,Family First,Demun Jones,,,42,,,1,42,,0,1377,2023.11.23
88,Rtj Cu4tro,Run The Jewels, BMG DISTRIBUTION,BMG ,3,60,,43,41,-43.8,73,6585,2023.11.23
89,My Turn,Lil Baby,"QUALITY CONTROL MUSIC, LLC",QCM,8,73,85,191,40,-25.9,54,71754,2023.11.23
90,Protea,KOTA The Friend,,,38,,,1,37,,0,246,2023.11.23
90,Snoop Cube 40 $hort,Mount Westmore,MNRK,MNRK,3,,63,49,37,23.3,30,13519,2023.11.23
92,FAST X (Original Motion Picture Soundtrack),Fast & Furious: The Fast Saga,"ARTIST PARTNER GROUP, INC",ATP,8,90,,12,36,-5.3,38,2582,2023.11.23
93,Eip Lil Spook,A-Wax,,,93,,,1,35,,0,35,2023.11.23
93,Struggler,Genesis Owusu,THE ORCHARD,ORCH,8,61,91,12,35,-50.0,70,1632,2023.11.23
93,Magic 3,Nas,Mass Appeal,MAPU,3,,,8,35,12.9,31,4746,2023.11.23
96,Paper Route Frank,Young Dolph,Empire,EMPR,4,95,,2,34,-2.9,35,6425,2023.11.23
97,Lonestar Luchador,That Mexican OT,INTERSCOPE/GEFFEN/A&M,INT ,30,,,1,32,39.1,23,1373,2023.11.23
97,Flawless Like Me,Lucki,Empire,EMPR,16,78,,26,32,-34.7,49,2671,2023.11.23
99,Spaceships On The Blade,Larry June,Empire,EMPR,3,59,33,41,31,-58.1,74,9709,2023.11.23
99,And Then You Pray For Me,Westside Gunn,Empire,EMPR,2,83,68,6,31,-24.4,41,9206,2023.11.23
99,Horse,Prof, INDEPENDENT LABEL SUBMISSION,INDI,1,,,1,31,55.0,20,10790,2023.11.23
1,Blockbusta,Busta Rhymes,EPIC,EPIC,1,,,1,14327,999.0,6,14333,2023.11.30
2,The Diamond Collection,Post Malone,REPUBLIC RECORDS,R-RR,2,5,,2,6687,474.0,1165,10171,2023.11.30
3,Czartificial Intelligence,Czarface,INGROOVES,INGV,3,,,1,4390,,0,4390,2023.11.30
4,I Am... Bootleg (Rsd Exclusive Black Vin,Nas,Columbia Records,COL,4,,,1,4007,999.0,11,4018,2023.11.30
5,Metro Boomin Presents Spider-Man: Across The Spider-Verse (Soundtrack From And Inspired By The Motion Picture),Metro Boomin,REPUBLIC RECORDS,R-RR,1,1,18,26,3709,-39.3,6109,27226,2023.11.30
6,Jack In The Box,J-hope,BIG HIT,INT,1,3,3,25,3495,71.3,2040,119378,2023.11.30
7,I Am Music,Lil Wayne,REPUBLIC RECORDS,R-RR,7,49,41,21,2485,999.0,83,8558,2023.11.30
8,D-Day,Agust D (Suga Of Bts),INTERSCOPE/GEFFEN/A&M,INT,1,9,9,33,1533,103.3,754,228958,2023.11.30
9,Welcome 2 Collegrove,2 Chainz Feat. Lil Wayne,DEF JAM/DEF SOUL,DEF,2,2,,2,1270,-76.4,5374,6644,2023.11.30
10,Raised By Rap: 50 Years Of Hip Hop,Various Artists,SME/LEGACY RECORDINGS,LEGC,5,11,14,18,1267,92.6,658,11796,2023.11.30
11,Utopia,Travis Scott,Cactus Jack/EPIC,EPIC,1,7,6,18,1058,29.0,820,543468,2023.11.30
12,Goodbye & Good Riddance,Juice WRLD,INTERSCOPE/GEFFEN/A&M,INT ,2,10,9,289,939,37.3,684,212172,2023.11.30
13,Pink Tape,Lil Uzi Vert,ATLANTIC GROUP,ATLG,1,12,8,22,718,23.4,582,27335,2023.11.30
14,"Sing Me A Lullaby, My Sweet Temptation",$uicideBoy$,G59 Records,G59,2,18,17,69,647,75.8,368,39080,2023.11.30
15,Like..?,Ice Spice,"TENTHOUSAND PROJECTS, LLC",10K,2,30,16,42,633,224.6,195,11207,2023.11.30
16,MICHAEL,Killer Mike,LOMA VISTA,LVR,1,16,11,24,617,25.2,493,19797,2023.11.30
17,Integrated Tech Solutions,Aesop Rock,Rhymesayers Entertainment,RSE,1,6,1,3,565,-42.6,985,8358,2023.11.30
18,Scarlet,Doja Cat, RCA,RCA ,2,15,7,10,544,7.3,507,12257,2023.11.30
19,The Great Escape,Larry June & The Alchemist,Empire,EMPR,2,20,21,7,469,62.3,289,10359,2023.11.30
20,Queen Radio: Volume 1,Nicki Minaj,REPUBLIC RECORDS,R-RR,4,22,34,51,460,75.6,262,18226,2023.11.30
21,Scaring The Hoes,JPEGMAFIA,THE ORCHARD,ORCH,3,23,23,18,447,72.6,259,7780,2023.11.30
22,Magic 2,Nas,MASS APPEAL RECORDS,MSAP,1,,,1,431,999.0,14,6253,2023.11.30
23,Hope,NF,NF REAL MUSIC,NFRM,1,21,20,34,429,60.1,268,108952,2023.11.30
24,The Forever Story,J.I.D,INTERSCOPE/GEFFEN/A&M,INT ,2,27,25,50,361,60.4,225,37826,2023.11.30
25,Now Playing,Notorious B.I.G.,BAD BOY RECORDS,BADB,6,28,22,14,349,65.4,211,4114,2023.11.30
26,I Might Forgive... But I Don'T Forget,Jeezy, INDEPENDENT LABEL SUBMISSION,INDI,1,17,15,4,334,-23.7,438,5052,2023.11.30
27,NOW Hip Hop At 50,Various Artists,NOW,NOW,9,19,19,8,321,-7.8,348,3414,2023.11.30
28,Jackman.,Jack Harlow,ATLANTIC GROUP,ATLG,3,31,28,30,320,67.5,191,12222,2023.11.30
29,NOW Hip-Hop Party,Various Artists,NOW,NOW,2,37,58,43,301,131.5,130,15654,2023.11.30
30,For All The Dogs,Drake,OVO / REPUBLIC RECORDS,R-RR,1,4,29,8,290,-84.6,1880,13987,2023.11.30
31,Luv 4 Rent,Smino,CAPITOL MUSIC GROUP,CAP ,2,33,24,43,259,57.0,165,16473,2023.11.30
32,Heroes & Villains,Metro Boomin,REPUBLIC RECORDS,R-RR,1,25,27,52,257,2.8,250,59059,2023.11.30
33,The Patience,Mick Jenkins, RBC RECORDS,RBC,4,29,4,3,247,25.4,197,2314,2023.11.30
34,Love Sick,Don Toliver,ATLANTIC GROUP,ATLG,5,41,46,20,231,104.4,113,8307,2023.11.30
35,Tuff City Salutes Hip Hop 50: The DJ Jams,Various Artists,,,35,,,1,218,,0,218,2023.11.30
36,We Buy Diabetic Test Strips,Armand Hammer,Fat Possum Records,FTPM,3,39,37,9,205,68.0,122,5122,2023.11.30
37,Cheat Codes,Danger Mouse & Black Thought, BMG DISTRIBUTION,BMG,1,53,49,68,200,163.2,76,46727,2023.11.30
38,Too Good To Be True,"Rick Ross, Meek Mill", INDEPENDENT LABEL SUBMISSION,INDI,2,14,2,3,187,-65.3,539,6692,2023.11.30
39,Rule of Thumb,E-40,HEAVY ON THE GRIND ENT.6 (HT6),HT5,8,8,,2,185,-75.9,768,953,2023.11.30
40,2000,Joey Bada$$,Columbia Records,COL ,4,42,35,34,155,47.6,105,14320,2023.11.30
41,X,Ken Carson,INTERSCOPE/GEFFEN/A&M,INT ,6,49,45,58,150,80.7,83,7500,2023.11.30
42,Tuff City Salutes Hip Hop 50: The Female MC's,Various Artists,,,42,,,1,147,,0,147,2023.11.30
43,King's Disease Iii,Nas,MASS APPEAL RECORDS,MSAP,1,40,51,24,129,6.6,121,19997,2023.11.30
44,Tuff City Salutes Hip Hop 50: The MC Crew Jams,Various Artists,,,44,,,1,123,,0,123,2023.11.30
45,College Park,Logic, BMG DISTRIBUTION,BMG ,1,47,83,41,122,29.8,94,20115,2023.11.30
46,Everybody Good?,Black Milk,,,38,,,2,121,,0,522,2023.11.30
46,The Return,Living Legends,,,46,,,1,121,,0,121,2023.11.30
48,Tuff City Salutes Hip Hop 50: The Solo MC Jams,Various Artists,,,48,,,1,120,,0,120,2023.11.30
49,Set It Off,Offset,MOTOWN/QUALITY CONTROL,MOT,1,36,35,7,116,-12.1,132,31172,2023.11.30
49,Yin Yang Tapes: Summer Season (1989-1990,$uicideBoy$,THE ORCHARD,ORCH,11,69,69,8,116,110.9,55,1258,2023.11.30
51,Lyfë,Yeat,INTERSCOPE/GEFFEN/A&M,INT ,4,76,67,38,106,112.0,50,5263,2023.11.30
51,$oul $old $eparately,Freddie Gibbs,WARNER RECORDS,WAR,1,51,91,57,106,37.7,77,19135,2023.11.30
51,Vinyl Days,Logic,DEF JAM,DEFJ,1,65,54,76,106,76.7,60,26845,2023.11.30
51,King Zoo,Fetty Wap,300 ENTERTAINME,300E,51,,,1,106,,0,106,2023.11.30
55,No Thank You,Little Simz, AWAL,AWAL,5,51,38,24,102,32.5,77,8016,2023.11.30
56,Nostalgia,Rod Wave,Alamo Records,ALAM,6,34,39,11,100,-32.0,147,3453,2023.11.30
57,Glorious Game,"El Michels Affair, Black Thought",333 Company,INDI,3,,57,29,99,241.4,29,9991,2023.11.30
58,If Looks Could Kill,Destroy Lonely,INTERSCOPE/GEFFEN/A&M,INT ,4,56,43,16,97,31.1,74,5616,2023.11.30
59,Curtain 2,Eminem,INTERSCOPE/GEFFEN/A&M,INT ,3,57,76,56,92,27.8,72,19906,2023.11.30
59,Breath Of Fresh Air,Gucci Mane,ATLANTIC GROUP,ATLG,7,79,56,7,92,104.4,45,2101,2023.11.30
61,Curtain Call 2,Eminem,INTERSCOPE/GEFFEN/A&M,INT ,1,63,62,69,91,44.4,63,51369,2023.11.30
61,Magic 3,Nas,Mass Appeal,MAPU,3,93,,9,91,160.0,35,4837,2023.11.30
63,Her Loss,"Drake, 21 Savage",OVO / REPUBLIC RECORDS,R-RR,1,43,33,56,88,-12.9,101,37078,2023.11.30
64,Beware Of The Monkey,Mike,WARP RECORDS,WARP,19,79,80,9,86,91.1,45,1278,2023.11.30
65,Sick Boi,REN,THE ORCHARD,ORCH,3,58,51,7,85,19.7,71,9482,2023.11.30
66,A Great Chaos,Ken Carson,INTERSCOPE/GEFFEN/A&M,INT ,5,,,5,81,999.0,6,2448,2023.11.30
66,Made You Look: God's Son Live 2002,Nas,Columbia Records,COL,3,,,1,81,305.0,20,4177,2023.11.30
68,No Stylist,Destroy Lonely,INTERSCOPE/GEFFEN/A&M,INT,2,75,,43,80,56.9,51,7977,2023.11.30
68,Grandson,King Von,Empire,EMPR,2,77,99,8,80,63.3,49,2975,2023.11.30
70,Yin Yang Tapes: Winter Season (1989-1990,$uicideBoy$,THE ORCHARD,ORCH,14,53,63,9,78,2.6,76,1220,2023.11.30
71,Yin Yang Tapes: Fall Season (1989-1990),$uicideBoy$,THE ORCHARD,ORCH,17,72,83,9,77,42.6,54,1242,2023.11.30
72,Spaceships On The Blade,Larry June,Empire,EMPR,3,99,59,42,76,145.2,31,9785,2023.11.30
73,The Night Shift,Larry June,Empire,EMPR,5,35,5,3,72,-48.6,140,1538,2023.11.30
74,Quaranta,Danny Brown, INDEPENDENT LABEL SUBMISSION,INDI,13,13,,2,71,-87.2,556,627,2023.11.30
75,Saint Michael,Trippie Redd,WARNER RECORDS,WAR,42,,42,2,70,400.0,14,196,2023.11.30
76,Glockoma 2,Key Glock,PAPER ROUTE EMPIRE,PPRE,3,46,67,4,69,-27.4,95,3121,2023.11.30
76,Sweet Justice,Tkay Maidza,4AD,4AD,26,72,26,4,69,30.2,53,521,2023.11.30
78,Flawless Like Me,Lucki,Empire,EMPR,16,97,78,27,67,109.4,32,2738,2023.11.30
78,Good Movie,Pi'erre Bourne,INTERSCOPE/GEFFEN/A&M,INT ,24,,,2,67,999.0,3,981,2023.11.30
80,Ways Of Knowing,Navy Blue,DEF JAM/DEF SOUL,DEF,45,45,,2,65,-32.3,96,533,2023.11.30
80,It's Only Me,Lil Baby,MOTOWN/QUALITY CONTROL,QCM,1,84,,55,65,54.8,42,15081,2023.11.30
82,Ben,Macklemore,BENDO LLC,BN3 ,1,78,86,37,62,29.2,48,22359,2023.11.30
83,Aftërlyfe,Yeat,INTERSCOPE/GEFFEN/A&M,INT ,14,,65,20,60,160.9,23,2607,2023.11.30
84,The Sugarhill Records Story,Sugar Hill Records Story, RHINO,RHI ,25,,,6,58,114.8,27,538,2023.11.30
85,Rtj Cu4tro,Run The Jewels, BMG DISTRIBUTION,BMG ,3,88,60,44,57,39.0,41,6642,2023.11.30
85,So Many Other Realities Exist Simultaneously,Atmosphere,Rhymesayers,RHMS,3,48,32,29,57,-36.7,90,6536,2023.11.30
