US_Chart - Pop On-Demand Overall Streaming (weekly),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,week_of
Rank,Song,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TP Overall,% CHG,LP Overall,TP Audio,TP Video,YTD Overall,ATD Overall,2023.06.22
33,I Like The Way You Kiss Me,Artemas,TENTHOUSAND PRO,TK1 ,2,28,31,31,5333000,-2.4,5462723,4667272,665728,314619132,314619132,2024.10.24
34,Casual,Chappell Roan,ISLAND,ISL ,18,27,27,29,4935851,-10.6,5521723,4725124,210727,160497674,170250431,2024.10.24
35,LUNCH,Billie Eilish,INTERSCOPE/GEFFEN/A&M,INT ,1,31,32,23,4919419,-5.6,5208751,4763266,156153,242660569,242660569,2024.10.24
36,Feather,Sabrina Carpenter,ISLAND,ISL,8,32,33,55,4883181,-0.1,4889122,4530099,353082,291992059,380562740,2024.10.24
37,Save Your Tears,Weeknd,REPUBLIC RECORDS,R-RR,2,34,38,217,4816363,-1.6,4895318,4058949,757414,230433752,1699921908,2024.10.24
38,Nonsense,Sabrina Carpenter,ISLAND,ISL,17,33,34,102,4769108,-1.4,4835212,4537317,231791,202127581,471628754,2024.10.24
39,What Makes You Beautiful,One Direction,SONY/COLUMBIA,COL,39,114,0,156,4738795,67.6,2826831,3989535,749260,91978204,867114164,2024.10.24
40,Close To You,Gracie Abrams,INTERSCOPE/GEFFEN/A&M,INT ,15,42,49,20,4544999,9.5,4151410,4462507,82492,102677832,102677832,2024.10.24
41,Greedy,Tate Mcrae, RCA,RCA,2,36,39,58,4408841,-3.0,4546394,4103048,305793,361397038,612229832,2024.10.24
42,Moonlit Floor,Lisa, RCA,RCA,42,83,125,3,4346154,38.2,3145365,3916288,429866,10367149,10367149,2024.10.24
43,Someone You Loved,Lewis Capaldi,CAPITOL MUSIC GROUP,CAP,2,38,43,298,4302358,-0.3,4313836,3669117,633241,211895447,2120874983,2024.10.24
44,Flowers,Miley Cyrus,SONY/COLUMBIA,COL,1,39,40,93,4263229,-2.2,4358915,3606505,656724,260946383,1240961724,2024.10.24
45,Circles,Post Malone,REPUBLIC RECORDS,R-RR,1,37,44,269,4238396,-3.4,4388028,3984651,253745,185232730,1897946016,2024.10.24
46,Burning Down,Alex Warren,ATLANTIC GROUP,ATLG,25,35,29,5,4207008,-11.1,4731090,4097197,109811,27218832,27218832,2024.10.24
47,Ocean Eyes,Billie Eilish,INTERSCOPE/GEFFEN/A&M,INT ,14,46,42,370,4150947,2.5,4050761,3722050,428897,153560805,1563424170,2024.10.24
48,Ghostbusters,Ray Parker Jr., RCA,RCA,13,65,105,89,4078772,21.0,3371689,3615435,463337,42193884,609180600,2024.10.24
49,Lovely,Billie Eilish w/ Khalid,INTERSCOPE/GEFFEN/A&M,INT ,7,54,52,340,3951264,3.3,3825045,3440658,510606,184511308,2153958229,2024.10.24
50,Lover,Taylor Swift Feat. Shawn Mendes,REPUBLIC RECORDS,R-RR,3,59,65,267,3930261,5.9,3709883,3821410,108851,212069746,1102949671,2024.10.24
51,Perfect,Ed Sheeran,ATLANTIC GROUP,ATLG,1,56,51,399,3857958,-1.1,3901856,3285660,572298,185445669,2919443649,2024.10.24
52,Vampire,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT ,1,51,53,69,3853309,-2.3,3945085,3565615,287694,253292446,712123485,2024.10.24
53,When I Was Your Man,Bruno Mars,ATLANTIC GROUP,ATLG,21,57,56,465,3842279,1.2,3797374,3511393,330886,159895919,1448107022,2024.10.24
54,What Was I Made For? [From The Motion Picture 'Barbie'],Billie Eilish,INTERSCOPE/GEFFEN/A&M,INT ,3,49,46,67,3841596,-4.0,4001200,3532572,309024,243442532,572670299,2024.10.24
55,Dancing In The Flames,Weeknd,XO / REPUBLIC RECORDS,R-RR,12,40,35,6,3827285,-10.0,4254496,3681901,145384,41078843,41078843,2024.10.24
56,July,Noah Cyrus Feat. Leon Bridges,Columbia Records,COL ,22,62,68,240,3817690,6.7,3577822,3726351,91339,137780865,870114680,2024.10.24
57,Exes,Tate Mcrae, RCA,RCA,5,50,47,49,3815016,-4.2,3981538,3671391,143625,224794245,285732827,2024.10.24
58,Coincidence,Sabrina Carpenter,ISLAND,ISL,15,41,37,9,3804358,-8.1,4140339,3747306,57052,60305360,60305360,2024.10.24
59,As It Was,Harry Styles,Columbia Records,COL ,1,68,69,135,3803692,10.8,3431575,3508299,295393,205311360,1448101112,2024.10.24
60,Rich Girl,Daryl Hall & John Oates, RCA,RCA,24,61,54,101,3793315,1.3,3743737,3766765,26550,171615151,775026650,2024.10.24
61,"I Miss You, I’m Sorry",Gracie Abrams,,,48,48,58,20,3742262,-5.5,3962123,3628467,113795,94676155,190166556,2024.10.24
62,touch,Katseye,,,47,47,76,9,3718707,-6.7,3985588,3248576,470131,38316838,38316838,2024.10.24
63,My Kink Is Karma,Chappell Roan,ISLAND,ISL ,25,44,50,23,3688511,-9.2,4062904,3540524,147987,116617148,125138055,2024.10.24
64,Anti-Hero,Taylor Swift,REPUBLIC RECORDS,R-RR,1,76,74,105,3672525,10.9,3311285,3524275,148250,216470677,1053608714,2024.10.24
65,Falling Down,Lil Peep & Xxxtentacion,Columbia Records,COL ,1,55,55,176,3649828,-3.6,3786463,3307285,342543,102274028,897539655,2024.10.24
66,Counting Stars,Onerepublic,INTERSCOPE/GEFFEN/A&M,INT ,4,60,60,465,3641915,-3.1,3758437,3245642,396273,176316939,1949084663,2024.10.24
67,Femininomenon,Chappell Roan,ISLAND,ISL ,22,52,48,22,3601696,-6.8,3864748,3514417,87279,120960037,126276038,2024.10.24
68,Risk,Gracie Abrams,INTERSCOPE/GEFFEN/A&M,INT ,44,127,156,17,3576033,33.5,2678058,3404998,171035,71011035,71011035,2024.10.24
69,Sharpest Tool,Sabrina Carpenter,ISLAND,ISL,13,45,41,9,3553887,-11.6,4019282,3494833,59054,60213609,60213609,2024.10.24
70,Party In The U.S.A.,Miley Cyrus,HOLLYWOOD RECORDS,HOL ,18,58,62,444,3544565,-4.8,3722275,3161741,382824,191237173,1306000451,2024.10.24
71,That's What I Like,Bruno Mars,NOW,NOW ,1,75,77,414,3513485,5.8,3320380,3233541,279944,154135972,2166799445,2024.10.24
72,When The Party's Over,Billie Eilish,INTERSCOPE/GEFFEN/A&M,INT ,4,72,64,307,3512078,5.5,3330299,3324302,187776,119433349,1431539647,2024.10.24
73,Down Bad,Taylor Swift,REPUBLIC RECORDS,R-RR,2,93,88,27,3508626,14.8,3056768,3439164,69462,238695894,238695894,2024.10.24
74,Cardigan,Taylor Swift,UNIVERSAL MUSIC ENTERPRISES,UME ,1,69,84,158,3476791,4.4,3329871,3356175,120616,153611759,765654184,2024.10.24
75,Perfect,One Direction,Columbia Records,COL ,13,0,0,44,3459993,149.4,1387550,3275387,184606,29536154,388598162,2024.10.24
76,Locked Out Of Heaven,Bruno Mars,CAPITOL MUSIC GROUP,CAP ,40,74,90,325,3458480,5.9,3265362,3291473,167007,151189676,1055054330,2024.10.24
77,Belong Together,Mark Ambor, INDEPENDENT LABEL SUBMISSION,INDI,24,64,59,30,3456670,-0.2,3463006,3387130,69540,157014816,157014816,2024.10.24
78,Sweet Dreams (Are Made Of This),Eurythmics, RCA,RCA,9,78,89,344,3449234,4.0,3317170,3058421,390813,159485591,1227251771,2024.10.24
79,Poker Face,Lady Gaga,INTERSCOPE/GEFFEN/A&M,INT ,20,63,66,438,3414844,-3.4,3533656,2896697,518147,143003423,1208793413,2024.10.24
80,Free Now,Gracie Abrams,,,80,,,1,3386406,109.6,1615810,3355956,30450,24528976,24528976,2024.10.24
81,Steal My Girl,One Direction,Columbia Records,COL ,81,0,0,15,3362150,135.2,1429209,3116990,245160,35048602,361800824,2024.10.24
82,Baby I'm Back,The Kid LAROI,COLUMBIA,COL,34,53,45,10,3335167,-12.8,3824677,3165203,169964,43801033,43801033,2024.10.24
83,Just The Way You Are,Bruno Mars,CAPITOL MUSIC GROUP,CAP ,26,73,75,451,3332553,0.9,3304098,3096816,235737,150389912,1378282398,2024.10.24
84,Bad Dreams,Teddy Swims,Warner Records,WAR,44,98,80,6,3330057,3.9,3204580,3019354,310703,22131841,22131841,2024.10.24
85,I Ain't Worried,Onerepublic,INTERSCOPE/GEFFEN/A&M,INT ,3,81,70,126,3306483,-1.7,3363384,3074234,232249,187259875,793412883,2024.10.24
86,L'AMOUR DE MA VIE,Billie Eilish,INTERSCOPE/GEFFEN/A&M,INT ,8,67,67,23,3257117,-2.9,3355206,3071006,186111,126127596,126127596,2024.10.24
87,Take On Me,A-Ha,HIP-O RECORDS,HIPD,12,82,82,465,3236828,-1.1,3273837,2713265,523563,160932260,1474409337,2024.10.24
88,Stay,The Kid LAROI & Justin Bieber,Columbia Records,COL ,1,88,85,172,3235556,2.0,3171040,2920763,314793,150599960,1798052698,2024.10.24
89,Levitating,Dua Lipa Feat. Dababy,WARNER RECORDS,WAR ,1,89,72,220,3233780,0.4,3220353,2979950,253830,171802460,1850266744,2024.10.24
90,Promiscuous,Nelly Furtado,INTERSCOPE/GEFFEN/A&M,INT ,13,86,79,221,3224902,3.0,3130492,2977456,247446,143668148,984646594,2024.10.24
91,Daylight,David Kushner,DAVID KUSHNER,DVK,2,79,86,80,3218256,-1.0,3252228,2755683,462573,206377947,570037920,2024.10.24
92,Shivers,Ed Sheeran,ATLANTIC GROUP,ATLG,3,99,87,163,3202597,1.5,3155807,3013334,189263,148234504,913092769,2024.10.24
93,Kiss Me,Sixpence None The Richer,CURB,CURB,77,77,81,20,3183296,-2.5,3264505,3056119,127177,103097915,385608114,2024.10.24
94,Unwritten,Natasha Bedingfield,EPIC,EPIC,23,80,73,45,3172593,-1.7,3227727,3071117,101476,176608940,557870460,2024.10.24
95,Cool,Gracie Abrams,,,95,,,1,3152590,111259.6,2831,3111361,41229,3155421,3155421,2024.10.24
96,Sunroof,Nicky Youre & Dazy,SONY/COLUMBIA,COL,7,105,99,136,3125811,5.8,2954082,2752245,373566,141535791,792990367,2024.10.24
97,Somebody Save Me,Eminem,INTERSCOPE/GEFFEN/A&M,INT ,7,96,91,15,3117716,-2.1,3185417,2623849,493867,67785781,67785781,2024.10.24
98,Happier Than Ever,Billie Eilish,INTERSCOPE/GEFFEN/A&M,INT ,2,90,95,169,3107749,0.0,3107267,2903799,203950,121837457,972359441,2024.10.24
99,I Told You Things,Gracie Abrams,,,99,,,1,3091413,115510.1,2674,3057039,34374,3094087,3094087,2024.10.24
100,traitor,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT ,3,91,109,179,3091395,0.3,3083160,2851349,240046,144733630,992871485,2024.10.24
101,Another Love,Tom Odell, RCA,RCA,3,94,96,108,3089553,1.9,3031313,2436325,653228,184866052,1359361885,2024.10.24
102,You & I,One Direction,Columbia Records,COL ,102,0,0,2,3076614,153.5,1213744,2753275,323339,24105003,287785847,2024.10.24
103,...Ready For It?,Taylor Swift,BIG MACHINE,BGMA,2,129,152,145,3055673,14.1,2677928,2915141,140532,152249581,752161093,2024.10.24
104,Don't Smile,Sabrina Carpenter,ISLAND,ISL,19,66,61,9,3041983,-9.7,3366928,2983241,58742,46682285,46682285,2024.10.24
105,Africa,Toto,SONY/COLUMBIA,COL,26,85,78,453,3036096,-5.9,3227994,2623533,412563,145358530,1407453952,2024.10.24
106,Best Song Ever,One Direction,Columbia Records,COL ,103,0,0,19,3025566,130.7,1311243,2588612,436954,31155107,356833748,2024.10.24
107,Stay,Rihanna Feat. Mikky Ekko,DEF JAM RECORDINGS,DEF ,25,102,110,434,2996852,0.4,2985836,2691674,305178,117983506,1070454942,2024.10.24
108,The Way I Are,Timbaland Feat. Keri Hilson,INTERSCOPE/GEFFEN/A&M,INT ,87,116,111,71,2993374,4.8,2856460,2793229,200145,116857759,538756839,2024.10.24
109,Someone Like You,Adele,Universal Music Enterprises,UME ,22,87,92,460,2990541,-5.5,3166082,2641088,349453,119654440,1323585226,2024.10.24
110,You Make My Dreams,Hall & Oates, RCA,RCA,21,92,122,277,2985950,-4.9,3139093,2908470,77480,138662399,1081945603,2024.10.24
111,In The Stars,Benson Boone,Warner Records,WAR,23,101,97,71,2954267,-0.0,2954486,2742958,211309,130288699,339012607,2024.10.24
112,Toxic,Britney Spears, RCA,RCA,52,109,114,310,2942295,2.6,2869081,2747239,195056,115253166,978500639,2024.10.24
113,Slim Pickins,Sabrina Carpenter,ISLAND,ISL,16,70,57,9,2938205,-11.6,3323649,2897032,41173,51280901,51280901,2024.10.24
114,Easy On Me,Adele,SONY/COLUMBIA,COL,1,113,102,156,2928762,0.5,2914869,2608271,320491,121702316,976737451,2024.10.24
115,Lil Boo Thang,Paul Russell,Arista,ARIS,17,95,71,62,2928742,-8.5,3202329,2753917,174825,179888900,273794829,2024.10.24
116,Strip That Down,Liam Payne,REPUBLIC RECORDS,R-RR,5,0,0,89,2927704,100.7,1459035,2628417,299287,29626687,692870482,2024.10.24
117,Blame It on the Rain,Milli Vanilli, RCA,RCA,36,43,36,4,2910614,-29.1,4106345,2725581,185033,18504346,49357946,2024.10.24
118,August,Taylor Swift,UNIVERSAL MUSIC ENTERPRISES,UME ,7,115,130,111,2906095,3.3,2813175,2859344,46751,140357109,571265274,2024.10.24
119,You Need To Calm Down,Taylor Swift,REPUBLIC RECORDS,R-RR,2,141,153,225,2905068,10.7,2623266,2792115,112953,144628038,1034720095,2024.10.24
120,Uptown Funk!,Mark Ronson Feat. Bruno Mars, RCA,RCA,7,117,126,465,2904962,3.0,2821640,2194688,710274,122233374,2624085845,2024.10.24
121,Maneater,Hall & Oates, RCA,RCA,84,97,94,27,2896166,-5.7,3071986,2691617,204549,110190708,488087088,2024.10.24
122,Deja Vu,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT ,2,100,107,187,2872398,-2.9,2959242,2619380,253018,132869323,994168264,2024.10.24
123,Shape Of You,Ed Sheeran,ATLANTIC GROUP,ATLG,1,118,103,407,2862270,-0.2,2867952,2474150,388120,121052100,2588208473,2024.10.24
124,Time of Our Lives,Pitbull & Ne-Yo, RCA,RCA,68,103,104,152,2850303,-3.9,2966335,2784899,65404,129616093,846543098,2024.10.24
125,Brandy (You're A Fine Girl),Looking Glass,EPIC,EPIC,67,132,118,158,2834749,3.5,2738317,2680065,154684,122417209,739939344,2024.10.24
126,Blue,Billie Eilish,INTERSCOPE/GEFFEN/A&M,INT ,9,107,100,23,2814376,-2.3,2880527,2666965,147411,108549446,108549446,2024.10.24
127,Dark Horse,Katy Perry Feat. Juicy J,CAPITOL MUSIC GROUP,CAP ,4,123,113,456,2810348,-0.0,2811235,2339130,471218,116672563,1592902274,2024.10.24
128,Drag Me Down,One Direction,Columbia Records,COL ,17,0,0,48,2809041,115.1,1306202,2574651,234390,40614596,549464206,2024.10.24
129,Golden Hour,Jvke,AWAL,AWAL,4,108,124,114,2798881,-2.2,2863064,2431030,367851,153326254,902366459,2024.10.24
130,Us.,Gracie Abrams,INTERSCOPE/GEFFEN/A&M,INT ,11,0,192,12,2792321,28.9,2165491,2770836,21485,59566164,59566164,2024.10.24
131,It Will Rain,Bruno Mars,CAPITOL MUSIC GROUP,CAP ,42,133,138,76,2785085,4.4,2668593,2572828,212257,86087650,642229869,2024.10.24
132,bad guy,Billie Eilish,INTERSCOPE/GEFFEN/A&M,INT ,1,125,117,285,2783711,0.3,2776558,2592663,191048,106000491,2354272073,2024.10.24
133,Come And Get Your Love,Redbone,EPIC,EPIC,10,121,123,121,2779540,-2.1,2838345,2651361,128179,120225459,897290433,2024.10.24
134,Who's Afraid Of Little Old Me?,Taylor Swift,REPUBLIC RECORDS,R-RR,6,128,116,27,2772401,3.3,2684785,2688985,83416,191383227,191383227,2024.10.24
135,Delicate,Taylor Swift,BIG MACHINE,BGMA,13,172,187,173,2770803,13.0,2452104,2676972,93831,122922213,961535894,2024.10.24
136,Without Me,Halsey,ASTRALWERKS,ASTW,1,148,143,316,2758465,4.3,2644503,2322836,435629,132250593,2247539820,2024.10.24
137,The Boy Is Mine,Ariana Grande,REPUBLIC RECORDS,R-RR,4,104,93,33,2747074,-6.1,2924682,2513485,233589,179391049,179391049,2024.10.24
138,"I Knew It, I Know You",Gracie Abrams,,,138,0,0,2,2740770,216.1,867042,2713929,26841,18327627,18327627,2024.10.24
139,good 4 u,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT ,1,112,112,180,2738094,-5.0,2882087,2588547,149547,138242582,1379802108,2024.10.24
140,Kiss Me More,Doja Cat Feat. Sza, RCA,RCA,1,131,129,185,2718725,2.4,2655223,2537865,180860,127293716,1165411824,2024.10.24
141,Disturbia,Rihanna,DEF JAM RECORDINGS,DEF ,47,174,194,21,2711249,11.9,2423203,2593860,117389,81851932,588547728,2024.10.24
142,Don't Blame Me,Taylor Swift,BIG MACHINE,BGMA,27,181,200,133,2703053,14.8,2355107,2672166,30887,138674410,600529764,2024.10.24
143,Ghost,Justin Bieber,DEF JAM RECORDINGS,DEF ,8,145,135,168,2702896,2.8,2628889,2558283,144613,123321119,731436362,2024.10.24
144,California Gurls,Katy Perry Feat. Snoop Dogg,CAPITOL MUSIC GROUP,CAP ,42,110,115,166,2702544,-5.4,2858085,2379297,323247,111774848,771524507,2024.10.24
145,Jessie's Girl,Rick Springfield, RCA,RCA,88,130,119,57,2695192,-0.8,2718141,2682284,12908,105724060,685403217,2024.10.24
146,Say You Won't Let Go,James Arthur,Columbia Records,COL ,4,142,136,419,2675258,0.9,2650448,2405690,269568,124025912,1868588364,2024.10.24
147,drivers license,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT ,1,126,133,198,2671126,-1.0,2696820,2414320,256806,124167146,1277317749,2024.10.24
148,Last Friday Night,Katy Perry,CAPITOL MUSIC GROUP,CAP ,71,122,120,243,2668538,-4.1,2781476,2417070,251468,116887337,894054691,2024.10.24
149,Sundress,A$ap Rocky, RCA,RCA,37,124,98,24,2663750,-2.6,2733767,2629189,34561,132455832,426843266,2024.10.24
150,You Broke Me First,Tate Mcrae, RCA,RCA,8,140,146,182,2661720,0.8,2639567,2371666,290054,106863491,856193439,2024.10.24
151,Packing It Up,Gracie Abrams,,,151,,,1,2634852,113471.2,2320,2610986,23866,2637172,2637172,2024.10.24
152,Save Me,Jelly Roll, INDEPENDENT LABEL SUBMISSION,INDI,76,134,154,219,2617859,-2.8,2694181,1664098,953761,113866172,555440740,2024.10.24
153,HABITS (STAY HIGH),Tove Lo,ISLAND,ISL ,68,163,144,338,2616619,4.9,2495081,2333356,283263,115022836,1054706399,2024.10.24
154,everything i wanted,Billie Eilish,INTERSCOPE/GEFFEN/A&M,INT ,1,151,139,232,2608928,0.4,2599528,2338842,270086,99824673,1109378798,2024.10.24
155,Rolling In The Deep,Adele,Columbia Records,COL ,30,136,137,379,2607531,-1.6,2649608,2341799,265732,114850887,1083264712,2024.10.24
156,Dumb & Poetic,Sabrina Carpenter,ISLAND,ISL,18,106,83,9,2606173,-10.0,2895101,2577566,28607,44510932,44510932,2024.10.24
157,Stayin' Alive,Bee Gees,CAPITOL MUSIC GROUP,CAP ,16,167,134,444,2603087,2.3,2543964,2226220,376867,128114737,1282280025,2024.10.24
158,Guilty As Sin?,Taylor Swift,REPUBLIC RECORDS,R-RR,10,166,172,27,2590332,5.8,2448868,2525415,64917,174811873,174811873,2024.10.24
159,Dandelions,Ruth B.,Columbia Records,COL ,7,159,161,149,2577462,2.4,2518218,2267475,309987,124774901,856097664,2024.10.24
160,Don't Start Now,Dua Lipa,WARNER RECORDS,WAR ,1,170,168,240,2573098,2.7,2506416,2478887,94211,112061681,1218011729,2024.10.24
161,7 YEARS,Lukas Graham,WARNER RECORDS,WAR ,1,150,148,463,2571190,-0.8,2592957,1952456,618734,129921594,1780095805,2024.10.24
162,Just Dance,Lady Gaga Feat. Colby O'Donis,INTERSCOPE/GEFFEN/A&M,INT ,40,137,140,92,2570303,-1.7,2615885,2385304,184999,101078963,730066473,2024.10.24
163,favorite crime,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT ,8,153,176,148,2569977,0.8,2549342,2476800,93177,111331489,617164682,2024.10.24
164,Dance The Night,Dua Lipa,ATLANTIC GROUP,ATLG,1,119,101,69,2556080,-11.6,2890119,2435998,120082,187783422,626955284,2024.10.24
165,Bad Romance,Lady Gaga,INTERSCOPE/GEFFEN/A&M,INT ,31,147,150,448,2550581,-1.2,2582369,2175156,375425,115113337,1136840036,2024.10.24
166,We Found Love,Rihanna Feat. Calvin Harris,DEF JAM RECORDINGS,DEF ,18,143,145,180,2532563,-3.2,2616920,2418961,113602,130667032,843835240,2024.10.24
167,Look What You Made Me Do,Taylor Swift,BIG MACHINE,BGMA,1,198,0,221,2523886,11.4,2265579,2507977,15909,123849065,1332210058,2024.10.24
168,Hips Don't Lie,Shakira Feat. Wyclef Jean,EPIC,EPIC,28,156,160,445,2523535,-0.1,2526642,2245714,277821,117942587,1101769053,2024.10.24
169,Unholy,Sam Smith & Kim Petras,CAPITOL RECORDS,CAP,1,178,184,94,2518823,3.9,2423175,2269256,249567,112671016,983818857,2024.10.24
170,Whiplash,Aespa,,,170,,,1,2513858,978054.9,257,1660311,853547,2514115,2514115,2024.10.24
171,7 Rings,Ariana Grande,REPUBLIC RECORDS,R-RR,1,139,149,296,2511452,-4.2,2621148,2270823,240629,110596230,1907851580,2024.10.24
172,Give Me Everything,"Pitbull Feat. Ne-Yo, Afrojack & Nayer", RCA,RCA,93,149,141,38,2508682,-2.5,2572255,2333762,174920,113276670,673018316,2024.10.24
173,One Thing,One Direction,SONY/COLUMBIA,COL,173,,,1,2507985,146.8,1016053,2212939,295046,19927020,230203525,2024.10.24
174,I Want It That Way,Backstreet Boys, RCA,RCA,30,165,173,279,2502068,1.1,2475876,2090321,411747,90694492,923034000,2024.10.24
175,Tik Tok,Ke$ha, RCA,RCA,62,138,121,194,2500864,-4.2,2609261,2282584,218280,105598764,858792703,2024.10.24
176,Because I Liked A Boy,Sabrina Carpenter,ISLAND,ISL ,85,135,132,22,2499984,-4.0,2604913,2305813,194171,84130741,147990867,2024.10.24
177,Talking To The Moon,Bruno Mars,NEW ELEKTRA,NELK,15,176,182,196,2497725,4.0,2401508,2306152,191573,103313910,1011910281,2024.10.24
178,Grenade,Bruno Mars,CAPITOL MUSIC GROUP,CAP ,77,169,169,389,2497389,1.6,2458189,2342963,154426,106154778,1056495611,2024.10.24
179,Maneater,Nelly Furtado,INTERSCOPE/GEFFEN/A&M,INT ,162,0,183,15,2485110,11.4,2231247,2364663,120447,93712140,385737678,2024.10.24
180,Blank Space,Taylor Swift,BIG MACHINE,BGMA,18,184,189,401,2472414,4.5,2366274,2111547,360867,130795242,1504638186,2024.10.24
181,Maps,Maroon 5,INTERSCOPE/GEFFEN/A&M,INT,20,155,158,96,2472132,-3.4,2559460,2351403,120729,103249050,748804748,2024.10.24
182,Bad Habits,Ed Sheeran,ATLANTIC GROUP,ATLG,4,173,162,166,2467904,-2.3,2524952,2268696,199208,105926774,933012050,2024.10.24
183,Can't Stop The Feeling!,Justin Timberlake, RCA,RCA,2,160,155,425,2451941,-3.8,2548978,2112927,339014,113071835,1944585270,2024.10.24
184,Treasure,Bruno Mars,ATLANTIC GROUP,ATLG,103,0,0,118,2447894,12.4,2177853,2387250,60644,61008410,702290500,2024.10.24
185,Rock Your Body,Justin Timberlake, RCA,RCA,115,0,0,31,2445905,9.5,2233475,2314322,131583,95642607,530414114,2024.10.24
186,My Tears Ricochet,Taylor Swift,UNIVERSAL MUSIC ENTERPRISES,UME ,5,196,0,54,2432757,6.8,2277652,2377394,55363,95378300,380110750,2024.10.24
187,Shake It Off,Taylor Swift, RCA,RCA,13,171,197,465,2425722,0.1,2422686,2168936,256786,130113379,1826222341,2024.10.24
188,Dj Got Us Fallin' In Love,Usher Feat. Pitbull, RCA,RCA,22,162,159,34,2421654,-3.0,2495906,2310350,111304,108623188,586156929,2024.10.24
189,Run For The Hills,Tate Mcrae, RCA,RCA,13,164,171,21,2411751,-3.0,2487083,2380374,31377,98210824,117375753,2024.10.24
190,Bad At Love,Halsey,ASTRALWERKS,ASTW,5,188,196,253,2407082,0.6,2392059,2073671,333411,89651558,1270408485,2024.10.24
191,I'm Still Standing,Elton John,ISLAND,ISL ,110,161,165,97,2406946,-4.0,2506265,2151011,255935,105211005,523730218,2024.10.24
192,Pain,Pinkpantheress,NEW ELEKTRA,NELK,43,158,163,99,2403177,-3.9,2501755,2272867,130310,137674520,439745224,2024.10.24
193,Set Fire To The Rain,Adele,Columbia Records,COL ,15,175,174,224,2400367,-2.0,2448419,2293382,106985,123849430,992985271,2024.10.24
194,Dancing Queen,ABBA,CAPITOL MUSIC GROUP,CAP ,21,168,175,165,2376409,-3.2,2453894,2084000,292409,114010480,828156423,2024.10.24
195,Houdini,Dua Lipa,Warner Records,WAR,7,193,180,50,2375283,0.2,2369896,2256785,118498,180174771,238132624,2024.10.24
196,But Daddy I Love Him,Taylor Swift,REPUBLIC RECORDS,R-RR,7,199,186,24,2375073,5.6,2249444,2317337,57736,176005430,176005430,2024.10.24
197,Can't Feel My Face,Weeknd,REPUBLIC RECORDS,R-RR,6,183,198,345,2362377,-0.6,2377108,2209752,152625,107858352,1361769529,2024.10.24
198,Diamonds,Rihanna,DEF JAM RECORDINGS,DEF ,13,177,185,295,2361814,-1.8,2405636,1862630,499184,122081573,1021491303,2024.10.24
199,California Dreamin',The Mamas & The Papas,INTERSCOPE/GEFFEN/A&M,INT ,41,0,147,72,2361574,4.0,2270951,2059233,302341,116365519,640179250,2024.10.24
200,Shallow,Lady Gaga & Bradley Cooper,INTERSCOPE/GEFFEN/A&M,INT ,2,186,157,308,2360395,-2.6,2424293,1994040,366355,105973143,1411844969,2024.10.24
Copyright (c) 2024 Luminate Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,,,,2024.10.24
Rank,Song,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TP Overall,% CHG,LP Overall,TP Audio,TP Video,YTD Overall,ATD Overall,2024.10.31
