US_Chart - Current R&B/Hip-Hop Albums,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,week_of
183,War Story,Yelawolf, INDEPENDENT LABEL SUBMISSION,INDI,5,163,136,9,16,-23.8,21,1553,2024.08.08
183,East Side Story 13,Various Artists,,,183,185,,2,16,0.0,16,32,2024.08.08
183,Sounds Good,Brainstory,Big Crown Records,BCR,32,135,,11,16,-36.0,25,412,2024.08.08
195,Now Playing,Gerald Levert,ELEKTRA,EEG ,37,,106,49,15,36.4,11,2346,2024.08.08
195,Mental Health Chapter 4,Mac Streetz,,,195,,,1,15,,0,15,2024.08.08
195,Observations In Time: The Johnny Brantl,Ohio Players,"OMNIVORE RECORDINGS, LLC",OMA,111,,,1,15,999.0,1,100,2024.08.08
195,Heaven,Cleo Sol, INDEPENDENT LABEL SUBMISSION,INDI,17,,,24,15,200.0,5,1819,2024.08.08
195,On Top Of The Covers,T-Pain, EMPIRE DISTRIBUTION,EMPI,11,135,92,38,15,-40.0,25,6889,2024.08.08
195,1978,Jose James,RAINBOW BLONDE,RBBD,20,,,1,15,66.7,9,563,2024.08.08
195,Aftërlyfe,Yeat,INTERSCOPE/GEFFEN/A&M,INT ,21,185,189,4,15,-6.2,16,3324,2024.08.08
Copyright (c) 2024 Luminate Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,2024.08.08
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,2024.08.15
1,Ultra 85,Logic, BMG DISTRIBUTION,BMG,1,,,1,6826,,0,6826,2024.08.15
2,Hardstone Psycho,Don Toliver,ATLANTIC GROUP,ATLG,2,113,116,9,3179,999.0,31,23107,2024.08.15
3,New World Depression,$uicideBoy$,G59 Records,G59,1,7,6,9,2991,98.3,1508,43497,2024.08.15
4,Doing It For Me,Larry June,Empire,EMPR,4,,,1,2797,,0,2797,2024.08.15
5,Vultures 2,"¥$, Ty Dolla $ign, Kanye West", INDEPENDENT LABEL SUBMISSION,INDI,1,1,,2,2771,-95.4,60335,63106,2024.08.15
6,Sugar Honey Iced Tea,Latto, RCA,RCA,6,,,1,2215,,0,2215,2024.08.15
7,Sos,SZA, RCA,RCA ,1,5,4,87,1940,-5.1,2045,277196,2024.08.15
8,Dark Times,Vince Staples,DEF JAM RECORDINGS,DEF ,3,4,10,11,1660,-35.0,2554,7230,2024.08.15
9,Birds Eye,Ravyn Lenae,ATLANTIC GROUP,ATLG,9,,,1,1331,999.0,2,1333,2024.08.15
10,Pink Friday 2,Nicki Minaj,REPUBLIC RECORDS,R-RR,1,16,20,36,1165,114.2,544,148478,2024.08.15
11,The Death Of Slim Shady (Coup De Grâce),Eminem,INTERSCOPE/GEFFEN/A&M,INT ,1,6,2,5,1160,-36.9,1837,126735,2024.08.15
12,One Of Wun,Gunna,300 ENTERTAINME,300E,12,,,1,1030,999.0,17,2419,2024.08.15
13,Slant Face Killah,Conway The Machine,Empire,EMPR,4,129,134,13,768,999.0,25,2238,2024.08.15
14,Utopia,Travis Scott,Cactus Jack/EPIC,EPIC,1,12,9,55,761,3.1,738,629374,2024.08.15
15,Insano,Kid Cudi,REPUBLIC RECORDS,R-RR,1,23,37,31,729,145.5,297,18751,2024.08.15
16,Trouble In Paradise,Chloe,Columbia Records,COL ,16,,,1,695,,0,695,2024.08.15
17,We Don't Trust You,Future & Metro Boomin,Epic/Republic/Boominati/Freebandz,ERFB,2,11,5,21,665,-29.4,942,15823,2024.08.15
18,No More Water: The Gospel Of James Baldwin,Me'Shell Ndegeocello,BLUE NOTE,BNTE,9,9,,2,540,-54.6,1190,1730,2024.08.15
19,Hood Poet,Polo G,Columbia Records,COL ,19,,,1,529,,0,529,2024.08.15
20,Tornado Warning,Spinabenz,TENTHOUSAND PRO,10KP,20,,,1,518,,0,518,2024.08.15
21,Summertime Butch,Black Soprano Family & Benny The Butcher,THE ORCHARD,ORCH,21,,,1,511,,0,511,2024.08.15
22,We Still Don't Trust You,Future & Metro Boomin,Epic/Republic/Boominati/Freebandz,ERFB,1,14,8,18,504,-25.3,675,10408,2024.08.15
23,Why Lawd?,NxWorries,STONES THROW RECORDS,STH,1,17,12,10,481,2.8,468,22172,2024.08.15
24,Life's a Gamble,Rich The Kid, INDEPENDENT LABEL SUBMISSION,INDI,24,,,2,458,999.0,3,533,2024.08.15
25,Goodbye & Good Riddance,Juice WRLD,INTERSCOPE/GEFFEN/A&M,INT ,3,18,16,326,387,2.7,377,225690,2024.08.15
26,Vultures 1,"Ty Dolla $ign, Kanye West", INDEPENDENT LABEL SUBMISSION,INDI,1,21,75,27,360,8.8,331,59712,2024.08.15
27,Megan,Megan Thee Stallion,INDEPENDENT LABEL SUBMISSION,INDI,1,19,19,7,310,-12.2,353,21034,2024.08.15
28,Perak,Thee Marloes,Big Crown Records,BCR,28,,,1,296,,0,296,2024.08.15
29,Algorithm,Lucky Daye, RCA,RCA ,12,20,44,7,279,-17.7,339,1625,2024.08.15
30,Blue Lips,ScHoolboy Q,INTERSCOPE/GEFFEN/A&M,INT ,1,30,26,24,266,23.7,215,14161,2024.08.15
31,The Diamond Collection,Post Malone,MERCURY / REPUBLIC RECORDS,R-MR,3,27,28,39,264,12.8,234,23541,2024.08.15
32,Red Moon In Venus,Kali Uchis,INTERSCOPE/GEFFEN/A&M,INT ,1,33,21,76,256,31.3,195,99165,2024.08.15
33,MICHAEL,Killer Mike,LOMA VISTA,LVR,1,29,40,61,245,12.9,217,29723,2024.08.15
34,Samurai,Lupe Fiasco,THE ORCHARD,ORCH,2,24,18,7,233,-20.5,293,6035,2024.08.15
35,Metro Boomin Presents Spider-Man: Across The Spider-Verse (Soundtrack From And Inspired By The Motion Picture),Metro Boomin,REPUBLIC RECORDS,R-RR,1,28,23,63,213,-4.5,223,51849,2024.08.15
36,Voir Dire,Earl Sweatshirt & Alchemist, WARNER Records,WAR,2,31,26,28,209,-1.4,212,12637,2024.08.15
37,Until Next Time,Ar'Mon, INDEPENDENT LABEL SUBMISSION,INDI,37,,,1,207,,0,207,2024.08.15
38,Partynextdoor 4 (P4),Partynextdoor,OVOS / Santa Anna,OVOS,2,76,41,16,206,255.2,58,5760,2024.08.15
39,Crash,Kehlani,ATLANTIC GROUP,ATLG,1,26,21,8,199,-28.4,278,13889,2024.08.15
40,American Dream,21 Savage,Slaughter Gang/Epic Records,SGEP,2,34,24,31,191,2.1,187,12539,2024.08.15
41,Pink Tape,Lil Uzi Vert,ATLANTIC GROUP,ATLG,1,59,44,59,190,140.5,79,34268,2024.08.15
42,Chronicles Of A Diamond,Black Pumas,"ATO RECORDS, L.L.C.",ATO ,1,22,29,42,184,-43.9,328,38204,2024.08.15
43,Sincere,Khalid, RCA,RCA ,8,8,,2,172,-87.2,1347,1519,2024.08.15
44,Love Heart Cheat Code,Hiatus Kaiyote,AHEAD OF OUR TIME,NNJ,3,32,30,7,153,-25.7,206,5189,2024.08.15
45,Heroes & Villains,Metro Boomin,REPUBLIC RECORDS,R-RR,1,46,34,88,148,17.5,126,66539,2024.08.15
46,Y2k!,Ice Spice,TENTHOUSAND PROJECTS/CAPITOL,10K,1,2,1,3,140,-97.2,5001,17037,2024.08.15
47,Hope,NF,NF REAL MUSIC,NFRM,1,43,32,71,137,2.2,134,118893,2024.08.15
48,The Night Shift,Larry June,Empire,EMPR,4,37,48,40,135,-17.2,163,5037,2024.08.15
49,Jaguar Ii,Victoria Monet, RCA,RCA ,3,42,37,51,125,-7.4,135,16646,2024.08.15
50,Genre:Sadboy,mgk & Trippie Redd,INTERSCOPE/GEFFEN/A&M,INT ,1,15,106,20,122,-81.9,674,8983,2024.08.15
51,Scarlet,Doja Cat, RCA,RCA ,2,58,49,47,120,50.0,80,19005,2024.08.15
52,Sick Boi,REN,THE ORCHARD,ORCH,3,62,79,44,118,57.3,75,12432,2024.08.15
53,Never Enough,Daniel Caesar,REPUBLIC RECORDS,R-RR,2,54,57,72,115,19.8,96,39320,2024.08.15
54,Love Sick,Don Toliver,ATLANTIC GROUP,ATLG,6,57,52,58,114,39.0,82,11726,2024.08.15
55,Bando Stone And The New World,Childish Gambino, RCA,RCA ,3,36,16,4,110,-38.9,180,3296,2024.08.15
56,G.O.Ds Network - Reb7rth,Rakim,INGROOVES,INGV,7,35,7,3,108,-40.7,182,1599,2024.08.15
57,"Michael & The Mighty Midnight Revival, Songs For Sinners And Saints",Killer Mike,LOMA VISTA,LVR,13,13,,2,107,-84.8,705,812,2024.08.15
57,Coming Home,Usher,Vydia,VYD,1,44,35,27,107,-17.7,130,63660,2024.08.15
59,Season Of Da Siccness 2: Kevlar,Brotha Lynch Hung, RBC RECORDS,RBC,3,41,149,10,99,-27.7,137,1185,2024.08.15
60,Now Playing,Notorious B.I.G.,BAD BOY RECORDS,BADB,8,49,43,51,96,-15.0,113,9761,2024.08.15
61,Now Playing,Otis Redding,ATLANTIC GROUP,ATLG,34,65,55,29,87,22.5,71,2133,2024.08.15
62,Auditorium Vol 1,"Common, Pete Rock",LOMA VISTA,LVR,3,47,33,5,85,-30.9,123,3203,2024.08.15
63,Apt 6e,Dave East & Mike&Keys,THE ORCHARD,ORCH,8,,,1,82,999.0,4,506,2024.08.15
64,Tyla,Tyla,EPIC,EPIC,3,48,31,21,81,-33.1,121,8382,2024.08.15
65,Scaring The Hoes,JPEGMAFIA,THE ORCHARD,ORCH,4,66,73,56,77,13.2,68,12459,2024.08.15
65,Fine Art,Kneecap,Heavenly Recordings,LYA,12,45,52,9,77,-40.3,129,1116,2024.08.15
67,Heavy,Sir,TDE MUSIC LLC /,TDWG,4,56,,3,76,-14.6,89,3327,2024.08.15
68,I Am Music,Lil Wayne,REPUBLIC RECORDS,R-RR,7,102,64,58,71,86.8,38,11105,2024.08.15
69,LADY RAVEN (Original Music From The Motion Picture TRAP),Saleka,Columbia Records,COL ,51,51,,2,70,-35.8,109,179,2024.08.15
70,The Great Escape,Larry June & The Alchemist,Empire,EMPR,3,117,109,44,68,134.5,29,13698,2024.08.15
71,"Forever, Ya Girl",KeiyaA,XL RECORDINGS,XLXR,71,,,1,62,,0,62,2024.08.15
71,Nostalgia,Rod Wave,Alamo Records,ALAM,7,59,58,48,62,-21.5,79,6620,2024.08.15
71,Come Around And Love Me,Jalen Ngonda,DAPTONE RECORDS,DAPT,12,92,82,49,62,47.6,42,4497,2024.08.15
74,Love Direction,Dip,DUALTONE MUSIC,DLT,8,94,51,5,61,48.8,41,1556,2024.08.15
75,City Cinderella,JT,"QUALITY CONTROL MUSIC, LLC",QCM,1,39,11,4,60,-59.5,148,10502,2024.08.15
75,Lahai,Sampha,Young Turks Rec,YT,2,82,58,43,60,13.2,53,10524,2024.08.15
77,The Wiz (2024 Broadway Cast Recording),"Deborah Cox, Avery Wilson, The Wiz Cast",INTERSCOPE/GEFFEN/A&M,INT ,14,55,14,9,57,-37.4,91,1022,2024.08.15
77,Now Playing,Donny Hathaway,ATLANTIC GROUP,ATLG,30,99,69,8,57,46.2,39,560,2024.08.15
79,Slow Burn,Baby Rose (W/ Badbadnotgood),Secretly Canadian,SC,13,75,13,3,56,-5.1,59,895,2024.08.15
80,Sinseerly Yours,Thee Sinseers,Colemine Records,CLMN,10,70,95,21,55,-11.3,62,1590,2024.08.15
81,Vantablack,Lalah Hathaway,"INDEPENDENT LABEL SERVICES, INC",ILS ,10,79,56,9,53,-5.4,56,1538,2024.08.15
81,Now '90s R&B,Various Artists,NOW,NOW,6,89,101,29,53,23.3,43,11149,2024.08.15
83,Speak Now,Moneybagg Yo,INTERSCOPE/GEFFEN/A&M,INT ,8,84,76,9,52,2.0,51,1918,2024.08.15
84,To Be Eaten Alive,Mariah The Scientist,EPIC,EPIC,7,129,122,16,51,104.0,25,1557,2024.08.15
84,Strictly Leakage,Atmosphere,Rhymesayers Entertainment,RSE,2,135,,16,51,112.5,24,2329,2024.08.15
86,The R&B You Love: For The '99 And The 2000s,Kenyon Dixon,,,86,,,1,50,,0,50,2024.08.15
87,Casablanco,Marsha Ambrosius,INTERSCOPE/GEFFEN/A&M,INT ,10,62,37,7,49,-34.7,75,1985,2024.08.15
87,No Hands,"Joey Valence, Brae", INDEPENDENT LABEL SUBMISSION,INDI,10,10,,2,49,-94.9,958,1260,2024.08.15
89,The Age Of Pleasure,Janelle Monae,ATLANTIC GROUP,ATLG,1,50,44,62,46,-58.9,112,50222,2024.08.15
90,Forward,Jordan Ward,INTERSCOPE/GEFFEN/A&M,INT ,34,109,72,12,45,32.4,34,1110,2024.08.15
90,Silver,Say She She,Colemine Records,CLMN,12,,,9,45,350.0,10,3666,2024.08.15
