US_Chart - Current R&B/Hip-Hop Albums,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,week_of
186,Through And Through,Baby Rose,Secretly Canadian,SC,42,,,1,19,375.0,4,858,2023.12.28
186,Pillow Talk,Tink,Empire,EMPR,7,,,1,19,280.0,5,3335,2023.12.28
186,Warside 2,Readyrockdee,,,173,173,,2,19,-44.1,34,53,2023.12.28
191,Dām - Funk Presents The Music Of Grand Theft Auto Online (Original Score),Dām Funk,,,166,166,,2,18,-50.0,36,54,2023.12.28
191,The High Table - Ep,"Young Roddy , Trademark Da Skydiver",,,191,,,1,18,,0,18,2023.12.28
191,I Hope You Can Forgive Me,Madison McFerrin,333 Company,INDI,37,,,1,18,125.0,8,1061,2023.12.28
191,Freddie's Inferno,Freddie Dredd, RCA,RCA ,46,182,156,5,18,-41.9,31,993,2023.12.28
191,Settle 4 Le$ 3,Le$ & Dj Mr Rogers,,,117,117,,2,18,-74.3,70,88,2023.12.28
191,Warside 2 (Deluxe Version),"Readyrockdee, Dj Disspare",,,191,,,1,18,28.6,14,32,2023.12.28
191,Metamorphosis,"Dave Lee, Ac Soul Symphony",,,191,,,1,18,999.0,1,47,2023.12.28
198,Tony Touch Presents: The Def Tape,Tony Touch,DEF JAM,DEF,100,192,,2,17,-41.4,29,550,2023.12.28
198,Won'T He Do It,Conway The Machine,Empire,EMPR,11,,135,25,17,-15.0,20,2738,2023.12.28
198,Business Is Business,Young Thug,300 ENTERTAINME,300E,1,,,23,17,54.5,11,10998,2023.12.28
198,Love You Anyway,Devon Gilfillian,FANTASY RECORDS,FAN ,24,,172,5,17,41.7,12,2472,2023.12.28
198,Voice Notes,Yazmin Lacey,,,79,,143,2,17,-15.0,20,621,2023.12.28
198,Signature,"Ortiz, Joell & L'Orange",MELLO MUSIC GROUP,MELL,198,,,1,17,-34.6,26,67,2023.12.28
198,The Prayer Of Jabez,Jabez,,,198,,,1,17,,0,17,2023.12.28
Copyright (c) 2024 MRC Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,2023.12.28
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,2024.01.04
1,Pink Friday 2,Nicki Minaj,REPUBLIC RECORDS,R-RR,1,3,1,4,4255,-43.9,7583,118096,2024.01.04
2,Sos,SZA, RCA,RCA ,1,1,2,56,3339,-60.6,8476,211216,2024.01.04
3,Utopia,Travis Scott,Cactus Jack/EPIC,EPIC,1,2,3,23,3221,-58.0,7668,578174,2024.01.04
4,Metro Boomin Presents Spider-Man: Across The Spider-Verse (Soundtrack From And Inspired By The Motion Picture),Metro Boomin,REPUBLIC RECORDS,R-RR,1,4,5,31,2221,-8.7,2433,40449,2024.01.04
5,Renaissance,Beyonce,Columbia Records,COL ,1,5,6,75,1379,-41.5,2359,429832,2024.01.04
6,Raised By Rap: 50 Years Of Hip Hop,Various Artists,SME/LEGACY RECORDINGS,LEGC,6,7,8,23,573,-61.9,1502,17922,2024.01.04
7,Red Moon In Venus,Kali Uchis,INTERSCOPE/GEFFEN/A&M,INT ,1,9,11,44,563,-49.7,1119,91493,2024.01.04
8,The Color Purple (Music From And Inspired By),Various Artists,WTM,WTM,8,13,14,3,547,-21.5,697,2175,2024.01.04
9,Chronicles Of A Diamond,Black Pumas,"ATO RECORDS, L.L.C.",ATO ,1,8,10,10,546,-58.5,1315,26291,2024.01.04
10,Heroes & Villains,Metro Boomin,REPUBLIC RECORDS,R-RR,1,18,32,57,468,-7.5,506,61432,2024.01.04
11,Goodbye & Good Riddance,Juice WRLD,INTERSCOPE/GEFFEN/A&M,INT ,3,6,9,294,448,-74.9,1787,218519,2024.01.04
12,Hall & Nash 2,"Westside Gunn, The Alchemist, Conway The Machine",Empire,EMPR,12,,,1,445,,0,445,2024.01.04
13,"Sing Me A Lullaby, My Sweet Temptation",$uicideBoy$,G59 Records,G59,1,12,19,75,435,-42.8,760,42024,2024.01.04
14,Never Enough,Daniel Caesar,REPUBLIC RECORDS,R-RR,2,19,22,40,406,-18.8,500,35803,2024.01.04
15,Hope,NF,NF REAL MUSIC,NFRM,1,23,21,39,378,-20.6,476,111681,2024.01.04
16,Jaguar Ii,Victoria Monet, RCA,RCA ,3,45,39,19,353,48.9,237,11359,2024.01.04
17,The Diamond Collection,Post Malone,REPUBLIC RECORDS,R-RR,3,15,17,7,310,-49.3,612,13972,2024.01.04
18,NOW Hip Hop At 50,Various Artists,NOW,NOW,12,14,31,13,307,-53.2,656,5723,2024.01.04
19,Scarlet,Doja Cat, RCA,RCA ,2,26,33,15,297,-33.7,448,14697,2024.01.04
20,The Forever Story,J.I.D,INTERSCOPE/GEFFEN/A&M,INT ,5,34,23,55,290,-17.8,353,40096,2024.01.04
21,Paisley Dreams,"Game, Big Hit", INDEPENDENT LABEL SUBMISSION,INDI,21,,,1,289,,0,289,2024.01.04
22,Pink Tape,Lil Uzi Vert,ATLANTIC GROUP,ATLG,1,11,12,27,279,-64.3,782,31090,2024.01.04
23,The Great Escape,Larry June & The Alchemist,Empire,EMPR,3,41,46,12,257,1.2,254,11846,2024.01.04
24,On Top Of The Covers,T-Pain, EMPIRE DISTRIBUTION,EMPI,11,38,105,7,247,-11.8,280,4704,2024.01.04
25,Jackman.,Jack Harlow,ATLANTIC GROUP,ATLG,3,16,30,36,246,-55.7,555,14285,2024.01.04
26,The Age Of Pleasure,Janelle Monae,ATLANTIC GROUP,ATLG,1,20,26,30,223,-54.6,491,46605,2024.01.04
27,Welcome 2 Collegrove,2 Chainz Feat. Lil Wayne,DEF JAM/DEF SOUL,DEF,2,40,35,7,222,-14.3,259,8766,2024.01.04
28,MICHAEL,Killer Mike,LOMA VISTA,LVR,1,30,29,29,218,-46.4,407,21863,2024.01.04
29,Microdose,Stinje,,,29,,,1,185,,0,185,2024.01.04
30,Scaring The Hoes,JPEGMAFIA,THE ORCHARD,ORCH,4,22,28,24,180,-62.7,483,9967,2024.01.04
31,On Top Of The Covers (Live Fro,T-Pain,Empire,EMPR,31,33,,2,178,-50.1,357,535,2024.01.04
32,Like..?,Ice Spice,"TENTHOUSAND PROJECTS, LLC",10K,4,27,25,50,177,-60.2,445,13294,2024.01.04
33,Now Playing,Notorious B.I.G.,BAD BOY RECORDS,BADB,8,17,27,19,164,-70.2,550,6105,2024.01.04
34,Christmas With Brandy,Brandy,MOTOWN/QUALITY CONTROL,MOT,5,31,44,8,162,-57.5,381,6296,2024.01.04
35,NOW Disco,Various Artists,NOW,NOW ,3,25,41,35,161,-64.5,453,15056,2024.01.04
36,For All The Dogs,Drake,OVO / REPUBLIC RECORDS,R-RR,1,53,77,13,143,-12.3,163,14829,2024.01.04
37,Entergalactic,Kid Cudi,REPUBLIC RECORDS,R-RR,2,21,38,66,142,-70.8,487,28796,2024.01.04
38,Gasms,Smokey Robinson, INDEPENDENT LABEL SUBMISSION,INDI,6,84,97,36,134,61.4,83,5769,2024.01.04
39,The Color Purple (Original Motion Picture Soundtrack),Various Artists,,,39,69,,2,130,8.3,120,274,2024.01.04
39,NOW Hip-Hop Party,Various Artists,NOW,NOW,3,24,36,48,130,-72.5,473,17087,2024.01.04
41,Sick Boi,REN,THE ORCHARD,ORCH,3,66,76,12,124,-0.8,125,10061,2024.01.04
42,11:11,Chris Brown, RCA,RCA ,2,57,81,8,117,-20.4,147,7531,2024.01.04
43,Love Sick,Don Toliver,ATLANTIC GROUP,ATLG,6,37,42,26,116,-62.8,312,9576,2024.01.04
43,Thee Sacred Souls,Thee Sacred Souls, INDEPENDENT LABEL SUBMISSION,INDI,6,46,40,71,116,-50.4,234,29773,2024.01.04
45,No Thank You,Little Simz, AWAL,AWAL,6,52,50,29,108,-35.7,168,8853,2024.01.04
46,Her Loss,"Drake, 21 Savage",OVO / REPUBLIC RECORDS,R-RR,1,63,54,61,107,-22.5,138,37935,2024.01.04
47,Integrated Tech Solutions,Aesop Rock,Rhymesayers Entertainment,RSE,1,62,34,8,105,-25.5,141,10153,2024.01.04
48,Curtain 2,Eminem,INTERSCOPE/GEFFEN/A&M,INT ,4,42,64,61,102,-59.5,252,20680,2024.01.04
49,Now Playing,Spinners,ATLANTIC GROUP,ATLG,27,51,74,19,98,-42.0,169,2440,2024.01.04
50,Queen Radio: Volume 1,Nicki Minaj,REPUBLIC RECORDS,R-RR,6,28,13,57,97,-77.4,429,20641,2024.01.04
51,Now Playing,En Vogue,ELEKTRA,EEG ,18,47,65,19,95,-55.0,211,2922,2024.01.04
52,Czartificial Intelligence,Czarface,INGROOVES,INGV,3,49,24,6,94,-46.9,177,9100,2024.01.04
53,College Park,Logic, BMG DISTRIBUTION,BMG ,1,59,58,46,93,-35.4,144,20877,2024.01.04
54,Father's Day,Kirk Franklin, RCA,RCA ,2,73,75,13,92,-14.8,108,9001,2024.01.04
55,The Rebirth Of Marvin,October London,,,29,72,82,47,89,-21.2,113,6949,2024.01.04
56,Cheat Codes,Danger Mouse & Black Thought, BMG DISTRIBUTION,BMG,1,58,62,73,88,-39.3,145,47445,2024.01.04
57,Lahai,Sampha,Young Turks Rec,YT,2,32,43,11,84,-76.5,358,8573,2024.01.04
58,The Blue Hour (Dolby Atmos),Rexx Life Raj,Empire,EMPR,58,,,1,83,999.0,7,272,2024.01.04
58,Lyfë,Yeat,INTERSCOPE/GEFFEN/A&M,INT ,9,67,66,44,83,-31.4,121,5875,2024.01.04
60,Now Playing,Gerald Levert,ELEKTRA,EEG ,37,54,85,19,82,-48.8,160,1536,2024.01.04
61,Magic 2,Nas,MASS APPEAL RECORDS,MSAP,2,86,18,6,81,-1.2,82,7924,2024.01.04
62,Nostalgia,Rod Wave,Alamo Records,ALAM,7,67,113,16,78,-35.5,121,3872,2024.01.04
63,Curtain Call 2,Eminem,INTERSCOPE/GEFFEN/A&M,INT ,1,59,67,74,77,-46.5,144,52007,2024.01.04
64,Flawless Like Me,Lucki,Empire,EMPR,30,80,80,35,76,-16.5,91,3298,2024.01.04
64,If Looks Could Kill,Destroy Lonely,INTERSCOPE/GEFFEN/A&M,INT ,3,76,61,30,76,-25.5,102,6263,2024.01.04
66,LEGEND,John Legend,REPUBLIC RECORDS,R-RR,4,56,69,69,74,-50.7,150,24223,2024.01.04
67,Choppers & Bricks,"Gucci Mane, B.G.",ATLANTIC GROUP,ATLG,60,61,60,3,72,-49.3,142,425,2024.01.04
68,What Is Life?,Dax,Columbia Records,COL ,26,96,119,20,69,6.2,65,2423,2024.01.04
68,No Stylist,Destroy Lonely,INTERSCOPE/GEFFEN/A&M,INT,4,99,89,50,69,21.1,57,8435,2024.01.04
70,I Am Music,Lil Wayne,REPUBLIC RECORDS,R-RR,7,55,56,26,68,-56.4,156,9358,2024.01.04
70,Maps,Billy Woods,THE ORCHARD,ORCH,1,99,103,18,68,19.3,57,9507,2024.01.04
72,Stax Christmas,Various Artists,CRAFT RECORDINGS,CRFT,20,29,20,12,66,-84.2,417,4002,2024.01.04
73,Luv 4 Rent,Smino,CAPITOL MUSIC GROUP,CAP ,3,39,37,48,64,-75.4,260,17796,2024.01.04
73,Silver,Say She She,Colemine Records,CLMN,12,90,72,14,64,-9.9,71,2734,2024.01.04
75,Blockbusta,Busta Rhymes,EPIC,EPIC,1,83,55,6,63,-26.7,86,15913,2024.01.04
76,Hadja Bangoura (Urban Outfitters Exclusive),Hawa,,,76,,,1,61,408.3,12,114,2024.01.04
77,Jet Life: The Pilot Talk Collection,Curren$y,Empire,EMPR,9,,53,4,60,,0,1797,2024.01.04
78,Thought U Knew,Leela James, BMG DISTRIBUTION,BMG ,17,44,59,10,59,-75.4,240,2342,2024.01.04
79,Written In Their Soul: The Stax Songwrit,Various Artists,CRAFT RECORDINGS,CRFT,16,130,142,22,58,61.1,36,2699,2024.01.04
79,A Gift & A Curse,Gunna,300 ENTERTAINME,300E,14,70,63,5,58,-50.4,117,2759,2024.01.04
81,Christopher Season 3,Don Trip,,,81,,,1,57,,0,57,2024.01.04
82,The Best Of Milli Vanilli (35th Annivers,Milli Vanilli, RCA,RCA ,21,144,98,7,55,77.4,31,1032,2024.01.04
83,We Buy Diabetic Test Strips,Armand Hammer,Fat Possum Records,FTPM,3,80,71,14,54,-40.7,91,5660,2024.01.04
84,Since I Have A Lover,6Lack,INTERSCOPE/GEFFEN/A&M,INT ,2,96,95,40,53,-18.5,65,7940,2024.01.04
85,King's Disease Iii,Nas,MASS APPEAL RECORDS,MSAP,1,89,86,58,52,-32.5,77,20497,2024.01.04
86,Raven,Kelela,WARP RECORDS,WARP,3,111,101,47,50,2.0,49,9416,2024.01.04
87,Black Rainbows,Corinne Bailey Rae,THE ORCHARD,ORCH,6,119,131,16,47,9.3,43,3231,2024.01.04
88,Baby Gravy 3,"Yung Gravy, Bbno$, Baby Gravy",Imperial,R-RR,47,87,47,5,46,-43.2,81,1002,2024.01.04
88,Anniversary – The Live Album,Kem,MOTOWN,MOT,24,65,99,26,46,-64.1,128,2851,2024.01.04
90,Glorious Game,"El Michels Affair, Black Thought",333 Company,INDI,4,88,117,38,45,-43.8,80,10332,2024.01.04
90,FAST X (Original Motion Picture Soundtrack),Fast & Furious: The Fast Saga,"ARTIST PARTNER GROUP, INC",ATP,13,71,110,32,45,-60.9,115,2991,2024.01.04
92,Struggler,Genesis Owusu,THE ORCHARD,ORCH,11,121,114,20,44,4.8,42,2011,2024.01.04
93,Louie,Kenny Beats,Merok,XL,1,125,94,49,43,7.5,40,13162,2024.01.04
94,The Brave Ii,Tom Macdonald & Adam Calhoun, INDEPENDENT LABEL SUBMISSION,INDI,1,116,142,15,42,-8.7,46,11655,2024.01.04
94,My Turn,Lil Baby,"QUALITY CONTROL MUSIC, LLC",QCM,11,48,95,199,42,-76.9,182,72332,2024.01.04
96,Set It Off,Offset,MOTOWN/QUALITY CONTROL,MOT,1,121,83,12,41,-2.4,42,31550,2024.01.04
97,Spaceships On The Blade,Larry June,Empire,EMPR,4,94,84,69,40,-40.3,67,10184,2024.01.04
98,Special Occasion,Emily King,"ATO RECORDS, L.L.C.",ATO ,15,172,123,6,39,77.3,22,2894,2024.01.04
99,Hydeout Productions: 2nd Colle,Various Artists,,,51,150,,4,38,31.0,29,1286,2024.01.04
99,Falling Or Flying,Jorja Smith,THE ORCHARD,ORCH,10,109,108,14,38,-24.0,50,2702,2024.01.04
99,The Way I Remember It,Ruben Studdard,"INDEPENDENT LABEL SERVICES, INC",ILS ,65,,,7,38,322.2,9,432,2024.01.04
102,We Only Talk About Real Shit When We'Re,Bas,INTERSCOPE/GEFFEN/A&M,INT ,51,116,51,3,37,-19.6,46,345,2024.01.04
103,The Night Shift,Larry June,Empire,EMPR,8,134,133,8,36,5.9,34,1846,2024.01.04
103,Palermo,"Conway The Machine, Wun Two",,,75,75,,2,36,-66.0,106,142,2024.01.04
103,AMAR,BigXthaPlug, INDEPENDENT LABEL SUBMISSION,INDI,22,125,188,46,36,-10.0,40,2337,2024.01.04
106,"Make Me Say It Again, Girl","Isley Brothers, Ronald Isley",RI TOP TEN LLC,RI10,31,98,78,23,35,-39.7,58,4821,2024.01.04
106,age/sex/location,Ari Lennox,INTERSCOPE/GEFFEN/A&M,INT ,10,102,114,67,35,-34.0,53,12003,2024.01.04
106,The Patience,Mick Jenkins, RBC RECORDS,RBC,7,105,105,8,35,-32.7,52,2735,2024.01.04
106,No Fear Of Time,Black Star, INDEPENDENT LABEL SUBMISSION,INDI,20,130,,25,35,-2.8,36,2517,2024.01.04
110,Yin Yang Tapes: Spring Season (1989-1990,$uicideBoy$,THE ORCHARD,ORCH,28,134,79,14,34,0.0,34,1280,2024.01.04
111,Trillstatik 3,"Statik Selektah, Bun B",,,90,90,,2,33,-53.5,71,104,2024.01.04
112,Breath Of Fresh Air,Gucci Mane,ATLANTIC GROUP,ATLG,9,150,120,12,32,10.3,29,2420,2024.01.04
112,Poison - Ep,Ann Marie,,,112,113,,2,32,-33.3,48,80,2024.01.04
112,Rule of Thumb,E-40,HEAVY ON THE GRIND ENT.6 (HT6),HT5,11,105,133,7,32,-38.5,52,1302,2024.01.04
112,Detour,Boney James,CONCORD MUSIC GROUP,CNCO,5,102,111,67,32,-39.6,53,21312,2024.01.04
116,Climate Control,Yung Naz,,,116,,,1,31,675.0,4,38,2024.01.04
117,Water Made Us,Jamila Woods,Jagjaguwar,JAG,14,134,92,12,30,-11.8,34,1825,2024.01.04
117,Come Around And Love Me,Jalen Ngonda,CHULO RECORDS,DAPT,12,109,86,17,30,-40.0,50,2445,2024.01.04
119,Diamonds & Freaks,BLK ODYSSY,,,42,,162,3,29,222.2,9,519,2024.01.04
120,It's Only Me,Lil Baby,MOTOWN/QUALITY CONTROL,QCM,2,78,108,64,28,-72.3,101,15398,2024.01.04
120,Snoop Cube 40 $hort,Mount Westmore,MNRK,MNRK,7,150,182,56,28,-3.4,29,13721,2024.01.04
122,I Might Forgive... But I Don'T Forget,Jeezy, INDEPENDENT LABEL SUBMISSION,INDI,1,118,158,9,27,-38.6,44,5649,2024.01.04
122,Greatest Hits Live in '76,Marvin Gaye,MERCURY STUDIOS,EGRO,15,82,86,47,27,-69.0,87,5481,2024.01.04
122,Coi,Coi Leray,UPTOWN / REPUBLIC RECORDS,R-RR,6,166,,2,27,17.4,23,2408,2024.01.04
122,Wait Til I Get Over,Durand Jones,DEAD OCEANS,DOC ,9,177,129,34,27,28.6,21,4321,2024.01.04
122,Yessie,Jessie Reyez,ISLAND,ISL ,7,108,116,63,27,-47.1,51,8922,2024.01.04
122,When I Hear Your Name,MAETA,,R0CN,14,124,136,10,27,-34.1,41,1624,2024.01.04
128,Public Displays Of Affection: The Album,Muni Long,DEF JAM,DEF,39,134,,2,26,-23.5,34,3002,2024.01.04
128,Beloved! Paradise! Jazz!?,McKinley Dixon,,,61,166,131,26,26,13.0,23,1283,2024.01.04
128,Too Good To Be True,"Rick Ross, Meek Mill", INDEPENDENT LABEL SUBMISSION,INDI,3,155,161,8,26,-3.7,27,6911,2024.01.04
131,Fridayy,Fridayy,DEF JAM/DEF SOUL,DEF,58,,,3,25,92.3,13,602,2024.01.04
132,Grandson,King Von,Empire,EMPR,2,92,148,23,24,-64.7,68,3256,2024.01.04
132,Bach To The Future,Levi.Sct,,,132,160,,2,24,-4.0,25,75,2024.01.04
134,Mobile Home Projects,Marcotic Whitegold,,,134,,,1,23,,0,23,2024.01.04
134,Magic 3,Nas,Mass Appeal,MAPU,2,166,,15,23,0.0,23,4954,2024.01.04
134,Paper Route Frank,Young Dolph,Empire,EMPR,9,,182,19,23,43.8,16,6581,2024.01.04
134,Me Vs. Myself,A Boogie Wit Da Hoodie,ATLANTIC GROUP,ATLG,10,73,91,6,23,-78.7,108,5629,2024.01.04
134,After The Butterflies,Queen Naija,CAPITOL RECORDS,CAP,27,,,1,23,53.3,15,527,2024.01.04
139,Marvelous,Yung Gravy,REPUBLIC RECORDS,R-RR,15,144,158,25,22,-29.0,31,5057,2024.01.04
140,E3,Midwxst,INTERSCOPE/A&M/GEFFEN,INT,18,,152,4,21,950.0,2,739,2024.01.04
140,Clear The Series,Summer Walker,INTERSCOPE/GEFFEN/A&M,INT ,19,,,1,21,950.0,2,1775,2024.01.04
140,For All Time,Mayer Hawthorne,ADA,ADA,8,143,139,10,21,-34.4,32,1366,2024.01.04
140,Gothic Luxury,Meechy Darko,LOMA VISTA,LVR ,14,159,173,67,21,-19.2,26,8763,2024.01.04
140,Truth Be Told,AZ,QUIET MONEY RECORDS,QTMY,20,105,136,5,21,-59.6,52,798,2024.01.04
145,Sundial,Noname,AWAL,AWAL,38,160,,2,20,-20.0,25,651,2024.01.04
145,What I Didn't Tell You,Coco Jones,DEF JAM/DEF SOUL,DEF,40,,,1,20,81.8,11,3090,2024.01.04
145,Regardless It's Still Timeless - Ep,Big K.R.I.T.,,,49,92,49,3,20,-70.6,68,359,2024.01.04
145,Gold,Cleo Sol, INDEPENDENT LABEL SUBMISSION,INDI,31,172,,2,20,-9.1,22,695,2024.01.04
145,30 For 30,Dave East & Cruch Calhoun,THE ORCHARD,ORCH,54,177,188,5,20,-4.8,21,318,2024.01.04
145,Quaranta,Danny Brown,WARP RECORDS,WARP,18,144,,6,20,-35.5,31,808,2024.01.04
145,Only Built For Infinity Links,Quavo & Takeoff,"QUALITY CONTROL MUSIC, LLC",QCM,7,164,182,3,20,-16.7,24,6871,2024.01.04
152,Heaven,Cleo Sol, INDEPENDENT LABEL SUBMISSION,INDI,21,172,,2,19,-13.6,22,1001,2024.01.04
152,Masego,Masego,CAPITOL RECORDS,CAP,30,128,122,23,19,-50.0,38,2271,2024.01.04
152,Aftërlyfe,Yeat,INTERSCOPE/GEFFEN/A&M,INT ,21,132,102,28,19,-45.7,35,2968,2024.01.04
152,Tec,Lil Tecca,REPUBLIC RECORDS,R-RR,4,,,1,19,26.7,15,2995,2024.01.04
152,Horse,Prof, INDEPENDENT LABEL SUBMISSION,INDI,2,,,1,19,18.8,16,10897,2024.01.04
152,Larger Than Life,Brent Faiyaz, INDEPENDENT LABEL SUBMISSION,INDI,12,144,,9,19,-38.7,31,955,2024.01.04
158,$oul $old $eparately,Freddie Gibbs,WARNER RECORDS,WAR,2,84,100,65,18,-78.3,83,19531,2024.01.04
158,Talk Talk,Atmosphere,Rhymesayers Entertainment,RSE,7,111,93,5,18,-63.3,49,1973,2024.01.04
158,Slutronic,Valentine Dalla,,,158,,,1,18,,0,18,2024.01.04
158,Sentimental Fool,Lee Fields,DADSTACHERECORDS,DADS,18,155,112,53,18,-33.3,27,5151,2024.01.04
158,So Many Other Realities Exist Simultaneously,Atmosphere,Rhymesayers,RHMS,2,148,104,35,18,-40.0,30,6808,2024.01.04
158,Girls Night Out,Babyface,CAPITOL MUSIC GROUP,CAP ,6,,,1,18,157.1,7,6830,2024.01.04
158,When I Hear Your Name,MAETA,ROC NATION,R0CN,136,172,136,3,18,-18.2,22,95,2024.01.04
158,Bb/Ang3l,Tinashe, INDEPENDENT LABEL SUBMISSION,INDI,6,,16,4,18,12.5,16,2107,2024.01.04
166,New Dna (Apple Music Edition) - Ep,XG, INDEPENDENT LABEL SUBMISSION,INDI,24,,,1,17,21.4,14,666,2024.01.04
166,Spin The Globe,Connor Price, INDEPENDENT LABEL SUBMISSION,INDI,67,,,1,17,41.7,12,1401,2024.01.04
166,A Great Chaos,Ken Carson,INTERSCOPE/GEFFEN/A&M,INT ,6,,73,9,17,70.0,10,2701,2024.01.04
166,Lonestar Luchador,That Mexican OT,INTERSCOPE/GEFFEN/A&M,INT ,42,183,,2,17,-15.0,20,1477,2024.01.04
166,All Are Guests In The House Of,Vinnie Paz,,,123,,123,3,17,6.2,16,199,2024.01.04
166,Highway 600,"Trauma Tone, Curren$y", INDEPENDENT LABEL SUBMISSION,INDI,69,138,69,3,17,-48.5,33,226,2024.01.04
166,And Then You Pray For Me,Westside Gunn,Empire,EMPR,2,34,,10,17,-95.2,353,11117,2024.01.04
173,Christ Bop: Volume 1,Chris Chris,,,70,164,180,5,16,-33.3,24,247,2024.01.04
173,Glockoma 2,Key Glock,PAPER ROUTE EMPIRE,PPRE,6,127,158,37,16,-59.0,39,3284,2024.01.04
173,Pressure,ASAP Preach,,,173,,,1,16,,0,16,2024.01.04
173,What Them Dogs Don'T Know They Know,"G's Us, Steel Tipped Dove Feat. R.A.P. F",,,79,79,,2,16,-83.8,99,115,2024.01.04
173,Grudges,Kiana Lede,REPUBLIC RECORDS,R-RR,28,183,169,15,16,-20.0,20,1537,2024.01.04
173,Love Drug,Starlito, EMPIRE DISTRIBUTION,EMPI,52,183,52,3,16,-20.0,20,295,2024.01.04
173,The Last Slimeto,YoungBoy Never Broke Again,ATLANTIC GROUP,ATLG,4,102,148,5,16,-69.8,53,6690,2024.01.04
173,The Complete Atlantic Singles—the Thom Bell Productions 1972-1979,Spinners,,,62,,,1,16,999.0,1,365,2024.01.04
173,Traumazine,Megan Thee Stallion	,300 ENTERTAINME,300E,2,,,2,16,128.6,7,14315,2024.01.04
173,7,Vedo,Empire,EMPR,27,,,1,16,0.0,16,433,2024.01.04
173,Changing Light,Ironsides,Colemine Records,COLR,38,,,1,16,77.8,9,936,2024.01.04
184,Metamorphosis,"Dave Lee, Ac Soul Symphony",,,184,191,,2,15,-16.7,18,62,2024.01.04
184,The Return,Living Legends,,,70,,,1,15,36.4,11,174,2024.01.04
184,Freddie's Inferno,Freddie Dredd, RCA,RCA ,46,191,182,6,15,-16.7,18,1008,2024.01.04
184,Last Call,Morris Day,CIA,CIAU,15,,178,2,15,650.0,2,3750,2024.01.04
184,Enigmatic Society,Dinner Party,Empire,EMPR,25,,156,24,15,0.0,15,2558,2024.01.04
189,The Old Way,Coast Contra,,,142,,142,2,14,7.7,13,78,2024.01.04
189,Soul Rising,Will Downing,,,157,,,1,14,-12.5,16,120,2024.01.04
189,The Complete Scepter Singles 1962-1973,Dionne Warwick,,,40,,,1,14,366.7,3,893,2024.01.04
189,Self Inflicted,Burden, INDEPENDENT LABEL SUBMISSION,INDI,36,43,,2,14,-94.4,250,731,2024.01.04
189,Make Em Feel Me,Yung Polo,,,189,,,1,14,,0,14,2024.01.04
189,Won'T He Do It,Conway The Machine,Empire,EMPR,11,198,,26,14,-17.6,17,2752,2024.01.04
189,These Songs Are For Anyone Sick Of Earth,Aliah Sheffield,DEF JAM,DEF,107,,,1,14,16.7,12,343,2024.01.04
189,Burning Desire,Mike,WARP RECORDS,WARP,29,119,152,5,14,-67.4,43,1328,2024.01.04
189,Through And Through,Baby Rose,Secretly Canadian,SC,42,186,,2,14,-26.3,19,872,2024.01.04
189,Love You Anyway,Devon Gilfillian,FANTASY RECORDS,FAN ,24,198,,6,14,-17.6,17,2486,2024.01.04
189,Multiverse,Wiz Khalifa,ATLANTIC GROUP,ATLG,22,,,1,14,40.0,10,1604,2024.01.04
189,Reflections,Moonchild,IMPOSSIBLE ARK/UNFOLD,TRU,47,148,192,7,14,-53.3,30,416,2024.01.04
189,Obsidian,Naomi Sharon,OVO SOUND,OVO ,87,,,1,14,133.3,6,290,2024.01.04
189,Godtwang 3: The Next Chapter,Rare Of Breed,,,49,,,1,14,250.0,4,521,2024.01.04
189,I Can Breathe,Poetic Lace,,,189,,,1,14,,0,14,2024.01.04
189,No Guidnce - Unplugged,No Guidnce,NORTH WEST SOUND RECORDINGS,NWS,126,,126,2,14,0.0,14,91,2024.01.04
189,Gravy,BJ The Chicago Kid, RCA,RCA ,42,,,1,14,75.0,8,319,2024.01.04
189,Lacuna & The House Of Mirrors,Kamauu,ATLANTIC GROUP,ATLG,111,,,1,14,75.0,8,177,2024.01.04
Copyright (c) 2024 Luminate Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,2024.01.04
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,2024.01.11
1,Pink Friday 2,Nicki Minaj,REPUBLIC RECORDS,R-RR,1,1,3,5,4981,17.1,4255,123077,2024.01.11
2,Sos,SZA, RCA,RCA ,1,2,1,57,2285,-31.6,3339,213501,2024.01.11
3,Utopia,Travis Scott,Cactus Jack/EPIC,EPIC,1,3,2,24,2022,-37.2,3221,580196,2024.01.11
4,Metro Boomin Presents Spider-Man: Across The Spider-Verse (Soundtrack From And Inspired By The Motion Picture),Metro Boomin,REPUBLIC RECORDS,R-RR,1,4,4,32,1230,-44.6,2221,41679,2024.01.11
5,Chronicles Of A Diamond,Black Pumas,"ATO RECORDS, L.L.C.",ATO ,1,9,8,11,866,58.6,546,27157,2024.01.11
