US_Chart - Heatseekers Albums,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,week_of
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Total Activity,% CHG,LW Total Activity,TW Album Sales,TW Song Sales,TW Streaming Activity,ATD,2023.06.22
146,Messy,Olivia Dean,ISLAND,ISL,73,,,3,857,,,77,110,991065,,2024.05.02
147,How Do You Sleep At Night?,Teezo Touchdown, RCA,RCA ,3,,,32,854,,,3,14,1130843,,2024.05.02
148,Buckle Bunny,Tanner Adell,Columbia Records,COL ,59,149,118,12,852,-1.0,861,38,224,1101528,,2024.05.02
149,Lay Your Hands Upon My Heart,Rosa Linn,Columbia Records,COL ,69,,,37,844,,,1,55,1245193,,2024.05.02
150,Ben Fuller,Ben Fuller,PROVIDENT/RED,PROV,68,125,104,13,841,-16.0,1001,86,912,914383,,2024.05.02
Copyright (c) 2024 Luminate Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,,,,2024.05.02
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Total Activity,% CHG,LW Total Activity,TW Album Sales,TW Song Sales,TW Streaming Activity,ATD,2024.05.09
1,What Happens Now?,Dasha,WARNER RECORDS,WAR,1,2,1,9,8909,3.1,8638,30,3282,11599401,,2024.05.09
2,Have A Nice Day,Treaty Oak Revival, INDEPENDENT LABEL SUBMISSION,INDI,2,6,3,4,6296,-1.0,6357,41,181,8427437,,2024.05.09
3,American Romance,Michael Marcagi,Warner Records,WAR,1,5,5,13,6067,-5.4,6415,41,707,8157795,,2024.05.09
4,Halo,Bakar,EPIC,EPIC,2,4,2,33,5963,-9.9,6619,32,617,8276776,,2024.05.09
5,The Coldest,Skilla Baby,INTERSCOPE/GEFFEN/A&M,INT ,3,3,,2,5517,-34.8,8468,8,100,9268534,,2024.05.09
6,Petals To Thorns,D4vd,INTERSCOPE/GEFFEN/A&M,INT,1,8,6,50,5162,-3.4,5341,31,71,7983134,,2024.05.09
7,The Idea of You (Motion Picture Soundtrack),Various Artists,Arista,ARIS,7,,,1,5008,,,1277,4737,4198324,,2024.05.09
8,"Nashville, Tennesse",Ernest,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,2,7,4,4,4920,-12.8,5641,67,677,6178741,,2024.05.09
9,No Better Time,Dylan Gossett,MERCURY / REPUBLIC RECORDS,R-MR,2,10,8,28,4647,-7.7,5033,49,197,6241726,,2024.05.09
10,Bad For Me,Chayce Beckham,WHEELHOUSE RECO,WR2 ,3,9,7,5,4290,-17.4,5195,45,592,5803170,,2024.05.09
11,Three Twenty Four,Ole 60, INDEPENDENT LABEL SUBMISSION,INDI,7,11,10,11,4243,-8.4,4631,79,329,5460388,,2024.05.09
12,Million Eyes,Sam Barber,ATLANTIC GROUP,ATLG,5,13,13,33,3856,-3.5,3994,27,162,5322721,,2024.05.09
13,Poets & Old Souls,Bryan Martin,AVERAGE JOES ENTERTAINMENT,AVJE,12,15,16,56,3796,-2.9,3908,58,838,5368900,,2024.05.09
14,Ganger,Veeze,WARNER RECORDS,WAR,1,16,12,31,3453,-5.8,3664,41,21,4946614,,2024.05.09
15,Fearless Movement,Kamasi Washington,BEGGARS GROUP USA,BEGG,15,,,1,3444,,,2775,240,824724,,2024.05.09
16,Poesias,Los Primos Del Este,INTERSCOPE/GEFFEN/A&M,INT ,16,,,1,3239,,,13,36,4853388,,2024.05.09
17,Old No. 7,Redferrin, WARNER Records,WAR ,17,19,30,12,3166,-0.6,3184,83,695,4133780,,2024.05.09
18,Half Life,Wyatt Flores,ISLAND,ISL ,11,18,11,3,2934,-9.9,3255,38,156,3739547,,2024.05.09
19,A Hometown Odyssey,Livingston, INDEPENDENT LABEL SUBMISSION,INDI,1,20,20,9,2901,-3.3,3000,133,800,3841599,,2024.05.09
20,Fridayy,Fridayy,DEF JAM/DEF SOUL,DEF,4,21,19,37,2794,-5.0,2940,11,164,4297314,,2024.05.09
21,XIII SORROWS,Odetari,APG INC.,ATP,3,22,18,34,2756,-3.7,2861,0,16,5144158,,2024.05.09
22,Blacktop,Corey Kent,RCA NASHVILLE,RCNA,2,31,29,49,2754,16.2,2371,6,168,3748185,,2024.05.09
23,Vsq Performs Taylor Swift,Vitamin String Quartet,THE ORCHARD,ORCH,23,,,1,2708,,,2590,27,149114,,2024.05.09
24,Young Genius,Lil Mabu,Empire,EMPR,4,17,14,5,2693,-20.6,3392,15,62,5021548,,2024.05.09
25,$10 Cowboy,Charley Crockett,THE ORCHARD,ORCH,1,1,,2,2651,-69.3,8645,925,435,2158510,,2024.05.09
26,What Is Life?,Dax,Columbia Records,COL ,6,25,23,38,2645,-4.0,2756,25,999,3964389,,2024.05.09
27,Complicated,Josh Ross,UMG NASHVILLE,UMGN,11,23,21,6,2639,-7.4,2849,24,432,3423150,,2024.05.09
28,Música Buena Para Días Malos,Jay Wheeler,Empire,EMPR,12,12,63,3,2635,-42.3,4568,26,96,3695194,,2024.05.09
29,You Promised A Lifetime,Myles Smith, RCA,RCA ,26,27,26,6,2601,0.5,2588,127,364,3289253,,2024.05.09
30,Nights And Weekends,310babii,Empire,EMPR,11,24,25,10,2556,-8.2,2783,0,179,4077779,,2024.05.09
31,Good Times Go,Nicky Youre,Columbia Records,COL ,14,34,42,39,2429,10.1,2206,0,262,3441059,,2024.05.09
32,A Dream Is All We Know,Lemon Twigs,Captured Tracks,CT,32,,,1,2428,,,1918,139,631641,,2024.05.09
33,Blame It All On Country Music,Chase Mcdaniel,BIG MACHINE,BGMA,3,29,31,15,2423,-3.5,2511,1,228,3332604,,2024.05.09
34,Come Get Your Memory,Chase Matthew, WARNER Records,WAR ,8,39,43,48,2218,3.0,2153,23,292,3041399,,2024.05.09
35,Family Ties,Charles Wesley Godwin,Big Loud Records,BLR,9,32,35,32,2168,-5.7,2300,36,186,2795805,,2024.05.09
36,Cold Beer & Country Music,Zach Top, INDEPENDENT LABEL SUBMISSION,INDI,14,28,28,6,2151,-14.6,2520,76,285,2670015,,2024.05.09
37,Pecos & The Rooftops,Pecos & The Rooftops,WARNER RECORDS,WAR ,11,37,37,46,2129,-1.7,2166,12,86,2953206,,2024.05.09
38,The Aftertaste,Kenya Grace,WARNER RECORDS,WAR,14,35,33,7,2102,-4.5,2201,8,188,2875670,,2024.05.09
39,Prelude To Ecstasy,Last Dinner Party,ISLAND,ISL ,2,43,34,14,2044,-3.2,2112,253,178,2307966,,2024.05.09
40,Meduza,Meduza,REPUBLIC RECORDS,R-RR,21,44,38,30,2031,-2.6,2086,10,209,2676115,,2024.05.09
41,Who Is Fatt,Ytb Fatt,TEN THOUSAND PROJECTS,CAP,4,40,40,40,2027,-5.6,2148,0,24,3095978,,2024.05.09
42,Where The Shooters Be,Sleazyworld Go,ISLAND,ISL ,1,45,44,78,2021,-1.7,2056,1,13,3465075,,2024.05.09
43,Cold Visions,Bladee,AWAL,AWAL,14,14,17,3,2015,-49.1,3960,16,11,2562270,,2024.05.09
44,Geezyworld 2,Ohgeesy,ATLANTIC GROUP,ATLG,2,42,41,53,2015,-4.8,2117,3,299,2921938,,2024.05.09
45,Shot In The Dark,Ashley Cooke,Big Loud Records,BLR,14,49,52,42,2003,3.1,1943,53,759,2565839,,2024.05.09
46,Here In The Pitch,Jessica Pratt,KEMADO GROUP,KEMG,46,,,1,1990,,,1192,238,985931,,2024.05.09
47,Usb,Fred Again..,ATLANTIC GROUP,ATLG,32,38,32,3,1975,-8.6,2161,32,317,2492862,,2024.05.09
48,Paper Hearts,Sleep Theory,Epitaph,EPI,33,33,68,28,1926,-13.6,2229,271,501,2167373,,2024.05.09
49,Pineapple Sunrise,Beach Weather,Arista,ARIS,20,48,45,45,1905,-5.0,2005,2,43,2861605,,2024.05.09
50,We All Grow Up,Chase Matthew,Warner Music Nashville,WNS,21,71,75,12,1853,21.7,1522,27,290,2552765,,2024.05.09
51,Funeral For Justice,Mdou Moctar,BEGGARS GROUP USA,BEGG,51,,,1,1822,,,1605,130,259405,,2024.05.09
52,4god Ii,Rob49,INTERSCOPE/GEFFEN/A&M,INT ,6,52,27,48,1802,-5.4,1904,0,16,2660798,,2024.05.09
53,Ive Switch,IVE,Starship Entertainment,SRSP,46,46,,2,1785,-12.4,2037,85,276,2379280,,2024.05.09
54,Smoky Mountains,Conner Smith,VALORY,VALO,4,58,54,15,1779,1.1,1760,13,188,2320961,,2024.05.09
55,Zombieland 2,Loe Shimmy, INDEPENDENT LABEL SUBMISSION,INDI,13,54,47,7,1755,-5.2,1851,1,10,2620767,,2024.05.09
56,Junkie Mode,Deebaby,CREATE MUSIC GROUP,CTMG,13,55,49,56,1733,-5.3,1830,2,27,2557270,,2024.05.09
57,Counting My Blessings,Seph Schlueter,PROVIDENT/RED,PROV,56,60,59,8,1672,0.7,1660,69,1464,1984882,,2024.05.09
58,Hymnal Of A Troubled Man's Mind,Oliver Anthony Music, INDEPENDENT LABEL SUBMISSION,INDI,13,57,46,6,1659,-7.6,1795,141,332,1973351,,2024.05.09
59,Flannel,Kelsey Hart,CURB,CURB,57,76,81,14,1646,17.7,1399,2,565,2120410,,2024.05.09
60,Two Star & The Dream Police,Mk.Gee, INDEPENDENT LABEL SUBMISSION,INDI,53,53,,2,1626,-12.7,1862,414,79,1542581,,2024.05.09
61,Babymonster 1st Mini Album [babymons7er],Babymonster,YG Entertainment,YGET,27,56,48,6,1620,-10.2,1804,26,147,2433144,,2024.05.09
62,Sakura,Saiko,THE ORCHARD,ORCH,36,36,,2,1571,-28.0,2182,2,32,2195243,,2024.05.09
63,Another Friday Night,Joel Corry,ATLANTIC GROUP,ATLG,39,75,83,30,1535,3.1,1489,1,130,2036213,,2024.05.09
64,All Stand Together,Lost Frequencies, RCA,RCA ,58,68,70,26,1527,-0.4,1533,1,107,2060784,,2024.05.09
65,The Beginning,Fifty Fifty, WARNER Records,WAR,6,65,61,33,1520,-3.3,1572,51,129,2104222,,2024.05.09
66,Pulse,Benson Boone,Warner Records,WAR,29,74,77,25,1477,-1.4,1498,88,68,1950296,,2024.05.09
67,The Rush Ep,Tommy Richman,Pulse Records,PL1,67,72,,2,1476,-2.6,1515,21,50,1948191,,2024.05.09
68,Shame On Me,Catch Your Breath,INVOGUE,IVRE,50,67,69,29,1449,-6.9,1557,36,106,1896830,,2024.05.09
69,Si Sabe,Blessd, WEA LATINA,WEAL,9,61,53,15,1433,-13.6,1658,0,22,2165939,,2024.05.09
70,Earned It,Larry Fleet,Big Loud Records,BLR,15,83,66,34,1425,4.8,1360,34,264,1837589,,2024.05.09
71,Lonely Boy,Scrim,G59 Records,G59,1,70,62,14,1410,-7.5,1525,5,15,1929996,,2024.05.09
72,41 World: Not The Album,41,REPUBLIC RECORDS,R-RR,12,66,60,25,1393,-10.6,1559,0,25,2261575,,2024.05.09
73,Como En Los Viejos Tiempo,Eden Munoz,SONY MUSIC LATIN,SML ,25,79,72,23,1358,-2.2,1389,0,60,2352318,,2024.05.09
74,White Buffalo,Ian Munsick, WARNER Records,WAR ,5,84,82,57,1308,-1.7,1331,32,222,1663875,,2024.05.09
75,Sleez,ThxSoMch,ATLANTIC GROUP,ATLG,15,80,74,51,1305,-5.4,1379,1,16,2013745,,2024.05.09
76,Wlgs,Yovngchimi,ENCORE RECORDINGS,ENRG,23,88,90,22,1280,-1.4,1298,1,7,2081697,,2024.05.09
77,Mega Star,King Hendrick$,HITMAKER MUSIC,HTMR,26,69,50,6,1249,-18.1,1525,1,17,1692121,,2024.05.09
78,Sleep Is Exhausting,Teddy Swims,WARNER RECORDS,WAR,14,103,107,23,1248,7.1,1165,119,257,1526880,,2024.05.09
79,Bad Decisions,Dylan Schneider,BB2,BB2,64,64,,2,1239,-23.0,1610,25,435,1584966,,2024.05.09
80,Rnb,Ruger & Bnxn,Empire,EMPR,55,77,55,3,1215,-13.0,1397,11,35,1639247,,2024.05.09
81,Trail Of Flowers,Sierra Ferrell,NEW ROUNDER,ROUN,1,78,78,7,1215,-12.6,1390,403,150,1021031,,2024.05.09
82,Dennis Daughter,Lola Brooke,Arista,ARIS,13,89,56,24,1214,-5.7,1287,2,97,1824079,,2024.05.09
83,Muddy Water Rockstar,Austin Snell,Warner Music Nashville,WNS,37,101,100,35,1210,0.2,1207,6,86,1666223,,2024.05.09
84,Weedkiller,Ashnikko,PARLOPHONE,PRL,2,93,86,37,1210,-3.0,1248,39,47,1654578,,2024.05.09
85,Funk Generation,Anitta,REPUBLIC RECORDS,R-RR,30,30,,2,1202,-50.1,2408,83,131,1472599,,2024.05.09
86,Can'T Rain Forever,Lil Keke,SOSOUTH,SOSD,86,,,1,1186,,,171,219,1371455,,2024.05.09
87,Love In Stereo,MAX,Warner Records,WAR,33,85,76,11,1185,-9.8,1314,3,130,1641823,,2024.05.09
88,Where Am I?,Natalie Jane,CAPITOL MUSIC GROUP,CAP ,19,92,87,25,1180,-5.5,1249,4,67,1741996,,2024.05.09
89,Tigers Blood,Waxahatchee,Anti,ANT,3,86,71,7,1177,-10.1,1309,438,123,925445,,2024.05.09
90,Alchemical: Volume 1,Dove Cameron, SONY,SNY,6,82,84,23,1162,-14.7,1362,10,67,1693999,,2024.05.09
91,ScoreGod,BabyDrill, RCA,RCA ,16,97,89,14,1157,-6.5,1237,0,23,1774750,,2024.05.09
92,Exiit,Kanii, WARNER Records,WAR,11,99,88,47,1150,-5.4,1216,0,11,2032907,,2024.05.09
93,The Wiggles Sound System:,The Wiggles,THE ORCHARD,ORCH,91,106,91,3,1144,0.7,1136,60,81,1391847,,2024.05.09
94,22,Hunxho,300 ENTERTAINME,300E,12,104,102,59,1143,-1.2,1157,0,12,1732870,,2024.05.09
95,Split Decision,"Dave, Central Cee",UMGRI INTERSCOPE,INT,6,100,94,49,1139,-6.0,1212,1,23,1628393,,2024.05.09
96,Cyan Blue,Charlotte Day Wilson,XL RECORDINGS,XLXR,96,,,1,1138,,,499,177,793816,,2024.05.09
97,Everybody Go To The Disco,Darell,SONY MUSIC LATIN,SML ,21,87,79,38,1136,-13.0,1305,0,22,1877617,,2024.05.09
98,Good Kid 4,Good Kid,THE ORCHARD,ORCH,52,98,73,7,1130,-8.4,1234,12,33,1714009,,2024.05.09
99,Into The Neon,Randall King,Warner Music Nashville,WNS,16,111,103,15,1130,1.9,1109,24,95,1468610,,2024.05.09
100,Blame My Ex,The Beaches,AWAL,AWAL,37,110,110,24,1107,-0.4,1112,56,236,1323205,,2024.05.09
101,Pink Aura,Kenia Os,SONY MUSIC LATIN,SML ,63,63,,2,1103,-32.3,1630,6,46,1552040,,2024.05.09
102,Lucid Dreams,BoyWithUke,MERCURY / REPUBLIC RECORDS,R-MR,3,108,105,31,1100,-2.4,1127,37,32,1691032,,2024.05.09
103,Do Not Disturb,Nemzzz, INDEPENDENT LABEL SUBMISSION,INDI,38,96,93,8,1086,-12.5,1241,1,6,1572767,,2024.05.09
104,Jiggy Forever,Young Jonn,CHOCOLATE CITY,CHOC,40,90,64,4,1076,-16.3,1286,2,18,1482104,,2024.05.09
105,Based On A True Story...,New West,REPUBLIC RECORDS,R-RR,53,114,,26,1070,-1.0,1081,2,39,1618500,,2024.05.09
106,Bored In The Usa,David Morris,GREY AREA,GRYA,59,117,118,26,1066,0.4,1062,4,98,1488224,,2024.05.09
107,Walk Away,Libianca, RCA,RCA ,48,107,106,22,1063,-6.1,1132,2,72,1481858,,2024.05.09
108,All I've Ever Known,Alexandra Kay, INDEPENDENT LABEL SUBMISSION,INDI,5,102,114,29,1062,-11.6,1201,185,331,1146164,,2024.05.09
109,Pandora,Wisp,INTERSCOPE/GEFFEN/A&M,INT ,73,123,116,5,1059,2.9,1029,35,24,1502689,,2024.05.09
110,Not Ya Girl: Act 1,Gloss Up,QCLG,QCLG,110,,,1,1056,,,14,84,1743720,,2024.05.09
111,Pratts & Pain,Royel Otis,NUCLEAR BLAST,NUB,111,141,115,4,1051,13.5,926,279,159,972892,,2024.05.09
112,A Million Ways To Murder,Kordhell,THE ORCHARD,ORCH,53,113,109,27,1050,-3.5,1088,10,82,1637779,,2024.05.09
113,Spin The Globe 2,Connor Price, INDEPENDENT LABEL SUBMISSION,INDI,37,109,99,11,1025,-8.6,1121,14,342,1391749,,2024.05.09
114,Spell Blanket - Collected Demos 2006-2009,Broadcast,WARP RECORDS,WARP,114,,,1,1024,,,841,38,225778,,2024.05.09
115,Flex Musix,OsamaSon,ATLANTIC GROUP,ATLG,57,133,132,19,1014,3.6,979,2,3,1521162,,2024.05.09
116,We Eat The Most,Skilla Baby,INTERSCOPE/GEFFEN/A&M,INT ,16,124,128,47,1010,-0.2,1012,0,6,1613760,,2024.05.09
117,Underdressed At The Symphony,Faye Webster,Secretly Canadian,SC,1,112,98,10,1000,-8.5,1093,136,26,1152015,,2024.05.09
118,Spin The Globe,Connor Price, INDEPENDENT LABEL SUBMISSION,INDI,26,118,111,62,991,-6.2,1057,7,115,1355691,,2024.05.09
119,"Chopin: Études, Opp. 10 & 25",Yunchan Lim,DECCA INTERNATIONAL,DECC,65,119,65,3,984,-6.5,1052,185,6,1003138,,2024.05.09
120,La Joia,Bad Gyal,UNIVERSAL MUSIC LATINO,UMLE,37,134,126,15,983,1.8,966,3,33,1467176,,2024.05.09
121,Fe3o4: Break,Nmixx,REPUBLIC RECORDS,R-RR,1,116,108,17,980,-7.7,1062,482,13,731881,,2024.05.09
122,Remember Us?,John Morgan,BROKEN BOW RECO,BB2 ,85,105,95,6,966,-15.6,1145,3,106,1219067,,2024.05.09
123,Excuse The Mess,Ella Langley,Columbia Records,COL ,19,131,104,51,966,-1.9,985,10,84,1275890,,2024.05.09
124,Live From The 6,Icewear Vezzo,QUALITY CONTROL MUSIC (CAROLINE),QLC ,6,121,121,14,962,-7.6,1041,0,10,1547197,,2024.05.09
125,Foxes Only,Ytb Fatt, WARNER Records,WAR,6,142,136,21,959,5.8,906,2,23,1347678,,2024.05.09
126,Twenty Something,Alana Springsteen,Columbia Records,COL ,17,95,85,37,949,-23.7,1243,3,56,1316623,,2024.05.09
127,"Hnos Espinoza, Vol. 4",Hermanos Espinoza, INDEPENDENT LABEL SUBMISSION,INDI,124,132,129,17,944,-4.0,983,4,14,1543285,,2024.05.09
128,Fountain Baby,Amaarae,INTERSCOPE/GEFFEN/A&M,INT ,33,129,120,42,931,-5.7,987,11,44,1294641,,2024.05.09
129,Nobody's Born With A Broken Heart,MacKenzie Porter,Big Loud Records,BLR,129,,,1,930,,,60,144,1130006,,2024.05.09
130,Wandering,Max Mcnown,FUGITIVE RECORDINGS,FUGR,76,120,117,4,929,-11.5,1050,6,114,1241669,,2024.05.09
131,Punk Tactics,"Joey Valence, Brae",ADWB,ADWB,72,137,145,24,922,-3.8,958,12,69,1339584,,2024.05.09
132,Forward,Jordan Ward,INTERSCOPE/GEFFEN/A&M,INT ,43,128,139,56,916,-7.4,989,4,14,1208384,,2024.05.09
133,Undone (Love & Loss),Forest Blakk,ATLANTIC GROUP,ATLG,101,135,101,3,890,-7.7,964,19,95,1099292,,2024.05.09
134,Tesseract,Subtronics,CMG,CYCL,8,138,96,8,886,-7.1,954,67,95,1082718,,2024.05.09
135,Riizing,Riize, RCA,RCA ,115,115,,2,878,-17.9,1070,30,72,1164065,,2024.05.09
136,Donde Quiero Estar,Quevedo, WARNER Records,WAR,4,130,124,68,874,-11.4,987,0,5,1293414,,2024.05.09
137,Songs In The Gravel,Dylan Gossett,MERCURY / REPUBLIC RECORDS,R-MR,41,136,122,7,869,-9.3,958,7,32,1137514,,2024.05.09
138,Anniversary,Adeem the Artist,THE ORCHARD,ORCH,138,,,1,856,,,742,164,124413,,2024.05.09
139,Los Marcianos Vol.1: Dei V Version,"Chris Jedi, Gaby Music, Dei V",UNIVERSAL MUSIC LATINO,UMLE,14,143,131,13,856,-5.1,902,0,10,1286742,,2024.05.09
140,Bright Future,Adrianne Lenker,BEGGARS GROUP USA,BEGG,5,139,113,7,851,-9.1,936,227,47,809617,,2024.05.09
141,Kx5,Kx5,AWAL,AWAL,11,140,137,60,851,-9.0,935,13,140,1080445,,2024.05.09
142,Last Rodeo,Restless Road,RCA NASHVILLE,RCNA,6,145,148,29,827,-6.9,888,15,227,1056493,,2024.05.09
143,Teenage Dixie,Muscadine Bloodline,STANCASTER MUSI,STCR,14,,,60,826,,,8,22,1086057,,2024.05.09
144,Live Ep 001,Sam Barber,ATLANTIC GROUP,ATLG,90,,,16,824,,,3,39,1110886,,2024.05.09
145,Better Days,Niko Moon,Empire,EMPR,13,,,10,824,,,72,576,927909,,2024.05.09
146,Ben Fuller,Ben Fuller,PROVIDENT/RED,PROV,68,150,125,14,817,-2.9,841,92,773,894994,,2024.05.09
147,"Wait, There's More",Inayah,Empire,EMPR,58,126,58,3,816,-17.7,991,9,78,1126327,,2024.05.09
148,Lay Your Hands Upon My Heart,Rosa Linn,Columbia Records,COL ,69,149,,38,805,-4.6,844,0,78,1195114,,2024.05.09
149,Djesse Vol. 4,Jacob Collier,INTERSCOPE/GEFFEN/A&M,INT ,3,,,8,800,,,200,89,778713,,2024.05.09
150,How Do You Sleep At Night?,Teezo Touchdown, RCA,RCA ,3,147,,33,786,-8.0,854,1,29,1040920,,2024.05.09
Copyright (c) 2024 Luminate Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,,,,2024.05.09
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Total Activity,% CHG,LW Total Activity,TW Album Sales,TW Song Sales,TW Streaming Activity,ATD,2024.05.16
1,What Happens Now?,Dasha,WARNER RECORDS,WAR,1,1,2,10,9218,3.5,8909,27,3265,12032711,,2024.05.16
2,Have A Nice Day,Treaty Oak Revival, INDEPENDENT LABEL SUBMISSION,INDI,2,2,6,5,6555,4.1,6296,39,236,8760852,,2024.05.16
3,American Romance,Michael Marcagi,Warner Records,WAR,1,3,5,14,6348,4.6,6067,35,637,8521416,,2024.05.16
4,Halo,Bakar,EPIC,EPIC,2,4,4,34,5521,-7.4,5963,15,513,7724360,,2024.05.16
5,Petals To Thorns,D4vd,INTERSCOPE/GEFFEN/A&M,INT,1,6,8,51,5172,0.2,5162,31,88,7984118,,2024.05.16
6,The Coldest,Skilla Baby,INTERSCOPE/GEFFEN/A&M,INT ,3,5,3,3,4512,-18.2,5517,7,113,7951820,,2024.05.16
7,No Better Time,Dylan Gossett,MERCURY / REPUBLIC RECORDS,R-MR,2,9,10,29,4427,-4.7,4647,41,187,5948124,,2024.05.16
8,Three Twenty Four,Ole 60, INDEPENDENT LABEL SUBMISSION,INDI,7,11,11,12,4288,1.1,4243,56,331,5546341,,2024.05.16
9,Bad For Me,Chayce Beckham,WHEELHOUSE RECO,WR2 ,3,10,9,6,4275,-0.3,4290,36,582,5827304,,2024.05.16
10,The Idea of You (Motion Picture Soundtrack),Various Artists,Arista,ARIS,7,7,,2,3968,-20.8,5008,782,2443,3824181,,2024.05.16
11,Poets & Old Souls,Bryan Martin,AVERAGE JOES ENTERTAINMENT,AVJE,11,13,15,57,3942,3.8,3796,28,950,5580960,,2024.05.16
12,Phantoma,Unleash The Archers,THE ORCHARD,ORCH,12,,,1,3919,,,3512,103,524047,,2024.05.16
13,Million Eyes,Sam Barber,ATLANTIC GROUP,ATLG,5,12,13,34,3850,-0.2,3856,20,150,5317944,,2024.05.16
14,"Nashville, Tennesse",Ernest,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,2,8,7,5,3847,-21.8,4920,60,559,4828052,,2024.05.16
15,Rio Circa 2020,Rio Da Yung Og, INDEPENDENT LABEL SUBMISSION,INDI,15,,,1,3647,,,21,32,5077732,,2024.05.16
16,Slant Face Killah,Conway The Machine,Empire,EMPR,16,,,1,3613,,,844,645,3553695,,2024.05.16
17,El Cantante Del Ghetto,Ryan Castro,SONY MUSIC LATIN,SML ,17,,,1,3486,,,30,212,5037344,,2024.05.16
18,Old No. 7,Redferrin, WARNER Records,WAR ,17,17,19,13,3277,3.5,3166,50,484,4368606,,2024.05.16
19,A Hometown Odyssey,Livingston, INDEPENDENT LABEL SUBMISSION,INDI,1,19,20,10,3183,9.7,2901,132,879,4189451,,2024.05.16
20,Ganger,Veeze,WARNER RECORDS,WAR,1,14,16,32,3154,-8.7,3453,10,18,4558051,,2024.05.16
