US_Chart - Heatseekers Albums,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,week_of
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Total Activity,% CHG,LW Total Activity,TW Album Sales,TW Song Sales,TW Streaming Activity,ATD,2023.06.22
29,Dlux,DannyLux, WEA LATINA,WEAL,13,13,,2,2199,-44.7,3974,1,29,3119793,,2023.08.31
30,Self Inflicted Scars,Bryan Martin,DOUG KAYE,AJE ,30,41,41,67,2168,4.3,2078,22,212,3019512,,2023.08.31
31,Her Love Still Haunts Me Like A Ghost,Montell Fish,"LORD'S CHILD, INC. ",LCH,11,38,44,44,2166,1.7,2129,4,57,3186905,,2023.08.31
32,Beatopia (Cd),Beabadoobee,DIRTY HIT,DRHI,2,34,32,59,2166,-2.0,2211,343,56,2657645,,2023.08.31
33,Exiit,Kanii, WARNER Records,WAR,11,36,37,11,2106,-2.1,2152,4,17,3721775,,2023.08.31
34,Proof,Big Yavo, INDEPENDENT LABEL SUBMISSION,INDI,16,16,,2,2053,-42.6,3575,5,22,2764762,,2023.08.31
35,Walk Me Home...,Benson Boone,WARNER RECORDS,WAR ,3,43,39,57,1987,-0.1,1988,19,336,2822306,,2023.08.31
36,Perfect Saviors,The Armed,SARGENT HOUSE,SGHS,36,,,1,1962,,,1648,41,398348,,2023.08.31
37,Pineapple Sunrise,Beach Weather,Arista,ARIS,20,,,21,1954,,,4,114,2910087,,2023.08.31
38,Unholy Deification,Incantation,RELAPSE RECORDS,RLS ,38,,,1,1938,,,1886,7,65170,,2023.08.31
39,Public Displays Of Affection: The Album,Muni Long,DEF JAM,DEF,5,44,42,48,1935,-1.7,1969,27,117,2776813,,2023.08.31
40,Greenbroke,Jackson Dean,BIG MACHINE,BGMA,8,33,26,66,1932,-13.6,2237,98,665,2388975,,2023.08.31
41,Junkie Mode,Deebaby,CREATE MUSIC GROUP,CTMG,13,40,35,20,1898,-9.5,2098,2,20,2755157,,2023.08.31
42,Sleez,ThxSoMch,ATLANTIC GROUP,ATLG,15,45,51,15,1885,1.1,1864,2,34,2925768,,2023.08.31
43,Forward,Jordan Ward,INTERSCOPE/GEFFEN/A&M,INT ,43,96,110,20,1852,71.3,1081,14,99,2389688,,2023.08.31
44,Jamie,Montell Fish,"LORD'S CHILD, INC. ",LCH,16,46,50,58,1834,2.0,1798,49,28,2648304,,2023.08.31
45,The Hutson Sessions,Wyatt Flores,Empire,EMPR,45,54,55,30,1791,9.1,1641,10,52,2447083,,2023.08.31
46,Unruly,Olamide,Empire,EMPR,9,29,9,4,1778,-31.1,2581,4,31,2539171,,2023.08.31
47,Jump For Joy,Hiss Golden Messenger,MERGE RECORDS,MERG,47,,,1,1774,,,1442,144,402944,,2023.08.31
48,Saje,Saje,RED INK,RDIK,48,,,1,1756,,,1722,20,40555,,2023.08.31
49,The Dark,Band Camino,NEW ELEKTRA,NELK,1,23,1,3,1702,-45.7,3134,311,68,1772494,,2023.08.31
50,White Buffalo,Ian Munsick, WARNER Records,WAR ,5,35,49,21,1701,-21.3,2161,38,216,2185617,,2023.08.31
51,X,Ken Carson,INTERSCOPE/GEFFEN/A&M,INT ,1,51,52,60,1699,1.0,1683,62,13,2386558,,2023.08.31
52,Boy Alone,Omah Lay,SIRE,SIR,8,47,47,59,1680,-6.5,1797,5,103,2345099,,2023.08.31
53,Raised,Hailey Whitters,Big Loud,BGL,9,49,46,74,1673,-5.2,1764,12,309,2191790,,2023.08.31
54,Freddie's Inferno,Freddie Dredd, RCA,RCA ,6,56,59,55,1644,1.5,1619,9,47,2498709,,2023.08.31
55,Footprints I Found,David Kushner,DAVID KUSHNER,DVK,18,55,53,50,1634,0.3,1629,61,38,2210462,,2023.08.31
56,Excuse The Mess,Ella Langley,Columbia Records,COL ,19,48,43,15,1632,-7.5,1764,8,215,2190981,,2023.08.31
57,Cross Country,Breland,ATLANTIC GROUP,ATLG,1,42,40,51,1631,-19.0,2013,5,115,2074620,,2023.08.31
58,Basketcase,Bones,Empire,EMPR,58,,,1,1630,,,38,32,2136437,,2023.08.31
59,A Study Of The Human Experience Volume One,Gayle,ATLANTIC GROUP,ATLG,1,53,54,76,1604,-2.9,1652,10,342,2132286,,2023.08.31
60,Donde Quiero Estar,Quevedo, WARNER Records,WAR,4,67,63,32,1589,9.3,1454,2,17,2346677,,2023.08.31
61,Fortune Favors The Bold,49 Winchester,"NEWWESTRECORDS,LLC",NELC,26,79,73,40,1566,21.4,1290,90,55,1987660,,2023.08.31
62,Golden Age - The 4th Album,NCT,SM ENTERTAINMENT - NCT 2020,SM5,62,,,1,1525,,,244,348,1873211,,2023.08.31
63,We Eat The Most,Skilla Baby,INTERSCOPE/GEFFEN/A&M,INT ,16,61,58,11,1488,-4.2,1554,1,10,2364697,,2023.08.31
64,Too Late To Die Young - Ep,Sonder, INDEPENDENT LABEL SUBMISSION,INDI,2,81,75,45,1486,17.4,1266,2,7,2027480,,2023.08.31
65,Teenfresh,Stayc,Hello82,H82,14,14,,2,1484,-61.8,3888,1027,70,631571,,2023.08.31
66,Cascadia,Erwilian, INDEPENDENT LABEL SUBMISSION,INDI,66,,,1,1474,,,1471,0,4479,,2023.08.31
67,Try Again,Walters,WARNER RECORDS,WAR ,11,,,27,1458,,,1,21,2309828,,2023.08.31
68,Intermission,Mariah The Scientist, RCA,RCA ,17,68,66,51,1457,0.6,1449,0,19,2146327,,2023.08.31
69,Dream Machine,Des Rocs, SUMERIAN RECORDS,SUME,69,,,1,1440,,,1164,131,339993,,2023.08.31
70,Skalds Of Metal,Peyton Parrish, INDEPENDENT LABEL SUBMISSION,INDI,70,,,1,1439,,,686,638,937344,,2023.08.31
71,Shot In The Dark,Ashley Cooke,Big Loud Records,BLR,14,60,48,6,1434,-8.4,1566,38,567,1796626,,2023.08.31
72,It Was Fun While It Lasted,Sueco The Child,ATLANTIC GROUP,ATLG,1,70,65,78,1426,-0.3,1431,2,49,1941802,,2023.08.31
73,Electric Dusk,Leon Thomas,MOTOWN,MOT ,39,39,,2,1414,-33.1,2115,20,78,1818213,,2023.08.31
74,Trick City,Bigwalkdog, ATLANTIC,ATL,1,69,,41,1409,-2.0,1438,2,21,2145823,,2023.08.31
75,My Vision,Luh Tyler,ATLANTIC GROUP,ATLG,2,71,62,22,1386,-2.9,1427,3,6,2104163,,2023.08.31
76,Road To Casablanco.,Armani White,DEF JAM,DEF,20,65,56,16,1384,-6.1,1474,2,180,1888991,,2023.08.31
77,"Half Man, Half Vamp",Lil Poppa,INTERSCOPE/GEFFEN/A&M,INT ,8,66,57,10,1381,-5.5,1461,0,6,2161893,,2023.08.31
78,Life Of A Slimecrook,Sett,ATLANTIC GROUP,ATLG,29,57,29,3,1359,-15.4,1606,1,24,2245412,,2023.08.31
79,Ar,Addison Rae,ATLANTIC GROUP,ATLG,19,19,,2,1353,-60.9,3463,27,116,1722331,,2023.08.31
80,Decide,Djo,,AWAL,9,,,26,1348,,,740,6,791322,,2023.08.31
81,Egg In The Backseat,Em Beihold,REPUBLIC RECORDS,R-RR,7,74,64,58,1339,-3.5,1388,12,110,1857486,,2023.08.31
82,Blood Shore Season 3,Xavier Wulf, EMPIRE DISTRIBUTION,EMPI,30,73,68,46,1336,-5.1,1408,0,6,1902728,,2023.08.31
83,Mundo,Santa Fe Klan,THE ORCHARD,ORCH,5,75,67,54,1332,-3.5,1380,3,37,2194201,,2023.08.31
84,Wellerman - The Album,Nathan Evans,EVERYTHING 2 EVERYONE (CENTRAL),UME,39,76,70,33,1326,-1.3,1344,61,406,1777056,,2023.08.31
85,Beautiful And Brutal Yard,J Hus,EPIC,EPIC,10,72,61,7,1292,-8.9,1418,5,87,1741361,,2023.08.31
86,Spin The Globe,Connor Price, INDEPENDENT LABEL SUBMISSION,INDI,26,80,69,26,1259,-1.9,1283,14,158,1731309,,2023.08.31
87,Haunted Mountain,Buck Meek,4AD,4AD,87,,,1,1248,,,992,95,311881,,2023.08.31
88,Thee Sacred Souls,Thee Sacred Souls,PELOTONRECORDS,PEDS,4,82,76,53,1231,-2.1,1257,265,70,1296682,,2023.08.31
89,Everything To Everyone,Reneé Rapp,UMGRI INTERSCOPE,INT,11,87,101,42,1230,2.1,1205,59,63,1526148,,2023.08.31
90,Perfect Storm,Yatta Bandz,Empire,EMPR,40,78,81,69,1184,-9.3,1306,3,25,1850363,,2023.08.31
91,I've IVE,IVE,THE ORCHARD,ORCH,8,91,84,21,1153,1.4,1137,155,95,1467064,,2023.08.31
92,RUCKUS!,Movements,FEARLESS RECORD,FEAR,8,8,,2,1140,-76.3,4809,530,21,782131,,2023.08.31
93,Kx5,Kx5,AWAL,AWAL,11,89,85,24,1127,-1.8,1148,11,230,1430902,,2023.08.31
94,Who Hurt You?,Ali Gatie,Warner Records,WAR,10,,,45,1103,,,0,58,1597857,,2023.08.31
95,5lbs Of Pressure - Ep,Superstar Pride, INDEPENDENT LABEL SUBMISSION,INDI,3,92,77,26,1087,-4.1,1133,0,33,1587732,,2023.08.31
96,Mommy,Be Your Own Pet,THE ORCHARD,ORCH,96,,,1,1078,,,993,44,104171,,2023.08.31
97,99 Nights,Charlotte Cardin,ATLANTIC GROUP,ATLG,97,,,1,1072,,,187,621,1058405,,2023.08.31
98,Wear Your Heart Out,Nightly, INDEPENDENT LABEL SUBMISSION,INDI,98,,,1,1070,,,514,143,687032,,2023.08.31
99,Lay Your Hands Upon My Heart,Rosa Linn,Columbia Records,COL ,69,93,82,10,1064,-4.4,1113,2,177,1521230,,2023.08.31
100,House Of Tricky : How To Play,Xikers,Hello82,H82,38,77,38,3,1060,-19.3,1314,912,36,212749,,2023.08.31
101,The Good Witch,Maisie Peters,NEW ELEKTRA,NELK,4,85,79,10,1056,-13.2,1216,266,57,1013388,,2023.08.31
102,Preacher’s Daughter,Ethel Cain,,AWAL,60,106,104,40,1048,3.0,1017,15,73,1337828,,2023.08.31
103,Midnight In Malibu,K Suave,CMG,1400,103,,,1,1046,,,6,18,1452254,,2023.08.31
104,Milk Teeth,Suki Waterhouse, SUB POP,SUBP,67,104,103,43,1045,1.8,1027,30,13,1477400,,2023.08.31
105,Orange Blood,Mt. Joy,ISLAND,ISL ,2,88,87,60,1038,-11.2,1169,222,49,1038647,,2023.08.31
106,Breathe,Chad Lawson,DECCA,DECU,44,101,102,35,1026,-2.3,1050,5,7,1287191,,2023.08.31
107,Only Built 4 Diamond Links,Peezy,Empire,EMPR,1,98,93,55,1023,-3.5,1060,1,16,1563668,,2023.08.31
108,P.S.,Kylie Morgan,EMI NASHVILLE,ENAS,31,90,83,55,1023,-10.3,1140,9,77,1442564,,2023.08.31
109,Teenage Dixie,Muscadine Bloodline,STANCASTER MUSI,STCR,14,103,78,27,1021,-2.3,1045,30,87,1312305,,2023.08.31
110,Every Little Detail,Forest Blakk,ATLANTIC GROUP,ATLG,45,107,95,44,1020,0.6,1014,27,387,1323860,,2023.08.31
111,Tekkno,Electric Callboy,THE ORCHARD,ORCH,16,148,,27,1005,32.1,761,294,186,987043,,2023.08.31
112,The Window,Ratboys,TOMKOTTERRECORDS,TODS,112,,,1,996,,,769,77,277025,,2023.08.31
113,Ryan Ellis,Ryan Ellis,PROVIDENT/RED,PROV,80,100,99,49,993,-5.5,1051,9,268,1271261,,2023.08.31
114,Walk Down World,Lil Double 0,Vydia,VYD,1,109,106,43,991,-0.5,996,1,3,1416859,,2023.08.31
115,God Is Good!,Cody Carnes,SPARROW RECORDS,SPAR,69,105,89,41,972,-5.3,1026,19,194,1218402,,2023.08.31
116,DU4LI7Y: REDUX,Ez Mil,FFP RECORDS MANAGEMENT LLC (EZ MIL),FFPR,27,84,27,3,954,-23.6,1249,47,306,1225049,,2023.08.31
117,Muna,Muna,Dead Oceans,DOC,2,102,98,42,914,-12.9,1049,199,54,916709,,2023.08.31
118,​disharmonium - Nahab,Blut Aus Nord,DEBEMUR MORTI PRODUCTIONS,DBMR,118,,,1,909,,,862,10,58495,,2023.08.31
119,Defiant Presents: Jiggy In Jersey,Defiant Presents X Sha Ek & Bandmanrill, WARNER Records,WARN,17,,,2,905,,,0,34,1666443,,2023.08.31
120,"I Love My Girl, She's My Boy",Between Friends,TEN THOUSAND PROJECTS,CAP,120,,,1,903,,,7,37,1145254,,2023.08.31
121,The Noble Art Of Self Destruction,Holding Absence,SHARPTONE,SHT,121,,,1,900,,,490,52,520342,,2023.08.31
122,Endless Summer,Elovaters, INDEPENDENT LABEL SUBMISSION,INDI,21,114,91,5,895,-6.3,955,75,185,1033403,,2023.08.31
123,Tuff Luv,Yatta Bandz,Empire,EMPR,86,86,,2,887,-26.8,1211,5,41,1330197,,2023.08.31
124,Tequila Ever After,Adekunle Gold,DEF JAM/DEF SOUL,DEF,32,99,86,5,881,-16.7,1057,2,78,1189865,,2023.08.31
125,Sincerely Mad,Jdot Breezy,Blac Noize!,BNOZ,53,108,88,5,875,-12.8,1003,0,5,1458025,,2023.08.31
126,22,Hunxho,300 ENTERTAINME,300E,12,138,131,23,872,5.3,828,1,3,1326877,,2023.08.31
127,Thrive,SLANDER, INDEPENDENT LABEL SUBMISSION,INDI,54,136,125,49,872,3.6,842,0,118,1221028,,2023.08.31
128,Cupido,Tini,5020 Records,5020,31,128,116,28,865,0.5,861,1,33,1355710,,2023.08.31
129,Dolls Ep,Bella Poarch,WARNER RECORDS,WAR ,8,129,119,55,860,0.2,858,14,55,1329669,,2023.08.31
130,Megatron,BabyTron, EMPIRE DISTRIBUTION,EMPI,4,133,127,78,853,0.7,847,1,1,1222588,,2023.08.31
131,The Excuses We Cannot Make,Lions At The Gate, INDEPENDENT LABEL SUBMISSION,INDI,131,,,1,843,,,804,64,43207,,2023.08.31
132,Aunque Digan,Marca MP,SONY MUSIC LATIN,SML ,30,131,123,8,843,-1.2,853,0,38,1193987,,2023.08.31
133,Celebration,Common Kings,INGROOVES,INGV,133,,,1,843,,,246,287,731255,,2023.08.31
134,Maverick,Kizz Daniel,Empire,EMPR,33,113,96,5,841,-12.7,963,5,105,1328940,,2023.08.31
135,The Reykjavík Sessions,Laufey,,AWAL,130,130,134,7,840,-1.8,855,2,25,1249364,,2023.08.31
136,Life In Hell,Lancey Foux,THE ORCHARD,ORCH,41,121,92,4,835,-7.1,899,0,12,1256844,,2023.08.31
137,Everybody Go To The Disco,Darell,SONY MUSIC LATIN,SML ,63,116,100,5,830,-9.4,916,2,42,1272263,,2023.08.31
138,A Call To The Void,Hot Milk,THE ORCHARD,ORCH,138,,,1,821,,,287,94,689144,,2023.08.31
139,Onnafriday,Charlieonnafriday,,,15,123,112,59,816,-7.8,885,0,35,1168275,,2023.08.31
140,Making Memories,Karan Aujla X Ikky,INTERNATIONAL R,IRI,97,97,,2,814,-24.1,1072,6,26,1232165,,2023.08.31
141,Linger Awhile,Samara Joy,VERVE,VERV,1,119,142,37,813,-9.9,902,506,41,392830,,2023.08.31
142,Sembrando,Peso Pluma,THE ORCHARD,ORCH,25,140,126,23,808,-1.7,822,1,13,1295723,,2023.08.31
143,Stand By You,Walk Off The Earth,THE ORCHARD,ORCH,95,95,,2,801,-27.3,1102,39,303,1031714,,2023.08.31
144,Touchdown,U.D.O.,ATOMIC FIRE,ATFI,144,,,1,801,,,772,27,34933,,2023.08.31
145,Dark Sun,Dayseeker,SpineFarm,SFMU,13,145,132,43,799,2.0,783,52,91,992426,,2023.08.31
146,Soul Assassins 3: Death Valley,DJ Muggs, INDEPENDENT LABEL SUBMISSION,INDI,146,,,1,778,,,239,374,657908,,2023.08.31
147,Masterpiece,Misamo,INTERNATIONAL R,IRI,42,134,124,6,778,-8.0,846,6,46,1164776,,2023.08.31
148,In The End It Always,Japanese House,DIRTY HIT,DRHI,8,122,113,9,777,-12.8,891,163,10,781884,,2023.08.31
149,Running Home,Cochren & Co.,GOTEE RECORDS,GTEE,131,,,2,775,,,32,311,1001424,,2023.08.31
150,4 The Trenches,Lil Zay Osama, WARNER Records,WAR,63,63,,2,770,-49.8,1535,2,7,1131775,,2023.08.31
Copyright (c) 2023 MRC Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,,,,2023.08.31
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Total Activity,% CHG,LW Total Activity,TW Album Sales,TW Song Sales,TW Streaming Activity,ATD,2023.09.07
1,To Whoever Wants To Hear,Dream,REPUBLIC RECORDS,R-RR,1,,,1,7837,,,6565,180,1924165,,2023.09.07
2,AMAR,BigXthaPlug, INDEPENDENT LABEL SUBMISSION,INDI,1,3,2,30,7465,-1.3,7560,29,406,10958423,,2023.09.07
3,Petals To Thorns,D4vd,INTERSCOPE/GEFFEN/A&M,INT,1,4,3,15,6680,2.4,6526,164,157,10044914,,2023.09.07
4,Who Is Fatt,Ytb Fatt,TEN THOUSAND PROJECTS,CAP,4,7,4,5,5293,-3.3,5475,9,75,8159720,,2023.09.07
5,Weedkiller,Ashnikko,PARLOPHONE,PRL,2,2,,2,4874,-54.8,10782,1258,187,4951884,,2023.09.07
6,Blacktop,Corey Kent,RCA NASHVILLE,RCNA,2,8,7,14,4851,5.0,4618,26,561,6460208,,2023.09.07
7,Hellmode,Jeff Rosenstock, INDEPENDENT LABEL SUBMISSION,INDI,7,,,1,4787,,,3971,51,1029094,,2023.09.07
8,Fridayy,Fridayy,DEF JAM/DEF SOUL,DEF,5,5,,2,4413,-28.4,6161,49,239,5936055,,2023.09.07
9,Fatalism,Polaris,SHARPTONE,SHT ,9,,,1,4390,,,2769,503,2019250,,2023.09.07
10,Everything I Know About Love,Laufey,,AWAL,10,10,11,53,4203,7.8,3900,405,81,5708978,,2023.09.07
11,Split Decision,"Dave, Central Cee",UMGRI INTERSCOPE,INT,6,9,9,14,3847,-5.0,4048,11,154,5469524,,2023.09.07
12,4god Ii,Rob49,INTERSCOPE/GEFFEN/A&M,INT ,7,11,10,13,3755,-1.1,3797,6,66,5569244,,2023.09.07
13,Easy On My Eyes,Stephen Sanchez,MERCURY / REPUBLIC RECORDS,R-MR,1,13,15,55,3641,-0.7,3666,18,644,5243923,,2023.09.07
14,FLOWER SHOPS (THE ALBUM),Ernest,Big Loud,BGL,1,17,18,78,3288,3.3,3182,21,215,4476802,,2023.09.07
15,Earned It,Larry Fleet,Big Loud Records,BLR,15,,,1,3285,,,820,1377,3049156,,2023.09.07
16,What Is Life?,Dax,Columbia Records,COL ,12,14,12,3,3257,-6.4,3478,232,1181,4539133,,2023.09.07
17,Drowning,Jessie Murph,Columbia Records,COL ,1,15,21,30,3249,-2.0,3315,31,187,4575587,,2023.09.07
18,Five Seconds Flat,Lizzy McAlpine,,AWAL,2,16,22,74,3156,-3.4,3267,87,92,4123971,,2023.09.07
19,Toxic Chocolate,Kali,ATLANTIC GROUP,ATLG,5,18,20,23,2935,-4.7,3079,2,208,4279841,,2023.09.07
20,Good Times Go,Nicky Youre,Columbia Records,COL ,14,22,25,5,2855,-2.0,2912,3,389,3932378,,2023.09.07
21,Poets & Old Souls,Bryan Martin,AVERAGE JOES ENTERTAINMENT,AVJE,17,21,26,21,2849,-3.1,2941,18,343,4004792,,2023.09.07
22,What I Didn't Tell You,Coco Jones,DEF JAM/DEF SOUL,DEF,6,20,24,44,2832,-5.7,3002,18,437,4145704,,2023.09.07
23,Come Get Your Memory,Chase Matthew, WARNER Records,WAR ,8,24,27,13,2614,4.7,2496,19,189,3532088,,2023.09.07
24,Pecos & The Rooftops,Pecos & The Rooftops,WARNER RECORDS,WAR ,11,23,30,11,2483,-3.4,2571,17,127,3416892,,2023.09.07
25,Geezyworld 2,Ohgeesy,ATLANTIC GROUP,ATLG,2,27,31,18,2401,2.4,2344,4,382,3482763,,2023.09.07
26,We Were Cowboys,Kameron Marlowe,CLNV,CLNV,1,26,28,54,2311,-1.5,2347,35,164,3094668,,2023.09.07
27,Where The Shooters Be,Sleazyworld Go,ISLAND,ISL ,1,28,37,43,2292,-1.9,2336,0,24,3718478,,2023.09.07
28,No Love,Byron Messia,INTERSCOPE/GEFFEN/A&M,INT ,16,,,13,2279,,,2,263,3196409,,2023.09.07
29,Twenty Something,Alana Springsteen,Columbia Records,COL ,17,25,17,3,2255,-8.1,2453,25,374,2924883,,2023.09.07
30,Psychopath,Morgan Wade,Sony Music Nashville,SMNV,6,6,,2,2194,-61.5,5693,623,212,2050736,,2023.09.07
31,Beatopia (Cd),Beabadoobee,DIRTY HIT,DRHI,2,32,34,60,2034,-6.1,2166,257,54,2599306,,2023.09.07
32,Exiit,Kanii, WARNER Records,WAR,11,33,36,12,2027,-3.8,2106,0,22,3582725,,2023.09.07
33,Walk Me Home...,Benson Boone,WARNER RECORDS,WAR ,3,35,43,58,2014,1.4,1987,21,287,2855946,,2023.09.07
34,Self Inflicted Scars,Bryan Martin,DOUG KAYE,AJE ,30,30,41,68,1952,-10.0,2168,14,215,2725286,,2023.09.07
35,Public Displays Of Affection: The Album,Muni Long,DEF JAM,DEF,5,39,44,49,1912,-1.2,1935,17,119,2786017,,2023.09.07
36,Greenbroke,Jackson Dean,BIG MACHINE,BGMA,8,40,33,67,1900,-1.7,1932,81,646,2371773,,2023.09.07
37,Junkie Mode,Deebaby,CREATE MUSIC GROUP,CTMG,13,41,40,21,1876,-1.2,1898,4,25,2716784,,2023.09.07
38,Jamie,Montell Fish,"LORD'S CHILD, INC. ",LCH,16,44,46,59,1854,1.1,1834,20,26,2722828,,2023.09.07
39,Sleez,ThxSoMch,ATLANTIC GROUP,ATLG,15,42,45,16,1807,-4.1,1885,0,45,2824174,,2023.09.07
40,Excuse The Mess,Ella Langley,Columbia Records,COL ,19,56,48,16,1784,9.3,1632,8,230,2384723,,2023.09.07
41,White Buffalo,Ian Munsick, WARNER Records,WAR ,5,50,35,22,1670,-1.8,1701,37,201,2145411,,2023.09.07
42,Cross Country,Breland,ATLANTIC GROUP,ATLG,1,57,42,52,1651,1.2,1631,12,145,2081995,,2023.09.07
43,Boy Alone,Omah Lay,SIRE,SIR,8,52,47,60,1650,-1.8,1680,10,130,2308548,,2023.09.07
44,Data Doom,Frankie And The Witch Fin,THE ORCHARD,ORCH,44,,,1,1647,,,1525,16,151741,,2023.09.07
45,The Hutson Sessions,Wyatt Flores,Empire,EMPR,45,45,54,31,1647,-8.0,1791,11,43,2272827,,2023.09.07
46,Footprints I Found,David Kushner,DAVID KUSHNER,DVK,18,55,55,51,1643,0.6,1634,79,84,2191431,,2023.09.07
47,X,Ken Carson,INTERSCOPE/GEFFEN/A&M,INT ,1,51,51,61,1637,-3.6,1699,27,13,2355234,,2023.09.07
48,Dlux,DannyLux, WEA LATINA,WEAL,13,29,13,3,1610,-26.8,2199,8,30,2323742,,2023.09.07
49,Freddie's Inferno,Freddie Dredd, RCA,RCA ,6,54,56,56,1583,-3.7,1644,6,32,2438614,,2023.09.07
50,We Eat The Most,Skilla Baby,INTERSCOPE/GEFFEN/A&M,INT ,16,63,61,12,1557,4.6,1488,1,14,2457284,,2023.09.07
51,Dat Boy Den,Sauce Walka,Empire,EMPR,12,12,,2,1553,-58.9,3781,14,39,2172473,,2023.09.07
52,Ru The World,Ruger,INGROOVES,INGV,52,,,1,1508,,,12,55,2060825,,2023.09.07
53,A Study Of The Human Experience Volume One,Gayle,ATLANTIC GROUP,ATLG,1,59,53,77,1500,-6.5,1604,6,290,2015376,,2023.09.07
54,Donde Quiero Estar,Quevedo, WARNER Records,WAR,4,60,67,33,1494,-6.0,1589,3,22,2215425,,2023.09.07
55,Intermission,Mariah The Scientist, RCA,RCA ,17,68,68,52,1481,1.6,1457,1,23,2185099,,2023.09.07
56,Raised,Hailey Whitters,Big Loud,BGL,9,53,49,75,1468,-12.3,1673,21,234,1939288,,2023.09.07
57,The Good Witch,Maisie Peters,NEW ELEKTRA,NELK,4,101,85,11,1456,37.9,1056,293,71,1488828,,2023.09.07
58,Proof,Big Yavo, INDEPENDENT LABEL SUBMISSION,INDI,16,34,16,3,1454,-29.2,2053,4,17,1970826,,2023.09.07
59,Mundo,Santa Fe Klan,THE ORCHARD,ORCH,5,83,75,55,1446,8.6,1332,4,50,2406972,,2023.09.07
60,Too Late To Die Young - Ep,Sonder, INDEPENDENT LABEL SUBMISSION,INDI,2,64,81,46,1434,-3.5,1486,2,7,1958828,,2023.09.07
61,Standing On Business,Nuk, EMPIRE DISTRIBUTION,EMPI,61,,,1,1428,,,104,9,1679022,,2023.09.07
62,Fortune Favors The Bold,49 Winchester,"NEWWESTRECORDS,LLC",NELC,26,61,79,41,1409,-10.0,1566,28,64,1869792,,2023.09.07
63,Trick City,Bigwalkdog, ATLANTIC,ATL,1,74,69,42,1400,-0.6,1409,2,20,2154804,,2023.09.07
64,Blue Moon - Ep,Coi Leray,REPUBLIC RECORDS,R-RR,64,,,1,1385,,,74,168,1731210,,2023.09.07
65,Unruly,Olamide,Empire,EMPR,9,46,29,5,1344,-24.4,1778,1,21,1956037,,2023.09.07
66,Road To Casablanco.,Armani White,DEF JAM,DEF,20,76,65,17,1343,-3.0,1384,1,150,1849302,,2023.09.07
67,The Dark,Band Camino,NEW ELEKTRA,NELK,1,49,23,4,1341,-21.2,1702,149,63,1522039,,2023.09.07
68,Forward,Jordan Ward,INTERSCOPE/GEFFEN/A&M,INT ,43,43,96,21,1328,-28.3,1852,3,33,1748565,,2023.09.07
69,"Half Man, Half Vamp",Lil Poppa,INTERSCOPE/GEFFEN/A&M,INT ,8,77,66,11,1317,-4.6,1381,0,15,2070171,,2023.09.07
70,Shot In The Dark,Ashley Cooke,Big Loud Records,BLR,14,71,60,7,1316,-8.2,1434,27,438,1671930,,2023.09.07
71,Her Love Still Haunts Me Like A Ghost,Montell Fish,"LORD'S CHILD, INC. ",LCH,11,31,38,45,1315,-39.3,2166,0,27,1947655,,2023.09.07
72,Wellerman - The Album,Nathan Evans,EVERYTHING 2 EVERYONE (CENTRAL),UME,39,84,76,34,1302,-1.8,1326,50,391,1783378,,2023.09.07
73,Heal,Rose,TRANSPARENT ART,TPAR,4,,,3,1300,,,1099,33,282433,,2023.09.07
74,Blood Shore Season 3,Xavier Wulf, EMPIRE DISTRIBUTION,EMPI,30,82,73,47,1299,-2.8,1336,0,5,1852500,,2023.09.07
75,My Vision,Luh Tyler,ATLANTIC GROUP,ATLG,2,75,71,23,1293,-6.7,1386,2,13,1975486,,2023.09.07
76,Spin The Globe,Connor Price, INDEPENDENT LABEL SUBMISSION,INDI,26,86,80,27,1255,-0.3,1259,20,221,1710196,,2023.09.07
77,E3,Midwxst,INTERSCOPE/A&M/GEFFEN,INT,77,,,1,1252,,,319,10,1286100,,2023.09.07
78,Egg In The Backseat,Em Beihold,REPUBLIC RECORDS,R-RR,7,81,74,59,1250,-6.6,1339,11,80,1733156,,2023.09.07
79,Life Of A Slimecrook,Sett,ATLANTIC GROUP,ATLG,29,78,57,4,1232,-9.3,1359,1,26,2057535,,2023.09.07
80,Golden Age - The 4th Album,NCT,SM ENTERTAINMENT - NCT 2020,SM5,62,62,,2,1217,-20.2,1525,66,193,1638658,,2023.09.07
81,Memory Reboot,Voj & Narvent,THE ORCHARD,ORCH,81,,,1,1214,,,8,326,1761850,,2023.09.07
82,Beautiful And Brutal Yard,J Hus,EPIC,EPIC,10,85,72,8,1186,-8.2,1292,2,65,1593456,,2023.09.07
83,Perfect Storm,Yatta Bandz,Empire,EMPR,40,90,78,70,1180,-0.3,1184,1,11,1857866,,2023.09.07
84,Thee Sacred Souls,Thee Sacred Souls,PELOTONRECORDS,PEDS,4,88,82,54,1165,-5.4,1231,247,54,1239868,,2023.09.07
