Rank,Song,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TP Overall,% CHG,LP Overall,TP Audio,TP Video,YTD Overall,ATD Overall,week_of
147,Sunrise,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,12,150,149,46,1905116,-0.1,1907396,1755297,149819,5744349,180136172,2024.01.18
148,The Good I'Ll Do,Zach Bryan,Warner Records,WAR,53,143,143,61,1898194,-2.9,1955878,1812684,85510,5845909,157589817,2024.01.18
149,Back To December (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,6,145,140,28,1885007,-3.4,1951903,1806210,78797,5848247,87597083,2024.01.18
150,This Damn Song,Pecos & The Rooftops,Warner Records,WAR,60,147,146,148,1878872,-2.7,1930595,1584208,294664,5765149,358026511,2024.01.18
151,White House Road,Tyler Childers & The Highwall,HICKMAN HOLLER RECORDS,HICK,89,151,147,54,1856792,-2.5,1904688,1774220,82572,5715507,473561974,2024.01.18
152,Heartache On The Dance Floor,Jon Pardi,CAPITOL NASHVILLE,CAPN,7,154,156,339,1856202,-2.0,1894153,1825506,30696,5607788,633398414,2024.01.18
153,Better Together,Luke Combs,COLUMBIA NASHVILLE,CLNV,2,178,177,219,1854425,7.2,1730597,1741339,113086,5261498,739130047,2024.01.18
154,865,Morgan Wallen,BIG LOUD / REPUBLIC RECORDS,R-RR,7,157,157,158,1853618,-0.5,1862475,1740336,113282,5553388,390907060,2024.01.18
155,Up Down,Morgan Wallen Feat. Florida Georgia Line,"BIG LOUD RECORDS, LLC",BGL ,9,162,154,327,1827870,-0.2,1831977,1672752,155118,5568380,815718188,2024.01.18
156,We Are Never Ever Getting Back Together (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,9,176,168,44,1819220,4.9,1734851,1364571,454649,5309058,158464124,2024.01.18
157,Springsteen,Eric Church,EMI NASHVILLE,ENAS,46,149,133,425,1788788,-6.5,1914139,1735987,52801,5791815,679107070,2024.01.18
158,Motorcycle Drive By,Zach Bryan,Warner Records,WAR,128,142,153,24,1785958,-8.7,1956046,1745321,40637,5650911,101123271,2024.01.18
159,The Way I Talk,Morgan Wallen,"BIG LOUD RECORDS, LLC",BGL ,72,165,161,289,1775793,-2.2,1816137,1679609,96184,5403447,554418257,2024.01.18
160,Night Shift,Jon Pardi,CAPITOL NASHVILLE,CAPN,14,160,165,204,1757139,-4.4,1837807,1705964,51175,5372013,517815627,2024.01.18
161,I Hope,Gabby Barrett,WARNER RECORDS,WAR ,1,148,180,254,1741885,-9.7,1928027,1584768,157117,5329301,1083382867,2024.01.18
162,Hell's Comin' With Me,Poor Mans Poison,,,10,170,128,80,1741049,-2.3,1781444,620179,1120870,5664878,261057025,2024.01.18
163,Broken Window Serenade,Whiskey Myers,THIRTY TIGERS,THTG,161,161,162,27,1731124,-5.6,1832949,1602713,128411,5368065,267959192,2024.01.18
164,Can'T Have Mine,Dylan Scott,CURB,CURB,63,158,110,80,1730356,-6.3,1847490,1606606,123750,5935170,186725177,2024.01.18
165,Dear Alcohol,Dax,SONY/COLUMBIA,COL,24,164,152,97,1730090,-5.0,1821856,1296044,434046,5461966,247699406,2024.01.18
166,Follow You to Virgie,Tyler Childers, INDEPENDENT LABEL SUBMISSION,INDI,165,180,185,22,1724062,1.7,1694459,1682048,42014,5064457,209002887,2024.01.18
167,Rumor,Lee Brice,CURB,CURB,4,168,176,288,1719000,-3.7,1785018,1545935,173065,5205217,823494396,2024.01.18
168,Got What I Got,Jason Aldean,BROKEN BOW RECO,BB2 ,1,159,169,223,1714036,-6.9,1841877,1553322,160714,5307810,681841640,2024.01.18
169,Me and My Kind,Cody Johnson,,,168,172,170,22,1700641,-3.8,1767964,1686582,14059,5216035,273826336,2024.01.18
170,Thinking 'Bout You,Dustin Lynch Feat. Mackenzie Porter,BROKEN BOW RECO,BB2 ,4,179,179,163,1696192,-1.6,1723295,1663522,32670,5081768,513041398,2024.01.18
171,Trouble,Josh Ross,,,125,0,178,12,1692402,8.1,1565653,1651829,40573,4929057,70566284,2024.01.18
172,Something's Gonna Kill Me,Corey Kent,RCA NASHVILLE,RCNA,66,169,124,33,1685944,-5.4,1782774,1639088,46856,5689258,82172813,2024.01.18
173,Millionaire,Chris Stapleton,MERCURY NASHVILLE,MERN,21,186,181,279,1685250,1.1,1666605,1599788,85462,5009508,498629059,2024.01.18
174,Bless The Broken Road,Rascal Flatts,LYRIC STREET,LYST,91,189,0,309,1653042,0.1,1651274,1553639,99403,4590310,470582489,2024.01.18
175,Boys Of Faith,Zach Bryan,Warner Records,WAR,7,166,166,17,1651257,-8.6,1807073,1617128,34129,5221213,52646760,2024.01.18
176,Tucson Too Late,Jordan Davis,MCA NASHVILLE,MCAN,128,187,0,3,1647440,-0.4,1654664,1612747,34693,4768848,42411329,2024.01.18
177,Memory Lane,Old Dominion,COLUMBIA NASHVILLE,CLNV,12,171,142,54,1641813,-7.5,1774571,1614059,27754,5408706,187575268,2024.01.18
178,Outskirts,Sam Hunt,MCA NASHVILLE,MCAN,82,155,0,31,1639739,-13.2,1889709,1596488,43251,5004796,95327594,2024.01.18
179,Last Rodeo,Restless Road,RCA NASHVILLE,RCNA,128,0,183,3,1638641,4.1,1574318,1621868,16773,4863112,29378420,2024.01.18
180,Drinkin' Problem,Midland,BIG MACHINE,BGMA,14,163,160,346,1637498,-10.1,1822279,1397742,239756,5281558,661030552,2024.01.18
181,betty,Taylor Swift,UNIVERSAL MUSIC ENTERPRISES,UME ,1,175,174,60,1631289,-6.7,1748108,1592469,38820,5105237,247698537,2024.01.18
182,The Good Ones,Gabby Barrett, WARNER Records,WAR ,2,0,0,171,1622767,12.6,1440905,1229731,393036,4583635,609808748,2024.01.18
183,Fear And Friday's,Zach Bryan,Warner Records,WAR,11,173,159,21,1621103,-8.1,1764715,1606167,14936,5208902,71971214,2024.01.18
184,American Soldier,Toby Keith,DREAMWORKS NASHVILLE,DWNV,130,0,0,9,1596538,62.1,984954,262896,1333642,3613978,174772935,2024.01.18
185,What Ifs,Kane Brown Feat. Lauren Alaina,RCA NASHVILLE,RCNA,1,183,199,372,1595697,-5.1,1680911,1465181,130516,4830961,1240151508,2024.01.18
186,Long Live (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,23,185,190,15,1592079,-5.0,1676188,1519360,72719,4873760,59798818,2024.01.18
187,Jolene,Dolly Parton,COLUMBIA NASHVILLE,CLNV,76,182,186,242,1582515,-6.0,1684045,1450031,132484,4912297,470986855,2024.01.18
188,Fearless,Jackson Dean,BIG MACHINE,BGMA,188,,,1,1574748,29.3,1217584,1475748,99000,3570180,43517104,2024.01.18
189,Parachute,Chris Stapleton,MERCURY NASHVILLE,MERN,14,199,184,298,1573105,-0.4,1578827,1544279,28826,4799307,542395177,2024.01.18
190,Joy Of My Life,Chris Stapleton,MERCURY NASHVILLE,MERN,69,192,193,59,1561559,-3.1,1611943,1476897,84662,4762007,245387782,2024.01.18
191,Mine (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,4,153,151,28,1561334,-17.7,1896550,1457885,103449,5379218,78911401,2024.01.18
192,"Forever And Ever, Amen",Randy Travis,WARNER RECORDS,WAR ,114,188,195,200,1555378,-5.9,1652605,1448951,106427,4789054,452812488,2024.01.18
193,One Beer,HARDY Feat. Lauren Alaina & Devin Dawson,Big Loud Records,BLR,10,181,171,213,1546824,-8.4,1687902,1518271,28553,4972668,527322018,2024.01.18
194,Deep Satin,Zach Bryan,Warner Records,WAR,10,198,0,16,1539044,-3.0,1586437,1523281,15763,4644176,42277473,2024.01.18
195,That's My Kind Of Night,Luke Bryan,CAPITOL NASHVILLE,CAPN,18,0,0,321,1537892,7.5,1431212,1478083,59809,4376391,588803382,2024.01.18
196,Fishin' in the Dark,Nitty Gritty Dirt Band,CAPITOL NASHVILLE,CAPN,93,174,182,284,1537067,-12.2,1750760,1407040,130027,4944947,496203963,2024.01.18
197,Cruise,Florida Georgia Line,BMX,BMX ,12,200,191,422,1536010,-2.7,1577945,1395989,140021,4715875,874819576,2024.01.18
198,Speechless,Dan + Shay, WARNER Records,WAR ,1,0,0,267,1534222,4.4,1470203,1451895,82327,4428363,1062240176,2024.01.18
199,Good Directions,Billy Currington,MERCURY NASHVILLE,MERN,159,184,196,108,1533644,-8.7,1680034,1492898,40746,4792978,426767739,2024.01.18
200,Love You Again,Chase Matthew, WARNER Records,WAR ,104,197,198,28,1531747,-3.6,1588464,1483221,48526,4678947,96583050,2024.01.18
1,I Remember Everything,Zach Bryan Feat. Kacey Musgraves,Warner Records,WAR,1,1,1,22,18862617,4.6,18041316,17990730,871887,74351661,448722320,2024.01.25
2,Something In The Orange,Zach Bryan,Warner Records,WAR,1,3,3,92,13477605,8.4,12432937,12488626,988979,51088222,1190643762,2024.01.25
3,Last Night,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,1,2,2,52,13113167,3.2,12706166,11787458,1325709,52440935,1168346992,2024.01.25
4,Thinkin' Bout Me,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,2,4,4,47,11746110,6.3,11047913,10851549,894561,45097813,579288517,2024.01.25
5,Wild Ones,Jessie Murph & Jelly Roll,SONY/COLUMBIA,COL,5,5,5,16,11229733,7.1,10487629,9871364,1358369,40283293,142272029,2024.01.25
6,White Horse,Chris Stapleton,MERCURY NASHVILLE,MERN,5,7,6,27,8861929,4.4,8492467,8233590,628339,35308157,196245559,2024.01.25
7,Fast Car,Luke Combs,COLUMBIA NASHVILLE,CLNV,2,6,7,44,8705472,-1.4,8830771,8079080,626392,36301140,597768340,2024.01.25
8,Wasted On You,Morgan Wallen,BIG LOUD / REPUBLIC RECORDS,R-RR,1,8,9,159,8636020,6.7,8095955,7778988,857032,32323855,1279605872,2024.01.25
9,Pretty Little Poison,Warren Zeiders,Warner Records,WAR,8,9,8,40,7946219,7.4,7398509,7473191,473028,30644080,194724470,2024.01.25
10,No Caller Id,Megan Moroney,,,10,,,1,7497084,58365.9,12823,7372965,124119,7509907,7509907,2024.01.25
11,Where The Wild Things Are,Luke Combs,COLUMBIA NASHVILLE,CLNV,11,25,37,20,7400730,47.0,5034497,6938730,462000,21318979,101179460,2024.01.25
12,You Proof,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,1,11,10,89,7303075,8.0,6760306,6936954,366121,28071905,964576679,2024.01.25
13,Tennessee Whiskey,Chris Stapleton,MERCURY NASHVILLE,MERN,1,10,12,426,7200891,4.4,6894682,6297741,903150,27999859,2366074749,2024.01.25
14,Hey Driver,Zach Bryan Feat. The War and Treaty,Warner Records,WAR,4,12,11,22,6450462,1.5,6355409,6308750,141712,26374118,174850894,2024.01.25
15,Truck Bed,Hardy,Big Loud Records,"BLR
",13,13,13,66,6382831,0.8,6334069,5884279,498552,25571611,268102720,2024.01.25
16,Need A Favor,Jelly Roll,BROKEN BOW RECO,BB2 ,7,14,14,57,6344465,2.6,6182844,5592546,751919,24874904,317975434,2024.01.25
17,Religiously,Bailey Zimmerman,Warner Music Nashville,WNS,5,15,15,45,5886601,1.4,5803247,5567367,319234,23948748,349423330,2024.01.25
18,Rock And A Hard Place,Bailey Zimmerman,Warner Music Nashville,WNS,1,19,21,85,5849944,7.9,5422194,5318897,531047,22362086,773417993,2024.01.25
19,Oklahoma Smokeshow,Zach Bryan,Warner Records,WAR,13,16,18,80,5491171,-0.4,5510503,5115196,375975,22267112,344828664,2024.01.25
20,Wondering Why,Red Clay Strays,THE ORCHARD,ORCH,13,17,23,11,5472037,-0.3,5489001,5271346,200691,21580745,63822895,2024.01.25
21,Thought You Should Know,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,1,23,25,90,5456003,6.6,5119806,4932120,523883,20435693,646742772,2024.01.25
22,Beautiful Crazy,Luke Combs,CLNV,CLNV,1,22,19,299,5432001,3.6,5241364,4868503,563498,21471907,1753513792,2024.01.25
23,Coal,Dylan Gossett,,,23,34,34,23,5362837,17.8,4551650,5218638,144199,18360863,84626391,2024.01.25
24,Heading South,Zach Bryan, WARNER Records,WAR ,22,24,26,57,5355559,6.3,5039901,5219982,135577,20120579,492767144,2024.01.25
25,You Should Probably Leave,Chris Stapleton,MERCURY NASHVILLE,MERN,6,26,28,167,5343140,8.9,4904722,5114609,228531,19803342,691613420,2024.01.25
26,The Painter,Cody Johnson, WARNER Records,WAR ,18,29,20,24,5293608,12.4,4709089,5007146,286462,20691952,104694983,2024.01.25
27,Man Made A Bar,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,8,27,33,47,5266453,7.5,4899720,5146013,120440,19467397,222160103,2024.01.25
28,Save Me,Jelly Roll & Lainey Wilson,,,10,18,16,35,5218063,-4.3,5451596,4916936,301127,22696947,194183604,2024.01.25
29,Burn It Down,Parker Mccollum,MCA NASHVILLE,MCAN,20,21,22,33,5184906,-1.3,5255811,5004756,180150,21103242,127537412,2024.01.25
30,Cowgirls,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,14,32,31,47,5098413,10.4,4618428,4728382,370031,18935403,284578631,2024.01.25
31,"Burn, Burn, Burn",Zach Bryan,Warner Records,WAR,14,35,36,72,4986640,12.5,4431024,4564368,422272,18369074,276117924,2024.01.25
32,Chasin' You,Morgan Wallen,"BIG LOUD RECORDS, LLC",BGL ,2,28,27,237,4924724,1.4,4856249,4563309,361415,19411903,1187959504,2024.01.25
33,Whiskey Glasses,Morgan Wallen,"BIG LOUD RECORDS, LLC",BGL ,1,30,24,282,4782064,1.7,4703368,4399756,382308,19469301,1636104686,2024.01.25
34,The Kind Of Love We Make,Luke Combs,COLUMBIA NASHVILLE,CLNV,1,31,30,84,4621763,-0.6,4650166,4325539,296224,18489287,633307130,2024.01.25
35,Rich Men North Of Richmond,Oliver Anthony Music,,,1,33,32,24,4578062,-0.5,4600924,4496349,81713,18313151,214570533,2024.01.25
36,Tennessee Orange,Megan Moroney,ARISTA NASHVILLE,ARNV,10,36,29,73,4474428,1.7,4397740,4165331,309097,17959500,379396367,2024.01.25
37,Tourniquet,Zach Bryan,Warner Records,WAR,8,37,38,22,4456821,6.5,4183102,4344750,112071,17297774,132761069,2024.01.25
38,Next Thing You Know,Jordan Davis,MCA NASHVILLE,MCAN,11,38,40,76,4270155,2.8,4153897,3953060,317095,16805109,366042509,2024.01.25
39,wait in the truck,Hardy Feat. Lainey Wilson,Big Loud Records,BLR,3,39,43,74,4114169,2.3,4021059,3673397,440772,15953087,403145527,2024.01.25
40,World On Fire,Nate Smith,RCA NASHVILLE,RCNA,17,20,17,37,4094689,-23.2,5334229,3926984,167705,21142679,134909036,2024.01.25
41,We Don'T Fight Anymore,Carly Pearce,BIG MACHINE,BGMA,39,40,42,27,4071050,3.0,3954160,3925354,145696,16178668,86841250,2024.01.25
42,Watermelon Moonshine,Lainey Wilson,BROKEN BOW RECO,BB2 ,14,41,39,37,4030748,3.0,3912516,3728439,302309,16450506,203303681,2024.01.25
43,Sun To Me,Zach Bryan,Warner Records,WAR,36,44,46,74,3866233,3.9,3719919,3770513,95720,15148408,255125511,2024.01.25
44,Where It Ends,Bailey Zimmerman,Warner Music Nashville,WNS,4,52,53,65,3853165,10.5,3485910,3771706,81459,14487763,209489081,2024.01.25
45,Straight And Narrow,Sam Barber,ATLANTIC       ,ATL,45,56,54,31,3848704,13.5,3391677,3683040,165664,14419640,137865785,2024.01.25
46,All Too Well (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,1,42,41,115,3815480,0.4,3799500,3546310,269170,15764251,577156174,2024.01.25
47,Buy Dirt,Jordan Davis Feat. Luke Bryan,MCA NASHVILLE,MCAN,1,51,64,140,3744973,6.7,3508318,3613948,131025,14150488,658843647,2024.01.25
48,All Your'N,Tyler Childers, RCA,RCA,21,47,44,207,3721582,3.3,3601006,3598194,123388,14950029,502261923,2024.01.25
49,Fall In Love,Bailey Zimmerman,Warner Music Nashville,WNS,4,43,35,102,3715127,-1.6,3773839,3279122,436005,15991913,591908847,2024.01.25
50,More Than My Hometown,Morgan Wallen,BIG LOUD / REPUBLIC RECORDS,R-RR,2,50,57,197,3712325,5.3,3524525,3523355,188970,14207237,914212636,2024.01.25
51,Starting Over,Chris Stapleton,MERCURY NASHVILLE,MERN,1,54,52,178,3704651,8.7,3407018,3441627,263024,14248276,701142974,2024.01.25
52,Revival,Zach Bryan,,,36,45,45,35,3674947,-0.1,3677723,3571424,103523,14998609,209334466,2024.01.25
53,Heartless,Diplo & Julia Michaels Feat. Morgan Wallen,BIG LOUD / REPUBLIC RECORDS,R-RR,1,49,50,232,3646683,3.3,3530635,3384003,262680,14434426,1225021997,2024.01.25
54,When It Rains It Pours,Luke Combs,SME/LEGACY RECORDINGS,LEGC,2,48,49,347,3614449,1.5,3560111,3247864,366585,14490639,1372733451,2024.01.25
55,23,Chayce Beckham, BMG DISTRIBUTION,BMG ,51,53,51,104,3609391,4.3,3460689,3213955,395436,14101650,240915039,2024.01.25
56,Cover Me Up,Morgan Wallen,BIG LOUD / REPUBLIC RECORDS,R-RR,7,62,62,244,3499582,8.7,3218906,3219088,280494,13303339,916250898,2024.01.25
57,She Got the Best of Me,Luke Combs,COLUMBIA NASHVILLE,CLNV,3,55,60,295,3488756,2.7,3397805,3313138,175618,13661814,1153115410,2024.01.25
58,Wild As Her,Corey Kent,RCA NASHVILLE,RCNA,11,46,47,98,3443875,-6.1,3665797,3259388,184487,14238866,394103668,2024.01.25
59,Sand In My Boots,Morgan Wallen,BIG LOUD / REPUBLIC RECORDS,R-RR,1,59,67,159,3422052,4.3,3281247,3274665,147387,13306450,749359803,2024.01.25
60,Love You Anyway,Luke Combs,COLUMBIA NASHVILLE,CLNV,2,65,66,50,3416713,6.5,3208186,3125334,291379,13257183,301430406,2024.01.25
61,Spotless,Zach Bryan,Warner Records,WAR,6,61,61,22,3343722,3.8,3221337,3291300,52422,13235887,109480579,2024.01.25
62,Heart Like A Truck,Lainey Wilson,BROKEN BOW RECO,BB2 ,6,63,59,76,3311366,2.9,3218733,2815333,496033,13640883,362167082,2024.01.25
63,Feathered Indians,Tyler Childers,HICKMAN HOLLER RECORDS,HICK,31,60,55,235,3273060,0.1,3270402,3214511,58549,13520616,682243505,2024.01.25
64,Enchanted (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,5,58,58,29,3257229,-1.2,3297776,2885176,372053,13454328,128924273,2024.01.25
65,In Your Love,Tyler Childers, RCA,RCA,6,57,63,26,3231739,-3.0,3330239,3144912,86827,13482870,124203401,2024.01.25
66,We Ride,Bryan Martin,,,56,69,72,56,3195661,4.2,3066793,2955933,239728,12355588,150814779,2024.01.25
67,One Thing At A Time,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,2,64,68,60,3191614,-0.6,3211589,3064635,126979,12946563,398832171,2024.01.25
68,You Make It Easy,Jason Aldean,BROKEN BOW RECORDS,BB2,3,72,75,313,3154874,4.0,3033741,3091076,63798,12152880,1122000798,2024.01.25
69,Forever After All,Luke Combs,COLUMBIA NASHVILLE,CLNV,1,70,73,170,3144535,2.7,3061060,2835863,308672,12351876,932295915,2024.01.25
70,7 Summers,Morgan Wallen,BIG LOUD / REPUBLIC RECORDS,R-RR,1,75,80,180,3119669,6.0,2943957,2955759,163910,11780729,758128217,2024.01.25
71,Sarah's Place,Zach Bryan,Warner Records,WAR,3,73,65,18,3118538,3.5,3014483,3097951,20586,12797175,87718738,2024.01.25
72,Til You Can't,Cody Johnson,Warner Music Nashville,WNS,1,80,71,134,3086622,9.9,2807770,3079227,7395,12002412,546221945,2024.01.25
73,Wagon Wheel,Darius Rucker,CAPITOL NASHVILLE,CAPN,20,74,77,426,3030832,2.3,2961652,2719106,311726,12418731,1157081831,2024.01.25
74,You Belong With Me (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,5,71,81,61,3012005,-1.1,3046074,2053918,958087,11863006,252553887,2024.01.25
75,Everything I Love,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,6,67,70,52,3004717,-3.0,3098737,2855213,149504,12803731,265444144,2024.01.25
76,Hurricane,Luke Combs,COLUMBIA NASHVILLE,CLNV,2,76,76,404,2991202,3.4,2894210,2731533,259669,12012315,1397938337,2024.01.25
77,Love Story (Taylor’s Version),Taylor Swift,REPUBLIC RECORDS,R-RR,1,66,78,131,2957495,-4.9,3110620,2404117,553378,12038427,362096509,2024.01.25
78,Ain't That Some,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,4,78,83,47,2955956,4.8,2820953,2821132,134824,11427532,254285309,2024.01.25
79,Broken Halos,Chris Stapleton,MERCURY NASHVILLE,MERN,15,92,92,354,2943615,17.5,2505823,2845542,98073,10732334,779027408,2024.01.25
80,Dancin' In The Country,Tyler Hubbard,MCA NASHVILLE,MCAN,10,68,56,58,2925142,-5.5,3094545,2819945,105197,12592331,257919015,2024.01.25
81,Dirt Cheap,Cody Johnson, WARNER Records,WAR ,48,121,110,12,2907897,34.8,2157652,2782172,125725,9683457,33243304,2024.01.25
82,She Had Me At Heads Carolina,Cole Swindell,Warner Music Nashville,WNS,3,94,96,93,2904385,16.7,2489088,2753095,151290,11259745,505193840,2024.01.25
83,Porch Light,Josh Meloy,,,83,90,108,20,2846536,13.0,2518740,2788376,58160,10127311,70470248,2024.01.25
84,Lady May,Tyler Childers,,,25,77,82,185,2811375,-0.8,2833325,2711159,100216,11297745,541517057,2024.01.25
85,One Man Band,Old Dominion,RCA NASHVILLE,RCNA,2,89,86,262,2799052,8.8,2571498,2546134,252918,10726119,992583000,2024.01.25
86,Before He Cheats,Carrie Underwood,RCA LABEL GROUP SMG,RLSG,45,79,85,426,2786494,-0.9,2811075,2404194,382300,11062848,760311961,2024.01.25
87,Thank God,Kane Brown w/ Katelyn Brown,RCA NASHVILLE,RCNA,3,85,84,72,2781496,4.5,2660882,2430115,351381,11112881,433557865,2024.01.25
88,What My World Spins Around,Jordan Davis,MCA NASHVILLE,MCAN,9,87,90,87,2776435,6.2,2613440,2647419,129016,10742264,345985890,2024.01.25
89,Your Heart Or Mine,Jon Pardi,CAPITOL NASHVILLE,CAPN,52,84,74,64,2773661,3.7,2675020,2717302,56359,11022723,174943533,2024.01.25
90,Different 'Round Here,Riley Green,BMX,BMX ,69,82,87,26,2744467,-0.7,2765020,2713179,31288,10652651,179807156,2024.01.25
91,You Belong With Me,Taylor Swift,BIG MACHINE,BGMA,18,81,91,402,2716682,-3.1,2803300,2256025,460657,10786746,830051508,2024.01.25
92,Please Don'T Go,Wyatt Flores,,,68,88,89,31,2713091,5.0,2583911,2705204,7887,10534672,107242293,2024.01.25
93,In Case You Didn't Know,Brett Young,BMX,BMX ,2,106,103,375,2651567,14.5,2315259,1967019,684548,9773101,1443415572,2024.01.25
94,PLAY IT AGAIN,Luke Bryan,CAPITOL NASHVILLE,CAPN,12,95,106,426,2612555,5.5,2476679,2431077,181478,9799622,921298152,2024.01.25
95,From Austin,Zach Bryan,Warner Records,WAR,20,91,101,100,2601322,3.7,2509097,2552951,48371,10104344,210393730,2024.01.25
96,Mamaw's House,Thomas Rhett,VALORY,VALO,19,100,97,17,2558252,5.1,2435003,2479483,78769,9684694,41199668,2024.01.25
97,Body Like A Back Road,Sam Hunt,MCA NASHVILLE,MCAN,1,102,99,365,2554700,6.2,2406132,2436535,118165,9768121,1565276351,2024.01.25
98,Think I’m In Love With You,Chris Stapleton,MERCURY NASHVILLE,MERN,65,135,131,17,2540932,25.6,2022732,2500981,39951,9187750,43932720,2024.01.25
99,I Can Feel It,Kane Brown,,,63,86,69,18,2538894,-4.3,2654358,2471379,67515,11749097,44020611,2024.01.25
100,East Side Of Sorrow,Zach Bryan,Warner Records,WAR,5,97,93,22,2520316,2.7,2453375,2463692,56624,10141792,99826564,2024.01.25
101,"Going, Going, Gone",Luke Combs,COLUMBIA NASHVILLE,CLNV,7,110,113,69,2490103,8.7,2291640,2379089,111014,9390377,303419926,2024.01.25
102,Try That In A Small Town,Jason Aldean,BB2,BB2,1,99,88,28,2484582,1.7,2442646,2082425,402157,10307743,190245298,2024.01.25
103,Somebody's Problem,Morgan Wallen,BIG LOUD / REPUBLIC RECORDS,R-RR,1,117,126,166,2474631,11.3,2223899,2357786,116845,9018216,541815619,2024.01.25
104,Chicken Fried,Zac Brown Band,Universal Music Enterprises,UME ,14,96,102,426,2462311,-0.2,2467569,2307443,154868,10091036,1016820112,2024.01.25
105,Neon Moon,Brooks & Dunn,RCA LABEL GROUP SMG,RLSG,21,107,111,379,2453713,6.7,2300501,2042234,411479,9667479,736380226,2024.01.25
106,One Of Them Girls,Lee Brice,CURB,CURB,2,103,104,198,2453207,2.7,2389766,2198325,254882,9865203,729742565,2024.01.25
107,A Cigarette,Gavin Adcock,,,107,131,140,8,2453202,20.2,2041049,2353128,100074,8286664,18512231,2024.01.25
108,Love Story,Taylor Swift,BIG MACHINE,BGMA,25,104,116,426,2414969,1.3,2383942,2246132,168837,9335828,756876692,2024.01.25
109,5 Foot 9,Tyler Hubbard,MCA NASHVILLE,MCAN,6,83,100,88,2353179,-12.3,2682486,2202700,150479,9828171,370349031,2024.01.25
110,This Town's Been Too Good To Us,Dylan Scott,,,78,114,117,26,2331010,3.6,2249168,2289696,41314,9196343,69818071,2024.01.25
111,Heaven,Kane Brown,SME/LEGACY RECORDINGS,LEGC,1,109,94,329,2325954,1.5,2292552,1949413,376541,9677649,1518259392,2024.01.25
112,Flower Shops,Ernest Feat. Morgan Wallen,Big Loud Records,BLR,6,112,105,108,2309897,2.2,2259501,2181779,128118,9363703,390845217,2024.01.25
113,Spin You Around,Morgan Wallen, INDEPENDENT LABEL SUBMISSION,INDI,74,122,132,179,2305194,8.0,2135162,2254284,50910,8599453,358033985,2024.01.25
114,Wildflowers And Wild Horses,Lainey Wilson,BROKEN BOW RECO,BB2 ,96,98,122,11,2293088,-6.3,2448202,2170424,122664,9473307,33507267,2024.01.25
115,Fancy Like,Walker Hayes,MONU,MONU,1,119,114,136,2289381,3.1,2220348,1985958,303423,9555290,826757454,2024.01.25
116,What He Didn't Do,Carly Pearce,BIG MACHINE,BGMA,25,133,137,96,2277985,11.9,2035624,2137343,140642,8462007,298918313,2024.01.25
117,I Wrote The Book,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,6,116,118,52,2241874,0.6,2228644,2121238,120636,9125416,248600554,2024.01.25
118,El Dorado,Zach Bryan,Warner Records,WAR,14,113,109,22,2237951,-0.6,2252258,2219798,18153,9327250,80129138,2024.01.25
119,I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,REPUBLIC RECORDS,R-RR,2,93,79,29,2230303,-11.0,2505144,1974936,255367,10554371,139926792,2024.01.25
120,Nose On The Grindstone,Tyler Childers, INDEPENDENT LABEL SUBMISSION,INDI,118,126,141,83,2217692,6.2,2087328,2093344,124348,8305114,343033644,2024.01.25
121,Dirt Road Anthem,Jason Aldean,NOW,NOW ,31,123,133,426,2217641,3.9,2133658,2052523,165118,8484644,825713200,2024.01.25
122,Our Song,Taylor Swift,BIG MACHINE,BGMA,24,129,139,66,2216409,7.5,2061125,1902620,313789,8411424,409677699,2024.01.25
123,Beer Never Broke My Heart,Luke Combs,COLUMBIA NASHVILLE,CLNV,1,128,121,247,2199440,6.7,2061670,2058850,140590,8715882,970256104,2024.01.25
124,I'M Not Pretty,Megan Moroney,COLUMBIA,COL,95,108,95,45,2194250,-4.4,2295550,2154000,40250,9620304,111207290,2024.01.25
