Rank,Song,Artist,TP Spins,+/- Chg. Spins,LP Spins,Stations,Adds,TP Audience,+/- Chg. Audience,LP Audience,TP Stream,week_of
112,Running Out Of Time,Wyatt Flores,15,-2,17,1,0,38000,-6200,44200,406451,2024.06.20
113,Ride Around Heaven,Luke Combs,8,8,0,4,0,36700,36700,0,3209055,2024.06.20
114,It's All Good 'Til It Ain't,Struggle Jennings & Caitlynne Curtis,18,5,13,1,0,35100,9000,26100,0,2024.06.20
115,Truck On Fire,Carly Pearce,8,-12,20,8,0,32900,-47100,80000,739833,2024.06.20
116,Paying For It,Levi Hummon,39,0,39,9,0,31100,2000,29100,88617,2024.06.20
117,You In A Honky Tonk,Randall King,3,0,3,2,0,30600,-1700,32300,329368,2024.06.20
118,Daddy's Truck,Conner Sweet,34,34,0,17,0,29600,29600,0,6569,2024.06.20
119,I Got A Problem,Drake Milligan,13,2,11,1,0,29200,8500,20700,53542,2024.06.20
120,Am I The Only One,Aaron Lewis,5,-1,6,1,0,28600,4700,23900,626311,2024.06.20
121,Oklahoma Sooner,Jake Banfield,9,-4,13,1,0,28500,-11300,39800,3404,2024.06.20
122,Not Today,Mitchell Tenpenny,16,6,10,11,0,28400,13000,15400,341678,2024.06.20
123,Just To Say We Did,Kenny Chesney,4,4,0,3,0,26100,26100,0,303003,2024.06.20
124,Front Door Famous,Luke Combs,4,4,0,3,0,24100,24100,0,5374857,2024.06.20
125,Acres,Brian Kelley,8,4,4,4,0,23300,-2800,26100,169056,2024.06.20
126,All I Ever Do Is Leave,Luke Combs,3,3,0,1,0,21600,21600,0,3491262,2024.06.20
127,My God,Scotty Inman,3,2,1,3,0,21000,14300,6700,32813,2024.06.20
128,Porch,Scotty McCreery,4,4,0,4,0,20800,20800,0,49984,2024.06.20
128,Those Boots (Deddy's Song),Lainey Wilson,4,4,0,4,0,20800,20800,0,144313,2024.06.20
130,My Place,Carly Pearce,7,-7,14,7,0,20700,-32300,53000,85716,2024.06.20
131,Indifferent,Megan Moroney,5,-8,13,1,0,20600,-56000,76600,4039512,2024.06.20
132,Long Live Cowgirls,Ian Munsick & Cody Johnson,13,2,11,4,0,20200,16300,3900,755731,2024.06.20
133,What Would You Do?,Tucker Wetmore,8,-9,17,1,0,19900,-58700,78600,2745972,2024.06.20
134,A Little Bit Closer,Braxton Keith,3,2,1,1,0,19600,18700,900,132438,2024.06.20
135,Give Me A Sunrise,Braxton Keith,3,1,2,1,0,19600,4100,15500,67098,2024.06.20
136,Fiddle In The Band,Kane Brown,2,2,0,2,0,19100,19100,0,867331,2024.06.20
137,That's Texas,Cody Johnson,3,-1,4,1,0,18500,-31000,49500,289451,2024.06.20
138,Country Music Made Me Do It,Carly Pearce,6,-5,11,6,0,18200,-31700,49900,54125,2024.06.20
139,Sunrise Tells The Story,Midland,2,0,2,1,0,17600,15800,1800,159997,2024.06.20
140,Little Miss Runner Up,Gretchen Wilson,3,3,0,3,0,16900,16900,0,67727,2024.06.20
141,On The Boat Again,Jake Owen,2,2,0,1,0,16000,16000,0,128151,2024.06.20
142,Any Given Friday Night,Luke Combs,2,0,2,1,0,16000,0,16000,246375,2024.06.20
143,"Salt, Lime & Tequila",Ryan Griffin,4,3,1,1,0,15700,8500,7200,82626,2024.06.20
144,Baby Do,Randall King,1,0,1,1,0,14600,0,14600,16744,2024.06.20
145,Up In Texas,Midland,1,-3,4,1,0,14600,-1700,16300,81516,2024.06.20
146,When My Baby's In Boots,Randall King,1,-3,4,1,0,14600,-41600,56200,0,2024.06.20
147,Ain't That Some,Morgan Wallen,3,1,2,2,0,14500,-2300,16800,5111489,2024.06.20
148,Damn Good Time,Jordan Davis,4,-1,5,1,0,14400,-3500,17900,251804,2024.06.20
149,Waiting For Me,Truesong,2,1,1,2,0,14300,6800,7500,747,2024.06.20
150,Wasted Words,Craguns,2,2,0,2,0,14200,14200,0,65,2024.06.20
151,My Bar,Priscilla Block,4,2,2,2,0,13000,5300,7700,121206,2024.06.20
152,Heart They Didn'T Break,Maddie & Tae,14,2,12,2,0,12700,5800,6900,207675,2024.06.20
153,Whatever Gets You Through It,Morgan Gruber,8,0,8,1,0,12700,1300,11400,339,2024.06.20
154,Star Spangled Banner,Mickey Guyton,2,1,1,2,0,12400,9200,3200,0,2024.06.20
155,'98 Braves,Morgan Wallen,3,2,1,2,0,11200,8600,2600,2108286,2024.06.20
156,Wings Of A Dove,Jonathan Wilburn,2,1,1,2,0,11100,6700,4400,0,2024.06.20
157,We Are The Church,Ernie Haase & Signature Sound,2,0,2,2,0,11100,0,11100,21451,2024.06.20
157,He Pilots My Ship,Tribute Quartet,2,0,2,2,0,11100,0,11100,885,2024.06.20
157,"I, John",Blackwood Brothers Quartet,2,0,2,2,0,11100,0,11100,43,2024.06.20
160,Help Is On The Way,Gold City,2,-1,3,2,0,11100,-7500,18600,18988,2024.06.20
161,Fox In The Henhouse,Luke Combs,1,1,0,1,0,10200,10200,0,143807,2024.06.20
162,Honky Tonk Hardwood Floors,Cody Johnson,1,1,0,1,0,10100,10100,0,107075,2024.06.20
163,The Good I'Ll Do,Zach Bryan,4,1,3,1,0,10000,-5800,15800,2675000,2024.06.20
164,Do It For You,Jason Crabb,1,1,0,1,0,9900,9900,0,3724,2024.06.20
164,Means Something To Me,Tate Emmons,1,1,0,1,0,9900,9900,0,510,2024.06.20
164,I'm So Blessed,CAIN,1,1,0,1,0,9900,9900,0,698436,2024.06.20
167,Sunday Sermons,Anne Wilson,1,0,1,1,0,9900,2400,7500,557811,2024.06.20
168,You'll Always Be My Baby (Written For Daughters' Weddings),Alan Jackson,5,-3,8,1,0,9800,-9400,19200,52036,2024.06.20
169,Certified,Laura Bryna,13,-1,14,1,0,9600,-1000,10600,7510,2024.06.20
170,Record High,Randall King,3,3,0,2,0,9500,9500,0,22281,2024.06.20
171,Oklahoma Smokeshow,Zach Bryan,3,-1,4,2,0,9400,-1300,10700,7385490,2024.06.20
172,Heartfirst,Kelsea Ballerini,3,2,1,2,0,9200,3900,5300,337573,2024.06.20
173,My America (I Still Believe),Danny Gokey,5,2,3,1,0,9000,6400,2600,6531,2024.06.20
174,Miss My Daddy,Tyler Hubbard,1,1,0,1,0,8500,8500,0,14920,2024.06.20
175,My Old Man Was Right,Luke Combs,1,1,0,1,0,8300,8300,0,3079247,2024.06.20
176,Already Had It,Tucker Wetmore,2,2,0,1,0,8000,8000,0,707960,2024.06.20
177,Buckles And Broken Hearts,Joe Peters,1,1,0,1,0,7800,7800,0,788,2024.06.20
178,I'Ve Seen Me Do It,Joe Peters,1,0,1,1,0,7800,2500,5300,308,2024.06.20
179,God's Been Good,LeFevre Quartet,1,1,0,1,0,7500,7500,0,892,2024.06.20
179,What God Can Do,Endless Highway,1,1,0,1,0,7500,7500,0,201,2024.06.20
181,Checking In,For King & Country & Lee Brice,1,0,1,1,0,7500,0,7500,100650,2024.06.20
182,Here Comes Jesus,Jeff & Sheri Easter,1,-1,2,1,0,7500,-9900,17400,18058,2024.06.20
183,Heart Of A Small Town,Tim Dugger,1,-1,2,1,0,7400,5400,2000,21577,2024.06.20
184,Problems,12/Oc,3,-2,5,1,0,7300,-1200,8500,1471,2024.06.20
185,Build A Bridge,Ashley Cooke,3,0,3,1,0,7100,1000,6100,7272,2024.06.20
186,Rainin On Me,Wade Bowen,9,2,7,3,0,7000,2500,4500,17936,2024.06.20
187,Last Rodeo,Restless Road,7,-9,16,3,0,7000,-10400,17400,322679,2024.06.20
188,Double Down,Cody Johnson,1,1,0,1,0,6800,6800,0,142560,2024.06.20
189,Nothing But Love Songs,Randy Rogers Band,2,1,1,2,0,6800,2500,4300,9065,2024.06.20
190,Should'Ve Been A Cowboy,Jason Aldean,4,0,4,1,0,6800,0,6800,218705,2024.06.20
191,Whose Rearview,Jason Aldean,1,-1,2,1,0,6800,-6600,13400,499844,2024.06.20
192,The Only Way He Knew How,Jeff & Sheri Easter,1,1,0,1,0,6700,6700,0,592,2024.06.20
192,My Constant Savior,Donna Ulisse,1,1,0,1,0,6700,6700,0,37,2024.06.20
192,It Won't Be Long,Poet Voices,1,1,0,1,0,6700,6700,0,9607,2024.06.20
192,I'M Forgiven,Kingdom Heirs,1,1,0,1,0,6700,6700,0,2515,2024.06.20
192,Pb&J,Todd Tilghman,1,1,0,1,0,6700,6700,0,266,2024.06.20
192,Hole In The Heart,Nelons,1,1,0,1,0,6700,6700,0,0,2024.06.20
192,Jesus In A Faded Ford,Nathan Woodard,1,1,0,1,0,6700,6700,0,11,2024.06.20
199,He Forgives And Forgets,Gordon Mote,1,0,1,1,0,6700,6300,400,503,2024.06.20
199,Front Porch Sittin',Zane & Donna King,1,0,1,1,0,6700,6300,400,0,2024.06.20
201,Meet Me At The Cross,Brian Free & Assurance,1,0,1,1,0,6700,0,6700,5054,2024.06.20
201,Cross Over,Allens,1,0,1,1,0,6700,0,6700,18,2024.06.20
201,Be Ready,Karen Peck & New River,1,0,1,1,0,6700,0,6700,24825,2024.06.20
201,After All,Mark Trammell Quartet,1,0,1,1,0,6700,0,6700,1552,2024.06.20
201,When I Lift Up My Head,High Road,1,0,1,1,0,6700,0,6700,2038,2024.06.20
201,Fall Into Place,Jeff & Sheri Easter,1,0,1,1,0,6700,0,6700,689,2024.06.20
201,Your Healing Is On The Way,Greater Vision,1,0,1,1,0,6700,0,6700,763,2024.06.20
201,There's A Song For That,Down East Boys,1,0,1,1,0,6700,0,6700,2472,2024.06.20
201,Heaven Is Happening,Guardians,1,0,1,1,0,6700,0,6700,0,2024.06.20
201,Part Of The Family,Littles,1,0,1,1,0,6700,0,6700,0,2024.06.20
211,Revival Broke Out,Gaither Vocal Band,1,-1,2,1,0,6700,-7500,14200,1208,2024.06.20
212,Forgiven,Joseph Habedank,1,-1,2,1,0,6700,-9900,16600,2682,2024.06.20
1,I Had Some Help,Post Malone,8163,202,7961,144,0,32447700,910700,31537000,39526339,2024.06.27
2,Cowgirls,Morgan Wallen,7707,830,6877,145,0,29231700,2932300,26299400,16235521,2024.06.27
3,We Ride,Bryan Martin,6263,197,6066,145,0,22505900,1130900,21375000,4707078,2024.06.27
4,Bulletproof,Nate Smith,5636,262,5374,145,0,20442200,659400,19782800,6901892,2024.06.27
5,Let Your Boys Be Country,Jason Aldean,5885,180,5705,145,0,20313900,577000,19736900,2551537,2024.06.27
6,Your Place,Ashley Cooke,5227,-2520,7747,145,0,19398400,-7705600,27104000,1930189,2024.06.27
7,Young Love & Saturday Nights,Chris Young,5169,65,5104,145,0,19383700,438900,18944800,825228,2024.06.27
8,We Don'T Fight Anymore,Carly Pearce,6021,1537,4484,145,0,18619600,4174300,14445300,2569931,2024.06.27
9,Dirt Cheap,Cody Johnson,5202,255,4947,145,0,18429000,761000,17668000,6348777,2024.06.27
10,She's Somebody's Daughter,Drew Baldridge,4824,333,4491,144,0,17145800,1517800,15628000,499449,2024.06.27
11,A Bar Song (Tipsy),Shaboozey,4283,820,3463,144,0,17103100,3244700,13858400,41597706,2024.06.27
12,Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,4283,239,4044,145,0,15539100,422300,15116800,8786445,2024.06.27
13,Chevrolet,Dustin Lynch Feat. Jelly Roll,4178,171,4007,144,0,14705900,557300,14148600,3152149,2024.06.27
14,Love You Again,Chase Matthew,4052,-150,4202,145,0,13701000,-401900,14102900,1973080,2024.06.27
15,I'M Not Pretty,Megan Moroney,3592,161,3431,144,0,11430900,398500,11032400,2119799,2024.06.27
16,Hang Tight Honey,Lainey Wilson,3021,141,2880,145,0,10661800,328500,10333300,4000585,2024.06.27
17,One Bad Habit,Tim McGraw,2994,127,2867,145,0,9835100,451900,9383200,558441,2024.06.27
18,This Is My Dirt,Justin Moore,3000,59,2941,144,0,9442400,52600,9389800,544846,2024.06.27
19,Austin,Dasha,2504,422,2082,140,0,9157900,1541800,7616100,14448331,2024.06.27
20,"Love You, Miss You, Mean It",Luke Bryan,2427,172,2255,143,0,7814700,532200,7282500,2723369,2024.06.27
21,I Am Not Okay,Jelly Roll,1667,609,1058,125,0,6870300,2295200,4575100,11781622,2024.06.27
22,Messed Up As Me,Keith Urban,2255,73,2182,140,0,6426900,234600,6192300,1464938,2024.06.27
23,Gonna Love You,Parmalee,2151,124,2027,144,0,6264300,258600,6005700,297211,2024.06.27
24,Beautiful As You,Thomas Rhett,1938,233,1705,136,0,6082100,567500,5514600,5397545,2024.06.27
25,Dance With You,Brett Young,2038,-54,2092,140,0,5448500,-236200,5684700,641590,2024.06.27
26,Cowboys Cry Too,Kelsea Ballerini,1191,1191,0,98,0,5071700,5071700,0,0,2024.06.27
27,Bigger Houses,Dan + Shay,1896,84,1812,139,0,5064700,216300,4848400,1329615,2024.06.27
28,Sounds Like The Radio,Zach Top,1764,-15,1779,137,0,4868300,-215500,5083800,891554,2024.06.27
29,Miles On It,Marshmello & Kane Brown,1552,178,1374,135,0,4601200,453600,4147600,13468965,2024.06.27
30,American Girl,Dierks Bentley,1457,56,1401,135,0,4337300,266200,4071100,660631,2024.06.27
31,Damn Good Day To Leave,Riley Green,1398,198,1200,125,0,4268500,529100,3739400,1250840,2024.06.27
32,Cowboy Songs,George Birge,1468,107,1361,131,0,3835600,-132800,3968400,606395,2024.06.27
33,Boys Back Home,Dylan Marlowe Feat. Dylan Scott,1203,39,1164,110,0,3613800,156900,3456900,3161436,2024.06.27
34,Called Crazy,Kassi Ashton,791,64,727,52,0,3403200,184500,3218700,443529,2024.06.27
35,Think I’m In Love With You,Chris Stapleton,1065,49,1016,100,0,3311500,295200,3016300,6380083,2024.06.27
36,Wind Up Missin' You,Tucker Wetmore,990,159,831,72,0,3082600,354400,2728200,7513938,2024.06.27
37,Pour Me A Drink,Post Malone,633,632,1,46,0,2803900,2799100,4800,19436995,2024.06.27
38,Whatcha See Is Whatcha Get,Chris Janson,1097,71,1026,110,0,2673000,129900,2543100,174120,2024.06.27
39,Find Another Bar,Chris Lane,1233,-40,1273,132,0,2659300,117000,2542300,101824,2024.06.27
40,Breakin' In Boots,Matt Stell,1216,3,1213,116,0,2580800,-15900,2596700,1144529,2024.06.27
41,Friends Like That,John Morgan Feat. Jason Aldean,914,57,857,89,0,2432600,112200,2320400,849998,2024.06.27
42,Forever To Me,Cole Swindell,790,85,705,82,0,2373300,62600,2310700,1465996,2024.06.27
43,This Town's Been Too Good To Us,Dylan Scott,952,-26,978,99,0,2324200,-164200,2488400,2273831,2024.06.27
44,SIX FEET UNDER (Caleigh's Song),Hardy,642,155,487,77,0,2212900,628400,1584500,1578425,2024.06.27
45,Tie Up,Zac Brown Band,1047,48,999,125,0,2143100,-71700,2214800,856040,2024.06.27
46,Wranglers,Miranda Lambert,819,52,767,99,0,2062000,160700,1901300,1800034,2024.06.27
47,Drinkin' Buddies,"Lee Brice, Hailey Whitters, And Nate Smith",628,67,561,82,0,2027000,291700,1735300,449630,2024.06.27
48,I Tried A Ring On,Tigirlily Gold,1080,58,1022,127,0,2008800,-50700,2059500,780372,2024.06.27
49,Life With You,Kelsey Hart,860,10,850,89,0,1773900,117500,1656400,2089854,2024.06.27
50,Country Back,Randy Houser,699,91,608,78,0,1220000,235400,984600,86399,2024.06.27
51,Devil You Know,Tyler Braden,444,45,399,53,0,1092500,61900,1030600,4816417,2024.06.27
52,Hometown Home,Locash,523,42,481,79,0,1074000,156500,917500,175283,2024.06.27
53,Fall Of Summer,Scotty McCreery,453,53,400,68,0,1033100,156500,876600,605468,2024.06.27
54,Holy Smokes,Bailey Zimmerman,319,41,278,45,0,1006300,116600,889700,5344077,2024.06.27
55,Single Again,Josh Ross,522,42,480,74,0,810200,74800,735400,2582948,2024.06.27
56,This Heart,Corey Kent,463,-14,477,54,0,744600,-93400,838000,1212773,2024.06.27
57,Country House,Sam Hunt,329,44,285,64,0,743600,156000,587600,511088,2024.06.27
58,Everything I Need,Chayce Beckham,410,11,399,57,0,699800,-9600,709400,203604,2024.06.27
59,Roulette On The Heart,Conner Smith,423,29,394,57,0,657800,41700,616100,677387,2024.06.27
60,King Of Country Music,Ryan Larkins,400,-7,407,62,0,643800,-252100,895900,10574,2024.06.27
61,Over When We'Re Sober,Brantley Gilbert,157,-820,977,38,0,640600,-3582800,4223400,1687028,2024.06.27
62,The Devil I Know,Ashley McBryde,334,12,322,38,0,577800,62400,515400,708406,2024.06.27
63,Neon Baby,Annie Bosko,366,13,353,48,0,575600,30700,544900,15759,2024.06.27
64,Break Mine,Brothers Osborne,301,12,289,44,0,550600,-5400,556000,333099,2024.06.27
65,Strangers,Kameron Marlowe & Ella Langley,379,101,278,45,0,548800,145700,403100,2278319,2024.06.27
66,Things I Take For Granted,Larry Fleet,339,1,338,47,0,523200,-44600,567800,680899,2024.06.27
67,Dance Like No One’s Watching,Gabby Barrett,306,61,245,43,0,381200,32400,348800,397747,2024.06.27
68,Good On You,Priscilla Block,253,-30,283,42,0,374000,-82400,456400,697379,2024.06.27
69,Pink Skies,Zach Bryan,116,25,91,7,0,349900,66300,283600,22225885,2024.06.27
70,Pray All The Way Home,Austin Snell,138,-16,154,22,0,348300,-60500,408800,940562,2024.06.27
71,Bury Me In This Bar,Dalton Dover,279,-15,294,48,0,342000,-44200,386200,40166,2024.06.27
72,Park,Tyler Hubbard,201,118,83,32,0,315500,176600,138900,1161981,2024.06.27
73,Counterfeit You,Nikita Karmen,57,9,48,56,0,287400,194100,93300,4861,2024.06.27
74,Uh-huh (Ajá),Frank Ray,258,-13,271,39,0,263400,-37200,300600,30136,2024.06.27
75,Beatles And Eagles,Frontmen,200,10,190,30,0,259800,-4100,263900,862,2024.06.27
76,Young Man,Greylan James,42,-4,46,3,0,248100,4500,243600,39080,2024.06.27
77,Never Been Over,Darius Rucker,188,9,179,33,0,226100,-8100,234200,301785,2024.06.27
78,Sweet Dreams,Koe Wetzel,134,-30,164,15,0,223400,-186300,409700,8639652,2024.06.27
79,Baby Daddy's Weekend,Elle King,207,40,167,33,0,220800,44400,176400,57372,2024.06.27
80,Spin You Around (1/24),Morgan Wallen,59,4,55,3,0,178400,19200,159200,5996180,2024.06.27
81,I Could Be That Rain,Randall King,114,-26,140,18,0,158200,-18800,177000,332299,2024.06.27
82,Acres,Brian Kelley,131,123,8,34,0,155900,132600,23300,171933,2024.06.27
83,Mia Down In Mia,George Strait,23,-14,37,5,0,145900,-71000,216900,353736,2024.06.27
84,Wine Into Whiskey,Tucker Wetmore,31,-1,32,3,0,141200,33000,108200,7763279,2024.06.27
85,Worst Way,Riley Green,28,9,19,2,0,137700,47200,90500,5108604,2024.06.27
86,How Is She,Cole Swindell,21,3,18,1,0,132700,19900,112800,50074,2024.06.27
87,Songs About Whiskey,Anne Wilson,18,-6,24,2,0,132100,-11900,144000,195392,2024.06.27
88,Better Things To Do,"Ashley Mcbryde, Terri Clark",18,-21,39,17,0,121500,-66500,188000,18129,2024.06.27
89,Wondering Why,Red Clay Strays,33,-1,34,5,0,109000,5700,103300,4827720,2024.06.27
90,"Poor, Poor Pitiful Me","Lainey Wilson, Terri Clark",15,15,0,15,0,107900,107900,0,89780,2024.06.27
91,I Just Wanna Be Mad,"Terri Clark, Cody Johnson",14,14,0,14,0,96600,96600,0,883041,2024.06.27
92,Love The Leavin',Drew Parker,89,42,47,19,0,93700,25900,67800,161163,2024.06.27
93,Unbroke,Sara Evans,48,48,0,48,0,91500,91500,0,5873,2024.06.27
93,Fingertips,Lexie Hayden,48,48,0,48,0,91500,91500,0,407,2024.06.27
95,Hey Driver,Zach Bryan Feat. The War and Treaty,33,4,29,3,0,84300,17800,66500,6131127,2024.06.27
96,Marlboro Reds,Karley Scott Collins,17,17,0,16,0,78600,78600,0,12091,2024.06.27
97,Roots,Austin Burke,19,-13,32,1,0,74200,-45600,119800,9037,2024.06.27
98,Broadway Girls,Lil Durk Feat. Morgan Wallen,14,-1,15,2,0,69000,19300,49700,6387290,2024.06.27
99,Two Night Stands,Kylie Morgan,48,-67,115,10,0,50800,-92800,143600,74676,2024.06.27
100,Leave You Alone,Kane Brown,11,11,0,6,0,47400,47400,0,197963,2024.06.27
101,The Man He Sees In Me,Luke Combs,12,-63,75,2,0,43700,-251000,294700,6094998,2024.06.27
102,Running Out Of Time,Wyatt Flores,17,2,15,1,0,42600,4600,38000,375602,2024.06.27
103,Oklahoma Sooner,Jake Banfield,12,3,9,1,0,39800,11300,28500,2939,2024.06.27
104,Just To Say We Did,Kenny Chesney,10,6,4,6,0,36300,10200,26100,286067,2024.06.27
105,Man Upstairs,Tim Dugger,8,-1,9,1,0,34700,-7800,42500,10192,2024.06.27
106,Mind Of A Country Boy,Luke Bryan,8,7,1,2,0,34600,33200,1400,1267258,2024.06.27
107,The Star-Spangled Banner,Chris Stapleton,11,1,10,8,0,34100,-17700,51800,95211,2024.06.27
108,It's All Good 'Til It Ain't,Struggle Jennings & Caitlynne Curtis,17,-1,18,1,0,33400,-1700,35100,0,2024.06.27
109,I Got A Problem,Drake Milligan,13,0,13,1,0,32300,3100,29200,50407,2024.06.27
110,Work Boots,Cody Johnson,3,0,3,1,0,32200,-7200,39400,252903,2024.06.27
111,What Would You Do?,Tucker Wetmore,13,5,8,1,0,32100,12200,19900,1974369,2024.06.27
112,Paying For It,Levi Hummon,29,-10,39,7,0,28000,-3100,31100,88089,2024.06.27
113,The Little Things,George Strait,5,5,0,5,0,26900,26900,0,826644,2024.06.27
114,High Road,"Koe Wetzel, Jessie Murph",4,4,0,3,0,26600,26600,0,1702,2024.06.27
115,Sunrise Tells The Story,Midland,2,0,2,1,0,25900,8300,17600,156813,2024.06.27
116,Dive,Luke Combs,3,1,2,1,0,24900,19900,5000,1400276,2024.06.27
117,My Bar,Priscilla Block,3,-1,4,3,0,23200,10200,13000,124722,2024.06.27
118,I'Ve Seen Me Do It,Joe Peters,4,3,1,1,0,22300,14500,7800,351,2024.06.27
119,Indifferent,Megan Moroney,6,1,5,1,0,22000,1400,20600,3646413,2024.06.27
120,Summertime Blues,Zach Bryan,11,5,6,1,0,21700,17600,4100,667242,2024.06.27
121,You In A Honky Tonk,Randall King,3,0,3,3,0,21500,-9100,30600,333109,2024.06.27
122,Grease,Lainey Wilson,4,3,1,4,0,20800,19800,1000,143537,2024.06.27
123,Rock Paper Scissors,Carly Pearce,4,4,0,4,0,20600,20600,0,132908,2024.06.27
124,Country Music Made Me Do It,Carly Pearce,6,0,6,6,0,18200,0,18200,43740,2024.06.27
125,'98 Braves,Morgan Wallen,2,-1,3,2,0,17300,6100,11200,2091705,2024.06.27
126,Slow Dance,Scotty McCreery,4,4,0,4,0,16700,16700,0,130105,2024.06.27
127,A Little Bit Closer,Braxton Keith,3,0,3,1,0,16400,-3200,19600,162334,2024.06.27
128,Any Given Friday Night,Luke Combs,2,0,2,1,0,16000,0,16000,219994,2024.06.27
129,Ain't That Some,Morgan Wallen,2,-1,3,1,0,15900,1400,14500,5146858,2024.06.27
130,Down In Georgia,Josh Turner,3,3,0,2,0,15500,15500,0,245619,2024.06.27
131,Up In Texas,Midland,2,1,1,1,0,15500,900,14600,75998,2024.06.27
132,Would If I Could (Feat. Lainey Wilson),Ernest,6,3,3,1,0,15400,10500,4900,1142954,2024.06.27
133,The Good I'Ll Do,Zach Bryan,4,0,4,1,0,14800,4800,10000,2580400,2024.06.27
134,Star Spangled Banner,Mickey Guyton,2,0,2,2,0,14800,2400,12400,0,2024.06.27
135,Whiskey Bent,Cody Johnson,1,1,0,1,0,14600,14600,0,717476,2024.06.27
136,Fiddle In The Band,Kane Brown,1,-1,2,1,0,14600,-4500,19100,808847,2024.06.27
137,Heart They Didn'T Break,Maddie & Tae,14,0,14,2,0,14500,1800,12700,205721,2024.06.27
138,Thunder,Jim & Melissa Brady,2,2,0,2,0,14200,14200,0,179,2024.06.27
139,Oklahoma Smokeshow,Zach Bryan,5,2,3,3,0,14100,4700,9400,7320657,2024.06.27
140,Man On The Moon,Megan Moroney,5,-4,9,1,0,13800,-26300,40100,1666988,2024.06.27
141,Where That Came From,Randy Travis,3,-7,10,1,0,13800,-59600,73400,971667,2024.06.27
142,When My Baby's In Boots,Randall King,1,0,1,1,0,13500,-1100,14600,0,2024.06.27
143,Part Of The Family,Littles,2,1,1,1,0,13400,6700,6700,0,2024.06.27
144,Relapse,Warren Zeiders,2,2,0,2,0,13200,13200,0,5190493,2024.06.27
145,You Look Like You Love Me,Ella Langley & Riley Green,3,3,0,2,0,12900,12900,0,8573923,2024.06.27
146,Certified,Laura Bryna,16,3,13,1,0,12400,2800,9600,7479,2024.06.27
147,Change The Game,Cody Jinks,2,2,0,2,0,12300,12300,0,78071,2024.06.27
148,Oklahoma,Carly Pearce,8,3,5,1,0,11700,8400,3300,130999,2024.06.27
149,Am I The Only One,Aaron Lewis,3,-2,5,1,0,11600,-17000,28600,613078,2024.06.27
150,He Pilots My Ship,Tribute Quartet,2,0,2,2,0,11100,0,11100,5002,2024.06.27
150,Help Is On The Way,Gold City,2,0,2,2,0,11100,0,11100,20466,2024.06.27
150,Wings Of A Dove,Jonathan Wilburn,2,0,2,2,0,11100,0,11100,0,2024.06.27
153,Waiting For Me,Truesong,2,0,2,2,0,11100,-3200,14300,860,2024.06.27
