Rank,Song,Artist,TP Spins,+/- Chg. Spins,LP Spins,Stations,Adds,TP Audience,+/- Chg. Audience,LP Audience,TP Stream,week_of
115,Whatcha Looking At,Curves,56,-1,57,14,0,33300,-100,33400,6084,2023.07.13
116,I'M Not For Everyone,Brothers Osborne,6,3,3,4,0,33200,9900,23300,518344,2023.07.13
117,Lovin' Where It's Goin',Josh Ward,3,-1,4,1,0,32500,-5100,37600,40401,2023.07.13
118,Too Much Of A Woman,Roberta Lea,54,-20,74,19,0,30900,-11900,42800,0,2023.07.13
119,Honey!,Rayne Johnson,57,3,54,19,0,30800,-1000,31800,35773,2023.07.13
120,"Love, Beer",Andrew Sevener,53,-24,77,19,0,30600,-12800,43400,533,2023.07.13
121,A Special Place,Danielle Bradbery,31,-3,34,7,0,30200,-23900,54100,305746,2023.07.13
122,I Hope Heaven,Karissa Ella,54,-22,76,19,0,30100,-13100,43200,0,2023.07.13
123,Too Soon To Say Goodbye,Wayland,48,6,42,14,0,29900,5000,24900,472,2023.07.13
124,Settle Me Down,Josh Abbott Band,3,1,2,2,0,28800,22100,6700,496596,2023.07.13
125,Star Spangled Banner,Abby Anderson,5,-3,8,4,0,28200,-13000,41200,0,2023.07.13
126,Wild as You,Cody Johnson,3,-2,5,2,0,28100,3200,24900,1104400,2023.07.13
127,Just Drive,Erin Kinsey,11,,,6,0,26900,,,139903,2023.07.13
128,Giving You Up,Kameron Marlowe,6,1,5,1,0,26800,-2900,29700,1019129,2023.07.13
129,Forever Bound,12/Oc,12,0,12,1,0,26700,-1300,28000,6979,2023.07.13
130,Man Made A Bar,Morgan Wallen,11,3,8,2,0,26500,-1700,28200,4314086,2023.07.13
131,A Walk In The Bar,Lauren Alaina,9,-8,17,1,0,26100,-68400,94500,158634,2023.07.13
132,Cowgirls,Morgan Wallen,9,-2,11,4,0,25400,0,25400,6911808,2023.07.13
133,Neon You,Don Louis,4,0,4,2,0,25300,-29000,54300,89779,2023.07.13
134,Better Off,Trace Adkins,3,0,3,1,0,25200,8000,17200,16425,2023.07.13
135,How I Get High,Josh Kaiser,42,-16,58,14,0,24900,-8700,33600,0,2023.07.13
136,Down On The Beach,Russell Dickerson,12,9,3,1,0,24700,14800,9900,194370,2023.07.13
137,We Ain't The Only Ones,Randy Rogers & Wade Bowen,3,2,1,2,0,24700,6500,18200,0,2023.07.13
138,You In A Honky Tonk,Randall King,4,-1,5,2,0,23700,-13900,37600,491328,2023.07.13
139,Tuggin' On My Heartstrings,Randall King,3,0,3,1,0,23300,-10500,33800,26215,2023.07.13
140,"The Father, My Son, And The Holy Ghost",Craig Morgan,3,2,1,2,0,22100,14600,7500,58490,2023.07.13
141,Streetlights,Frank Ray,4,,,4,0,22100,,,16723,2023.07.13
142,Your Place,Ashley Cooke,7,,,7,0,21900,,,512770,2023.07.13
143,Already Crazy,Carter Faith,10,-27,37,9,0,21600,-153600,175200,19360,2023.07.13
144,Ride The Wave,Russell Dickerson,11,9,2,1,0,20800,14200,6600,693200,2023.07.13
145,Half a Song,Cody Johnson,1,,,1,0,18200,,,372943,2023.07.13
146,City Don'T,Billy Currington,2,1,1,2,0,17600,10000,7600,366389,2023.07.13
147,Songs We Used To Sing,Ernest,7,-1,8,1,0,17500,-1900,19400,82273,2023.07.13
148,Every Single Summer,Marynn Taylor,7,5,2,6,0,17400,12600,4800,2913,2023.07.13
149,The Great Divide,Luke Combs & Billy Strings,6,2,4,1,0,16200,4800,11400,228701,2023.07.13
150,Love Is Real,Morgan Evans,6,-4,10,2,0,15900,-6100,22000,55470,2023.07.13
151,3 Tequila Floor,Josiah Siska,18,1,17,4,0,15600,-2300,17900,12248,2023.07.13
152,Heartless,Diplo & Julia Michaels Feat. Morgan Wallen,3,-8,11,2,0,14900,-58500,73400,6810705,2023.07.13
153,When Will I Be Loved,"Ashley McBryde, Caylee Hammack & Pillbox Patti",6,5,1,6,0,14300,12200,2100,39253,2023.07.13
154,Fillin' My Cup,Hailey Whitters Feat. Little Big Town,6,5,1,6,0,14300,9000,5300,122656,2023.07.13
155,21 Forever,Chris Janson,6,-3,9,6,0,14300,-55800,70100,41895,2023.07.13
156,You'Re Gonna Love Me,Tim Dugger,4,3,1,1,0,14200,12900,1300,10093,2023.07.13
157,Nothin' On You,Cody Johnson,3,,,1,0,13900,,,1216356,2023.07.13
158,Tell The Grave,Perrys,2,1,1,2,0,13700,8400,5300,14099,2023.07.13
159,Testify,Legacy Five,2,1,1,2,0,12800,7500,5300,20790,2023.07.13
160,Never Changing God,Kingdom Heirs,2,,,2,0,12800,,,1226,2023.07.13
161,National Anthem,Pryor & Lee,3,2,1,3,0,12700,5800,6900,0,2023.07.13
162,Stop Coming Over,Chris Lane,5,-7,12,5,0,12600,-16000,28600,45695,2023.07.13
163,The Weight Of The Badge,George Strait,1,,,1,0,12500,,,59895,2023.07.13
164,"Dear Country Music,",Mike Ryan,2,1,1,1,0,12200,6100,6100,23772,2023.07.13
165,wAnt me back,Lindsay Ell,5,,,5,0,12200,,,33432,2023.07.13
166,I Wrote The Book,Morgan Wallen,1,-1,2,1,0,11800,-12400,24200,5436884,2023.07.13
167,Get Rich Or Drunk Trying,Justin Moore,6,,,6,0,11800,,,568068,2023.07.13
168,Am I The Only One,Aaron Lewis,3,-2,5,2,0,11700,6700,5000,814098,2023.07.13
169,Star Spangled Banner,Mickey Guyton,3,1,2,3,0,11500,8600,2900,0,2023.07.13
170,When It Comes To Loving You,Jon Langston,2,0,2,2,0,11000,1300,9700,125668,2023.07.13
171,National Anthem From Battle At Bristol,Jennifer Nettles,2,-2,4,2,0,10900,-13100,24000,0,2023.07.13
172,Goin' Crazy,Jameson Rodgers,9,0,9,1,0,10700,-1500,12200,18092,2023.07.13
173,Heart Of A Small Town,Tim Dugger,2,0,2,1,0,10700,-6100,16800,20124,2023.07.13
174,Sometimes She Stays,Kip Moore,7,-5,12,1,0,10400,-2600,13000,252807,2023.07.13
175,The Story of Us,Taylor Swift,2,,,1,0,10300,,,756603,2023.07.13
176,I Don'T Want To Get Adjusted,Kim Hopper,2,,,2,0,10200,,,85,2023.07.13
176,I Bet You Think About Me (Taylor's Version) (From The Vault),Taylor Swift Feat. Chris Stapleton,6,,,2,0,10200,,,1088495,2023.07.13
178,God Only Knows,for King & Country,2,,,1,0,9700,,,1076348,2023.07.13
179,Tattoo On A Sunburn,Luke Combs,1,,,1,0,9500,,,478266,2023.07.13
180,Star Spangled Banner,Demi Lovato,1,-1,2,1,0,9400,-1500,10900,86,2023.07.13
181,Red (Taylor's Version),Taylor Swift,2,,,1,0,9300,,,1433505,2023.07.13
182,BELLS,Rachelle Garniez,1,0,1,1,0,8700,0,8700,0,2023.07.13
183,Lucky,Megan Moroney,4,2,2,1,0,8600,6600,2000,265453,2023.07.13
184,Scars In Heaven,Casting Crowns,1,,,1,0,8400,,,541210,2023.07.13
184,People Like Me,Jeff & Sheri Easter,1,,,1,0,8400,,,0,2023.07.13
184,If I Know Me,Morgan Wallen,1,,,1,0,8400,,,1549441,2023.07.13
184,By Your Grace,Cody Johnson,1,,,1,0,8400,,,551823,2023.07.13
184,Somebody's Problem,Morgan Wallen,1,,,1,0,8400,,,3641645,2023.07.13
189,Star Spangled Banner,P!Nk,1,,,1,0,8200,,,0,2023.07.13
190,That's Why We Fight,Ella Langley & Koe Wetzel,7,-2,9,1,0,8100,-3200,11300,1166058,2023.07.13
191,"Houston, We Got A Problem",Luke Combs,1,-3,4,1,0,8100,-9000,17100,1485546,2023.07.13
192,Bus Route,Tyler Childers,4,1,3,1,0,8000,-2100,10100,212016,2023.07.13
193,Feel For You,Boy Named Banjo,8,-1,9,1,0,8000,-6100,14100,45816,2023.07.13
194,90s Country,Holdaways,6,-3,9,1,0,8000,1000,7000,52,2023.07.13
195,Humble And Kind (Nunca Te Olvides De Amar),Tim McGraw,2,-1,3,1,0,7600,-4000,11600,1479,2023.07.13
196,One Name,Jeff & Sheri Easter,1,0,1,1,0,7500,2600,4900,17818,2023.07.13
197,The Way (New Horizon),Gaither Vocal Band,1,,,1,0,7500,,,4078,2023.07.13
197,Because He Lives,Carrie Underwood,1,,,1,0,7500,,,55775,2023.07.13
197,Beautiful Ever After,Zane & Donna King,1,,,1,0,7500,,,0,2023.07.13
197,Don'T You Think You Ought To Worship Me,Wisecarvers,1,,,1,0,7500,,,1472,2023.07.13
197,Goliath,Joseph Habedank,1,,,1,0,7500,,,3130,2023.07.13
197,His Grave Wrote The Song,Greater Vision,1,,,1,0,7500,,,371,2023.07.13
1,Fast Car,Luke Combs,8700,77,8623,145,0,34770900,52300,34718600,22675712,2023.07.20
2,Last Night,Morgan Wallen,7514,-101,7615,145,0,31625400,-290900,31916300,29903009,2023.07.20
3,Need A Favor,Jelly Roll,7772,616,7156,144,0,30477600,2916000,27561600,11204100,2023.07.20
4,Next Thing You Know,Jordan Davis,6441,-599,7040,144,0,26596800,-1968200,28565000,8646368,2023.07.20
5,Dancin' In The Country,Tyler Hubbard,5663,-237,5900,145,0,25909800,-595000,26504800,6869497,2023.07.20
6,"You, Me, And Whiskey",Justin Moore & Priscilla Block,6603,266,6337,145,0,24888800,867000,24021800,3606699,2023.07.20
7,Your Heart Or Mine,Jon Pardi,5773,130,5643,145,0,21231700,943100,20288600,4644832,2023.07.20
8,Love You Anyway,Luke Combs,5698,363,5335,145,0,21104400,1362700,19741700,7401722,2023.07.20
9,Bury Me In Georgia,Kane Brown,5484,398,5086,145,0,20594800,1115900,19478900,6872491,2023.07.20
10,Angels,Thomas Rhett,4676,98,4578,145,0,17658200,259200,17399000,2392885,2023.07.20
11,Religiously,Bailey Zimmerman,4193,332,3861,145,0,15970300,758200,15212100,11517541,2023.07.20
12,Girl In Mine,Parmalee,4225,110,4115,144,0,14732100,161500,14570600,2983982,2023.07.20
13,Looking For You,Chris Young,3786,140,3646,145,0,13019900,408100,12611800,2580834,2023.07.20
14,Drinkaby,Cole Swindell,3789,-8,3797,145,0,12906500,209600,12696900,2703607,2023.07.20
15,But I Got A Beer In My Hand,Luke Bryan,3372,240,3132,145,0,11844800,856100,10988700,3174503,2023.07.20
16,Standing Room Only,Tim McGraw,3559,71,3488,145,0,11741400,165100,11576300,2941857,2023.07.20
17,Everything I Love,Morgan Wallen,2731,619,2112,144,0,10899900,1993100,8906800,4849193,2023.07.20
18,Watermelon Moonshine,Lainey Wilson,2983,284,2699,145,0,10251500,1344800,8906700,5514061,2023.07.20
19,Everything She Ain't,Hailey Whitters,3223,-25,3248,145,0,10161300,-95000,10256300,2842779,2023.07.20
20,God Gave Me A Girl,Russell Dickerson,2948,238,2710,141,0,10109200,814900,9294300,1637803,2023.07.20
21,Save Me The Trouble,Dan + Shay,2308,2305,3,136,0,10076400,10070400,6000,4580868,2023.07.20
22,Can'T Have Mine,Dylan Scott,2880,78,2802,145,0,8795500,295400,8500100,3176930,2023.07.20
23,If You Go Down (I'M Going Down Too),Kelsea Ballerini,2989,193,2796,145,0,8514800,535100,7979700,2491517,2023.07.20
24,Stars Like Confetti,Dustin Lynch,2517,305,2212,141,0,7869000,1386000,6483000,1893944,2023.07.20
25,Try That In A Small Town,Jason Aldean,1950,199,1751,136,0,6540600,888700,5651900,12533277,2023.07.20
26,All I Need Is You,Chris Janson,2251,70,2181,139,0,5748200,201600,5546600,1096907,2023.07.20
27,We Got History,Mitchell Tenpenny,1795,65,1730,138,0,5668700,114200,5554500,1950963,2023.07.20
28,Light On In The Kitchen,Ashley McBryde,1980,37,1943,144,0,5284900,45900,5239000,1205110,2023.07.20
29,Mind On You,George Birge,1595,111,1484,138,0,3990000,373100,3616900,237945,2023.07.20
30,Nobody's Nobody,Brothers Osborne,1587,2,1585,139,0,3896300,2600,3893700,1658782,2023.07.20
31,Creek Will Rise,Conner Smith,1671,76,1595,142,0,3838600,272200,3566400,1172642,2023.07.20
32,23,Chayce Beckham,1460,26,1434,137,0,3719300,51800,3667500,2889596,2023.07.20
33,Different 'Round Here,Riley Green,1302,96,1206,130,0,3539400,215400,3324000,1789855,2023.07.20
34,Fearless,Jackson Dean,1529,-51,1580,142,0,3260300,-23800,3284100,1083190,2023.07.20
35,Glory Days,Gabby Barrett,1190,-4,1194,132,0,3219600,-155200,3374800,2101051,2023.07.20
36,Fires Don'T Start Themselves,Darius Rucker,983,85,898,131,0,2866800,254500,2612300,1098529,2023.07.20
37,See You Next Summer,Brian Kelley,1028,39,989,115,0,2601100,-33900,2635000,409303,2023.07.20
38,We Don'T Fight Anymore,Carly Pearce,881,77,804,97,0,2528200,351900,2176300,2326604,2023.07.20
39,Truck Bed,Hardy,965,60,905,88,0,2511900,139200,2372700,6083680,2023.07.20
40,Thinkin' Bout Me,Morgan Wallen,610,32,578,34,0,2432200,328900,2103300,15054548,2023.07.20
41,Out Of That Truck,Carrie Underwood,727,-6,733,68,0,2277900,-53500,2331400,2393012,2023.07.20
42,World On Fire,Nate Smith,830,72,758,73,0,2142200,256000,1886200,4216865,2023.07.20
43,Burn It Down,Parker Mccollum,657,73,584,74,0,1937000,249100,1687900,3585828,2023.07.20
44,On The Boat Again,Jake Owen,663,32,631,71,0,1837200,244400,1592800,574852,2023.07.20
45,Drive You Out Of My Mind,Kassi Ashton,742,-18,760,79,0,1689900,-117100,1807000,1215909,2023.07.20
46,Over For You,Morgan Evans,667,-46,713,67,0,1620200,-56500,1676700,1091951,2023.07.20
47,Giving Up On That,Dalton Dover,806,21,785,84,0,1618300,58800,1559500,1517551,2023.07.20
48,Pretty Little Poison,Warren Zeiders,422,112,310,50,0,1490600,563600,927000,4516792,2023.07.20
49,Save Me (With Lainey Wilson),Jelly Roll,386,-23,409,35,0,1420400,-104300,1524700,5280469,2023.07.20
50,Somebody Else's Whiskey,Frank Ray,633,21,612,73,0,1127600,19500,1108100,150625,2023.07.20
51,Marry That Girl,Easton Corbin,553,6,547,68,0,1069700,34400,1035300,180577,2023.07.20
52,Shoot Tequila,Tigirlily Gold,561,-13,574,68,0,1022400,-120700,1143100,860892,2023.07.20
53,Bad Day To Be A Cold Beer,Chase Rice,512,-13,525,62,0,988500,-42800,1031300,230624,2023.07.20
54,Bout Damn Time,Neon Union,575,-49,624,76,0,955700,-32500,988200,53488,2023.07.20
55,Buy A Bar,Tim Dugger,285,36,249,41,0,742700,167300,575400,35250,2023.07.20
56,If I Die Young (Pt. 2),Kimberly Perry,384,-34,418,84,0,727600,-14100,741700,1228399,2023.07.20
57,Drinkin' Problems,Dillon Carmichael,356,60,296,55,0,682600,57000,625600,82233,2023.07.20
58,Love You Again,Chase Matthew,348,15,333,50,0,679800,43400,636400,3143324,2023.07.20
59,'98 Braves,Morgan Wallen,116,19,97,7,0,665900,54400,611500,3904935,2023.07.20
60,Save The Roses,Lee Brice,239,-10,249,33,0,587000,-15300,602300,640651,2023.07.20
61,Something Real,Dierks Bentley,315,30,285,47,0,582800,13400,569400,592562,2023.07.20
62,Jealous Of Myself,Tenille Arts,367,1,366,51,0,564100,5100,559000,61334,2023.07.20
63,Without You,Thompson Square,388,-18,406,56,0,518600,-45800,564400,31225,2023.07.20
64,Something's Gonna Kill Me,Corey Kent,262,87,175,42,0,406700,51900,354800,3835384,2023.07.20
65,Wine Country,Hannah Ellis,265,7,258,50,0,401000,43700,357300,104570,2023.07.20
66,Brokenhearted,Joe Nichols,261,-12,273,37,0,399900,-58700,458600,29500,2023.07.20
67,I'M Not Pretty,Megan Moroney,71,31,40,8,0,377400,211700,165700,1971153,2023.07.20
68,Waffle House,Jonas Brothers,74,,,37,0,350400,,,2980281,2023.07.20
69,I Just Killed A Man,Catie Offerman,239,26,213,43,0,308200,83800,224400,128857,2023.07.20
70,Always On My Mind,"Amanda Shires, Bobbie Nelson",56,7,49,55,0,302600,193100,109500,2807,2023.07.20
71,Dance With You,Brett Young,291,27,264,43,0,300200,29200,271000,2490690,2023.07.20
72,Trouble,Josh Ross,239,10,229,42,0,267800,14700,253100,2268224,2023.07.20
73,Heart To Break,Ryan Griffin,181,-28,209,24,0,202800,-32700,235500,174241,2023.07.20
74,Make You Mine,Marynn Taylor,252,20,232,43,0,201300,29400,171900,63391,2023.07.20
75,How Is She,Cole Swindell,28,7,21,1,0,196000,48800,147200,86679,2023.07.20
76,Oklahoma Smokeshow,Zach Bryan,48,-5,53,3,0,182100,-8200,190300,5080922,2023.07.20
77,Sticks And Stones,Lukas Nelson & Promise Of The Real,38,,,37,0,180500,,,102235,2023.07.20
78,Find Yourself,Lukas Nelson & Promise Of The Real,37,,,37,0,175200,,,256027,2023.07.20
79,Lovin You Gets In The Way,Ben Gallaher,97,1,96,16,0,157500,7500,150000,23498,2023.07.20
80,Daylight Savings,Kidd G,91,62,29,21,0,134700,86300,48400,206130,2023.07.20
81,Best Of Me,David Nail,37,1,36,1,0,131600,1700,129900,16171,2023.07.20
82,Ride The Wave,Russell Dickerson,30,19,11,21,0,124900,104100,20800,722722,2023.07.20
83,Thicc As Thieves,Lauren Alaina,43,12,31,2,0,124700,63000,61700,1745332,2023.07.20
84,Already Crazy,Carter Faith,48,38,10,48,0,103900,82300,21600,21903,2023.07.20
85,This Guy,Abby Anderson,48,,,48,0,103900,,,22232,2023.07.20
85,Whispering,Brooke Eden,48,,,48,0,103900,,,5831,2023.07.20
87,5 Leaf Clover,Luke Combs,16,-1,17,1,0,94300,400,93900,3034836,2023.07.20
88,Colorado,Florida Georgia Line,15,-1,16,2,0,91700,-12500,104200,70328,2023.07.20
89,Wasting All These Tears,Austin Snell,15,-7,22,2,0,83400,-67400,150800,862127,2023.07.20
90,Along For The Ride,Jordan Harvey,64,-45,109,11,0,81500,-65100,146600,38194,2023.07.20
91,June In July,Robby Johnson,16,,,15,0,78600,,,4914,2023.07.20
92,The Star-Spangled Banner,Chris Stapleton,15,-39,54,13,0,69900,-120500,190400,490026,2023.07.20
93,Heartfirst,Kelsea Ballerini,14,2,12,1,0,67500,15800,51700,663219,2023.07.20
94,One Of Us,Matt Stell,17,-6,23,3,0,67200,-41300,108500,977247,2023.07.20
95,Tulsa,Elle King,25,2,23,2,0,66100,-7100,73200,71751,2023.07.20
96,With You I Am,Cody Johnson,6,0,6,2,0,65500,17500,48000,1333429,2023.07.20
97,So Many Summers,Brad Paisley,10,-12,22,10,0,64600,-39100,103700,811222,2023.07.20
98,Same Here,Brad Paisley,10,,,10,0,64000,,,11520,2023.07.20
99,Young Man's Blues,Parker Mccollum,5,0,5,1,0,63400,18200,45200,498067,2023.07.20
100,Neon You,Don Louis,6,2,4,1,0,62600,37300,25300,89893,2023.07.20
101,Man Made A Bar,Morgan Wallen,24,13,11,14,0,60000,33500,26500,4318758,2023.07.20
102,First Rodeo,Daves Highway,94,28,66,19,0,53900,16200,37700,494,2023.07.20
103,Sun To Me,Zach Bryan,27,3,24,3,0,53300,15600,37700,4559932,2023.07.20
104,Honey!,Rayne Johnson,90,33,57,19,0,53000,22200,30800,34567,2023.07.20
105,Out Of Nowhere,Walker Montgomery,13,-1,14,1,0,52200,-200,52400,15116,2023.07.20
106,A Special Place,Danielle Bradbery,26,-5,31,5,0,52200,22000,30200,238000,2023.07.20
107,Cowgirls,Morgan Wallen,16,7,9,7,0,51900,26500,25400,7363550,2023.07.20
108,Down On The Beach,Russell Dickerson,22,10,12,8,0,49700,25000,24700,193805,2023.07.20
109,Still,Luke Combs,15,3,12,1,0,47700,10300,37400,590892,2023.07.20
110,Holy Water,Michael Ray,7,0,7,2,0,47500,9600,37900,315882,2023.07.20
111,"Love, Beer",Andrew Sevener,76,23,53,19,0,42800,12200,30600,687,2023.07.20
112,Grease,Lainey Wilson,18,-1,19,2,0,41700,-5300,47000,252305,2023.07.20
113,Just To Be Loved,Jo Dee Messina,7,6,1,7,0,38400,33200,5200,44572,2023.07.20
114,Ain't That Some,Morgan Wallen,13,-6,19,3,0,38000,-13300,51300,6243700,2023.07.20
115,Sun Sets In Colorado,Dierks Bentley,13,-2,15,1,0,37700,-2500,40200,48973,2023.07.20
116,Star Spangled Banner,Abby Anderson,6,1,5,5,0,34200,6000,28200,0,2023.07.20
117,You In A Honky Tonk,Randall King,4,0,4,2,0,34100,10400,23700,490084,2023.07.20
118,Ain'T Missin' You,Dylan Schneider,42,29,13,8,0,33600,-10100,43700,325654,2023.07.20
119,How I Get High,Josh Kaiser,54,12,42,14,0,32800,7900,24900,0,2023.07.20
120,Record High,Randall King,4,3,1,3,0,32400,26300,6100,34617,2023.07.20
121,Question The Universe,Teddy Robb,57,-13,70,19,0,32300,-8600,40900,6220,2023.07.20
122,Drink One For Me,Hardy,5,-3,8,1,0,32100,-20700,52800,194928,2023.07.20
123,A Walk In The Bar,Lauren Alaina,9,0,9,2,0,31800,5700,26100,151301,2023.07.20
124,Giving You Up,Kameron Marlowe,7,1,6,1,0,29300,2500,26800,1023086,2023.07.20
125,The Star-Spangled Banner,Carly Pearce,4,-1,5,4,0,27700,-22900,50600,0,2023.07.20
126,You Don't Want That Smoke,Bailey Zimmerman,10,,,10,0,26700,,,2048804,2023.07.20
127,Have You Forgotten?,Darryl Worley,5,3,2,4,0,26300,18900,7400,88016,2023.07.20
128,Loser,Mike Ryan,4,0,4,2,0,25300,-17600,42900,12129,2023.07.20
129,Too Soon To Say Goodbye,Wayland,42,-6,48,14,0,24900,-5000,29900,454,2023.07.20
130,3 Tequila Floor,Josiah Siska,20,2,18,4,0,24100,8500,15600,11664,2023.07.20
131,God Blessed Texas,"Randy Rogers Band, Josh Abbott Band & Casey Donahew Feat. Crowell, Watson, Green",4,3,1,3,0,23500,21500,2000,258892,2023.07.20
132,Tuggin' On My Heartstrings,Randall King,3,0,3,1,0,23300,0,23300,26592,2023.07.20
133,Wild as You,Cody Johnson,5,2,3,3,0,22800,-5300,28100,1084872,2023.07.20
134,National Anthem From Battle At Bristol,Jennifer Nettles,4,2,2,4,0,21900,11000,10900,0,2023.07.20
135,My Bar,Priscilla Block,10,8,2,9,0,21500,16600,4900,195928,2023.07.20
136,Songs We Used To Sing,Ernest,6,-1,7,1,0,21400,3900,17500,84326,2023.07.20
137,I Hope Heaven,Karissa Ella,37,-17,54,19,0,21400,-8700,30100,0,2023.07.20
138,We Ain't The Only Ones,Randy Rogers & Wade Bowen,2,-1,3,2,0,20200,-4500,24700,0,2023.07.20
139,Better Off,Trace Adkins,3,0,3,2,0,19800,-5400,25200,16448,2023.07.20
140,Cover Me Up,Morgan Wallen,4,2,2,3,0,19400,13100,6300,5001836,2023.07.20
141,Downtime,Roman Alexander,33,,,19,0,19100,,,10305,2023.07.20
142,Pretender,Sarah Darling,38,-34,72,19,0,18900,-22000,40900,378,2023.07.20
143,I Bet You Think About Me (Taylor's Version) (From The Vault),Taylor Swift Feat. Chris Stapleton,11,5,6,1,0,18700,8500,10200,1112767,2023.07.20
144,Loud and Heavy,Cody Jinks,11,7,4,3,0,18300,14300,4000,1942699,2023.07.20
145,Girl On Fire,Kameron Marlowe,1,-1,2,1,0,18200,17000,1200,1059058,2023.07.20
146,Plainview,Kin Faux,1,,,1,0,18200,,,3322,2023.07.20
146,Ragweed,Koe Wetzel,1,,,1,0,18200,,,413348,2023.07.20
146,If You Ever Get Lonely,Jake Bush,1,,,1,0,18200,,,2580,2023.07.20
149,Nothing Compares To You,Mickey Guyton,5,,,5,0,18100,,,0,2023.07.20
150,I Wrote The Book,Morgan Wallen,3,2,1,3,0,18000,6200,11800,5545168,2023.07.20
151,"Salt, Lime & Tequila",Ryan Griffin,2,,,1,0,17800,,,120207,2023.07.20
152,You'Re Gonna Love Me,Tim Dugger,2,-2,4,1,0,16800,2600,14200,9856,2023.07.20
153,That's Why We Fight,Ella Langley & Koe Wetzel,11,4,7,1,0,15900,7800,8100,1175012,2023.07.20
154,Forever Bound,12/Oc,9,-3,12,1,0,15300,-11400,26700,5153,2023.07.20
155,Decoration,Jillian Riscoe,8,3,5,1,0,15200,7800,7400,7,2023.07.20
156,Any Given Friday Night,Luke Combs,2,,,1,0,15200,,,332322,2023.07.20
157,Mix 'Em With Whiskey,Drake White,3,,,1,0,15000,,,401148,2023.07.20
158,Soundtrack To A Small Town Sundown,Tyler Farr,3,,,1,0,14800,,,13109,2023.07.20
159,Dazed And Confused,Vanatei,2,,,1,0,14400,,,0,2023.07.20
160,Just Drive,Erin Kinsey,6,-5,11,6,0,14300,-12600,26900,144224,2023.07.20
161,Hungover You,Emily Brooke,6,,,6,0,14300,,,899,2023.07.20
161,Back In The Saddle,Ashley Cooke,6,,,6,0,14300,,,93066,2023.07.20
163,Lovin' Where It's Goin',Josh Ward,4,1,3,2,0,13500,-19000,32500,39983,2023.07.20
164,Savior's Shadow,Blake Shelton,2,,,2,0,13300,,,11383,2023.07.20
165,Whiskey Friends,Morgan Wallen,2,,,2,0,13000,,,2555839,2023.07.20
166,Heading South,Zach Bryan,3,2,1,2,0,12900,11600,1300,4815666,2023.07.20
167,I'm In Love,Hailey Whitters,3,,,2,0,12800,,,191,2023.07.20
168,Inside And Out,Tyler Hubbard,4,3,1,1,0,12400,9300,3100,107884,2023.07.20
169,Think About There,Greater Vision,2,1,1,2,0,12400,7500,4900,2500,2023.07.20
169,Nobody Like Jesus,LeFevre Quartet,2,1,1,2,0,12400,7500,4900,2460,2023.07.20
171,From Austin,Zach Bryan,2,1,1,2,0,12400,6300,6100,2220821,2023.07.20
172,Ooo,Dj Nothin Nice,4,,,1,0,12300,,,0,2023.07.20
173,The Night You Walked Away,Costello,2,1,1,1,0,12200,6100,6100,39,2023.07.20
173,I DREW A LINE,Folk Family Revival,2,1,1,1,0,12200,6100,6100,451,2023.07.20
175,Bigger Houses,Dan + Shay,3,,,2,0,12100,,,794724,2023.07.20
176,Heartless,Diplo & Julia Michaels Feat. Morgan Wallen,3,0,3,3,0,12000,-2900,14900,7069964,2023.07.20
177,Damn Love,Kip Moore,14,-40,54,5,0,11900,-38800,50700,290729,2023.07.20
178,Stop Coming Over,Chris Lane,6,1,5,6,0,11800,-800,12600,47125,2023.07.20
179,Every Single Summer,Marynn Taylor,6,-1,7,6,0,11800,-5600,17400,3810,2023.07.20
180,Sunrise,Morgan Wallen,2,,,2,0,11800,,,4552054,2023.07.20
181,Humble And Kind (Nunca Te Olvides De Amar),Tim McGraw,3,1,2,1,0,11600,4000,7600,756,2023.07.20
182,Young Love & Saturday Nights,Chris Young,1,,,1,0,11500,,,1699,2023.07.20
183,The Star Spangled Banner,Brad Paisley,2,,,2,0,11000,,,0,2023.07.20
184,Back At The Bar,Landon Parker,20,,,19,0,11000,,,11173,2023.07.20
184,Under A Southern Sky,Ian Flanigan,20,,,19,0,11000,,,1017,2023.07.20
186,Star Spangled Banner,Demi Lovato,2,1,1,2,0,10900,1500,9400,74,2023.07.20
187,House Fire,Tyler Childers,3,1,2,1,0,10700,4100,6600,1239298,2023.07.20
188,Too Much Of A Woman,Roberta Lea,19,-35,54,18,0,10700,-20200,30900,0,2023.07.20
189,Feel For You,Boy Named Banjo,7,-1,8,1,0,10500,2500,8000,55508,2023.07.20
190,Pastels,Brook & The Bluff,3,,,1,0,10500,,,22364,2023.07.20
191,You Are My Sunshine,Morgane Stapleton,2,,,1,0,10400,,,95100,2023.07.20
192,Keep Movin' Along,Perrys,2,1,1,2,0,10200,5300,4900,6070,2023.07.20
193,I Don'T Want To Get Adjusted,Kim Hopper,2,0,2,2,0,10200,0,10200,63,2023.07.20
194,Goin' Crazy,Jameson Rodgers,8,-1,9,1,0,10100,-600,10700,17274,2023.07.20
195,Behind Bars,Jelly Roll,4,1,3,1,0,10000,3100,6900,523508,2023.07.20
196,Hungover You,Ethan Anderson,2,,,1,0,10000,,,192,2023.07.20
197,Tucson Too Late,Jordan Davis,1,0,1,1,0,9500,7800,1700,994481,2023.07.20
198,Tough Crowd,Jason Aldean,2,1,1,1,0,9400,8700,700,1221336,2023.07.20
